premise;question;choice1;choice2;label
Կինը որոշեց առաջադրվել պետական պաշտոնում: ;effect;Նա վարձել է քարոզարշավի մենեջեր: ;Նա վկայություն է տվել դատարանում: ;0
Տղամարդը սպասում էր, որ իր ճանապարհորդության ընթացքում ցուրտ եղանակ է լինելու։ ;effect;Նա իր պայուսակում տաք հագուստ էր փակել։ ;Նա ճամփորդել է մեծ ճամպրուկով։ ;0
Ուսանողը գիտեր հարցի պատասխանը։ ;effect;Նա բարձրացրեց ձեռքը: ;Նա խենթացել է: ;0
Տղամարդու աչքերը ջրվեցին։ ;cause;Մոշիկը մտավ նրա աչքերին: ;Նա աչքերի վրա պահպանակներ էր դրել։ ;0
Խաղացողը հինգ խաղ է հաղթել անընդմեջ: ;effect;Նրա հակառակորդը նրան մեղադրեց խաբեության մեջ: ;Նրա հակառակորդը կարեկցում էր նրան։ ;0
Ուսուցիչը պատռեց ուսանողի քննությունը: ;cause;Նա բռնել է ուսանողին խաբեության մեջ: ;Ուսանողի պատասխանները սխալ էին։ ;0
Ես դադարեցի խոսել: ;cause;Ես կորցրել եմ իմ ձայնը: ;Ես շունչս կորցրեցի: ;1
Սառեցված սնունդը հալվեց: ;cause;Ես այն դրել եմ միկրոալիքային վառարանում: ;Ես ծածկեցի այն պլաստիկով: ;0
Աշխատողը հիվանդ ձեւացավ: ;cause;Նա ստամոքսի խայթոցներ ուներ: ;Նա հանգստյան օր էր ուզում: ;1
Աղջիկը ընկավ լողավազանում: ;cause;Նա վազում էր լողավազանի տախտակի վրա: ;Նա ցատկեց ցատկահանդեսից: ;1
Ֆիլմի տոմսերը վաճառվել են: ;cause;Այն օրը, երբ ֆիլմը բացվում էր: ;Ֆիլմը վատ արձագանքներ է ստացել։ ;0
Տղամարդը նիհարել է: ;effect;Մարդիկ մեկուսացրել են նրան: ;Մարդիկ գովաբանում էին նրան: ;1
Աղջկա ձեռքերը փորփուշտներ էին ստացել։ ;cause;Նա նամակ է տպել: ;Նա լարով է բարձրանում: ;1
Կրկեսային կատարողը միանվագ հեծանիվով ճամփորդելիս շախմատ էր անում: ;effect;Հանդիսատեսը զարմացած աղաղակեց։ ;Ակրոբատը թրափեզից ցատկեց։ ;0
Ես կորցրեցի համբերությունը: ;cause;Ընկերս ստիպեց ինձ սպասել: ;Իմ ընկերը ժամին եկավ։ ;0
Պատերազմող երկրները ցանկանում էին խաղաղություն։ ;effect;Նրանք մշակել են միջուկային զենք: ;Նրանք պայմանագիր են կնքել։ ;1
Տղամարդը քնեցնող դեղամիջոց է վերցրել: ;effect;Նա քնկոտվեց։ ;Նա տենդ էր ունեցել։ ;0
Կինը բախվեց սոֆային: ;effect;Սոֆայի ոտքը ազատվեց: ;Նա կոտրել է ծնկը: ;1
Տղան սեղմեց փուչիկը: ;effect;Բալոնը փչացավ: ;Բալոնը թռավ հեռու: ;0
Նրանք ճանապարհորդներ էին, որոնք հյուրանոցային սենյակ էին գրանցվել: ;effect;Նրանք բացեցին իրենց ճամպրուկները։ ;Նրանք գնացին օդանավակայան: ;0
Ես կծեցի դեղձը: ;effect;Պրծնել է դեղձը: ;Ջուրը թափվեց: ;1
Իմ ձեռքերը կպչուն էին դարձել: ;cause;Ես մի կաթնաշոռ եմ կերել։ ;Ես քաղցրավենիք էի սիրում։ ;0
Ես դռան վրա եմ դրել: ;effect;Դռները բացվեցին: ;Դռները փակ են: ;0
Ակտիվիստները բոյկոտել են արտադրանքը: ;cause;Ապրանքները փորձարկվել են որակի ապահովման համար: ;Ապրանքները արտադրվել են երեխաների աշխատանքով: ;1
Ես պատի մեջ խոռոչ եմ փորել: ;effect;Մի մուկ դուրս եկավ փոսից: ;Դեղուկը դուրս եկավ փոսից: ;1
Կինը նախանձեց իր քրոջը։ ;cause;Նրա քույրը երջանիկ էր: ;Նրա քույրը ամուսնալուծվել է։ ;0
Ես գինի եմ թափել վերնաշապիկիս վրա։ ;effect;Ես քաշքշուկ եմ հագել: ;Ես փոխեցի վերնաշապիկը: ;1
Գանձապահը բացեց ռեգիստրատորը: ;cause;Հաճախորդը խուզարկեց իր դրամապանակը։ ;Հաճախորդը նրան փող տվեց: ;1
Փողոցային երաժիշտը գրավեց բազմությունը: ;effect;Մարդիկ նրան փոխանցում էին: ;Նա հեռացրեց ամբոխը։ ;0
Փոքրիկ տղան լաց եղավ իր խնամակալին: ;cause;Նա կարոտել է իր ծնողներին։ ;Դա ճաշի ժամանակ էր: ;0
Փիլոտի ռադարը հայտնաբերել է փոթորիկ: ;effect;Փիլոտը հեռացավ փոթորիկից։ ;Փիլոտը թռչեց փոթորկի միջով: ;0
Ծառը թափեց իր տերեւները: ;effect;Թերթերը գույներ փոխեցին: ;Թերթերը կուտակվում էին գետնին: ;1
Տղան մի չար տրամադրության մեջ էր: ;effect;Նա որոշեց քրոջ հետ խաղարկել քարտեր: ;Նա որոշեց իր քրոջ հետ կատակ անել։ ;1
Երեխան բողոքում էր, որ պետք է գնա զուգարան: ;effect;Նրա հայրը նրան սոդա տվեց խմելու: ;Նրա հայրը կանգնեցրեց մեքենան վառարանում: ;1
Երեխան ձկան սնունդը թափեց ջրամբարի մեջ: ;effect;Ձուկը դուրս է թռել ջրամբարից։ ;Ձուկը լողում էր դեպի սնունդը: ;1
Կնոջ քաղաքական տեսակետները փոխվեցին։ ;effect;Նա փոխեց իր կուսակցական պատկանելությունը: ;Նա մասնակցեց բողոքի ցույցի: ;0
Լոգարանի լվացարանը փակ էր: ;effect;Ես բացեցի ջրհոսքը: ;Ես դրա մեջ թափեցի ջրահեռացման մաքրող միջոց: ;1
Ուղեւորները իջան գնացքից։ ;cause;Մարզադաշտը հասավ: ;Մեքենան սուլեց: ;0
Տղամարդը սեղմեց գրպանի խոնավ թեւին: ;effect;Նա փաթեթի վրա դրեց նամականիշ: ;Նա փորփակել է փաթեթը։ ;1
Ընկերները կորցրեցին կապը: ;cause;Նրանք վայելում էին միմյանց ընկերությունը։ ;Նրանք տեղափոխվեցին տարբեր քաղաքներ: ;1
Հաշվապահը վատ է կառավարել ընկերության միջոցները: ;effect;Նա հեռացվել է իր պաշտոնից։ ;Նա ծննդաբերության արձակուրդում էր: ;0
Ես նայեցի ժամացույցին: ;cause;Ես լսեցի ժամացույցի տիկնիկը: ;Ես ուզում էի ժամը տեսնել։ ;1
Իմ ձեռքը խեղդվել է: ;cause;Ես ձեռքով եմ գրել էսսեն։ ;Ես ու կինս ձեռքերով էինք իրար մոտ գալիս։ ;0
Բլուտը սրվեց: ;cause;Ես փոխարինեցի փականը: ;Ես պտտեցի բրենդային բանալին: ;1
Զույգը վարձակալության պայմանագիր է կնքել բնակարանի համար: ;effect;Զույգը տեղափոխվեց բնակարան: ;Քաղաքը դատապարտեց բնակարանը: ;0
Կինը նստել էր դրսում, verandas. ;cause;Նա ուզում էր արեւի մայրամուտը դիտել: ;Նա կարծում էր, թե կայծակ է տեսել։ ;0
Տղամարդը ջրի մեջ փրկարար շապիկ էր հագել: ;cause;Նա չէր կարողանում լողալ: ;Ջուրը ցածր էր: ;0
Կինը տեքստային պրոցեսորում սխալ է գրել: ;effect;Նա ջնջեց փաստաթուղթը։ ;Նա սեղմեց backspace կոճակը: ;1
Աղջիկը պարծեց ընկերների հետ։ ;cause;Նա վատ գնահատական է ստացել: ;Նա մրցույթ է հաղթել: ;1
Խոտը կեղտոտ էր: ;cause;Գիշերվա ընթացքում անձրեւ էր տեղում։ ;Այն լի էր անտառներով։ ;0
Կինը քնած էր: ;cause;Նա գիշերը հյուրանոցում է մնացել։ ;Նա մոռացավ իր արթնացնող ժամացույցը տեղադրել: ;1
Տղամարդը դիմել է արեւապաշտպան քսուք: ;cause;Նա նստեց ստվերում։ ;Նա գնաց լողափ։ ;1
Հետազոտողները ապացուցեցին տեսությունը։ ;effect;Հետազոտողները հետ են վերցրել տեսությունը։ ;Անհատները ընդունեցին տեսությունը։ ;1
Խաղի երկրպագուները բուու էին անում: ;cause;Խաղը շարունակվեց երկարաձգման ժամանակ: ;Դատավորը սխալ որոշում կայացրեց: ;1
Ես մուտքագրեցի իմ կոմբինացիան կողպեքի վրա: ;effect;Ես փակել եմ կողպեքը: ;Բակին բացվեց: ;1
Ժողովուրդը լարվեց։ ;effect;Հայրը որդուն տվեց մի քիչ փող: ;Հայրը բռնեց որդու ձեռքը: ;1
Ձյունը փակեց ճանապարհը: ;effect;Ես ձյունը հավաքեցի ձյան գնդակի տեսքով։ ;Ես ձյունը հանեցի ճանապարհից։ ;1
Կայակավորները քշում էին իրենց մետաղներով։ ;effect;Կայակը հասավ ափին: ;Կայակը հարվածեց ալիքին: ;0
Աղջիկը կորցրեց հեծանիվի վերահսկողությունը: ;effect;Նա թողեց վարորդը: ;Նա բախվեց ցանկապատի: ;1
Ես միացրեցի օդափոխիչը: ;effect;Ջուրը ցրվեց մաշկի վրա: ;Ես զգացի, թե ինչպես է սառը օդը անցնում իմ վրայով: ;1
Սերֆերները վերադարձան լողափ։ ;cause;Նրանք խոնավ էին: ;Նրանք տեսան շնաձուկ: ;1
Ես հանեցի լոգարանի ջրահեռացման կցորդը: ;effect;Ջուրը դուրս է գալիս ջրավազանից: ;Ջուրը ցրվեց հատակին: ;0
Ամուսինը մեղավոր էր զգում, որ խաբել է կնոջը։ ;effect;Նա նրան մեղադրեց անհավատարմության մեջ: ;Նա խոստովանել է իր անվստահությունը: ;1
Պաստառի վրա թանաքը խեղդվել է: ;cause;Ես սպասեցի, մինչեւ թանաքը չորանա։ ;Ես ջուր եմ թափել պաստառի վրա։ ;1
Երեխան արթնացավ աղաղակելով: ;cause;Նա մղձավանջ էր տեսել: ;Նա քնել է քնում: ;0
Տղան ոտքերը դրեց սեղանի վրա։ ;effect;Նրա հայրը նստեց սեղանի շուրջը: ;Նրա հայրը նրան խրատ էր տալիս: ;1
Իմ ընկերը գլուխը շրջեց դեպի ինձ։ ;cause;Ես նրա անունը գոռացի: ;Ես ձեռքերս շարժեցի: ;0
Կառավարությունը ճնշում էր իր քաղաքացիներին։ ;effect;Քաղաքացիները ապստամբություն են կազմակերպել։ ;Քաղաքացիները գրանցվել են քվեարկելու համար: ;0
Տղան կորել էր անտառում: ;effect;Նա վրան է դրել: ;Նա օգնության կանչեց: ;1
Կինը արտասահման է մեկնել: ;cause;Նա ուզում էր սովորել նկարել: ;Նա ցանկանում էր սովորել այլ մշակույթների մասին: ;1
Տղամարդը նախանձում էր իր գործընկերոջը։ ;cause;Նրա գործընկերն առաջադրվել է։ ;Նրա գործընկերն ուշ էր աշխատում: ;0
Տղամարդը ականատես է եղել օտարերկրացիների: ;cause;Նա հալյուցինացիաներ էր ունենում: ;Նա մեդիտացիա էր անում: ;0
Տղամարդու մազերը շիկահեր դարձան։ ;cause;Նա լվացքի մեջ դրել է սպիտակեցուցիչ: ;Նա շամպուն է դրել մեջը: ;0
Արվեստագետը ստեղծեց նոր աշխատանք: ;cause;Նա քննադատել է իր նախորդ աշխատանքը։ ;Նա զգաց մի ոգեշնչման հարված: ;1
Որդին հեռացավ տնից։ ;cause;Նա ազատվել է զինվորական ծառայությունից։ ;Նա պատրաստվում էր քոլեջ գնալ: ;1
Գրքերը ընկել են գրքերի պահարանից։ ;cause;Գրասեղանները փոշով էին ծածկված։ ;Երկրաշարժը ցնցեց գրքերի պահարանը: ;1
Իմ տանը էլեկտրականությունը անջատվեց: ;effect;Ես լույս միացրեցի: ;Ես վերագործարկեցի անջատիչը: ;1
Մենք հեծանվեցինք հեծանվային վազարով: ;cause;Դա վախեցնող տեսք ուներ: ;Դա զվարճալի էր թվում: ;1
Պոպքորնի տոպրակը սկսեց փչանալ: ;cause;Ես կարագ եմ լցրել տոպրակի մեջ։ ;Ես այն տաքացրեցի միկրոալիքային վառարանում: ;1
Ծառը ընկել է էլեկտրական գծի վրա։ ;effect;Շրջանի էլեկտրականությունը անջատվեց: ;Ելույթը կանխատեսում էր ուժեղ քամիներ: ;0
Բանախոսն արեց քաղաքականորեն ոչ ճիշտ մեկնաբանություններ: ;effect;Նա ձանձրացնում էր հանդիսատեսին: ;Նա վիրավորել է հանդիսատեսին: ;1
Ես ինքս ինձ խոցեցի փայտիկով: ;effect;Իմ դեմքից քրտինքի մի կաթիլ թափվեց: ;Իմ մատում մի կաթիլ արյուն է ձեւավորվել: ;1
Ձուկը լողում էր ջրամբարի մակերեւույթին: ;cause;Այն քաղցած էր: ;Այն մեռած էր: ;1
Տղամարդու ձայնը խռով էր հնչում։ ;cause;Նա սառել էր: ;Նա թողեց ծխելը: ;0
Բարձրանալու դռները բացվեցին: ;cause;Լիցքավորիչը հասավ նշանակված հարկին: ;Լիցքավորիչը խրված էր երկու հարկերի միջեւ: ;0
Դեռահասը թաքնվել է տնից դուրս: ;cause;Նա ստել է իր ծնողներին: ;Ծնողները պատժել են նրան: ;1
Լոգարանը ջրով լցվեց: ;cause;Թողոցը լցվեց: ;Ջրասառնարանը փչացել է: ;0
Շունը մնաց իր տիրոջ մոտ: ;cause;Տերը շան վրա պարան է դրել։ ;Տերը շան կատուին կապել էր պարանով։ ;1
Տղամարդը տեսավ իր արտացոլումը: ;cause;Նա կանգնած էր հսկայական ծառի տակ: ;Նա կանգնած էր հանգիստ լճի վրա: ;1
Ես բաց թողեցի ընկերուհուս հեռախոսազանգը: ;effect;Ես զանգահարեցի նրան: ;Ես հանդիպեցի նրան ընթրիքի ժամանակ: ;0
Ընտանիքը շրջապատը զննեց։ ;cause;Նրանց շունը փախել է տնից։ ;Նրանց տնից թանկարժեք զարդեր էին անհետացել։ ;0
Ես տեսա իմ շունչը, երբ շնչեցի: ;cause;Օդը ցուրտ էր: ;Իմ կրծքավանդակը սեղմված էր: ;0
Աշխատակիցները միություն են կազմել։ ;cause;Նրանք ցանկանում էին ավելի լավ աշխատանքային պայմաններ: ;Աշխատատատողը բարձրացրեց նրանց աշխատավարձը։ ;0
Ես խնձորի պիցցա եմ պատրաստել։ ;effect;Խոհանոցը լի էր փտած հոտով: ;Տաք հոտը լցրեց խոհանոցը։ ;1
Կինը դժվարությամբ էր քայլում։ ;cause;Նա բարձր կոշիկներ էր կրում: ;Նա կոշիկները հանեց: ;0
Ջրի պարկից գոլորշի բարձրացավ: ;cause;Ջուրը եռաց: ;Ես ծածկել եմ պտուղը: ;0
Իմ բոլոր սոուսները լվացքահանում էին: ;effect;Ես սանդալներ էի կրում: ;Ես կոշիկներ էի կրում: ;0
Քաղաքական գործչի փաստարկը համարվեց անհեթեթ: ;effect;Նա կորցրեց ընտրողների աջակցությունը։ ;Նա մեղադրվում էր կոռուպցիայի մեջ: ;0
Բոլորը դեմ էին զույգի նշանադրությանը։ ;effect;Զույգը հղիացավ: ;Զույգը փախչել է: ;1
Շենքը նվիրված էր միլիոնատիրոջը: ;cause;Միլիոնատերը ցանկանում էր, որ շենքը քանդվի: ;Միլիոնատերը նվիրաբերեց դրա կառուցման համար անհրաժեշտ գումարները։ ;1
Վաճառքի գործընկերն այդ աղջկան մեղադրեց գողության մեջ: ;cause;Վաճառքի աշխատակիցը տեսավ, որ աղջիկը իր պայուսակում ապրանք է դրել: ;Գնորդը օգնեց աղջկան գտնել իր սիրած պայուսակը։ ;0
Երկիրը պատերազմ է հայտարարել հարեւան տարածքին: ;effect;Զինվորները ուղարկվել են մարտի։ ;Զինվորները վերամիավորվեցին իրենց ընտանիքների հետ: ;0
Դատարանը հաստատեց վիճելի որոշումը։ ;effect;Դատարանի առջեւ խռովություն սկսվեց: ;Մի զույգ դատարանի առջեւ երդումներ է տվել: ;0
Աղջիկը ինչ-որ բան այրվող հոտ էր գալիս: ;cause;Նա բլիթները հանեց ջրամբարից։ ;Նա թխվածքաբլիթները թողել է խողովակի մեջ։ ;1
Անձրեւը հորդառատ էր: ;effect;Անձրեւը վատթարացավ: ;Ես շտապեցի ներս։ ;1
Շենքը տարհանվել է: ;cause;Լարսը դադարեց աշխատել: ;Հրդեհային ազդանշանը անջատվեց: ;1
Հայրը զայրացած էր որդու ալկոհոլիզմից։ ;effect;Հայրը որդուն գարեջուր է գնել: ;Հայրը որդուն դուրս է նետել տնից։ ;1
Փաստաբանն աստիճաններով բարձրացավ իր գրասենյակ: ;cause;Գործակալը տուն է գնացել: ;Լարսը անսարք էր: ;1
Տղամարդը զայրացավ իր ընկերոջից։ ;cause;Նրա ընկերը ընդհատեց նրան: ;Նրա ընկերը նրան ճաշ էր նվիրել: ;0
Աղջիկը դրամը տվեց դրամապահին: ;effect;Գանձապահը աղջկան փոխանցեց։ ;Գանձապահը մոռացավ աղջկան վճարման վկայական տալ: ;0
Կինը նստեց հեծանվային աթոռին։ ;cause;Նա կաթվածահար էր եղել ավտովթարի հետեւանքով: ;Նա հիվանդանոց է մտել բարձիկով։ ;0
Քաղաքացիները իրենց տների առջեւ կախել են ազգային դրոշը: ;cause;Երկիրը նշում էր իր անկախությունը: ;Երկիրը տնտեսական դժվարությունների էր բախվում։ ;0
Թիմը պարտվեց մրցաշարում։ ;effect;Նրանք հիասթափեցրել են իրենց երկրպագուներին։ ;Նրանք ոգեշնչում էին իրենց երկրպագուներին: ;0
Իմ ընկերն ասաց, որ ուտելիք ունեմ ատամների մեջ։ ;effect;Ես ամաչում էի։ ;Ես հպարտ էի: ;0
Տղան չի անցել պատմության քննությունը։ ;cause;Նա ուշադիր էր դասի ժամանակ: ;Նա մոռացել է սովորել: ;1
Քաղաքի կենտրոնում գտնվող շենքը փլուզվել է: ;cause;Երկրաշարժը հարվածեց քաղաքին: ;Քաղաքում հանցագործության մակարդակը աճել է: ;0
Տղամարդու ընկերուհին բաժանվել է նրանից։ ;effect;Նա աղաչում էր, որ նա իրեն հետ վերցնի: ;Նա նրան ներկայացրեց իր ծնողներին։ ;0
Երկու երեխաները միաժամանակ նետվեցին գնդակը վերցնելու: ;effect;Գնդակը հեռացավ: ;Նրանց գլուխները բախվեցին: ;1
Մորուքը թալանել է աղբարկղը: ;cause;Մեղրի մեջ կար կարտոֆիլ: ;Բաց էր աղբարկղի ծածկոցը: ;1
Տղան սուրացրեց մատիտը: ;cause;Այն էժան էր: ;Դա ձանձրալի էր: ;1
Գանձապահը մերժեց կնոջը վերադարձնել զգեստը: ;cause;Նա կորցրել է իր վավերագրությունը: ;Գեղեցկությունը ինձ չի համապատասխանում: ;0
Մաշկի վրա եղած գորտն այնքան խոր էր: ;effect;Այն արագ բուժվեց: ;Այն թողել է բորբոքվածք: ;1
Տղամարդուն տարօրինակ հայացքներ են նայում գնացքում գտնվող ուղեւորները։ ;cause;Նա նայում էր գետնին: ;Նա ինքն իր հետ էր խոսում։ ;1
Երեխան փշրված կտորներ է թողել գետնին: ;effect;Մրջյունները սողում էին մանրուքների վրա։ ;Երեխան հացը հեռացրեց: ;0
Կինը թաշկոց տվեց իր քրոջը։ ;cause;Կնոջ քույրը ձեռքերը ծալեց: ;Կնոջ քույրը սկսեց լաց լինել։ ;1
Տղամարդը մինտա վերցրեց: ;cause;Նրա շուրթերը փշրված էին: ;Նա անհանգստանում էր վատ հոտով: ;1
Զույգը վաղ հեռացավ շոուի համար: ;cause;Նրանք կանխատեսել են թատրոնի շուրջ երթեւեկությունը: ;Նրանք ուղեցույցներ են ստացել թատրոն: ;0
Կինը մնաց տանը, ոչ թե աշխատելու: ;effect;Նրա ղեկավարը գովաբանեց նրան։ ;Նրա գործընկերն է ծածկել նրան: ;1
Տղամարդը ստորագրել է ակտիվիստների խնդրագիրը: ;cause;Նա աջակցում էր նրանց գործին: ;Նա նրանց խելագարություն է անվանել։ ;0
Դերասանի սիրտը թրթռում էր իր կատարումից առաջ: ;cause;Նա բեմի վախից էր տառապում: ;Նա հիշում էր իր տողերը: ;0
Ես կորած էի: ;effect;Ես հաշվեցի իմ դրամը: ;Ես քարտեզ եմ բացել: ;1
Ծաղկուն պտուղները արեւի տակ էին։ ;effect;Այն կերել են: ;Այն փչացել է: ;1
Մեքենան փչացավ: ;cause;Ես միացրեցի լիցքավորման սարքը: ;Մեքենան գերտաքացավ: ;1
Տղամարդը վնասել է իր մեջքը: ;effect;Նա գնացել է հոգեբանի մոտ: ;Նա մի քանի օր անկողնում էր։ ;1
Ես կրակ եմ վառել կրակի մեջ: ;cause;Ես փայտից դուրս էի եկել: ;Տանը ցուրտ էր: ;1
Կինը դադարեց վազել: ;cause;Նա կռապտություն է ստացել իր կողքին: ;Նա երկրորդ շունչ է ստացել: ;0
Ես թակեցի հարեւանի դռանը։ ;effect;Հարեւանը ինձ ներս հրավիրեց։ ;Իմ հարեւանը լքել է իր տունը։ ;0
Կինը հիասթափված շունչ քաշեց։ ;cause;Ամուսինը սխալ հասկացավ նրա մտահոգությունները։ ;Ամուսինը նրան հրաժեշտ տվեց: ;0
Ուսուցիչը գովաբանեց ուսանողին։ ;cause;Ուսանողը ճիշտ պատասխանեց հարցին: ;Ուսանողը երկմտեց պատասխանել հարցին: ;0
Կնոջն ձվերը վերջացան: ;effect;Նա գնաց ֆերմա: ;Նա գնացել է սուպերմարկետ։ ;1
Ես հանդիպեցի հին ընկերոջս: ;effect;Ես նրան մի գաղտնիք հայտնեցի։ ;Ես գրկեցի նրան: ;1
Կինը խուսափեց լճի մեջ մտնելուց։ ;cause;Նա ձուկ է բռնել: ;Այն աղտոտված էր թվում: ;1
Ուսանողը դասարան եկավ խոնավացած: ;cause;Նրա անձրեւանոցը կոտրված էր: ;Նրա հեծանիվը գողացել են: ;0
Համակարգչի էկրանի ցուցիչը շարժվեց: ;cause;Օգտատերը սեղմեց մկնիկի վրա: ;Օգտատերը շարժեց մկնիկը: ;1
Վարորդը շրջանցեց ճանապարհը: ;cause;Մի դժբախտ պատահարի է տեղի ունեցել գլխավոր ճանապարհին: ;Նա հետեւեց իր առջեւ գտնվող բեռնատարին: ;0
Ես ցամաքած լվացքի կտորը կախեցի լվացքի գծից: ;effect;Լիննը չորացավ: ;Լիննեը խեղդված է: ;0
Կինը իր ակնոցները հագեց: ;cause;Արեւի լույսը պայծառ էր: ;Նա տաքսի է կանչել: ;0
Տղամարդը նայում էր գիշերային երկնքին։ ;cause;Նա ցանկանում էր, որ ամառ լիներ: ;Նա կարծում էր, որ դա գեղեցիկ է: ;1
Ես ինձ հոգնած էի զգում։ ;effect;Ես շուտ եմ քնել: ;Ես ողջ գիշեր արթնացա: ;0
Տղամարդը գնացել է մազահարդարող: ;cause;Նա աճեցրել էր իր մազերը: ;Նրա մազերը երկար էին դառնում։ ;1
Տղան չար հնարքներ է խաղացել իր նոր դասընկերոջ հետ: ;cause;Տղան ողջունեց նոր դասընկերոջը: ;Տղան չէր սիրում իր նոր դասընկերոջը։ ;1
Ես կաթի բաժակ էի ուզում: ;cause;Ես թխվածք էի ուտում: ;Ես հաց էի թխում։ ;0
Անձրեւը սկսեց: ;effect;Վարորդը լուսացույցները վառեց: ;Վարորդը մեքենան հետաձգեց: ;0
Շենքի ավտոկայանատեղին դատարկ էր: ;effect;Ես կանգնեցրեցի փողոցի մյուս կողմում: ;Ես կայանեցի մուտքի մոտ: ;1
Գրողն իր նախագծի ներկայացման վերջնաժամկետը բաց թողեց: ;cause;Նա գրողի խանգարում էր ունենում: ;Նա խմբագրել է նախագիծը: ;0
Համագործակցուհին անջատեց հեռախոսս: ;cause;Ես խնդրեցի խոսել վերակացուցչի հետ: ;Ես տրամադրեցի իմ նույնականացման համարը: ;0
Քամին փչում էր բաց պատուհանից: ;effect;Դռան զանգը հնչեց: ;Պահոցները ցնցվեցին: ;1
Իմ տանը էլեկտրականությունը անջատվեց: ;cause;Ես անջատեցի լամպը: ;Ես փչացա մի սահուն: ;1
Վարորդը բղավեց. ;cause;Նա հայելու առջեւ թուլացրեց մկանները։ ;Նա բարձրացրեց սանդուղքը իր գլխի վերեւ։ ;1
Ուսանողը փորձեց հաշվել գլխով: ;effect;Նա հաշվող սարք էր վերցրել: ;Նա շփոթվեց: ;1
Երեխան քնել է: ;cause;Հայրը փոխեց երեխայի կոշիկը: ;Հայրը դանդաղ թափեց երեխային։ ;1
Աղջիկը ջրային փուչիկը նետեց տղայի վրա: ;effect;Տղան գլխուղեղի ցնցում է ստացել: ;Տղան ցնցվեց: ;1
Լուսանկարիչը մոռացել է օգտագործել ֆլեշը: ;effect;Լուսանկարները խճճված էին: ;Լուսանկարներում բոլորը հրաժարվում էին ժպտալ: ;0
Ես մերժեցի ծննդյան երեկույթի հրավերը։ ;cause;Ես միայնակ էի: ;Ես քաղաքից դուրս էի: ;1
Ես մարզվել եմ: ;cause;Ես ինձ էներգետիկ զգացի: ;Ես վախեցած էի: ;0
