premise;question;choice1;choice2;label
Жанчына вырашыла балатавацца на дзяржаўную пасаду. ;effect;Яна наняла мэнэджара па выбарах. ;Яна дала паказанне ў судзе. ;0
Мужчына прадбачыў халоднае надвор'е на сваю паездку. ;effect;Ён спакаваў у куфар цёплае адзенне. ;Ён падарожнічаў з вялікім куфарчыкам. ;0
Вучань ведаў адказ на пытанне. ;effect;Ён падняў руку. ;Ён пакалечыў. ;0
Вочы чалавека пацяклі вадою. ;cause;Пыл трапіў у яго вочы. ;Ён надзеў ахоўныя акуляры на вочы. ;0
Гулец выйграў пяць гульняў запар. ;effect;Яе супернік абвінаваціў яе ў махлярстве. ;Яе супернік пашкадаваў яе. ;0
Настаўнік разарваў экзамен вучня. ;cause;Ён зловіў студэнта на махлярстве. ;Адказы вучня былі няправільнымі. ;0
Я спыніўся, каб спыніць размову. ;cause;Я страціла голас. ;Я застаўся без дыхання. ;1
Замарожаная ежа адтанула. ;cause;Я паклаў яго ў мікрахвалевую печ. ;Я пакрыла яго пластыкавай валёнкай. ;0
Работнік прыкідваўся хворым. ;cause;У яго былі спазмы ў жываце. ;Ён хацеў дзень адпачынку. ;1
Дзяўчына прызямлілася ў басейне. ;cause;Яна бегла на палубе басейна. ;Яна скокнула з пад'ёмнай дошкі. ;1
Квіткі ў кіно прададзеныя. ;cause;Гэта быў дзень адкрыцця фільма. ;Фільм атрымаў дрэнныя водгукі. ;0
Чалавек схуднеў. ;effect;Людзі ізалявалі яго. ;Людзі рабілі яму кампліменты. ;1
Рукі дзяўчыны сталі пузырамі. ;cause;Яна набрала на машынцы ліст. ;Яна паднялася на вяроўку. ;1
Цыркавая артыстка жонгліравала, едучы на аднаколавым ровары. ;effect;Аўдыторыя ўразілася і віталі. ;Акрабат пакаціўся з трапецы. ;0
Я страціў цярпенне. ;cause;Мой сябар прымусіў мяне пачакаць. ;Мой сябар прыехаў своечасова. ;0
Ваюючыя краіны хацелі міру. ;effect;Яны распрацавалі ядзерную зброю. ;Яны дамовіліся аб дагаворы. ;1
Чалавек прыняў снулягі. ;effect;Яму стала дрымотна. ;У яго была гарачка. ;0
Жанчына ўдарылася ў канапу. ;effect;На канапе нага распусцілася. ;Яна пашкодзіла калена. ;1
Хлопчык сціснуў шарык. ;effect;Балон зрываўся. ;Балон адляцеў. ;0
Яны падарожнікі зарэгістраваныя ў сваім гасцінічным нумары. ;effect;Яны разгарнулі свае валізы. ;Яны паехалі ў аэрапорт. ;0
Я ўкусіла ў персік. ;effect;Персік здранцвенне. ;Сок выліўся. ;1
Мае рукі ліпкай. ;cause;Я з'ела пончык. ;У мяне быў смак цукерак. ;0
Я адштурхнула дзверы. ;effect;Дзверы адчыніліся. ;Дзверы зачыненыя. ;0
Актывісты байкатавалі прадукцыю. ;cause;Прадукцыя была пратэставана для забеспячэння якасці. ;Прадукцыя выраблялася з дапамогай дзіцячай працы. ;1
Я прабіў дзірку ў сцяне. ;effect;З ямы вылезла мыш. ;Пыль вылецела з дзіркі. ;1
Жанчына зайздросціла сваёй сястры. ;cause;Яе сястра была шчаслівая. ;Яе сястра развялася. ;0
Я праліла віно на сваю кашулю. ;effect;Я надзеў фартух. ;Я змяніў сваю кашулю. ;1
Касір адкрыў касу. ;cause;Кліент праверыў свой кашалёк. ;Кліент перадаў ёй грошы. ;1
Вулічны музыкант прыцягнуў натоўп. ;effect;Людзі давалі яму сродкі. ;Ён адправіў натоўп. ;0
Хлопчык плакаў да сваёй нянькі. ;cause;Яму не хапала бацькоў. ;Гэта быў час закускі. ;0
Рэдар пілота выявіў шторм. ;effect;Пілот адплыў ад шторму. ;Пілот праляцеў праз шторм. ;0
Дрэва скідала лісце. ;effect;Лісце ператварылася ў колеры. ;Лісце назапасілася на зямлі. ;1
Хлопчык быў у непрыемным настроі. ;effect;Ён вырашыў пагуляць у карты са сваёй сястрой. ;Ён вырашыў здымаць жарт з сястрой. ;1
Дзіця скардзілася, што яму трэба было ў туалет. ;effect;Бацька даў яму піць газіроўку. ;Яго бацька спыніў машыну на запраўцы. ;1
Дзіця пасыпала рыбную ежу ў акваторыю. ;effect;Рыба выскачыла з акваторыі. ;Рыба паплыла да ежы. ;1
Палітычныя погляды жанчыны змяніліся. ;effect;Яна змяніла сваю партыйную прыналежнасць. ;Яна ўдзельнічала ў акцыі пратэсту. ;0
Ванны раковина была зачынены. ;effect;Я ўключыў крана. ;Я наліў ў яго ачышчальнік для каналізацыі. ;1
Пасажыры выйшлі з цягніка. ;cause;Цягнік прыбыў на станцыю. ;Цягнік свістаў. ;0
Чалавек націснуў на вільготны кран канверта. ;effect;Ён паставіў пячатку на канверце. ;Ён запячатаў канверт. ;1
Сябры страцілі сувязь. ;cause;Яны любілі сябраваць адзін з адным. ;Яны пераехалі ў розныя гарады. ;1
Бухгалтар няправільна кіраваў фондамі кампаніі. ;effect;Яе звольнілі са свайго месца. ;Яна пайшла ў адпачынак па прымусе. ;0
Я паглядзеў на гадзіннік. ;cause;Я пачуў, як гадзіны білі. ;Я хацеў праверыць час. ;1
Мая рука спала. ;cause;Я напісаў эсэ ўручную. ;Мы з жонкай трымаліся за рукі. ;0
Шлюба зацягнуўся. ;cause;Я замяніў болт. ;Я павярнуў габрэйскі ключ. ;1
Пара падпісала дамову аб арэндзе кватэры. ;effect;Пара пераехала ў кватэру. ;Горад асудзіў кватэру. ;0
Жанчына сядзела на верандзе. ;cause;Яна хацела паглядзець на захад сонца. ;Яна думала, што бачыла маланку. ;0
Мужчына насіў у вадзе выратавальную камізэльку. ;cause;Ён не ўмеў плаваць. ;Вада была дробнай. ;0
Жанчына зрабіла памылку ў друку ў працэсары. ;effect;Яна выдаліла дакумент. ;Яна націснула клавішу адтэрміноўкі. ;1
Дзяўчына пахвалілася сябрам. ;cause;Яна атрымала дрэнную адзнаку. ;Яна выйграла ў конкурсе. ;1
Газон быў брудным. ;cause;За ноч пралілася дождж. ;Ён быў поўны пустазелля. ;0
Жанчына праспала. ;cause;Яна перыядычна пераночыла ў гатэлі. ;Яна забылася ўсталяваць будзільнік. ;1
Чалавек надзеў сонцаахоўны крэм. ;cause;Ён сядзеў у цені. ;Ён пайшоў на пляж. ;1
Даследчыкі даказалі гэтую тэорыю. ;effect;Даследчыкі адмовіліся ад тэорыі. ;Асобныя прынялі тэорыю. ;1
Фанаты на гульні выбухалі. ;cause;Гульня пайшла ў дадатковы час. ;Арбітр зрабіў няправільны выбар. ;1
Я ўвёў свой камбінацыю на замак. ;effect;Я зачыніў замак. ;Замак адчыніўся. ;1
Натоўп узмацніўся. ;effect;Бацька даў сыну грошы. ;Бацька схапіў сына за руку. ;1
Снег блакаваў пад'езд. ;effect;Я сабраў снег у снежны шар. ;Я сапёр снег з шляху. ;1
Каякісты веславалі на веслах. ;effect;Каяк дабраўся да берага. ;Каяк ударыў хваляй. ;0
Дзяўчына страціла кантроль над сваім роварам. ;effect;Яна адпусціла руль. ;Яна ўрэзалася ў плот. ;1
Я ўключыў вентылятар. ;effect;Вада пасыпалася на маёй скуры. ;Я адчуў, як прахалоднае паветра праляцела над мной. ;1
Серферы вярнуліся на пляж. ;cause;Яны былі мокрыя. ;Яны ўбачылі акулу. ;1
Я выцягнуў адцяжку ў ванне. ;effect;Вада выцякла з ванны. ;Вада пырскалася на падлогу. ;0
Муж адчуваў сябе вінаватым у тым, што падмануў жонку. ;effect;Ён абвінаваціў яе ў нявернасці. ;Ён прызнаўся ёй у нявернасці. ;1
На плакаце размазаны чарніла. ;cause;Я чакаў, пакуль чарніла высахне. ;Я праліла ваду на постэр. ;1
Дзіця прачнулася, крычучы. ;cause;У яго быў кашмар. ;Ён памачыў у ложак. ;0
Хлопчык паклаў ногі на стол. ;effect;Яго бацька сеў за стол. ;Яго бацька даваў яму лекцыі. ;1
Мой сябар павярнуў галаву ў маім кірунку. ;cause;Я крычала яго імя. ;Я махнуў рукамі. ;0
Урад прыгнятаў сваіх грамадзян. ;effect;Грамадзяне пачалі паўстанне. ;Грамадзяне зарэгістраваліся, каб прагаласаваць. ;0
Хлопчык заблукаў у лесе. ;effect;Ён падняў намёт. ;Ён крычаў, просячы дапамогі. ;1
Жанчына падарожнічала за мяжу. ;cause;Яна хацела навучыцца маляваць. ;Яна хацела даведацца пра іншыя культуры. ;1
Мужчына раўнуў свайму калегу. ;cause;Яго калегу павысілі ў службе. ;Яго калега працаваў позна. ;0
Чалавек быў сведкам іншапланецяне. ;cause;У яго былі галюцынацыі. ;Ён медытаваў. ;0
Валасы гэтага чалавека пазбялелі. ;cause;Ён паклаў у яго адбельвальнік. ;Ён паклаў у яго шампунь. ;0
Мастак стварыў новую працу. ;cause;Яна крытыкавала яе папярэднюю працу. ;Яна адчула ўдар натхнення. ;1
Сын з'ехаў з дому. ;cause;Яго звольнілі з арміі. ;Ён збіраўся ў каледж. ;1
Кнігі выпалі з кніжнай паліцы. ;cause;Паліцы былі пакрытыя пылам. ;Землятрус паціснуў кніжную паліцу. ;1
У маім доме адключылі электрычнасць. ;effect;Я ўключыла святло. ;Я перазагрузіў пераключальнік. ;1
Мы ехалі на астраводах. ;cause;Гэта выглядала страшна. ;Гэта выглядала весела. ;1
Пачак папкорнаў пачаў лопнуць. ;cause;Я наліў масла ў мяшок. ;Я нагрэў яго ў мікрахвалевай печы. ;1
Дрэва ўпала на лінію электраперадачы. ;effect;У суседстве не было электрычнасці. ;Прагноз паветра прадказваў моцныя ветры. ;0
Выступаючы зрабіў палітычна некарэктныя заўвагі. ;effect;Яму было сумна ў публіцы. ;Ён пакрыўдзіў публіку. ;1
Я ўколоў сябе шпількай. ;effect;З майго твару капаў поцеў. ;На маім пальцы з'явілася кропля крыві. ;1
Рыба плавала на паверхні акваторыі. ;cause;Гэта было галодным. ;Гэта было мёртвым. ;1
Голас чалавека гучаў хрыплым. ;cause;У яго была прастуда. ;Ён кінуў паліць. ;0
Дзверы ліфта адчыніліся. ;cause;Ліфт прыбыў на прызначаны паверх. ;Ліфт затрымаўся паміж паверхамі. ;0
Падлетак выкраўся з хаты. ;cause;Ён хлусіў сваім бацькам. ;Яго бацькі прымусілі яго. ;1
Ванная папоўнілася. ;cause;У туалеце было перапоўнена. ;Гарачка вады зламалася. ;0
Шчанюк застаўся побач са сваім гаспадаром. ;cause;Уладальнік надзеў на шчанюка каўнер. ;Уладальнік трымаў шчанюка на паводцы. ;1
Чалавек злавіў яго адлюстраванне. ;cause;Ён стаяў пад велізарным дрэвам. ;Ён стаяў над спакойным возерам. ;1
Я прапусціў тэлефонны званок сваёй дзяўчыны. ;effect;Я патэлефанаваў ёй назад. ;Я пазнаёміўся з ёй на вячэры. ;0
Сям'я абшукала вакол. ;cause;Іх сабака ўцёк з дому. ;Каштоўныя ўпрыгожванні зніклі з іх дома. ;0
Я бачыў свой дыханне, калі я дыхаў. ;cause;Надвор'е было халаднаватае. ;У мяне адчувалася напружанасць у грудзях. ;0
Супрацоўнікі стварылі прафсаюз. ;cause;Яны хацелі лепшых умоў працы. ;Іх працадаўца падняў іх зарплату. ;0
Я выпекла яблычны пірог. ;effect;Пах гніення напоўніў кухню. ;Цёплы водар напаўняў кухню. ;1
Жанчына з цяжкасцю хадзіла. ;cause;Яна насіла абцасы. ;Яна здымала абутак. ;0
Пары падняліся з гаршчоўкі з вадой. ;cause;Вада закіпела. ;Я прыкрыў гаршчок. ;0
Усе мае шкарпэткі былі ў пральні. ;effect;Я насіла сандалі. ;Я насіў боты. ;0
Аргумент палітыка быў прызнаны абсурдам. ;effect;Ён страціў падтрымку выбаршчыкаў. ;Яго абвінавацілі ў карупцыі. ;0
Усе не пагадзіліся з заручкай пары. ;effect;Пара зацяжарыла. ;Пара ўцякла. ;1
Будынак быў прысвечаны мільянеру. ;cause;Мільянеры хацелі, каб будынак знеслі. ;Мільянеры ўнеслі сродкі на яго будаўніцтва. ;1
Супрацоўнік па продажах абвінаваціў дзяўчыну ў крадзяжы. ;cause;Прадавец бачыў, як дзяўчына кладзе тавар у сваю кашалёк. ;Прадаўца дапамог дзяўчыне знайсці кашалёк, які ёй спадабаўся. ;0
Краіна абвясціла вайну суседняй тэрыторыі. ;effect;Салдаты былі накіраваны на вайну. ;Салдаты былі ўз'яднаныя са сваімі сем'ямі. ;0
Суд падтрымаў супярэчлівае рашэнне. ;effect;Перад будынкам суда пачаўся бунт. ;Пара абмянялася клятвамі перад будынкам суда. ;0
Дзяўчына пахнула чымсьці гаручым. ;cause;Яна выняла печыва з банка. ;Яна пакінула печыва ў духоўцы. ;1
Дождж ішоў як з вядра. ;effect;Шторм пагаршаўся. ;Я паспяшаўся ўвайсці ў дом. ;1
Будынак быў эвакуіраваны. ;cause;Ліфт перастаў працаваць. ;Пажарная сігналізацыя ўключылася. ;1
Бацька раздражняўся алкагалізмам свайго сына. ;effect;Бацька купіў сыну піва. ;Бацька выгнаў сына з хаты. ;1
Адвакат паднялася па лесвіцы ў свой кабінет. ;cause;Сакратарка пайшла дадому на працягу дня. ;Ліфт быў непрацаздольны. ;1
Чалавек раззлаваўся на свайго сябра. ;cause;Яго сябар перапыніў яго. ;Яго сябар заплаціў яму абед. ;0
Дзяўчына аддала свае грошы касіру. ;effect;Касір даў дзяўчыне яе змены. ;Касір забыўся даць дзяўчыне квітанцыю. ;0
Жанчыну пасадзілі ў інвалідную каляску. ;cause;Яна была паралізаваная ў выніку аварыі. ;Яна ўвайшла ў бальніцу на насілках. ;0
Грамадзяне вывесілі нацыянальны сцяг перад сваімі дамамі. ;cause;Краіна адзначала сваю незалежнасць. ;Краіна сутыкнулася з эканамічнымі цяжкасцямі. ;0
Каманда прайграла турнір. ;effect;Яны расчаравалі сваіх фанатаў. ;Яны натхнялі сваіх прыхільнікаў. ;0
Мой сябар сказаў, што ў мяне ежа застрэлілася ў зубах. ;effect;Мне было сорамна. ;Я ганарыўся. ;0
Хлопчык прайшоў экзамен па гісторыі. ;cause;Ён звярнуў увагу на ўроках. ;Ён забыўся вучыцца. ;1
Будынак у цэнтры горада абрынуўся. ;cause;У горадзе адбыўся землятрус. ;Узровень злачыннасці ў горадзе павялічыўся. ;0
Сяброўка гэтага чалавека разышлася з ім. ;effect;Ён прасіў яе ўзяць яго назад. ;Яна прадставіла яго сваім бацькам. ;0
Двое дзяцей адначасова падымаліся, каб забраць мяч. ;effect;Мяч адкаціўся. ;Іх галовы сутыкнуліся. ;1
Ракун разрабаваў смеццевы бак. ;cause;У смеццевай кашы быў кардон. ;Крышка была з смеццевага каніку. ;1
Хлопчык натачыў аловак. ;cause;Гэта было танна. ;Гэта было сумна. ;1
Касір адмовіў жанчыне ў вяртанні грошай за сукенку. ;cause;Яна згубіла сваю квітанцыю. ;Сукенка не падыходзіла. ;0
Драпіну на маёй скуры было глыбока. ;effect;Ён хутка зажыў. ;Гэта пакінула шнар. ;1
Мужчына атрымаў дзіўныя погляды ад пасажыраў у цягніку. ;cause;Ён глядзеў на зямлю. ;Ён размаўляў сам з сабой. ;1
Дзіця пакінула крошкі на падлозе. ;effect;Мурашы падполлі да крошкі. ;Дзіця адклала хлеб. ;0
Жанчына дала сястры хустку. ;cause;Сястра жанчыны склала рукі. ;Сястра жанчыны пачала плакаць. ;1
Чалавек узяў мятны. ;cause;Яго вусны былі расшчапленыя. ;Ён хваляваўся пра дрэнны пах з вуснаў. ;1
Пара пакінула рана для шоў. ;cause;Яны чакалі руху вакол тэатра. ;У іх ёсць інструкцыі да тэатра. ;0
Жанчына засталася дома, не на працы. ;effect;Яе начальнік пахваліў яе. ;Яе калега па працы прыкрываў яе. ;1
Чалавек падпісаў петыцыю актывістаў. ;cause;Ён падтрымаў іх справу. ;Ён назваў іх вар'ятамі. ;0
Сэрца акцёра хісталася перад яго выступленнем. ;cause;У яго была сцэнічная тэрапія. ;Ён вывучыў свае радкі. ;0
Я была згублена. ;effect;Я падлічыў свае грошы. ;Я разгарнула мапу. ;1
Саспелыя плады затрымліваліся на сонцы. ;effect;Ён быў з'едзены. ;Ён зморшчыў. ;1
Машына паламалася. ;cause;Я павярнуў запальванне. ;Рухавік перагрэўся. ;1
Чалавек пашкодзіў спіну. ;effect;Ён пайшоў да псіхіятра. ;Ён некалькі дзён ляжаў у ложку. ;1
Я распальвала агонь у каміне. ;cause;У мяне не было дроваў. ;У хаце было холадна. ;1
Жанчына перастала бегаць. ;cause;У яе сутаргі ў бок. ;Яна атрымала другое дыханне. ;0
Я пастукаў у дзверы суседа. ;effect;Сусед запрасіў мяне ў дом. ;Мая суседка пакінула свой дом. ;0
Жанчына ўздыхнула з расчараваннем. ;cause;Яе муж не зразумеў яе клопатаў. ;Яе муж пацалаваў яе на развітанне. ;0
Настаўнік пахваліў вучня. ;cause;Вучань правільна адказаў на пытанне. ;Студэнт вагаўся адказаць на пытанне. ;0
У жанчыны скончыліся яйкі. ;effect;Яна пайшла на ферму. ;Яна пайшла ў супермаркет. ;1
Я сустрэў старога сябра. ;effect;Я раскрыла яму сакрэт. ;Я абняла яго. ;1
Жанчына пазбягала ўвайсці ў возера. ;cause;Яна злавіла рыбу. ;Ён выглядаў забруджаным. ;1
Студэнт прыйшоў на ўрок мокры. ;cause;Яго парасон быў зламаны. ;Яго ровар быў скрадзены. ;0
Курсор на экране кампутара паварочваўся. ;cause;Карыстальнік націснуў мышшу. ;Карыстальнік перамяшчаў мыш. ;1
Кіроўца пайшоў па акружнаму шляху. ;cause;На галоўнай дарозе адбылася аварыя. ;Яна пайшла за грузавіком, які быў перад ёй. ;0
Я павесіла мокрае бялізну на вонкавую прасоўную лінію. ;effect;Леніннае бялізну высахла. ;Палатна пацёрты. ;0
Жанчына надзела акуляры. ;cause;Сонца было яркае. ;Яна выклікала таксі. ;0
Чалавек глядзеў на начное неба. ;cause;Ён пажадаў, каб было лета. ;Ён думаў, што гэта было прыгожа. ;1
Я адчуваў сябе вычарпаным. ;effect;Я пайшла спаць рана. ;Я не спаў усю ноч. ;0
Чалавек пайшоў да цырульніка. ;cause;Ён расце яго валасы. ;Яго валасы станавіліся доўгімі. ;1
Хлопчык здзекаваўся з новым аднакласнікам. ;cause;Хлопчык вітаў новага аднакласніка. ;Хлопцу не падабаўся новы аднакласнік. ;1
Я пажадаў шклянкі малака. ;cause;Я еў печыва. ;Я пякла хлеб. ;0
Пачаў ісьці дождж. ;effect;Кіроўца ўключыў фары. ;Кіроўца пераключыў машыну на зваротны ход. ;0
Паркоўка будынка была пустая. ;effect;Я прыпаркаваў насупраць. ;Я прыпаркавалася каля ўваходу. ;1
Пісьменніца не дажыла да тэрміну падачы праекта. ;cause;У яе была пісьменніцкая блока. ;Яна адрэдагавала праект. ;0
Супрацоўнік паклаў трубку. ;cause;Я папрасіў пагаварыць з кіраўніком. ;Я даў ім свой ідэнтыфікацыйны нумар. ;0
Вецер дзьмуў праз адкрытае акно. ;effect;Дзверы зачыніліся. ;Заслоны дрыжалі. ;1
У маім доме адключылі электрычнасць. ;cause;Я адключыў лямпу. ;Я выбухнуў бяспеку. ;1
Грымотыст хмыкнуў. ;cause;Ён выплюшчыў мышцы перад люстэркам. ;Ён падняў планку над галавой. ;1
Вучань спрабаваў падлічыць у галаве. ;effect;Ён узяў калькулятар. ;Ён збянтэжыўся. ;1
Дзіця заснула. ;cause;Бацька змяніў дзіцяці пельмені. ;Бацька мякка пакаціў дзіцяці. ;1
Дзяўчына кінула вадзяны шарык у хлопца. ;effect;Хлопчык атрымаў узрушэнне мозгу. ;Хлопчык прамок. ;1
Фатограф забыўся выкарыстоўваць ўспышку на фотаапараце. ;effect;Фотаздымкі апынуліся размытымі. ;На фотаздымках усе адмаўляліся ўсміхацца. ;0
Я адмовіўся ад запрашэння на дзень нараджэння. ;cause;Я была адзінокая. ;Я быў па-за горадам. ;1
Я займалася спортам. ;cause;Я адчуваў сябе энергічным. ;Я спалохаўся. ;0
Я сціснуў вільготную губку. ;effect;Ён паглынае ваду. ;Вада прасочваецца з яго. ;1
Адпачывальнікі ехалі на пароме на курорт. ;cause;Курорт быў зачынены. ;Курорт знаходзіўся на востраве. ;1
Падлетак зрабіў татуіроўку. ;cause;Яна баялася іголак. ;Яна хацела паўстаць. ;1
Невядомая машына прыпаркавана перад маім домам. ;effect;Я стаў падазроным. ;Я патэлефанавала ў паліцыю. ;0
Злачынца сам здаўся. ;cause;Доказы ўмяшалі яго. ;Няма доказаў супраць яго. ;0
Цяжкі чалавек вырашыў схуднець. ;effect;Ён адмовіўся ад прысмакаў. ;Ён пазбягаў кафеіну. ;0
Дзяўчына ступіла на лёд. ;effect;Яна паслізнулася. ;Яна дрыжала. ;0
У жанчыны былі пярсцёнкі пад вачыма. ;cause;Яна не спала ўсю ноч. ;Яна клала сына спаць. ;0
Лава цякла з вулкана. ;cause;Вулкан вывярнуўся. ;Вулкан быў неактыўны. ;0
Жанчына апранула абутак. ;cause;Яна ведала ўсіх на вечарыне. ;Яна хацела пакінуць вечарыну. ;1
Я заплаціў службоўцу на платнай станцыі. ;effect;Яна дала мне прайсці праз плату за праезд. ;Яна затрымала мяне на плацежнай будцы. ;0
Кіраўнік кампаніі банкрутаваў. ;cause;Ён прадаў акцыі сваёй кампаніі. ;Ён марнатравіў сваё багацце. ;1
Чалавек пайшоў да лекара. ;cause;Доктар быў у адпачынку. ;Чалавек адчуваў сябе дрэнна. ;1
Я выйшаў з спальні праз акно. ;cause;Дом быў у агні. ;Дом быў пусты. ;0
Пальцы хлопчыка сталі сціснутымі. ;cause;Ён доўга прымаў душ. ;Ён абсмажыў рукі мылам. ;0
Я выплюнула малако. ;cause;Молако было кіслым на смак. ;У мяне быў сухі рот. ;0
Я прапусціў аўтобус. ;effect;Я рана прыйшоў на працу. ;Я спазніўся на працу. ;1
Грузавік сутыкнуўся з машынай. ;effect;Грузавік паскорыўся. ;Машына была разбітая. ;1
Каманда сфальсіфікавала спаборніцтва на сваю карысць. ;effect;Яны перамаглі. ;Яны кінулі. ;0
Бутэлька соды сігналі. ;cause;Я перавярнуў бутэльку. ;Я адкруціў шапку. ;1
Хлопца не пусцілі ў хату. ;effect;Ён пракраўся ўнутр праз адкрытае акно. ;Ён падняўся на дах. ;0
Дзверы зачыніліся. ;effect;Наведвальнік стукнуўся ў дзверы. ;Жанчына зазірнула праз адтуліну ад ключа ў дзвярах. ;1
Чалавек памазаў сваё касцюм. ;effect;Ён атрымаў яго ў прамывальні. ;Ён павесіў яго ў сваім шафе. ;0
Дзяўчына сціснула трубку зубной пасты. ;effect;Зубная паста выпырсквалася з трубкі. ;Дзяўчына выплюнула зубную пасту. ;0
Грамадзянская смерць ад вайны павялічылася. ;effect;Пацыфісты зладзілі пратэст. ;Пацыфісты правялі парад. ;0
Дзяўчына выцягнула стужку з валасоў. ;cause;Яна завязала стужку. ;Лента выглядала дзіцячай. ;1
Чалавек атрымаў пластычную аперацыю. ;effect;Ён старэў. ;Ён выглядаў маладзей. ;1
З яйка вылупілася курыца. ;cause;Яйка вылупілася. ;Я зламаў яйка. ;0
Затрыманы галадаў. ;effect;Ён памёр. ;Ён уцёк. ;0
Чалавек згубіў раўнавагу на лесвіцы. ;effect;Ён падняўся па лесвіцы. ;Ён упаў са лесвіцы. ;1
Дзіця рыкалася. ;cause;Ён выпіў глыток газіроўкі. ;Ён адчыніў банку соды. ;0
З акна ўвайшоў халодны паток. ;effect;Я расслабіўся. ;Я дрыжаў. ;1
Студэнт атрымаў стыпендыю на навучанне ў каледжы. ;cause;Яе аднакласнікі паважалі яе. ;У яе былі добрыя адзнакі. ;1
Дзяўчына высмейвала хлопца. ;cause;Яна жыла побач з ім. ;Яна была ў запал на яго. ;1
Галодны блуканьнік скраў ежу. ;cause;Ён выклікаў жалю. ;У яго не было грошай. ;1
Я патэлефанаваў сябру пагутарыць. ;cause;Я хацела прыватнасці. ;Я адчуваў сябе адзінокім. ;1
Чалавек працягнуў мне руку. ;effect;Я паціснуў яму руку. ;Я ўдарыў яго па шчацэ. ;0
Я прытуліўся. ;cause;Фейерверкі пачалі выходзіць у паветра. ;Фрысбі падымаўся да маёй галавы. ;1
Дзяўчына ўкусіла сабе пазногці. ;cause;Яна была занепакоена. ;Яна была здзіўленая. ;0
Я перагарнуў старонку ў календары. ;cause;Я адзначыла сустрэчу ў календары. ;Гэта быў пачатак новага месяца. ;1
Муж даведаўся, што яго жонка была з чужынцамі. ;effect;Ён звольніў свайго адваката. ;Ён падаў на развод. ;1
Дзяўчына выпусціла гумовы мяч. ;effect;Мяч адскочыў. ;Мяч свяціўся. ;0
Дзяўчына памылілася на экзамене. ;effect;Яна адгадала адказ. ;Яна сцірала свой адказ. ;1
Гулец змагаўся са сваім супернікам. ;effect;Яго супернік злавіў пас. ;Яго супернік упаў на зямлю. ;1
Я сабраў памідоры з вінаградніка. ;cause;Яны былі спелыя. ;Я паліваў іх. ;0
Чалавек хацеў быць рамантычным. ;effect;Ён сустрэўся са сваёй былой сяброўкай на абед. ;Ён купіў сваёй сяброўцы шакаладкі. ;1
Ртуць у тэрмометры павысілася. ;cause;Я выпусціў тэрмометр. ;Надвор'е пацяплела. ;1
Торнадо праляцела праз горад. ;effect;Дах будынка суда ўзарваўся. ;Шлях стаў небяспечна ледзяным. ;0
