premise;question;choice1;choice2;label
הקיאקים חפרו בעפר. ;effect;הקיאק הגיע לחוף. ;הקיאק פגע בגלים. ;0
הילדה איבדה שליטה על האופניים שלה. ;effect;היא שחררה את ההגה. ;היא התנגשה בגדר. ;1
הדלקתי את המאוורר. ;effect;מים מרססים על העור שלי. ;הרגשתי אוויר קריר עובר עלי. ;1
הגולשים חזרו לחוף. ;cause;הם היו רטובים. ;הם ראו כריש. ;1
משכתי את התקע של המרתף באמבטיה. ;effect;המים התנקזו מהאמבטיה. ;המים נשפכו על הרצפה. ;0
הבעל הרגיש אשם על כך שהוא בגד באשתו. ;effect;הוא האשים אותה בבגידה. ;הוא הודה בה בגידה. ;1
הדיו על הפוסטר נבלע. ;cause;חיכיתי שהדיו יבש. ;שפכתי מים על הפוסטר. ;1
הילד התעורר בצרחות. ;cause;היה לו סיוט. ;הוא הרטיב במיטה. ;0
הילד הניח את רגליו על השולחן. ;effect;אביו התיישב לשולחן. ;אביו לימד אותו. ;1
חבר שלי הפנה את ראשו לכיוון שלי. ;cause;צעקתי את שמו. ;אני מנופף את הידיים שלי. ;0
הממשלה מדכאת את אזרחיה. ;effect;האזרחים התקוממו. ;האזרחים נרשמו להצביע. ;0
הילד הלך לאיבוד ביער. ;effect;הוא קם אוהל. ;הוא צעק לעזרה. ;1
"האישה נסעה לחו""ל. ";cause;היא רצתה ללמוד לצייר. ;היא רצתה ללמוד על תרבויות אחרות. ;1
האיש קינא בעמיתתו לעבודה. ;cause;עמית לעבודה שלו קיבל קידום. ;עמיתתו לעבודה עבד עד מאוחר. ;0
האיש היה עד לחייזרים. ;cause;הוא היה בהזיות. ;הוא היה במדיטציה. ;0
שיערו של האיש הפך לבלונדיני. ;cause;הוא שם בה בלבין. ;הוא שם שם שמפו. ;0
האמן יצר יצירה חדשה. ;cause;היא ביקרה את עבודתה הקודמת. ;היא הרגישה שבץ של השראה. ;1
הבן עף מהבית. ;cause;הוא שוחרר מהצבא. ;הוא היה הולך לקולג'. ;1
ספרים נפלו מהמדף. ;cause;המדפים היו מכוסים באבק. ;רעידת אדמה הרעידה את המדף. ;1
החשמל בבית שלי ננתק. ;effect;הדלקתי אור. ;אני מחזיר את המתג. ;1
רכבנו ברכבת הרים. ;cause;זה נראה מפחיד. ;זה נראה כיף. ;1
שק הפופקורן החל לפוצץ. ;cause;שפכתי חמאה לתוך השק. ;חיממתי אותו במיקרוגל. ;1
עץ נפל על קו החשמל. ;effect;החשמל בשכונה כבה. ;התחזית קבעה רוחות חזקות. ;0
הדובר אמר דברים לא נכונים מבחינה פוליטית. ;effect;הוא משעמם את הקהל. ;הוא העליב את הקהל. ;1
דקרתי את עצמי עם הסיכה. ;effect;חוט זיעה נוזל מהפנים שלי. ;טיפת דם נוצרה על האצבע שלי. ;1
הדג צף על פני המכל. ;cause;הוא היה רעב. ;הוא היה מת. ;1
קולו של האיש נשמע חירש. ;cause;היה לו שפעת. ;הוא הפסיק לעשן. ;0
דלתות המעלית נפתחו. ;cause;המעלית הגיעה לקומה המיועדת. ;המעלית נתקעה בין קומות. ;0
הנערה התחמקה מהבית. ;cause;הוא שיקר להוריו. ;ההורים שלו נתנו לו עונש. ;1
השירותים הוצפו. ;cause;השירותים נפרצו. ;מחמם המים התקלקל. ;0
הגור נשאר ליד הבעלים שלו. ;cause;הבעלים שם צווארון על הכלבלב. ;הבעלים שמר על הגור ברצועה. ;1
האיש תפס את ההשתקפות שלו. ;cause;הוא עמד מתחת לעץ המתרחב. ;הוא עמד מעל האגם השקט. ;1
פספסתי את השיחה של החברה שלי. ;effect;התקשרתי אליה בחזרה. ;פגשתי אותה לארוחת ערב. ;0
המשפחה חיפשה בשכונה. ;cause;הכלב שלהם ברח מהבית. ;תכשיטים יקרים נעלמו מהבית שלהם. ;0
ראיתי את נשימתי כשנשמתי. ;cause;מזג האוויר היה קר. ;החזה שלי הרגיש לחוץ. ;0
העובדים הקימו איגוד. ;cause;הם רצו תנאי עבודה טובים יותר. ;המעסיק שלהם העלה את השכר שלהם. ;0
אפתי עוגת תפוחים. ;effect;ריח של נרקב מילא את המטבח. ;ריח חם מילא את המטבח. ;1
האישה נאבקה ללכת. ;cause;היא לבשה עקבים גבוהים. ;היא הסירה את נעליה. ;0
קיטור עלה מהסיר המים. ;cause;המים הרתיחו. ;כיסיתי את הסיר. ;0
כל הגרביים שלי היו במכבסה. ;effect;לבשתי סנדלים. ;לבשתי מגפיים. ;0
הטיעון של הפוליטיקאי נחשב אבסורדי. ;effect;הוא איבד את תמיכת הבוחרים. ;הוא הואשם בשחיתות. ;0
כולם לא הסכימו עם האירוסין של הזוג. ;effect;הזוג נכנס להריון. ;הזוג ברח. ;1
הבניין הוקדש למיליונר. ;cause;המיליונר רצה להרוס את הבניין. ;המיליונר תרם את הכספים לבנייתו. ;1
שותף המכירות האשים את הילדה בגניבה. ;cause;השותף למכירות ראה את הילדה שמה סחורה בארנק שלה. ;איש המכירות עזר לנערה למצוא את הארנק שאהבה. ;0
המדינה הכריזה מלחמה על השטח השכן. ;effect;חיילים נשלחו להילחם. ;החיילים התאחדו עם משפחותיהם. ;0
בית המשפט אישר את פסק הדין השנוי במחלוקת. ;effect;התפרצה מהומה מול בית המשפט. ;זוג החליף נדרים מול בית המשפט. ;0
הילדה הריחה משהו בוער. ;cause;היא הוציאה את העוגיות מהקנקן. ;היא השאירה את העוגיות בתנור. ;1
הגשם ירד. ;effect;הסערה החמירה. ;מיהרתי להיכנס פנימה. ;1
הבניין פושט. ;cause;המעלית הפסיקה לפעול. ;אזעקת האש נדלקה. ;1
האב נעלב על אלכוהוליזם של בנו. ;effect;האב קנה לבנו בירה. ;האב הוציא את בנו מהבית. ;1
העורך דין עלה במדרגות למשרד שלה. ;cause;המזכירה הלכה הביתה ליום. ;המעלית הייתה מקולקלת. ;1
האיש התעצבן על חברו. ;cause;חברו קטע אותו. ;חבר שלו קנה לו ארוחת צהריים. ;0
הילדה נתנה את כספתה לקופאי. ;effect;הקופאי נתן לילדה את העודף. ;הקופאי שכח לתת לילדה קבלה. ;0
האישה הושתלה בכיסא גלגלים. ;cause;היא נכה בתאונה. ;היא נכנסה לבית החולים על ערש. ;0
אזרחים תלו את הדגל הלאומי מחוץ לבתיהם. ;cause;המדינה חגגה את עצמאותה. ;המדינה עמדה בפני קשיים כלכליים. ;0
הקבוצה הפסידה בטורניר. ;effect;הם אכזבו את המעריצים שלהם. ;הם השפיעו על המעריצים שלהם. ;0
חבר שלי ציין שיש לי אוכל תקוע בין השיניים שלי. ;effect;הרגשתי נבוך. ;הרגשתי גאה. ;0
הילד נכשל בבחינת ההיסטוריה שלו. ;cause;הוא הקשיב בכיתה. ;הוא שכח ללמוד. ;1
הבניין במרכז העיר התמוטט. ;cause;רעידת אדמה פגעה בעיר. ;שיעור הפשע בעיר עלה. ;0
החברה של האיש נפרדה ממנו. ;effect;הוא התחנן אליה לקחת אותו בחזרה. ;היא הציגה אותו להוריה. ;0
שני הילדים הגיעו בו זמנית כדי להוציא את הכדור. ;effect;הכדור התגלגל. ;ראשיהם התנגשו. ;1
הדביבון סרק את פח האשפה. ;cause;היה קרטון בפח האשפה. ;המכסה היה מבית הזבל. ;1
הילד חדד את העפרון. ;cause;זה היה זול. ;זה היה משעמם. ;1
הקופאי סירב להחזיר את השמלה לאישה. ;cause;היא איבדה את הקבלה שלה. ;השמלה לא התאימה. ;0
השריט בעור שלי היה עמוק. ;effect;זה נרפא מהר. ;זה השאיר צלקת. ;1
הנוסעים ברכבת הביטו בו מבטים מוזרים. ;cause;הוא היה בוהה באדמה. ;הוא דיבר לעצמו. ;1
הילד השאיר פירורים על הרצפה. ;effect;נמלים זחלו אל פירורי הבשר. ;הילד הניח את הלחם. ;0
האישה העניקה לאחותה ממחטה. ;cause;אחותה של האישה קיפלה את ידיה. ;אחותה של האישה התחילה לבכות. ;1
האיש לקח מטבע. ;cause;השפתיים שלו היו סדוקות. ;הוא דאג לנשימה רע. ;1
הזוג עזב מוקדם למופע. ;cause;הם ציפו לתנועה סביב התיאטרון. ;יש להם הוראות לתיאטרון. ;0
האישה נשארה בבית מהעבודה. ;effect;הבוס שלה שיבח אותה. ;עמיתתה לעבודה כיסה אותה. ;1
האיש חתם על עתירה של הפעילים. ;cause;הוא תמך במטרה שלהם. ;הוא גינה אותם כמשוגעים. ;0
ליבו של השחקן פלט לפני הופעתו. ;cause;היה לו פחד במה. ;הוא שינן את השורות שלו. ;0
אני הייתי אבוד. ;effect;ספרתי את הכסף שלי. ;פתחתי מפה. ;1
הפרי הבשל נותר בשמש. ;effect;הוא נאכל. ;הוא התכווץ. ;1
המכונית התקלקלה. ;cause;הפעלתי את ההדלקת. ;המנוע התחמם יתר על המידה. ;1
האיש פגע בגבו. ;effect;הוא הלך לראות פסיכיאטר. ;הוא נשאר במיטה מספר ימים. ;1
אני התחלתי אש במנורה. ;cause;נגמר לי העץ. ;היה קר בבית. ;1
האישה הפסיקה לרוץ. ;cause;יש לה התכווצויות בצד. ;היא קיבלה נשימה שנייה. ;0
דפקתי בדלת של השכן שלי. ;effect;השכן שלי הזמין אותי פנימה. ;השכנה שלי עזבה את ביתה. ;0
האישה נאנחה מתסכול. ;cause;בעלה לא הבין את דאגותיה. ;בעלה נישק אותה לשלום. ;0
המורה שיבחה את התלמיד. ;cause;התלמיד ענה על השאלה נכון. ;התלמיד היסס לענות על השאלה. ;0
לאישה נגמרו הביצים. ;effect;היא הלכה לחווה. ;היא הלכה לסופרמרקט. ;1
נתקלתי בחבר ותיק. ;effect;גילתי לו סוד. ;חיבקתי אותו. ;1
האישה נמנעה מלהיכנס לאגם. ;cause;היא תפסה דג. ;זה נראה מזוהם. ;1
התלמיד הגיע לכיתה רטוב לגמרי. ;cause;המטריה שלו הייתה שבורה. ;האופניים שלו נגנבו. ;0
הסמן על מסך המחשב זז. ;cause;המשתמש לחץ על העכבר. ;המשתמש העביר את העכבר. ;1
הנהג עוקל. ;cause;תאונה התרחשה בכביש הראשי. ;היא הלכה אחרי המשאית שלפניה. ;0
תליתי את הבגדים הרטובים על חבל הכביסה בחוץ. ;effect;הכביסה התייבשה. ;הכביסה הכתומה. ;0
האישה שמה את משקפי הים שלה. ;cause;אור השמש היה בהיר. ;היא הזמינה מונית. ;0
האיש הביט בשמיים בלילה. ;cause;הוא קיווה שזה היה קיץ. ;הוא חשב שזה היה יפה. ;1
הרגשתי מותש. ;effect;הלכתי לישון מוקדם. ;נשארתי ער כל הלילה. ;0
האיש הלך לברבר. ;cause;הוא גדל את השיער שלו. ;השיער שלו התארך. ;1
הילד שיחק תעלולים מרושעים על חברו החדש לכיתה. ;cause;הילד קיבל בברכה את בן הכיתה החדש. ;הילד לא אהב את בן הכיתה החדש. ;1
אני משתוקק לכוס חלב. ;cause;אכלתי עוגיות. ;אפא לחם. ;0
התחילה לרדת גשם. ;effect;הנהג הדליק את הפנסים הקדמיים. ;הנהג העביר את המכונית לכיוון אחורי. ;0
מגרש החניה של הבניין היה ריק. ;effect;חניתי מעבר לרחוב. ;חניתי ליד הכניסה. ;1
הכותבת החמיצה את המועד האחרון להגיש את הטיוטה. ;cause;היה לה חסימת כתיבה. ;היא ערכה את הטיוטה. ;0
השותף ניתק לי. ;cause;ביקשתי לדבר עם מפקח. ;מסרתי את מספר הזיהוי שלי. ;0
הרוח נשבה דרך החלון הפתוח. ;effect;פעמון הדלת צלצל. ;הווילונות רועדים. ;1
החשמל בבית שלי ננתק. ;cause;ניתקתי את המנורה. ;אני פוצץ את הפתיל. ;1
הרמת המשקולות זמממה. ;cause;הוא שיגע את שריריו במראה. ;הוא הרים את הבר מעל ראשו. ;1
התלמיד ניסה לעשות את החישוב בראשו. ;effect;הוא הוציא מחשבון. ;הוא התבלבל. ;1
התינוק נרדם. ;cause;האב החלף את החיתול של התינוק. ;האב הרים את התינוק בעדינות. ;1
הילדה זרקה את בלון המים על הילד. ;effect;הילד קיבל זעזוע מוח. ;הילד רטוב. ;1
הצלם שכח להשתמש בפלאש במצלמה. ;effect;התמונות התגלגלו מטושטשות. ;כולם בתמונות סירבו לחייך. ;0
סירבתי להזמנה למסיבת יום ההולדת. ;cause;הייתי בודד. ;הייתי מחוץ לעיר. ;1
התעמלתי. ;cause;הרגשתי אנרגטי. ;פחדתי. ;0
לחצתי את הספוג הרטוב. ;effect;הוא ספג מים. ;מים זורמים החוצה. ;1
הנוסעים נסעו בעבורת למרכז הנופש. ;cause;הנופש היה מלא. ;הנופש היה על אי. ;1
הנערה קיבלה קעקוע. ;cause;היא פחדה מחטים. ;היא רצתה להתמרד. ;1
מכונית לא מוכרת חנתה מחוץ לבית שלי. ;effect;התחלתי לחשוד. ;התקשרתי למשטרה. ;0
הפושע הסגיר את עצמו. ;cause;הראיות הטילו עליו קשר. ;לא היו ראיות נגדו. ;0
האיש השמן החליט לרדת במשקל. ;effect;הוא הפסיק עם הממתקים. ;הוא נמנע מקפאין. ;0
הילדה דרכה על הקרח. ;effect;היא החליקה. ;היא רועדה. ;0
לאישה היו טבעות מתחת לעיניים. ;cause;היא נשארה ערה כל הלילה. ;היא הניחה את בנה לישון. ;0
לבה זרמה מהער הגעש. ;cause;הר הגעש פרץ. ;הר הגעש היה רדום. ;0
האישה התלבשה. ;cause;היא הכירה את כולם במסיבה. ;היא רצתה לעזוב את המסיבה. ;1
שילמתי למשרתת גבולות. ;effect;היא נתנה לי לעבור דרך תא התשלום. ;היא עצרה אותי בתא הכנסות. ;0
המנהל פשט רגל. ;cause;הוא מכר את המניות של החברה שלו. ;הוא בזבז את הון הון שלו. ;1
האיש הלך לרופא. ;cause;הרופא היה בחופשה. ;האיש הרגיש חולה. ;1
יצאתי מחדר השינה שלי דרך החלון. ;cause;הבית היה עולה באש. ;הבית היה ריק. ;0
אצבעותיו של הילד הפכו לקצרות. ;cause;הוא לקח מקלחת ארוכה. ;הוא ריסס את ידיו בסבון. ;0
אני יורקת את החלב. ;cause;החלב היה חמוץ בטעם. ;הפה שלי היה יבש. ;0
החמצתי את האוטובוס. ;effect;הגעתי מוקדם לעבודה. ;איחרתי לעבודה. ;1
המשאית התנגשה במכונית. ;effect;המשאית מאיצה. ;המכונית נהרסה. ;1
הקבוצה שיחקה את התחרות לטובתם. ;effect;הם ניצחו. ;הם נשרו. ;0
בקבוק הסודה הרעש. ;cause;הפכתי את הבקבוק. ;סרקתי את הכובע. ;1
הילד היה נעול מחוץ לביתו. ;effect;הוא זחל דרך חלון פתוח. ;הוא טיפס לגג. ;0
פעמון הדלת צלצל. ;effect;המבקר דפק על הדלת. ;האישה הסתכלה דרך חור המנעול בדלת. ;1
האיש טען את החליפה שלו. ;effect;הוא ניקה אותו. ;הוא תלה אותו בארון שלו. ;0
הילדה לחצה את צינור משחת השיניים. ;effect;משחת השיניים זורמת מתוך הצינור. ;הילדה ירקה את משחת השיניים. ;0
מקרי המוות של אזרחים במלחמה עלו. ;effect;פסיפיסטים ערכו מחאה. ;פסיפיסטים ערכו מצעד. ;0
הילדה משכה את הסרט מהשיער שלה. ;cause;היא קשרה את הסרט. ;הסרט נראה כמו של תינוק. ;1
האיש עבר ניתוח פלסטי. ;effect;הוא הזדקן. ;הוא נראה צעיר יותר. ;1
עוף קטן יצא מהביצה. ;cause;הביצה נפרצה. ;אני שברתי את הביצה. ;0
האסיר גווע ברעב. ;effect;הוא מת. ;הוא ברח. ;0
האיש איבד את שיווי המשקל שלו בסולם. ;effect;הוא טיפס במדרגות. ;הוא נפל מהסולם. ;1
הילד התחרפן. ;cause;הוא לקח לגימה של סודה. ;הוא פתח את פחית הסודה. ;0
זרם קר נכנס דרך החלון. ;effect;הרגעתי. ;אני רועד. ;1
התלמיד קיבל מלגה ללמוד בקולג'. ;cause;חבריה לכיתה כיבדו אותה. ;היא קיבלה ציונים טובים. ;1
הילדה התלוצצה בבחור. ;cause;היא גרה בשכנות אליו. ;היא הייתה מאוהבת בו. ;1
הנווד הרעב גנב אוכל. ;cause;הוא גרם לרחמים. ;לא היה לו כסף. ;1
התקשרתי לחבר שלי כדי לשוחח. ;cause;רציתי פרטיות. ;הרגשתי בודד. ;1
האיש הושיט את ידו אלי. ;effect;לחצתי את ידו. ;סטרתי לו. ;0
אני התכופפתי. ;cause;הזיקוקים הושלמו באוויר. ;הפריסבי עף לכיוון ראשי. ;1
הילדה נשכה את ציפורניה. ;cause;היא דאגה. ;היא הייתה מופתעת. ;0
הפכתי את הדף בלוח השנה. ;cause;ציינתי פגישה בלוח השנה. ;זו הייתה תחילת חודש חדש. ;1
הבעל גילה שאשתו מנהלת רומן. ;effect;הוא פיטר את עורך הדין שלו. ;הוא הגיש בקשה לגירושים. ;1
הילדה הפילה את הכדור הגומי. ;effect;הכדור קפץ. ;הכדור זוהר. ;0
הילדה טעתה בבחינה שלה. ;effect;היא ניחשה את התשובה. ;היא מחקה את תשובתה. ;1
השחקן טקל את יריבו. ;effect;היריב שלו תפס את הפס. ;היריב שלו פגע באדמה. ;1
אני קניתי את העגבניות מהענף. ;cause;הם היו בשלים. ;השקות אותם. ;0
האיש רצה להיות רומנטי. ;effect;הוא פגש את חברתו לשעבר לארוחת צהריים. ;הוא קנה לחברה שלו שוקולד. ;1
רמת הכספית במדחום עלתה. ;cause;הפלתי את הטרמומטר. ;מזג האוויר התחמם. ;1
סופה עברה דרך העיר. ;effect;גג בית המשפט התפוצץ. ;הכביש המהיר הפך קרח מסוכן. ;0
התלמיד קיבל לימוד משלי. ;effect;הציונים שלו השתפרו. ;הוא רימה בבחינה. ;0
הרגשתי בנוח. ;cause;כרעתי על ברכי על הקרקע. ;עטפתי את עצמי בשמיכה. ;1
שיצקתי את האבן. ;effect;זה הפך חלקלק. ;הוא הפך מבריק. ;1
הוספתי סוכר לקפה. ;effect;הקפה היה בעל ריח חזק. ;הקפה היה מתוק. ;1
האיש עבר על העיתונים. ;effect;הוא נחתך בנייר. ;הוא קרע את הניירות. ;0
אני דפקתי את המסמר עם הפטיש. ;effect;המסמר שקע לתוך העץ. ;המסמר החל להירקב. ;0
הדג נשך את החוט. ;effect;הדייג העלה את הדג. ;הדייג משליך את החוט מחדש. ;0
הנער התבייש ללכת לבית הספר. ;cause;יש לה פצעון. ;היא הורידה את השיניים שלה. ;0
הבעת הפנים שלי התעוררה. ;cause;קיבלתי חדשות טובות. ;איבדתי את הסבלנות שלי. ;0
ניקבתי את ידי עם מגבת. ;cause;המגבת הייתה רטובה. ;הידיים שלי היו רטובות. ;1
האיש איבד את שיווי המשקל על הכיסא. ;cause;הכיסא התנדנד מתחת לו. ;הוא שפך צבע על הכיסא. ;0
חברי הקבוצה הפכו את האשמה אחד לשני. ;cause;הם הפסידו במשחק. ;המאמן שלהם ביטל את האימון. ;0
ביקשתי סליחה. ;cause;התחרטתי על הטעות שלי. ;השגתי את מטרתי. ;0
