premise;question;choice1;choice2;label
اشتكى الطفل من أنه كان عليه الذهاب إلى الحمام. ;effect;أعطاه والده صوداً ليشربها ;أبوه أوقف السيارة في محطة وقود ;1
لقد رش الطفل طعام السمك في الحوض ;effect;قفزت السمكة من الحوض ;السمكة سبحت نحو الطعام. ;1
تغيرت وجهات نظر المرأة السياسية. ;effect;لقد غيرت انتماءها للحزب ;لقد شاركت في احتجاج ;0
كان حوض الحمام مسدوداً ;effect;لقد فتحت الصنبور ;لقد سكبتُ فيه منظف الصرف ;1
نزل الركاب من القطار. ;cause;وصل القطار إلى المحطة. ;أطلق القطار صفارته. ;0
الرجل ضغط على الجانب الرطب من المظروف ;effect;لقد وضع طابع على الظرف ;لقد أغلق الظرف ;1
الأصدقاء فقدوا الاتصال ;cause;لقد استمتعوا بصحبة بعضهم البعض ;انتقلوا إلى مدن مختلفة ;1
المحاسب أساء إدارة أموال الشركة ;effect;لقد طُردت من منصبها ;لقد ذهبت في إجازة أمومة ;0
نظرت إلى الساعة ;cause;سمعت الساعة تدق ;أردت أن أتحقق من الوقت ;1
لقد أصيبت بيدي بجلطة ;cause;كتبت المقالة يدوياً ;أنا وزوجتي أمسكنا أيدي بعضنا البعض ;0
المسمار ضيق ;cause;لقد استبدلت المسمار ;لقد قمت بتحريك المفتاح ;1
وقع الزوجان على عقد إيجار لشقة. ;effect;انتقل الزوجان إلى الشقة ;المدينة أدانت الشقة ;0
جلست المرأة في الخارج على الشرفة. ;cause;أرادت مشاهدة غروب الشمس ;لقد اعتقدت أنها رأت البرق ;0
الرجل كان يرتدي سترة نجاة في الماء ;cause;لم يكن يستطيع السباحة ;المياه كانت ضحلة ;0
لقد أخطأت المرأة في معالج النصوص ;effect;لقد حذفت الوثيقة ;لقد ضغطت على مفتاح التراجع ;1
ففتاة تتباهى أمام أصدقائها ;cause;حصلت على درجة سيئة ;لقد فازت بمسابقة ;1
كان العشب مليئاً بالوحل ;cause;لقد هطلت طوال الليل ;كان مليئاً بالعشب الضار ;0
لقد نمت المرأة ;cause;لقد أقامت الليلة في فندق ;لقد نسيت أن تضبط ساعة المنبه ;1
الرجل وضع واقي الشمس ;cause;جلس في الظل. ;ذهب إلى الشاطئ ;1
أثبت الباحثون النظرية. ;effect;لقد تراجع الباحثون عن نظريتهم ;و قبل الأفراد النظرية ;1
المشجعين في المباراة هجوماً ;cause;المباراة ذهبت إلى المتابعة ;الحكم اتخذ قرارًا خاطئًا ;1
لقد أدخلت تركيبي على القفل ;effect;لقد أغلقت القفل ;لقد فتح القفل ;1
الحشد تكثف. ;effect;أعطى الأب ابنه بعض المال. ;أمسك الأب يد ابنه. ;1
الثلج كان يمنع الطريق ;effect;جمعت الثلج في كرة ثلج. ;لقد أزلت الثلج عن الطريق ;1
ركّبَتْ قواربُ القواربِ مَجْذوفَاتِهم. ;effect;وصل القارب إلى الشاطئ. ;لقد اصطدمت القوارب بالموجة ;0
فقدت الفتاة السيطرة على دراجتها. ;effect;لقد تركت المقبض ;لقد اصطدمت بالسياج ;1
لقد فتحت المروحة ;effect;الماء رُشّ على جلدي ;شعرت بالهواء البارد يمر فوقي ;1
عاد المتزلجون إلى الشاطئ ;cause;لقد كانا مبللين ;لقد رأوا قرش ;1
لقد سحبتُ سدادة الصرف في حوض الاستحمام ;effect;الماء خرج من الحوض ;لقد رش الماء على الأرض ;0
الشعور بالذنب لخيانة زوجته ;effect;اتهمها بالخيانة ;اعترف بخيانته لها ;1
الحبر على الملصق مُلطخ ;cause;إنتظرت حتى يجف الحبر ;لقد سكبت الماء على الملصق ;1
استيقظ الطفل وهو يصرخ ;cause;كان لديه كابوس ;لقد تبلل السرير ;0
وضع الصبي قدميه على الطاولة. ;effect;جلس والده على الطاولة. ;والده كان يلقي عليه محاضرة ;1
صديقي حول رأسه في اتجاهي ;cause;لقد صرخت اسمه ;لقد لوحت بذراعي ;0
الحكومة قمع مواطنيها. ;effect;قام المواطنون بتمرد ;المواطنون المسجلون للتصويت ;0
لقد ضاع الصبي في الغابة ;effect;لقد أقام خيمة ;لقد صرخ طلباً للمساعدة ;1
السيدة سافرت إلى الخارج ;cause;أرادت أن تتعلم كيف ترسم ;أرادت أن تتعلم عن الثقافات الأخرى ;1
الرجل كان غيوراً من زميله في العمل. ;cause;زميله في العمل حصل على ترقية ;زميله في العمل عمل متأخراً ;0
الرجل شهد الفضائيين. ;cause;كان لديه هلوسات ;كان يتأمل ;0
شعر الرجل أصبح أشقر ;cause;لقد وضع مبيض في ذلك ;لقد وضع الشامبو فيه ;0
الفنان خلق عمل جديد. ;cause;لقد انتقدت عملها السابق. ;شعرت بنوبة إلهام. ;1
ابنه انتقل بعيدا عن المنزل ;cause;لقد تم تسريحه من الجيش ;كان ذاهباً إلى الجامعة ;1
سقطت الكتب من على الرف. ;cause;كانت الرفوف مغطاة بالتراب. ;زلزال هز رف الكتب ;1
لقد انقطعت الكهرباء في منزلي ;effect;لقد أشعلت الضوء ;لقد أعدت ضبط المقطع ;1
ركبنا قطار التزلج ;cause;كان يبدو مخيفاً ;كان يبدو ممتعاً ;1
بدأت كيس الفشار تتفجر ;cause;سكبت الزبدة في الحقيبة ;لقد حرّيته في الميكروويف ;1
سقطت شجرة على خط الكهرباء ;effect;لقد انقطعت الكهرباء في الحي ;توقعت التنبؤات الرياح القوية ;0
المتحدث أدلى بتعليقات غير صحيحة سياسياً. ;effect;لقد أزعج الجمهور ;لقد أساء إلى الجمهور ;1
لقد غرزت نفسي بالبرق ;effect;قطرة عرق قطرت من وجهي ;قطرة دم تشكلت على إصبعي ;1
السمكة طافت على سطح الحوض. ;cause;كان جائعاً ;لقد كان ميتاً ;1
صوت الرجل بدا غاضباً ;cause;كان مصابًا بالبرد ;لقد توقف عن التدخين ;0
أبواب المصعد فتحت ;cause;وصل المصعد إلى الطابق المحدد ;المصعد علقت بين الطوابق. ;0
المراهق تسلل من المنزل ;cause;لقد كذب على والديه ;والديه قاموا بتعريضه ;1
حمام الفيضانات. ;cause;المرحاض فاض. ;سخان المياه مكسور ;0
الكلب بقي بالقرب من مالكه. ;cause;المالك وضع طوق على الجرو ;أبقى المالك الجرو على الحبل. ;1
الرجل رصد انعكاسه ;cause;وقف تحت الشجرة الممتدة. ;وقف فوق البحيرة الهادئة. ;1
لقد فاتتني مكالمة صديقتي ;effect;لقد اتصلت بها مرة أخرى ;لقد قابلتها على العشاء ;0
لقد فتشت العائلة الحي ;cause;كلبهم هرب من المنزل ;المجوهرات الثمينة مفقودة من منزلهم ;0
رأيت أنفاسي عندما أخرجت ;cause;الطقس كان بارداً. ;شعرتُ بضيقٍ في صدري ;0
الموظفون شكّلوا نقابة. ;cause;أرادوا ظروف عمل أفضل. ;رب عملهم رفع أجورهم ;0
لقد خبزت فطيرة تفاح ;effect;رائحة العفن ملأت المطبخ ;رائحة دافئة ملأت المطبخ ;1
المرأة كافحت لكي تمشي ;cause;كانت ترتدي حذاء عالي الكعب ;لقد خلعت حذائها ;0
ارتفع البخار من وعاء الماء. ;cause;الماء يغلي ;لقد غطيت الوعاء ;0
كل جواربي كانت في الغسيل ;effect;لقد ارتديت الصنادل ;لقد ارتديت الأحذية ;0
اعتُبرت حجة السياسي سخيفة. ;effect;لقد فقد دعم الناخبين ;لقد اتهم بالفساد ;0
الجميع رفض خطوبة الزوجين. ;effect;أصبح الزوجان حاملاً ;هرب الزوجان ;1
المبنى كان مخصصاً للمليونير ;cause;المليونير أراد هدم المبنى ;المليونير ساهم بالمال لبناءه ;1
اتهم مساعدها الفتاة بالسرقة ;cause;شريك المبيعات رأى الفتاة تضع بضاعة في حقيبتها ;ساعد مساعدي المبيعات الفتاة في العثور على الحقيبة التي أعجبتها. ;0
أعلنت الدولة الحرب على الأراضي المجاورة. ;effect;تم إرسال الجنود للقتال ;الجنود تم لمّ شملهم مع عائلاتهم ;0
أيدت المحكمة الحكم المثير للجدل ;effect;اندلعت شغب أمام قاعة المحكمة ;زوجين تبادلوا النذور أمام قاعة المحكمة ;0
الفتاة شممت شيئاً يحترق ;cause;لقد أخذت الكعك من الجرة ;لقد تركت الكعك في الفرن ;1
كانت الأمطار تسقط ;effect;العاصفة ازدادت سوءاً ;لقد هرعت للدخول ;1
تم إخلاء المبنى ;cause;توقف المصعد عن العمل ;إنذار الحريق انطلق ;1
أبوه كان مستاء من إدمان ابنه على الكحول ;effect;اشترى الأب لابنه بيرة. ;طرد الأب ابنه من المنزل. ;1
ذهبت المحامية إلى مكتبها ;cause;السكرتيرة ذهبت للمنزل لهذا اليوم ;المصعد كان معطلاً ;1
الرجل أصبح منزعجًا من صديقه. ;cause;قاطعه صديقه ;صديقه اشترى له الغداء. ;0
أعطت الفتاة مالها إلى الصراف. ;effect;أعطى الصراف الفتاة الباقي ;النقيب نسي أن يعطي الفتاة إيصال ;0
تم وضع المرأة في كرسي متحرك ;cause;لقد أصيبت بالشلل في حادث ;دخلت المستشفى على النقالة ;0
قام المواطنون بتعليق العلم الوطني خارج منازلهم. ;cause;كانت البلاد تحتفل باستقلالها ;كانت البلاد تواجه صعوبات اقتصادية. ;0
الفريق خسر البطولة ;effect;لقد خابوا آمال المعجبين بهم ;لقد ألهمتم معجبيهم ;0
صديقي أشار إلى أن لدي طعام عالق في أسناني ;effect;شعرت بالحرج ;شعرت بالفخر ;0
الفتى فشل في امتحان التاريخ ;cause;كان منتبهاً في الصف. ;لقد نسي أن يدرس ;1
لقد انهار المبنى في وسط المدينة ;cause;ضرب زلزال المدينة. ;ارتفعت معدلات الجريمة في المدينة. ;0
صديقة الرجل انفصلت عنه ;effect;لقد توسّل إليها أن تعيده ;قدمته لوالديها. ;0
الاطفال الاثنين في وقت واحد وصل الى أسفل لاسترداد الكرة. ;effect;الكرة تدور بعيداً ;لقد اصطدمت رؤوسهم ;1
الراكون قام بتفتيش سلة القمامة ;cause;كان هناك ورق مقوى في سلة القمامة ;كان الغطاء من سلة القمامة. ;1
قام الفتى بحدد القلم الرصاص. ;cause;كان رخيصاً ;كان مملًا. ;1
الموظف رفض رد ثمن الفستان ;cause;لقد فقدت إيصالها ;الفستان لم يناسبني ;0
الخدش في جلدي كان عميقاً ;effect;لقد شفيت بسرعة ;لقد ترك ندبة ;1
الرجل تلقى نظرات غريبة من الركاب في القطار. ;cause;كان يحدق في الأرض ;كان يتحدث مع نفسه ;1
ترك الطفل فتات على الأرض ;effect;النمل زحف إلى فتات. ;وضع الطفل الخبز جانباً. ;0
أعطت المرأة أختها منديل. ;cause;أخت المرأة طوّقت يديها. ;بدأت شقيقة المرأة بالبكاء. ;1
الرجل أخذ النعناع ;cause;شفتاه كانت متشققة ;كان قلقاً بشأن رائحة فمّه الكريهة ;1
غادر الزوجان مبكراً للمسرحية ;cause;لقد توقعوا حركة المرور حول المسرح ;لديهم توجيهات إلى المسرح ;0
المرأة بقيت في المنزل من العمل. ;effect;مديرها أثنى عليها ;زميلتها في العمل غطت لها. ;1
الرجل وقع على عريضة النشطاء ;cause;لقد دعم قضيتهم ;لقد ندّد بهم على أنهم مجانين ;0
كان قلب الممثل يرتعش قبل أدائه ;cause;كان لديه رهاب المسرح ;لقد حفظ نصوصه ;0
لقد كنت تائهة ;effect;لقد عددت نقودي ;لقد قمت بتكشف خريطة ;1
الفاكهة الناضجة ظلت في الشمس ;effect;لقد أُكِلَت ;لقد تشبّت ;1
السيارة تعطلت ;cause;لقد قمت بتشغيل الإشتعال ;لقد ارتفع الحرارة في المحرك ;1
الرجل أذى ظهره ;effect;ذهب لرؤية طبيب نفسي ;لقد بقي في السرير لعدة أيام ;1
لقد أشعلت نارًا في المدفأة ;cause;لقد نفذ مني الحطب ;كان الجو بارداً في المنزل ;1
توقفت المرأة عن الركض ;cause;لديها تشنج في جانبها ;لقد حصلت على نفساً جديداً ;0
لقد طرقت باب جارتي ;effect;جارتي دعتني للدخول ;جارتي غادرت منزلها ;0
ألهت المرأة من الإحباط ;cause;زوجها أساء فهم مخاوفها ;زوجها قبلها وداعاً ;0
أشاد المعلم بالطلاب. ;cause;أجاب الطالب على السؤال بشكل صحيح. ;ترددت الطالبة في الإجابة على السؤال. ;0
لقد نفذت البيض من المرأة ;effect;ذهبت إلى المزرعة ;ذهبت إلى السوبر ماركت ;1
لقد قابلت صديقاً قديماً ;effect;كشفت له سرًا ;لقد أعطيـتـه حضنـاً ;1
المرأة تجنبت الذهاب إلى البحيرة. ;cause;لقد أمسكت سمكة ;لقد بدا ملوثاً ;1
وصل الطالب إلى الصف مبللاً. ;cause;لقد كُسرت مظلته. ;لقد سرقت دراجته ;0
لقد تحرك المؤشر على شاشة الكمبيوتر ;cause;النقر على الماوس ;المستخدم حرك الماوس ;1
السائق أخذ طريقًا مُلتويًا. ;cause;حدث حادث على الطريق الرئيسي ;لقد تبعت الشاحنة التي أمامها ;0
علقت الكتان الرطب على خيط الغسيل في الخارج ;effect;لقد جفّ القماش ;الملابس البيضاء ملوثة ;0
المرأة وضعت نظاراتها. ;cause;كان ضوء الشمس مشرقاً ;لقد إستدعت سيارة أجرة ;0
الرجل كان ينظر إلى سماء الليل ;cause;تمنى أن يكون الصيف. ;لقد اعتقد انه جميل ;1
شعرت بالتعب ;effect;ذهبتُ إلى النوم مبكراً. ;بقيت مستيقظاً طوال الليل ;0
ذهب الرجل إلى الحلاق. ;cause;كان ينمو شعره ;شعره كان يزداد طولاً ;1
لقد قام الفتى بخداع زميله الجديد ;cause;رحب الفتى بالزميل الجديد. ;لم يكن الفتى يحب زميله الجديد. ;1
لقد اشتقت إلى كوب من الحليب ;cause;كنت آكل الكعك ;كنت أعد الخبز ;0
بدأت تمطر. ;effect;أضاء السائق الأضواء الأمامية. ;قام السائق بتحويل السيارة إلى الخلف. ;0
موقف السيارات في المبنى كان فارغاً ;effect;لقد أوقفت سيارتي في الشارع المقابل ;لقد أوقفت سيارتي قرب المدخل ;1
لقد فات الكاتبة الموعد النهائي لتقديم المسودة ;cause;كانت تعاني من حجب الكتاب ;لقد قامت بتحرير المسودة ;0
المُساعد أغلق الخط عليّ ;cause;طلبت التحدث مع المشرف ;لقد قدمت رقم الهوية الخاص بي ;0
الرياح هبت من خلال النافذة المفتوحة. ;effect;لقد رن جرس الباب ;الستائر ارتجفت ;1
لقد انقطعت الكهرباء في منزلي ;cause;لقد فككت المصابيح ;لقد انفجرت مصادره ;1
رافع الأثقال همج ;cause;لقد قام بتحريك عضلاته أمام المرآة ;رفع البار فوق رأسه. ;1
حاول الطالب القيام بالحسابات في رأسه. ;effect;لقد أخرج آلة حاسبة ;لقد ارتبك ;1
الطفل نام ;cause;غير الأب حفاضة الطفل. ;قام الأب بتميل الطفل بلطف. ;1
رميت الفتاة بالبالون المائي على الصبي. ;effect;الصبي أصيب بصدمة دماغية ;لقد غرقت الولد ;1
لقد نسي المصور استخدام الفلاش في الكاميرا ;effect;الصور أصبحت ضبابية ;كل شخص في الصور رفض الابتسام ;0
رفضت الدعوة لحفلة عيد الميلاد. ;cause;كنت وحيداً ;كنت خارج المدينة ;1
لقد تمارين ;cause;شعرت بالحيوية ;كنت خائفة ;0
لقد ضغطت على الإسفنج الرطب ;effect;لقد امتصت الماء ;الماء تسرب منه ;1
أخذ المتجولون العبارة إلى المنتجع. ;cause;المنتجع كان محجوزاً ;المنتجع كان على جزيرة ;1
المراهق حصل على وشم ;cause;كانت تخاف من الإبر ;أرادت التمرد ;1
سيارة غريبة مركونة خارج منزلي ;effect;أصبحت مشبوهة ;لقد اتصلت بالشرطة ;0
لقد سلم نفسه المجرم ;cause;الأدلة تُورّطت به. ;لم يكن هناك دليل ضده ;0
الرجل الثقيل قرر إنقاص وزنه. ;effect;لقد قطع الحلويات ;لقد تجنب الكافيين ;0
لقد خطوت الفتاة على الجليد ;effect;لقد انزلقت ;لقد ارتجفت ;0
المرأة كانت تحت عينيها حلقات ;cause;بقيت مستيقظة طوال الليل ;وضعت ابنها في السرير. ;0
تدفق الحمم البركانية من البركان. ;cause;البركان ثار ;البركان كان نائماً ;0
ارتدت المرأة حذائها. ;cause;كانت تعرف الجميع في الحفلة ;أرادت مغادرة الحفلة ;1
لقد دفعت لضابط الحظيرة ;effect;لقد سمحت لي بالمرور من خلال كشك الضرائب ;لقد أوقفتني عند كشك الضرائب ;0
المدير التنفيذي أفلس ;cause;لقد باع أسهم شركته ;لقد أهدر ثروته ;1
ذهب الرجل إلى الطبيب ;cause;الطبيب كان في إجازة ;الرجل شعر بالمرض ;1
خرجت من غرفة نومي من خلال النافذة ;cause;المنزل كان يحترق ;كان المنزل فارغاً ;0
أصابع الصبي أصبحت قشرة ;cause;لقد أخذ حماماً طويلاً ;لقد غسل يديه بالصابون ;0
لقد بصقت الحليب ;cause;كان اللبن حامضًا. ;فمي كان جافاً ;0
فاتتني الحافلة ;effect;لقد كنت في وقت مبكر للعمل ;لقد تأخرت عن العمل ;1
اصطدمت الشاحنة بالسيارة. ;effect;الشاحنة تسارعت ;السيارة تحطمت ;1
الفريق قام بتزوير المسابقة لصالحهم ;effect;لقد فازوا ;لقد تخلوا عن المدرسة ;0
زجاجة الصودا صهرت ;cause;لقد قلبت الزجاجة ;لقد قمت بتقليص الغطاء ;1
لقد تم إغلاق الباب على الفتى خارج منزله ;effect;لقد زحف من خلال نافذة مفتوحة ;لقد تسلق السطح ;0
لقد رن جرس الباب ;effect;ضيف طرقت الباب. ;المرأة نظرت من خلال ثقب المفتاح في الباب. ;1
الرجل ملطخ بدلته. ;effect;لقد قام بتنظيفها ;لقد علقه في خزانته ;0
ضغطت الفتاة على أنبوب معجون الأسنان. ;effect;معجون الأسنان انبعث من الأنبوب ;البنت بصقت معجون الأسنان ;0
ارتفعت الوفيات المدنية من الحرب. ;effect;قام المسلمون بتنظيم احتجاج ;عقد المسلمون موكب ;0
سحبت الفتاة الشريط من شعرها. ;cause;لقد ربطت الشريط ;الشريط بدا طفولي ;1
الرجل حصل على جراحة تجميلية. ;effect;لقد كبر ;لقد بدا أصغر سناً ;1
طلع دجاجة صغيرة من البيضة ;cause;لقد قُبضت البيضة ;لقد كسرت البيضة ;0
السجين مات جوعاً ;effect;لقد مات ;لقد هرب ;0
الرجل فقد توازنه على السلم ;effect;لقد تسلق السلم ;لقد سقط من السلم ;1
الطفل كان يُقذف ;cause;لقد تناول رشفة من الصودا ;لقد فتح علبة الصودا ;0
تدفق هواء بارد من النافذة ;effect;لقد استرخيت ;لقد ارتجفت ;1
حصل الطالب على منحة للذهاب إلى الكلية. ;cause;زملاؤها في الصف أحترموها ;لقد حصلت على درجات جيدة ;1
سخرت الفتاة من الصبي. ;cause;لقد كانت تعيش بجانبه ;كانت معجبة به ;1
لقد سرق المتشرد الجائع الطعام ;cause;لقد حرض على الشفقة ;لم يكن لديه مال ;1
اتصلت بصديقتي للتحدث ;cause;أردت الخصوصية ;شعرت بالوحدة ;1
الرجل مد يده لي. ;effect;لقد صافحت يده ;صفعته ;0
لقد انحنيت ;cause;أطلقت الألعاب النارية في الهواء ;الطائرة طارت نحو رأسي ;1
عضّت الفتاة أظافرها. ;cause;كانت قلقة ;لقد كانت متفاجئة ;0
لقد قمت بتغيير صفحة التقويم ;cause;لقد سجلت موعد على التقويم ;كانت بداية شهر جديد ;1
اكتشف الزوج أن زوجته كانت على علاقة غرامية ;effect;لقد طرد محاميه ;لقد طلب الطلاق ;1
لقد أسقطت الفتاة الكرة المطاطية ;effect;الكرة ارتدّت ;الكرة كانت متوهجة ;0
لقد أخطأت الفتاة في امتحانها ;effect;لقد خمنت الإجابة ;لقد محوت إجابتها ;1
قام اللاعب بمعالجة خصمه. ;effect;خصمه أمسك بالعبور ;خصمه ضرب الأرض. ;1
لقد أخذت الطماطم من العنب ;cause;لقد كانت ناضجة ;لقد سكبتهم ;0
الرجل أراد أن يكون رومانسياً ;effect;لقد قابل صديقته السابقة لتناول الغداء ;لقد اشترى لحبيبته شوكولاتة ;1
الزئبق في مقياس الحرارة ارتفع ;cause;لقد أسقطتُ جهاز الحرارة ;الطقس أصبح أكثر دفئاً. ;1
لقد مرّت إعصارٌ على البلدة ;effect;سقف قاعة المحكمة انفجر ;أصبح الطريق السريع متجمدًا بشكل خطير. ;0
الطالب تلقى الدروس الخاصة. ;effect;درجاته تحسنت ;لقد غش في الامتحان ;0
شعرت بالراحة ;cause;ركعت على الأرض ;لقد لففت نفسي في بطانية ;1
لقد صقللت الحجر ;effect;أصبح زلق ;أصبح لامعاً ;1
أضفت السكر إلى القهوة. ;effect;رائحة القهوة قوية ;كانت القهوة حلوة ;1
الرجل كان يبحث في الصحف ;effect;لقد جرح نفسه في ورقة ;لقد مزق الأوراق ;0
لقد ضربت المسمار بالمطرقة ;effect;المسمار غرقت في الخشب. ;أصبح المسمار صدئ. ;0
لقد عضت السمكة الحبل ;effect;قام الصياد بإحضار السمك ;صياد يُعيد صب الحبل ;0
كان المراهق يشعر بالخجل من الذهاب إلى المدرسة. ;cause;لديها بثرة ;لقد خلعت تقويمها ;0
تعبير وجهي أضاء ;cause;تلقيت أخباراً جيدة ;فقدت صبري ;0
لقد مسحت يدي بمنشفة ;cause;كانت المنشفة مبللة ;كانت يداي مبللتين ;1
الرجل فقد توازنه على المنبر ;cause;الكرسي يتأرجح تحت ظهره ;لقد سكب الطلاء على المنضدة ;0
زملاء الفريق وجهوا اللوم على بعضهم البعض ;cause;لقد خسروا لعبتهم ;مدربهم ألغى التدريب ;0
لقد طلبت المغفرة ;cause;لقد ندمت على خطئي ;لقد حققت هدفي ;0
أصبحت المرأة تشعر بالملل من رفيقها. ;cause;سألها أسئلة عن نفسها ;كان يتحدث بلا توقف عن نفسه ;1
