premise;question;choice1;choice2;label
विद्यार्थीलाई प्रश्नको उत्तर थाहा थियो। ;effect;उनले हात उठाए। ;उसले गल्ती गर्यो। ;0
[पृष्ठ २-मा भएको चित्र] ;cause;उसको आँखामा धुलो पस्यो। ;उनले आफ्नो आँखामा गग्गल लगाएका थिए। ;0
खेलाडीले लगातार पाँच खेल जिते। ;effect;उनको प्रतिद्वन्द्वीले उनलाई ठगी गरेको आरोप लगाए। ;[पृष्ठ २३-मा भएको चित्र] ;0
शिक्षकले विद्यार्थीको परीक्षा फालिदिए। ;cause;उनले विद्यार्थीलाई ठगी गरिरहेको देखे। ;विद्यार्थीको उत्तर गलत थियो। ;0
मैले कुरा गर्न छोडें। ;cause;मैले मेरो आवाज गुमाएँ। ;म सास फेर्न सकिनँ। ;1
जमेको खाना पग्लियो। ;cause;मैले यसलाई माइक्रोवेभमा राखेँ। ;मैले यसलाई प्लास्टिकको पन्नीले ढाकें। ;0
कर्मचारीले बिरामी भएको नाटक गरे। ;cause;उसको पेटमा खुम्चिएको थियो। ;उसले एक दिन बिदा चाह्यो। ;1
केटी पोखरीमा खस्यो। ;cause;उनी पूल डेकमा दौडिन्। ;उनी डाइभिङ बोर्डबाट हामफालेकी थिइन्। ;1
चलचित्रका टिकटहरू बिक्री भइसकेका थिए। ;cause;यो चलचित्रको उद्घाटन दिन थियो। ;चलचित्रले खराब समीक्षा प्राप्त गर्यो। ;0
त्यो मानिसले तौल घटायो। ;effect;मानिसहरूले उनलाई अलग्गै राखे। ;मानिसहरूले उनलाई प्रशंसा गरे। ;1
बालिकाको हातमा फोहोर भयो। ;cause;उनले एउटा पत्र टाइप गरिन्। ;उनी एउटा डोरीमा चढिन्। ;1
सर्कसका कलाकारले एकचक्रको साइकल चलाउँदा जुंगलिङ गरे। ;effect;[पृष्ठ २-मा भएको चित्र] ;एक्रोब्याटले ट्र्यापेजबाट झूल्यो। ;0
मैले धैर्य गुमाएँ। ;cause;मेरो साथीले मलाई पर्खिरहेको थियो। ;मेरो साथी समयमै आइपुग्यो। ;0
युद्धरत देशहरू शान्ति चाहन्थे। ;effect;तिनीहरूले आणविक हतियारहरू विकास गरे। ;उनीहरूले एउटा सन्धिमा हस्ताक्षर गरे। ;1
त्यो मानिसले निद्राको औषधि खाएको थियो। ;effect;उनी सुस्त भए। ;उनलाई ज्वरो आएको थियो। ;0
महिला सोफामा ठोक्किएकी थिइन्। ;effect;सोफाको खुट्टा ढिलो भयो। ;उनले आफ्नो घुँडामा चोट पुर्याइन्। ;1
केटाले बेलुनलाई निचोरे। ;effect;बलुन फुट्यो। ;बेलुन उडेर गयो। ;0
ती यात्रीहरू होटलको कोठामा बसेका थिए। ;effect;तिनीहरूले आफ्नो सामानहरू खोले। ;उनीहरू विमानस्थल गए। ;0
मैले आलुमा टोकेको थिएँ। ;effect;आलुमा चोट लागेको छ। ;रस बाहिर खसेको छ। ;1
मेरा हातहरू चिप्लिन थाले। ;cause;मैले डोनट खाएँ। ;मसँग मिठाईको स्वाद थियो। ;0
मैले ढोका ढकढक्याएँ। ;effect;ढोका खुल्थ्यो। ;ढोका बन्द छ। ;0
कार्यकर्ताहरूले ती उत्पादनहरू बहिष्कार गरे। ;cause;यी उत्पादनहरूको गुणस्तरको जाँच गरियो। ;ती उत्पादनहरू बालश्रमद्वारा निर्मित थिए। ;1
मैले पर्खालमा एउटा प्वाल बनाएँ। ;effect;एउटा मुसा छेउबाट बाहिर निस्कियो। ;धुलोले छेउबाट बाहिर उडायो। ;1
ती महिलाले आफ्नो बहिनीलाई ईर्ष्या गर्थिन्। ;cause;उनकी बहिनी खुसी थिइन्। ;तिनकी बहिनीको सम्बन्धविच्छेद भयो। ;0
मैले मेरो शर्टमा रक्सी खसालेँ। ;effect;मैले एउटा एप्रन लगाएँ। ;मैले आफ्नो शर्ट परिवर्तन गरेँ। ;1
क्यासियरले रेजिस्टर खोलिन्। ;cause;ग्राहकले उसको वालेटमा खोजी गरे। ;ग्राहकले उनलाई पैसा दिए। ;1
सडक संगीतकारले भीडलाई आकर्षित गर्यो। ;effect;मानिसहरूले उसलाई पैसा दिए। ; ;0
सानो केटा आफ्नो नानीलाई रुन लगायो। ;cause;उनले आफ्ना आमाबाबुलाई सम्झिन्। ;यो नाश्ताको समय थियो। ;0
पाइलटको राडारले आँधीबेहरी पत्ता लगायो। ;effect;पाइलटले आँधीबाट टाढा गए। ;पाइलटले आँधीबेहरीको बीचबाट उडान भरे। ;0
रूखले पातहरू झारेको छ। ;effect;पातहरू रंगीन भए। ;पातहरू जमिनमा जम्मा भए। ;1
त्यो केटाको मनमा कुटिलता थियो। ;effect;उनले आफ्नी बहिनीसँग कार्ड गेम खेल्ने निर्णय गरे। ;उनले आफ्नी बहिनीमाथि एउटा मजाक गर्ने निर्णय गरे। ;1
बच्चाले बाथरूममा जानुपर्ने गुनासो गर्यो। ;effect;उनका बुबाले उनलाई एक गिलास सडा पिउन दिए। ;उनका बुबाले एउटा ग्यास स्टेशनमा गाडी रोके। ;1
बच्चाले ट्यांकमा माछाको खाना छर्किदियो। ;effect;माछा ट्यांकबाट बाहिर उफ्रियो। ;माछा खानातिर पौडी खेले। ;1
[पृष्ठ २३-मा भएको चित्र] ;effect;उनले आफ्नो पार्टी सदस्यता परिवर्तन गरिन्। ;उनी एउटा विरोध प्रदर्शनमा सहभागी भइन्। ;0
बाथरूमको सिंक बन्द थियो। ;effect;मैले नल खोलेँ। ;मैले यसमा ड्रेन क्लीनर हालेको थिएँ। ;1
यात्रीहरू रेलबाट उत्रिए। ;cause;रेल स्टेशनमा आइपुग्यो। ;रेलले आफ्नो सिट बजायो। ;0
त्यो मानिसले लिफाफाको नम फ्ल्यापमा थिचेर राखे। ;effect;उनले खाममा छाप लगाएका थिए। ;उनले लिफाफा बन्द गरे। ;1
साथीहरू सम्पर्कविहीन भए। ;cause;[पृष्ठ २-मा भएको चित्र] ;तिनीहरू विभिन्न शहरहरूमा गए। ;1
लेखापालले कम्पनीको रकमको गलत व्यवस्थापन गरे। ;effect;उनी आफ्नो पदबाट बर्खास्त भइन्। ;उनी प्रसूति अवकाशमा थिइन्। ;0
मैले घडीमा हेरेँ। ;cause;मैले घडीको टिक टिक सुनेँ। ;म समय जाँच गर्न चाहन्थेँ। ;1
मेरो हातमा खुकुरी लाग्यो। ;cause;मैले निबन्ध हातले लेखेको हुँ। ;म र मेरी श्रीमती हात मिलायौं। ;0
बोल्ट कडा भयो। ;cause;मैले बोल्ट बदलिदिएँ। ;मैले रिन्च घुमाएँ। ;1
एक जोडीले एउटा अपार्टमेन्टको लागि भाडामा लिने सम्झौतामा हस्ताक्षर गरे। ;effect;दम्पतीले त्यो अपार्टमेन्टमा बसाई सरे। ;शहरले त्यो अपार्टमेन्टलाई निषेध गर्यो। ;0
महिला बाहिर भर्चुअलमा बसिन्। ;cause;उनी सूर्यास्त हेर्न चाहन्थिन्। ;उनले बिजुली देखेको सोचेकी थिइन्। ;0
त्यो मानिस पानीमा लाइफ ज्याकेट लगाएको थियो। ;cause;उनी पौडी खेल्न जान्दैनथे। ;पानी उथलो थियो। ;0
महिलाले वर्ड प्रोसेसरमा टाइपको गल्ती गरेकी थिइन्। ;effect;उनले त्यो दस्तावेज मेटाइन्। ;उनले ब्याकस्पेस कुञ्जी थिचे। ;1
केटीले आफ्ना साथीहरूसँग घमण्ड गर्थिन्। ;cause;उनले खराब ग्रेड पाएकी थिइन्। ;उनले एउटा प्रतियोगिता जितेकी थिइन्। ;1
घाँसको मैदान माटोको थियो। ;cause;रातभरि नै पानी पर्यो। ;यो खरपतवारले भरिएको थियो। ;0
महिलाले निद्रामा पर्यो। ;cause;उनी राती होटलमा बसेकी थिइन्। ;उनले आफ्नो अलार्म घडी सेट गर्न बिर्सिएकी थिइन्। ;1
त्यो मानिसले सनस्क्रीन लगायो। ;cause;उनी छायाँमा बसे। ;उनी समुद्र तट गए। ;1
अनुसन्धानकर्ताहरूले सिद्धान्त प्रमाणित गरे। ;effect;अनुसन्धानकर्ताहरूले त्यो सिद्धान्त फिर्ता लिए। ;व्यक्तिहरूले यो सिद्धान्तलाई स्वीकार गरे। ;1
खेलमा प्रशंसकहरूले ब्वाइ गरे। ;cause;खेल अतिरिक्त समयमा पुग्यो। ;रेफ्रीले गलत निर्णय गरे। ;1
मैले लकमा आफ्नो संयोजन प्रविष्ट गरेँ। ;effect;मैले ताला बन्द गरेँ। ;ढोका खुल्यो। ;1
 ;effect;बुबाले आफ्नो छोरालाई केही पैसा दिए। ;बुबाले आफ्नो छोराको हात समात्नुभयो। ;1
हिउँले ड्राइभवेलाई अवरुद्ध गरिरहेको थियो। ;effect;मैले हिउँलाई हिमपातमा भेला गरेँ। ;मैले हिउँलाई बाटोबाट हटाएँ। ;1
केकका चालकहरू ;effect;कायाक किनारमा पुग्यो। ;कायाकले एउटा लहरलाई ठक्कर दियो। ;0
केटीले आफ्नो बाइकको नियन्त्रण गुमाई। ;effect;उनले हेन्डलबार छोडिदिए। ;उनी एउटा बारमा ठोक्किएकी थिइन्। ;1
मैले फ्यान खोलेँ। ;effect;मेरो छालामा पानी छर्किन्छ। ;मैले चिसो हावा आफूमाथिबाट गुज्रिरहेको महसुस गरेँ। ;1
सर्फरहरू समुद्र तटमा फर्किए। ;cause;तिनीहरू भिजेका थिए। ;तिनीहरूले एउटा शार्क देखे। ;1
मैले बाथटबको निकासको प्लग निकालेँ। ;effect;टबबाट पानी बगेको थियो। ;पानी भुइँमा छर्किन्छ। ;0
पत्नीलाई धोका दिएकोमा पतिलाई दोष लाग्यो ;effect;उनले उसलाई विश्वासघातको आरोप लगाए। ;उनले आफ्नो विश्वासघात स्वीकारे। ;1
पोस्टरमा भएको मसीले चिप्लियो। ;cause;मैले मसी सुक्ने प्रतीक्षा गरें। ;मैले पोस्टरमा पानी खसालेँ। ;1
बच्चा चिच्याउँदै उठ्यो। ;cause;उसको एउटा सपना थियो। ;उसले ओछ्यानमा पानी पारेको थियो। ;0
केटाले आफ्नो खुट्टा टेबलमा राखे। ;effect;उनका बुबा टेबलमा बसे। ;उनका पिताले उनलाई उपदेश दिए। ;1
मेरो साथीले मेरो तर्फ आफ्नो टाउको फर्कायो। ;cause;मैले उसको नाम बोलाएँ। ;मैले हातहरू हल्लाएँ। ;0
[पृष्ठ २-मा भएको चित्र] ;effect;नागरिकहरूले विद्रोह गरे। ;मतदाता नामावलीमा दर्ता भएका नागरिकहरू ;0
त्यो केटा जंगलमा हराएको थियो। ;effect;उनले पाल खडा गरे। ;उनले सहायताको लागि कराए। ;1
ती महिला विदेश गएकी थिइन्। ;cause;उनी चित्रकला सिक्न चाहन्थिन्। ;उनी अन्य संस्कृतिको बारेमा जान्न चाहन्थिन्। ;1
त्यो मानिस आफ्नो सहकर्मीप्रति ईर्ष्यालु थियो। ;cause;[पृष्ठ २-मा भएको चित्र] ;उनका सहकर्मीले राति अबेरसम्म काम गरे। ;0
त्यो मानिसले एलियन देखेको थियो। ;cause;उनी अलौकिक दर्शन देखिरहेका थिए। ;उनी ध्यान गरिरहेका थिए। ;0
त्यो मानिसको कपाल गोरो भयो। ;cause;उनले यसमा ब्लीच लगाए। ;उनले यसमा स्याम्पु हाले । ;0
कलाकारले नयाँ काम सिर्जना गरे। ;cause;उनले आफ्नो अघिल्लो कामको आलोचना गरिन्। ;उनले प्रेरणाको एक झट्का महसुस गरिन्। ;1
[पृष्ठ २३-मा भएको चित्र] ;cause;उनी सेनाबाट विदा भए। ;उनी कलेज जान लागेका थिए। ;1
किताबहरु किताबको शेल्फबाट खसे। ;cause;शेल्फहरू धुलोले ढाकिएका थिए। ;एउटा भूकम्पले पुस्तकको शेल्फ हल्लायो। ;1
मेरो घरमा बिजुली बन्द भयो। ;effect;मैले एउटा बत्ती बालेँ। ;मैले सर्किट ब्रेकर रिसेट गरेँ। ;1
हामी रोलर कोस्टरमा सवार भयौं। ;cause;यो डरलाग्दो देखिन्थ्यो। ;रमाइलो लाग्यो। ;1
पपकोर्नको झोला फुट्न थाल्यो। ;cause;मैले बोरामा चामल हालेँ। ;मैले यसलाई माइक्रोवेभमा तताएँ। ;1
एउटा रुख बिजुलीको तारमा खस्यो। ;effect;छिमेकमा बिजुली गयो। ;मौसम पूर्वानुमानले ठूलो आँधी आउने बताएको थियो। ;0
वक्ताले राजनीतिक रूपमा गलत टिप्पणी गरे। ;effect;उनले दर्शकहरूलाई बोर गरे। ;उनले दर्शकलाई अपमान गरे। ;1
मैले आफूलाई पिनले छेकेको छु। ;effect;मेरो अनुहारबाट पसिनाको थोपा बगेको थियो। ;मेरो औंलामा रगतको थोपा बन्यो। ;1
माछा ट्यांकको सतहमा तैरिरहेको थियो। ;cause;यो भोक लागेको थियो। ;यो मृत थियो। ;1
"""त्यस मानिसको आवाज सुन्दा कडा थियो। ";cause;उसलाई चिसो लागेको थियो। ;उनले धूम्रपान छोडेर गए। ;0
लिफ्टको ढोका खुल्थ्यो। ;cause;लिफ्ट तोकिएको तलामा आइपुग्यो। ;लिफ्ट दुई तलाको बीचमा अड्कियो। ;0
किशोरी घरबाट बाहिर निस्केकी थिई। ;cause;उनले आफ्ना आमाबाबुलाई झूट बोले। ;उनका आमाबुवाले उनलाई घरमै बस्न दिए। ;1
बाथरूममा पानी भरियो। ;cause;शौचालयमा पानी भरियो। ;पानीको हीटर भाँचिएको छ। ;0
कुकुर आफ्नो मालिकको नजिकै बसेको थियो। ;cause;मालिकले कुकुरलाई कॉलर लगायो। ;मालिकले कुकुरलाई पट्टामा राखे। ;1
त्यो मानिसले आफ्नो प्रतिबिम्ब देख्यो। ;cause;उनी एउटा विशाल रूखमुनि उभिए। ;उनी शान्त तालको छेउमा उभिए। ;1
मैले मेरी प्रेमिकाको फोन कल मिस गरें। ;effect;मैले उसलाई फेरि फोन गरेँ। ;मैले उसलाई खाना खाएर भेटेँ। ;0
परिवारले छिमेकीलाई खोजे। ;cause;उनीहरूको कुकुर घरबाट भागेको थियो। ;[पृष्ठ २३-मा भएको चित्र] ;0
मैले आफ्नो सास फेर्दा आफ्नो सास देखेँ। ;cause;मौसम चिसो थियो। ;मेरो छातीमा कडाइ भयो। ;0
कर्मचारीहरूले एक संघ गठन गरे। ;cause;उनीहरू राम्रो काम गर्ने अवस्था चाहन्थे। ;[पृष्ठ २-मा भएको चित्र] ;0
मैले एउटा स्याउको पाई पकाएँ। ;effect;भान्सामा एउटा सडिरहेको गन्धले भरिएको थियो। ;[पृष्ठ २३-मा भएको चित्र] ;1
[पृष्ठ २३-मा भएको चित्र] ;cause;उनले उच्च ऊँची एडी लगाउँथिन्। ;उनले आफ्नो जुत्ता उतारे। ;0
पानीको भाँडोबाट भाप उठ्यो। ;cause;पानी उमालेको थियो। ;मैले भाँडोलाई ढाकें। ;0
मेरा सबै जुत्ताहरू लुगा धुने ठाउँमा थिए। ;effect;मैले चप्पल लगाएको थिएँ। ;मैले बुट लगाएको थिएँ। ;0
राजनीतिज्ञको तर्कलाई बेतुका मानिन्थ्यो। ;effect;उनले मतदाताहरूको समर्थन गुमाए। ;उनलाई भ्रष्टाचारको आरोप लगाइएको थियो। ;0
सबैजनाले यो जोडीको सगाईको विरोध गरे। ;effect;दम्पती गर्भवती भए। ;दम्पतीले भागेर गए। ;1
यो भवन करोडपतिलाई समर्पित थियो। ;cause;त्यो करोडपतिले त्यो भवन भत्काउन चाहन्थे। ;त्यो करोडपतिले यसको निर्माणका लागि रकम दिए। ;1
बिक्री सहयोगीले ती केटीलाई चोरी गरेको आरोप लगाए। ;cause;बिक्री सहयोगीले केटीलाई आफ्नो झोलामा सामान राख्दा देखे। ;[पृष्ठ २३-मा भएको चित्र] ;0
देशले छिमेकी भूभागमा युद्धको घोषणा गर्यो। ;effect;सैनिकहरू युद्धमा पठाइएका थिए। ;सैनिकहरू आफ्ना परिवारसँग पुनर्मिलन भए। ;0
अदालतले विवादास्पद फैसलालाई समर्थन गर्यो। ;effect;अदालत भवनको अगाडि दंगा सुरु भयो। ;एक दम्पत्तिले अदालतको अगाडि प्रतिज्ञा गरे। ;0
केटीले केही जलिरहेको गन्ध पायकी। ;cause;उनले कुकीहरू भाँडोबाट निकालिन्। ;उनले कुकीहरू ओभनमा छोडिदिएकी थिइन्। ;1
वर्षाको झरी झरी परिरहेको थियो। ;effect;आँधी अझ बढ्दै गयो। ;म भित्र पस्न हतारें। ;1
भवन खाली गरियो। ;cause;लिफ्टले काम गर्न छाड्यो। ;आगोको अलार्म बज्यो। ;1
पिताले आफ्नो छोराको मदिरा सेवनप्रति आक्रोशित थिए। ;effect;बुबाले आफ्नो छोरालाई बियर किने। ;बुबाले आफ्नो छोरालाई घरबाट निकाले। ;1
वकिलले आफ्नो कार्यालयको सिँढी चढेर गए। ;cause;सचिव आजका लागि घर गए। ;लिफ्ट कामबाट बाहिर थियो। ;1
त्यो मानिस आफ्नो साथीसँग क्रोधित भयो। ;cause;उसको साथीले उसलाई रोकेको थियो। ;उसको साथीले उसलाई खानाको निम्तो दियो। ;0
केटीले आफ्नो पैसा क्यासियरलाई दिई। ;effect;क्यासियरले केटीलाई उसको परिवर्तन दिए। ;क्यासियरले केटीलाई रसिद दिन बिर्सिए। ;0
[पृष्ठ २३-मा भएको चित्र] ;cause;उनी दुर्घटनामा परेपछि पक्षाघात भएकी थिइन्। ;उनी एउटा स्ट्रेचरमा अस्पताल प्रवेश गरेकी थिइन्। ;0
नागरिकहरूले आफ्नो घरबाहिर राष्ट्रिय झण्डा झुण्ड्याए। ;cause;देशले आफ्नो स्वतन्त्रताको उत्सव मनाइरहेको थियो। ;देश आर्थिक कठिनाइको सामना गरिरहेको थियो। ;0
टोलीले प्रतियोगिता हारेको थियो। ;effect;उनीहरूले आफ्ना प्रशंसकहरूलाई निराश बनाए। ;उनीहरू आफ्ना प्रशंसकहरूलाई प्रेरित गर्थे। ;0
मेरो दाँतमा खाना अड्किएको कुरा मेरो साथीले बतायो। ;effect;म लज्जित भएँ। ;म गर्व महसुस गर्थेँ। ;0
त्यो केटा इतिहासको परीक्षामा फेल भयो। ;cause;उनी कक्षामा ध्यान दिन्थे। ;उनले पढ्न बिर्सिए। ;1
शहरको मध्यमा रहेको भवन भत्कियो। ;cause;एउटा भूकम्पले सहरलाई छोयो। ;सहरमा अपराधको दर बढ्यो। ;0
त्यो मान्छेको प्रेमिकाले उसलाई छोडेर गइन्। ;effect;उनले उसलाई फिर्ता लिनको लागि बिन्ती गरे। ;उनले उसलाई आफ्ना आमाबाबुसँग परिचय गराइन्। ;0
दुवै बच्चाहरू एकैसाथ बल निकाल्न तल गए। ;effect;बल टाढा रोल भयो। ;उनीहरूको टाउकोमा चोट लागेको थियो। ;1
रकुनले फोहोरको डिब्बामा गडबडी गर्यो। ;cause;फोहोरको डिब्बामा कार्डबोर्ड थियो। ;फोहोरको ढक्कन बन्द थियो। ;1
केटाले पेन्सिललाई तीखो पारे। ;cause;यो सस्तो थियो। ;यो उबाऊ थियो। ;1
महिलाको लुगाको रकम फिर्ता गर्न नगद अधिकारीले इन्कार गरे। ;cause;उनले आफ्नो रसिद गुमाइन्। ;त्यो पोशाक फिट भएन। ;0
मेरो छालामा भएको चोट गहिरो थियो। ;effect;यो चाँडै निको भयो। ;यसले एउटा निशान छोडेको छ। ;1
[पृष्ठ २३-मा भएको चित्र] ;cause;उनी भुइँतिर हेरिरहेका थिए। ;उनी आफैँसँग कुरा गरिरहेका थिए। ;1
बच्चाले भुइँमा रोटीको टुक्रो छोडेको थियो। ;effect;[पृष्ठ २-मा भएको चित्र] ;बच्चाले रोटी टाढा राख्यो। ;0
[पृष्ठ २३-मा भएको चित्र] ;cause;[पृष्ठ २३-मा भएको चित्र] ;[पृष्ठ २३-मा भएको चित्र] ;1
त्यो मानिसले एक सिक्का लिए। ;cause;उसका ओठहरू फाटेका थिए। ;उनी खराब गन्धको बारेमा चिन्तित थिए। ;1
यो जोडी शोको लागि छिट्टै गए। ;cause;उनीहरूले थिएटरको वरिपरि ट्राफिकको पूर्वानुमान गरेका थिए। ;उनीहरूसँग थिएटरको दिशा छ। ;0
महिला कामबाट घरमै बसेकी थिइन्। ;effect;तिनको मालिकले तिनको प्रशंसा गरे। ;उनको सहकर्मीले उनको कुरा राखे। ;1
त्यो मानिसले कार्यकर्ताहरूको निवेदनमा हस्ताक्षर गरे। ;cause;उनले उनीहरूको मुद्दालाई समर्थन गरे। ;[पृष्ठ २३-मा भएको चित्र] ;0
अभिनेताको हृदय उनको प्रदर्शन अघि पल्काउँदै थियो। ;cause;उनलाई स्टेज फिक थियो। ;उनले आफ्नो लाइनहरु याद गरे। ;0
म हराएको थिएँ। ;effect;मैले मेरो नगद गन्ती गरेँ। ;मैले एउटा नक्सा खोलेँ। ;1
पकाएको फल ;effect;यो खाइएको थियो। ;यो सरेको छ। ;1
कार बिग्रियो। ;cause;मैले इग्निशन खोलेँ। ;इन्जिन अति ताप्यो। ;1
त्यो मानिसको ढाड दुख्यो। ;effect;उनी एक मनोचिकित्सकलाई भेट्न गए। ;उनी केही दिनसम्म ओछ्यानमा बसे। ;1
मैले आगोमा आगो लगाएँ। ;cause;मसँग आगो लगाउने काठ सकिएको थियो। ;घरमा चिसो थियो। ;1
ती महिलाले दौड्न छोडिन्। ;cause;उनको पाखुरामा खुम्चिएको छ। ;उनले दोस्रो सास फेरेकी छिन्। ;0
मैले मेरो छिमेकीको ढोका ढकढक्याएँ। ;effect;मेरो छिमेकीले मलाई भित्र बोलायो। ;मेरो छिमेकीले आफ्नो घर छोडिदियो। ;0
[पृष्ठ २३-मा भएको चित्र] ;cause;[पृष्ठ २-मा भएको चित्र] ;उनका पतिले उनलाई बिदाइको चुम्बन दिए। ;0
शिक्षकले विद्यार्थीको प्रशंसा गरे। ;cause;विद्यार्थीले प्रश्नको सही उत्तर दियो। ;विद्यार्थीले प्रश्नको उत्तर दिन हिचकिचायो। ;0
महिलाको अण्डा सकियो। ;effect;उनी फार्ममा गइन्। ;उनी सुपरमार्केटमा गइन्। ;1
मैले एउटा पुरानो साथीलाई भेटेँ। ;effect;मैले उसलाई एउटा रहस्य प्रकट गरें। ;मैले उसलाई अंगालो हालेँ। ;1
महिलाले तालमा जानबाट जोगिन्। ;cause;उनले एउटा माछा समातिन । ;यो दूषित देखिन्थ्यो। ;1
विद्यार्थी भिजेको अवस्थामा कक्षामा आइपुगे। ;cause;उसको छाता भाँचिएको थियो। ;उसको बाइक चोरी भएको थियो। ;0
कम्प्युटर स्क्रिनमा कर्सर सरेको छ। ;cause;प्रयोगकर्ताले माउस क्लिक गर्यो। ;प्रयोगकर्ताले माउस सार्छ। ;1
चालकले बाटोबाट परिक्रमा गरे। ;cause;मुख्य सडकमा एउटा दुर्घटना भयो। ;उनी आफ्नो अगाडि रहेको ट्रकको पछि लागेकी थिइन्। ;0
म बाहिर लुगाफाटाको डोरीमा भिजेको लाईन झुण्ड्याएँ। ;effect;लिनन सुकेको छ। ;लिनन दागिएको। ;0
महिलाले आफ्नो चश्मा लगाइन्। ;cause;सूर्यको प्रकाश उज्यालो थियो। ;उनले ट्याक्सी बोलाइन्। ;0
त्यो मानिसले रातको आकाशतिर हेर्यो। ;cause;उनी चाहन्थे कि यो गर्मी होस्। ;उनले सोचे कि यो सुन्दर थियो। ;1
म थकित महसुस गर्थेँ। ;effect;म चाँडै सुतेँ। ;म रातभरि जागै बसेँ। ;0
त्यो मानिस नाईकककहाँ गयो। ;cause;उनी आफ्नो कपाल बढाइरहेका थिए। ;उसको कपाल लामो हुँदै थियो। ;1
त्यो केटाले आफ्नो नयाँ सहपाठीलाई नराम्रो तरिकाले खेल्थ्यो। ;cause;छोराले नयाँ सहपाठीलाई स्वागत गर्यो। ;छोराले नयाँ सहपाठीलाई मन पराएन। ;1
मलाई एक गिलास दूधको चाह थियो। ;cause;म कुकीहरू खाइरहेको थिएँ। ;म रोटी पकाउँदै थिएँ। ;0
वर्षा हुन थाल्यो। ;effect;चालकले हेडलाइटहरू खोले। ;चालकले गाडीलाई उल्टो पारे। ;0
