premise;question;choice1;choice2;label
La petite amie de cet homme a rompu avec lui. ;effect;Il l'a suppliée de le reprendre. ;Elle le présenta à ses parents. ;0
Les deux enfants ont simultanément tendu la main pour récupérer la balle. ;effect;La balle est partie. ;Leurs têtes se sont heurtées. ;1
Le raton laveur a fouillé la poubelle. ;cause;Il y avait du carton dans la poubelle. ;Le couvercle était enlevé de la poubelle. ;1
Le garçon a aiguisé le crayon. ;cause;C'était bon marché. ;C'était ennuyeux. ;1
La caissière a refusé à la femme de rembourser la robe. ;cause;Elle a perdu son reçu. ;La robe ne me correspondait pas. ;0
La rayure sur ma peau était profonde. ;effect;Ça a guéri rapidement. ;Ça a laissé une cicatrice. ;1
Les passagers du train le regardaient d'un air étrange. ;cause;Il regardait le sol. ;Il se parlait à lui-même. ;1
L'enfant a laissé des miettes sur le sol. ;effect;Les fourmis se sont glissées sur les miettes. ;L'enfant a rangé le pain. ;0
La femme a donné un mouchoir à sa sœur. ;cause;La sœur de la femme a croisé les mains. ;La sœur de la femme se mit à pleurer. ;1
Il a pris une pièce. ;cause;Ses lèvres étaient fendues. ;Il s'inquiétait de la mauvaise haleine. ;1
Le couple est parti tôt pour le spectacle. ;cause;Ils ont anticipé la circulation autour du théâtre. ;Ils ont les directions pour le théâtre. ;0
La femme est restée à la maison. ;effect;Son patron l'a félicitée. ;Son collègue de travail l'a couverte. ;1
L'homme a signé la pétition des militants. ;cause;Il soutenait leur cause. ;Il les a dénoncés comme étant fous. ;0
Le cœur de l'acteur battait en éclats avant sa performance. ;cause;Il avait la peur de la scène. ;Il a mémorisé ses lignes. ;0
Je me suis perdu. ;effect;J'ai compté mon argent. ;J'ai déplié une carte. ;1
Les fruits mûrs s'attardèrent au soleil. ;effect;Il a été mangé. ;Il s'est resserré. ;1
La voiture est tombée en panne. ;cause;J'ai allumé le contact. ;Le moteur a surchauffé. ;1
Il s'est blessé au dos. ;effect;Il est allé voir un psychiatre. ;Il est resté au lit pendant plusieurs jours. ;1
J'ai allumé un feu dans la cheminée. ;cause;Je n'avais plus de bois. ;Il faisait froid dans la maison. ;1
La femme a arrêté de courir. ;cause;Elle a une crampe dans le côté. ;Elle a eu un second souffle. ;0
J'ai frappé à la porte de mon voisin. ;effect;Mon voisin m'a invité à entrer. ;Ma voisine a quitté sa maison. ;0
La femme soupira avec frustration. ;cause;Son mari a mal compris ses préoccupations. ;Son mari l'a embrassée pour lui dire au revoir. ;0
Le professeur a félicité l'étudiant. ;cause;L'étudiant a répondu correctement à la question. ;L'étudiant hésita à répondre à la question. ;0
La femme n'avait plus d'œufs. ;effect;Elle est allée à la ferme. ;Elle est allée au supermarché. ;1
J'ai rencontré un vieil ami. ;effect;Je lui ai révélé un secret. ;Je l'ai serré dans mes bras. ;1
La femme évitait d'aller dans le lac. ;cause;Elle a attrapé un poisson. ;Il semblait contaminé. ;1
L'étudiant est arrivé en classe trempé. ;cause;Son parapluie était cassé. ;Son vélo a été volé. ;0
Le curseur de l'écran d'ordinateur a bougé. ;cause;L'utilisateur a cliqué sur la souris. ;L'utilisateur a déplacé la souris. ;1
Le chauffeur a fait un détour. ;cause;Un accident s'est produit sur la route principale. ;Elle a suivi le camion devant elle. ;0
J'ai accroché le linge mouillé sur la corde à linge extérieure. ;effect;Le linge est sec. ;Le linge est taché. ;0
La femme a mis ses lunettes. ;cause;La lumière du soleil était brillante. ;Elle a appelé un taxi. ;0
L'homme regardait le ciel nocturne. ;cause;Il souhaitait que ce soit l'été. ;Il trouvait ça magnifique. ;1
Je me sentais épuisé. ;effect;Je me suis couché tôt. ;Je suis resté éveillé toute la nuit. ;0
L'homme est allé chez le coiffeur. ;cause;Il s'était laissé pousser les cheveux. ;Ses cheveux devenaient longs. ;1
Le garçon a joué des tours méchants sur son nouveau camarade de classe. ;cause;Le garçon a accueilli le nouveau camarade de classe. ;Le garçon n'aimait pas son nouveau camarade de classe. ;1
J'avais envie d'un verre de lait. ;cause;Je mangeais des biscuits. ;Je faisais du pain. ;0
Il s'est mis à pleuvoir. ;effect;Le conducteur a allumé les phares. ;Le conducteur a fait marche arrière. ;0
Le parking du bâtiment était vide. ;effect;Je me suis garé en face. ;Je me suis garé près de l'entrée. ;1
L'auteur a manqué la date limite pour la soumission du projet. ;cause;Elle avait un blocage de l'écrivain. ;Elle a édité le brouillon. ;0
L'associé m'a raccroché au nez. ;cause;J'ai demandé à parler à un superviseur. ;J'ai fourni mon numéro d'identification. ;0
Le vent soufflait à travers la fenêtre ouverte. ;effect;La sonnette a sonné. ;Les rideaux tremblaient. ;1
L'électricité de ma maison s'est éteinte. ;cause;J'ai débranché la lampe. ;J'ai fait sauter une bouée. ;1
Le haltérophile a grogné. ;cause;Il a fléchi ses muscles dans le miroir. ;Il a soulevé la barre au-dessus de sa tête. ;1
L'élève a essayé de faire les calculs dans sa tête. ;effect;Il a sorti une calculatrice. ;Il a été confus. ;1
Le bébé s'est endormi. ;cause;Le père a changé la couche du bébé. ;Le père secoua doucement le bébé. ;1
La fille a jeté le ballon d'eau sur le garçon. ;effect;Le garçon a eu une commotion cérébrale. ;Le garçon est trempé. ;1
Le photographe a oublié d'utiliser le flash de l'appareil photo. ;effect;Les photos sont devenues floues. ;Tout le monde sur les photos refusait de sourire. ;0
J'ai décliné l'invitation à la fête d'anniversaire. ;cause;Je me sentais seule. ;J'étais en déplacement. ;1
Je me suis entraîné. ;cause;Je me sentais énergique. ;J'avais peur. ;0
J'ai pressé l'éponge humide. ;effect;Il a absorbé de l'eau. ;L'eau a coulé de là. ;1
Les vacanciers ont pris un ferry pour se rendre à la station. ;cause;Le complexe était réservé. ;La station était sur une île. ;1
L'adolescent s'est fait tatouer. ;cause;Elle avait peur des aiguilles. ;Elle voulait se rebeller. ;1
Une voiture inconnue garée devant ma maison. ;effect;Je suis devenu méfiant. ;J'ai appelé la police. ;0
Le criminel s'est rendu lui-même. ;cause;Les preuves l'ont impliqué. ;Il n'y avait aucune preuve contre lui. ;0
L'homme lourd a décidé de perdre du poids. ;effect;Il a arrêté les bonbons. ;Il évitait la caféine. ;0
La fille a marché sur la glace. ;effect;Elle a glissé. ;Elle tremblait. ;0
La femme avait des boucles sous les yeux. ;cause;Elle est restée éveillée toute la nuit. ;Elle a mis son fils au lit. ;0
La lave coulait du volcan. ;cause;Le volcan a fait une éruption. ;Le volcan était en sommeil. ;0
La femme a mis ses chaussures. ;cause;Elle connaissait tout le monde à la fête. ;Elle voulait quitter la fête. ;1
J'ai payé le préposé au péage. ;effect;Elle m'a laissé passer par la cabine de péage. ;Elle m'a retenu au péage. ;0
Le directeur a fait faillite. ;cause;Il a vendu ses actions de la société. ;Il a gaspillé sa fortune. ;1
L'homme est allé chez le médecin. ;cause;Le docteur était en congé. ;L'homme était malade. ;1
Je suis sorti de ma chambre par la fenêtre. ;cause;La maison était en feu. ;La maison était vide. ;0
Les doigts du garçon sont devenus écorchés. ;cause;Il a pris une longue douche. ;Il a fait de la mousse sur ses mains avec du savon. ;0
Je crache le lait. ;cause;Le lait avait un goût aigre. ;Ma bouche était sèche. ;0
J'ai raté le bus. ;effect;J'étais en avance pour le travail. ;J'étais en retard au travail. ;1
Le camion est entré en collision avec la voiture. ;effect;Le camion a accéléré. ;La voiture a été écrasée. ;1
L'équipe a truqué le concours en leur faveur. ;effect;Ils ont gagné. ;Ils ont abandonné. ;0
La bouteille de soda a sifflé. ;cause;J'ai retourné la bouteille. ;J'ai détourné le capuchon. ;1
Le garçon était enfermé hors de sa maison. ;effect;Il est entré par une fenêtre ouverte. ;Il est monté sur le toit. ;0
La sonnette a sonné. ;effect;Le visiteur frappa à la porte. ;La femme a regardé par le trou de la serrure de la porte. ;1
L'homme a taché son costume. ;effect;Il l'a fait nettoyer. ;Il l'a accroché dans son placard. ;0
La fille a pressé le tube de dentifrice. ;effect;Le dentifrice a sauté du tube. ;La fille a craché le dentifrice. ;0
Les morts civiles de la guerre ont augmenté. ;effect;Des pacifistes ont organisé une manifestation. ;Les pacifistes ont organisé un défilé. ;0
La fille a arraché le ruban de ses cheveux. ;cause;Elle a attaché le ruban. ;Le ruban avait l'air bébé. ;1
Il a subi une chirurgie plastique. ;effect;Il a vieilli. ;Il avait l'air plus jeune. ;1
Un poulet est sorti de l'œuf. ;cause;L'œuf est éclos. ;J'ai éclaté l'œuf. ;0
Le prisonnier mourut de faim. ;effect;Il est mort. ;Il s'est enfui. ;0
L'homme a perdu son équilibre sur l'échelle. ;effect;Il a grimpé dans l'échelle. ;Il est tombé de l'échelle. ;1
L'enfant a fait un rôt. ;cause;Il a pris une gorgée de soda. ;Il a ouvert la canette de soda. ;0
Un courant d'air froid est entré par la fenêtre. ;effect;Je me suis détendu. ;Je tremblais. ;1
L'étudiant a reçu une bourse pour aller à l'université. ;cause;Ses camarades de classe la respectaient. ;Elle avait de bonnes notes. ;1
La fille se moquait du garçon. ;cause;Elle vivait à côté de lui. ;Elle était amoureuse de lui. ;1
Le vagabond affamé a volé de la nourriture. ;cause;Il a incité à la pitié. ;Il n'avait pas d'argent. ;1
J'ai appelé mon ami pour discuter. ;cause;Je voulais être seul. ;Je me sentais seule. ;1
L'homme m'a tendu la main. ;effect;Je lui ai serré la main. ;Je lui ai donné une gifle. ;0
Je me suis écroulé. ;cause;Les feux d'artifice ont été lancés dans les airs. ;Le frisbee s'est envolé vers ma tête. ;1
La fille s'est mordue les ongles. ;cause;Elle s'inquiétait. ;Elle était surprise. ;0
J'ai tourné la page du calendrier. ;cause;J'ai marqué un rendez-vous sur le calendrier. ;C'était le début d'un nouveau mois. ;1
Le mari a découvert que sa femme avait une liaison. ;effect;Il a viré son avocat. ;Il a demandé le divorce. ;1
La fille a laissé tomber la balle en caoutchouc. ;effect;La balle a sauté. ;La balle était lumineuse. ;0
La fille a fait une erreur à son examen. ;effect;Elle a deviné la réponse. ;Elle a effacé sa réponse. ;1
Le joueur a attaqué son adversaire. ;effect;Son adversaire a pris la passe. ;Son adversaire a touché le sol. ;1
J'ai cueilli les tomates de la vigne. ;cause;Ils étaient mûrs. ;Je les ai arrosées. ;0
Il voulait être romantique. ;effect;Il a rencontré son ex-petite amie pour déjeuner. ;Il a acheté des chocolats à sa petite amie. ;1
Le mercure dans le thermomètre a augmenté. ;cause;J'ai laissé tomber le thermomètre. ;Le temps s'est réchauffé. ;1
Une tornade est passée par la ville. ;effect;Le toit du palais de justice a explosé. ;L'autoroute est devenue dangereusement glacée. ;0
L'étudiant a reçu des cours particuliers. ;effect;Ses notes ont augmenté. ;Il a triché à l'examen. ;0
Je me sentais à l'aise. ;cause;Je me suis agenouillé sur le sol. ;Je me suis enveloppé dans une couverture. ;1
J'ai poli la pierre. Elle est très belle. ;effect;Il est devenu glissant. ;Il est devenu brillant. ;1
J'ai ajouté du sucre au café. ;effect;Le café sentait fort. ;Le café était sucré. ;1
L'homme fouilla dans les journaux. ;effect;Il s'est coupé avec du papier. ;Il a déchiqueté les papiers. ;0
J'ai frappé le clou avec le marteau. ;effect;Le clou a été enfoncé dans le bois. ;Le clou est devenu rouillé. ;0
Le poisson a mordu la ligne. ;effect;Le pêcheur a ramené le poisson. ;Le pêcheur refonte la ligne. ;0
L'adolescente était gênée d'aller à l'école. ;cause;Elle a un bouton. ;Elle a enlevé son appareil. ;0
Mon expression s'est éclairée. ;cause;J'ai reçu de bonnes nouvelles. ;Je n'ai plus de patience. ;0
Je me suis essuyé les mains avec une serviette. ;cause;La serviette était mouillée. ;Mes mains étaient mouillées. ;1
L'homme a perdu son équilibre sur le tabouret. ;cause;Le tabouret se déplace sous lui. ;Il a renversé de la peinture sur le tabouret. ;0
Les coéquipiers se sont reprochés. ;cause;Ils ont perdu leur jeu. ;Leur entraîneur a annulé l'entraînement. ;0
Je lui ai demandé pardon. ;cause;Je regrette mon erreur. ;J'ai atteint mon but. ;0
La femme s'est ennuyée avec son compagnon. ;cause;Il lui a posé des questions sur elle-même. ;Il parlait sans cesse de lui. ;1
La fille fit un sourire. ;effect;Ses joues rougissaient. ;Ses fossettes sont apparues. ;1
Le vaisseau ennemi a explosé. ;cause;Il est passé au-dessus de la mine. ;Il est entré dans le port. ;0
L'homme s'est percé le pied. ;cause;Il est tombé dans une flaque. ;Il a marché sur des bouts de verre. ;1
