premise;question;choice1;choice2;label
សៀវភៅបានធ្លាក់ចេញពីអាងសៀវភៅ។ ;cause;តូបលក់ដូរពោរពេញដោយធូលី ;រញ្ជួយដីបានរញ្ជួយអគារសៀវភៅ។ ;1
អគ្គិសនី នៅផ្ទះខ្ញុំបានដាច់។ ;effect;ខ្ញុំបង្កប់ភ្លើង។ ;ខ្ញុំបានត្រឡប់ទៅកំណែចុងក្រោយវិញ។ ;1
យើងបានជិះរថភ្លើង roller coaster ។ ;cause;វា មើលទៅ គួរឲ្យខ្លាច។ ;វាមើលទៅដូចជាសប្បាយ។ ;1
កញ្ចប់ផ្លែប៉ោមបានចាប់ផ្តើមបែក។ ;cause;ខ្ញុំបង្ហូរទឹកអំបិលចូលក្នុងកាបូប។ ;ខ្ញុំបានដាក់វាក្នុងមីក្រូវ៉ែន ;1
ដើមឈើមួយដើមបានធ្លាក់ទៅលើខ្សែអគ្គិសនី។ ;effect;អគ្គិសនី នៅ ក្នុង សង្កាត់ បាន ដាច់។ ;ការព្យាករណ៍បានព្យាករណ៍ថា នឹងមានខ្យល់ខ្លាំង។ ;0
អ្នកនិយាយបាននិយាយមិនត្រឹមត្រូវពីផ្នែកនយោបាយ។ ;effect;គាត់ ធ្វើ ឲ្យ ទស្សនិកជន ធុញទ្រាន់។ ;គាត់បានធ្វើអោយអ្នកទស្សនាខឹង។ ;1
ខ្ញុំបានចាក់ខ្លួនខ្ញុំដោយស្លាកស្នាម។ ;effect;សក់បិទបាំងមួយសន្លឹក បានលេចចេញពីមុខខ្ញុំ។ ;ឈាមមួយដបបានបាក់លើអណ្តាតដៃរបស់ខ្ញុំ។ ;1
ត្រី បាន លង់ នៅ លើ ផ្ទៃ នៃ អាង ទឹក។ ;cause;វាអត់ឃ្លាន ;វាស្លាប់ហើយ ;1
សំឡេងបុរសនោះមានសម្លេងរអិល។ ;cause;គាត់មានជំងឺផ្តាសាយ។ ;គាត់ឈប់ជក់បារី។ ;0
ទ្វារអេឡិចត្រូនិចបានបើក។ ;cause;អេឡិចត្រូនិចបានមកដល់ជាន់ដែលកំណត់។ ;អេឡិចត្រូនិច ជាប់គាំងនៅចន្លោះជាន់។ ;0
ក្មេងប្រុសនោះបានលួចចេញពីផ្ទះ។ ;cause;គាត់បាននិយាយកុហកដល់ឪពុកម្តាយរបស់គាត់។ ;ឪពុកម្តាយរបស់គាត់បានដាក់ទោសគាត់។ ;1
បន្ទប់ទឹកបានលិចទឹក។ ;cause;បង្គន់ហូរហៀរ។ ;ម៉ាស៊ីនបូមទឹកខូច។ ;0
កូន ឆ្កែ នោះ នៅ ជិត ម្ចាស់ របស់ វា ។ ;cause;ម្ចាស់បានដាក់ក្រណាត់លើកូនឆ្កែ។ ;ម្ចាស់ បាន យក កូន ឆ្កែ នេះ មក ចង នៅ លើ ខ្សែ ។ ;1
បុរសនោះបានឃើញរូបរាងរបស់វា ;cause;គាត់ឈរនៅក្រោមដើមឈើធំៗ។ ;គាត់ឈរលើបឹងស្ងប់ស្ងាត់។ ;1
ខ្ញុំខកខានការទូរស័ព្ទរបស់មិត្តស្រីខ្ញុំ។ ;effect;ខ្ញុំបានហៅនាងវិញ ;ខ្ញុំបានជួបនាងសម្រាប់អាហារពេលល្ងាច។ ;0
គ្រួសារ បាន ស្វែង រក នៅ ក្នុង សង្កាត់។ ;cause;ឆ្កែ របស់ ពួកគេ បាន រត់ ចេញ ពី ផ្ទះ ។ ;គ្រឿងអលង្ការ ដែលមានតម្លៃថ្លៃ បានបាត់ពីផ្ទះរបស់ពួកគេ។ ;0
ខ្ញុំឃើញដង្ហើមរបស់ខ្ញុំ នៅពេលដែលខ្ញុំដកដង្ហើមចេញ។ ;cause;អាកាសធាតុត្រជាក់។ ;ទ្រូង ខ្ញុំ មាន អារម្មណ៍ តឹង។ ;0
បុគ្គលិកបានបង្កើតសហជីព។ ;cause;ពួកគេចង់បានលក្ខខណ្ឌការងារល្អជាងមុន។ ;ថៅកែ របស់ ពួកគេ បាន ដំឡើង ប្រាក់ខែ របស់ ពួកគេ ។ ;0
ខ្ញុំបានធ្វើប៉េងប៉ោះ។ ;effect;ក្លិនស្អុយបានបំពេញបន្ទប់ចម្អិន។ ;ការ សម្តែង ;1
ស្ត្រីនោះបានខំប្រឹងដើរ។ ;cause;នាងពាក់សំពត់ខ្ពស់។ ;នាងបានដោះសំពត់របស់នាង។ ;0
ដង្ហើមឡើងពីទឹកក្នុងអាង។ ;cause;ទឹកបានក្អួត។ ;ខ្ញុំបានបិទបាំង។ ;0
ស្បែកជើងរបស់ខ្ញុំទាំងអស់ គឺនៅកន្លែងលាងសម្អាត។ ;effect;ខ្ញុំពាក់សាដាល់។ ;ខ្ញុំពាក់ស្បែកជើង ;0
ការលើកឡើងរបស់អ្នកនយោបាយត្រូវបានចាត់ទុកថាជារឿងមិនពិត។ ;effect;គាត់បានបាត់បង់ការគាំទ្ររបស់អ្នកបោះឆ្នោត។ ;គាត់ត្រូវបានចោទប្រកាន់ពីបទពុករលួយ។ ;0
មនុស្សគ្រប់គ្នាមិនពេញចិត្តចំពោះការភ្ជាប់ពាក្យរបស់គូស្នេហ៍។ ;effect;គូស្នេហ៍បានមានផ្ទៃពោះ។ ;គូស្នេហ៍បានរត់គេចខ្លួន។ ;1
អគារនេះត្រូវបានគេសម្ពោធឱ្យអ្នកមានទ្រព្យសម្បត្តិ។ ;cause;អ្នកមានទ្រព្យ ចង់ឱ្យអគារនេះត្រូវរុះរើចោល។ ;អ្នកមានទ្រព្យ បានផ្តល់ថវិកាដើម្បីសាងសង់វា។ ;1
អ្នកលក់ដូរបានចោទប្រកាន់ក្មេងស្រីថាបានលួច។ ;cause;អ្នកលក់បានឃើញក្មេងស្រីនោះដាក់ទំនិញនៅក្នុងកាបូបរបស់នាង។ ;អ្នកលក់ជំនួយការបានជួយក្មេងស្រីម្នាក់នេះរកកាបូបដែលនាងចូលចិត្ត។ ;0
ប្រទេសនេះបានប្រកាសសង្គ្រាមលើទឹកដីជិតខាង។ ;effect;ទាហាន ត្រូវបាន បញ្ជូន ចេញទៅ ប្រយុទ្ធ ។ ;ទាហានបានជួបជុំជាមួយគ្រួសាររបស់ពួកគេ។ ;0
តុលាការបានគាំទ្រសេចក្តីសម្រេចដ៏ចម្រូងចម្រាស។ ;effect;មានការបះបោរមួយបានកើតឡើងនៅខាងមុខសាលាដំបូង។ ;គូស្នេហ៍មួយគូបានសន្យាគ្នា នៅមុខតុលាការ ;0
ក្មេងស្រីនោះបានក្លិនអ្វីមួយដែលឆេះ។ ;cause;នាងយក cookies ចេញពីអាង។ ;នាងបានទុក cookies នៅក្នុងអំបិល។ ;1
ភ្លៀង ធ្លាក់ យ៉ាង ខ្លាំង។ ;effect;ព្យុះ បាន កើន ឡើង ខ្លាំង។ ;ខ្ញុំរត់ចូលទៅក្នុង។ ;1
អគារនេះត្រូវបានជម្លៀសចេញ។ ;cause;អេឡិចត្រូនិចឈប់ដំណើរការ។ ;អគ្គិភ័យបានឆាបឆេះ។ ;1
ឪពុកខឹងនឹងការស្រវឹងស្រារបស់កូនប្រុស ;effect;ឪពុកបានទិញបារីមួយសម្រាប់កូនប្រុសរបស់គាត់។ ;ឪពុកបានដេញកូនរបស់គាត់ចេញពីផ្ទះ។ ;1
