premise;question;choice1;choice2;label
हमर हाथ चिपचिपा गेल। ;cause;हम डोनट खा लेलहुँ। ;हमरा मधुरक स्वाद छल। ;0
हम दरबज्जाक ढकनी धक्का देलहुँ। ;effect;दरबज्जा खुजि गेल। ;दरवाजा बन्द अछि। ;0
कार्यकर्तासभ उत्पादक बहिष्कार केलक। ;cause;उत्पादक कें गुणवत्ता आश्वासन कें लेल परीक्षण कैल गेल छै. ;उत्पादक कें बाल श्रम कें माध्यम सं निर्मित कैल गेल छल. ;1
हम देबालमे छेद बना लेलहुँ। ;effect;एकटा चूहा छेदसँ बाहर खसल। ;छेद सँ धूल उड़ि गेल। ;1
ओ महिला अपन बहिनसँ ईर्ष्या करैत छलीह। ;cause;ओकर बहिन खुशी छल। ;ओकर बहिन केँ तलाक भऽ गेलैक। ;0
हम अपन शर्ट पर शराब ढारि लेलहुँ। ;effect;हम अपन पहिरने छी। ;हम अपन शर्ट बदललहुँ। ;1
कैशियर ने कैश रजिस्टर खोललक। ;cause;ग्राहक अपन पर्स मे खोजबीन केलक। ;ग्राहक ओकरा पैसा देलकै। ;1
सड़क संगीतकार भीड़ केँ आकर्षित केलक। ;effect;लोक ओकरा चान दऽ देलकै। ;ओ भीड़ केँ विदा कऽ देलथिन। ;0
छोटका लड़का अपन नर्स लग रोय लगलै। ;cause;ओ अपन माय-बाबूक अभाव महसूस करैत छल। ;भोजनक समय भऽ गेल छल। ;0
पायलटक रडारमे आँधीक पता चलल। ;effect;पायलट तूफान सँ दूर चलल। ;पायलट तूफानक बीच उड़ि गेल। ;0
गाछ अपन पत्तिसँ झरैत अछि। ;effect;पत्तिक रंग बदलल। ;पत्तिसँ जमीन पर जमा भेल। ;1
लड़काक मूड खराब छलैक। ;effect;ओ अपन बहिनक संग कार्ड गेम खेलबाक निर्णय केलक। ;ओ अपन बहिनक संग कोनो प्रकारक मजाक करबाक निर्णय केलक। ;1
बच्चा शिकायत केलक जे ओकरा बाथरूम जाए पड़त। ;effect;ओकर पिता ओकरा सोडा पिबाक लेल देलकैक। ;ओकर पिता एकटा पेट्रोल स्टेशन पर गाड़ी रोकलक। ;1
बच्चा टैंक मे माछक खाना छिड़कलक। ;effect;माछ टैंकसँ बाहर उछलि गेल। ;माछ भोजनक दिस बढ़ल। ;1
महिलाक राजनीतिक विचार बदलल गेल छल। ;effect;ओ अपन पार्टीक सदस्यता बदललक। ;ओ एक विरोध प्रदर्शन मे भाग लेलक। ;0
बाथरूम सिंक में पानि भरल छलैक। ;effect;हम नल खोलि देलहुँ। ;हम ओहिमे नल साफ करए वला साग-पात ढारलहुँ। ;1
यात्री सभ ट्रेन सँ उतरलाह। ;cause;ट्रेन स्टेशन पहुँच गेल। ;ट्रेन अपन सीटी बजौलक। ;0
ओ आदमी लिफाफाक नम फ्लैप पर दबा देलनि। ;effect;ओ लिफाफा पर एकटा टिकट लगौलनि। ;ओ लिफाफाकेँ सील कऽ देलक। ;1
दोस्तक सम्पर्क टुटि गेल छल। ;cause;ओ सभ एक-दोसराक संग रहबाक आनन्द लैत छल। ;ओ सभ अलग-अलग शहरमे चलि गेल। ;1
एकाउन्टेन्ट कम्पनीक कोषसभक गलत व्यवस्थापन केलक। ;effect;हुनका अपन पद सँ बर्खास्त कएल गेल छलनि। ;ओ मातृत्व अवकाश पर गेल छलीह। ;0
हम घड़ी दिस तकलहुँ। ;cause;हम घड़ीक टिकैत आवाज सुनलहुँ। ;हम समय देखए चाहैत छलहुँ। ;1
हमर हाथमे क्रैम्प भऽ गेल। ;cause;हम हाथसँ निबन्ध लिखने छी। ;हमर पत्नी आ हम हाथ पकड़ि लेलहुँ। ;0
बटखरा कसल गेल। ;cause;हम बूट बदललहुँ। ;हम रिंगटा घुमा देलहुँ। ;1
ई दम्पत्ति एकटा अपार्टमेन्टक लेल एक लीज पर हस्ताक्षर केलक। ;effect;दम्पत्ति अपार्टमे आबि गेल। ;शहरक लोक ओहि अपार्टमेंटक निंदा केलक। ;0
ओ महिला बाहर बरामदा पर बैसल छलीह। ;cause;ओ सूर्यास्त देखए चाहैत छलीह। ;ओ सोचलक जे ओ बिजुली देखलनि। ;0
ओ आदमी पानिमे लाइफ जैकेट पहिरने छल। ;cause;ओ तैर नहि सकैत छल। ;पानि उथल छल। ;0
महिला वर्ड प्रोसेसर मे टाइपफेल केलक। ;effect;ओ दस्तावेज मेटा देलनि। ;ओ बैकस्पेस कुंजी दबा देलनि। ;1
लड़की अपन दोस्त सभ सँ घमण्ड कयलक। ;cause;ओकरा खराब ग्रेड भेटलैक। ;ओ एकटा प्रतियोगिता जीतल छल। ;1
घास-फूस मैदा छल। ;cause;राति भरि बरखा भेल। ;ओ घास-फूस सँ भरल छल। ;0
ओ स्त्री सोझाँ रहि गेलीह। ;cause;ओ एक होटल मे राति भरि रहल छल। ;ओ अपन अलार्म घड़ी सेट करए बिसरि गेल छल। ;1
ओ आदमी सनस्क्रीन लगा देलक। ;cause;ओ छाया मे बैसल रहलाह। ;ओ समुद्र तट गेल छल। ;1
शोधकर्तासभ ई सिद्धान्त प्रमाणित केलक। ;effect;शोधकर्ता सभ ई सिद्धांतक खंडन केलक। ;व्यक्ति ई सिद्धांत स्वीकार केलक। ;1
खेलमे प्रशंसक सभ चिचियाइत छल। ;cause;खेल अतिरिक्त समयमे चल गेल। ;रेफरी एकटा गलत फैसला केलक. ;1
हम ताला पर अपन संयोजन दर्ज कयलहुँ। ;effect;हम ताला बंद कऽ देलहुँ। ;ताला खुल गेल। ;1
भीड़ बढ़ि गेल छल। ;effect;पिता अपन बेटाकेँ किछु पैसा देलकै। ;पिता अपन बेटाक हाथ पकड़ि लेलनि। ;1
बर्फसँ ड्राइववे अवरुद्ध छल। ;effect;हम बरफकेँ बरफक गोलामे जमा कऽ लेलहुँ। ;हम बर्फकेँ रास्तासँ हटा देलहुँ। ;1
कयाक चालकसभ अपन नौकासभकेँ खसा देलक। ;effect;कायाक किनार पर पहुँचल। ;कायाक लहरि मे टकरा गेल। ;0
लड़की अपन बाइक पर नियंत्रण नहि क' सकल। ;effect;ओ स्टीलबार छोडि देलक। ;ओ एकटा फेंस मे खसल। ;1
हम पंखा चालू कऽ देलहुँ। ;effect;हमर त्वचा पर पानि छिटकि गेल छल। ;हमरा ऊपर सँ ठण्ढा हवा बहैत छल। ;1
सर्फरसभ समुद्र तटपर वापस आबि गेल। ;cause;ओ सभ नहियेँ छल। ;ओ सभ एकटा शार्क देखलनि। ;1
हम बाथटबमे ड्रेन प्लग निकालि देलहुँ। ;effect;टबसँ पानि निकलि गेल। ;पानि जमीन पर छिटकि गेल। ;0
पति अपन पत्नीक संग धोखा करय के लेल दोषी महसूस केलक। ;effect;ओ ओकरा बेवफाईक आरोप लगौलनि। ;ओ हुनकासँ अपन बेवफाईक बात स्वीकार केलक। ;1
पोस्टर पर स्याही मलिन भऽ गेल छल। ;cause;हम इंकक सूखबाक प्रतीक्षा केलहुँ। ;हम पोस्टर पर पानि फेकैत छी। ;1
बच्चा चिचियाइत उठल। ;cause;ओ एकटा सपना देखलक। ;ओ अपन बिस्तर पर नहा लेलक। ;0
लड़का अपन पैर टेबुल पर रखलक। ;effect;ओकर पिता टेबुल पर बैसि गेलाह। ;ओकर पिता ओकरा उपदेश दैत छल। ;1
हमर मित्र अपन मूड़ी हमरा दिस घुमा देलक। ;cause;हम हुनकर नाम पुकारलहुँ। ;हम अपन हाथकेँ हिला देलहुँ। ;0
सरकार अपन नागरिकसभ पर अत्याचार करैत छल। ;effect;नागरिकसभ विद्रोह केलक। ;मतदातासभ मतदानक लेल पंजीकृत भेल छल। ;0
लड़का जंगलमे हेरा गेल छल। ;effect;ओ डेरा खसा देलक। ;ओ मदति लेल चिचिया रहल छल। ;1
ओ महिला विदेश यात्रा कएने छलीह। ;cause;ओ चित्र बनाबए सीखए चाहैत छल। ;ओ आन संस्कृतिक बारेमे जानए चाहैत छल। ;1
ओ आदमी अपन सहकर्मीसँ ईर्ष्या करैत छल। ;cause;हुनकर सहकर्मी केँ पदोन्नति भेटलनि। ;ओकर सहकर्मी देर धरि काज केलक। ;0
ओ आदमी एलियनसभक गवाह बनल छल। ;cause;ओ भ्रम देखबैत छल। ;ओ ध्यान करैत छल। ;0
ओ आदमीक केश गोरा भऽ गेल छल। ;cause;ओ ओहि मे ब्लीच डालि देलक। ;ओ ओहिमे शैम्पू रखलक। ;0
कलाकार नव रचनाक रचना केलक। ;cause;ओ अपन पूर्वक काजक आलोचना केलक। ;हुनका एकटा प्रेरणाक झटका भेटलनि। ;1
बेटा घर सँ दूर चलि गेल। ;cause;हुनका सेनासँ बर्खास्त कएल गेल छलनि। ;ओ कालेज जा रहल छल। ;1
किताबक अलमारीसँ किताब खसि पड़ल। ;cause;शेल्फमे धूल भरल छल। ;भूकम्पसँ किताबक अलमारी हिला गेल। ;1
हमर घरक बिजली कटा गेल। ;effect;हम एकटा लाइट अनलहुँ। ;हम सर्किट ब्रेकर केँ रीसेट कए देलहुँ. ;1
हमसभ रोलर कोस्टरमे घुमैत छलहुँ । ;cause;ओ डरावना लगैत छल। ;मजा आ गया. ;1
पॉपकॉर्नक बैग फटऽ लागल। ;cause;हम बैग मे मक्खन भरने छलहुँ। ;हम एकरा माइक्रोवेवमे गरम कऽ देलहुँ। ;1
एकटा गाछ बिजलीक तार पर खसल। ;effect;पड़ोस मे बिजली नहि छल। ;पूर्वानुमानक अनुसार भारी हवाक अनुमान कएल गेल छल। ;0
वक्ता राजनीतिक रूप सँ गलत टिप्पणी केलक। ;effect;ओ दर्शककेँ बोर करैत छल। ;ओ दर्शकसभकेँ अपमानित केलक। ;1
हम अपनहिँ पिन सँ छेदने छी। ;effect;हमर मुँहसँ पसीना बहैत छल। ;हमर अंगुली पर खूनक एक बूंद बनल छल। ;1
माछ टैंकक सतह पर बहैत छल। ;cause;एकरा भूख लागल छलैक। ;ओ मरि गेल छल। ;1
ओकर स्वर खसैत छलैक। ;cause;हुनका सर्दी छलनि। ;ओ धूम्रपान छोड़लक। ;0
लिफ्टक दरवाजा खुजल। ;cause;लिफ्ट निर्धारित मंजिल पर पहुँच गेल। ;लिफ्ट दूटा मंजिलक बीच फँसि गेल छल। ;0
किशोर घरसँ बाहर निकलल। ;cause;ओ अपन माए-बापकेँ झूठ बाजल। ;ओकर माय-बाबू ओकरा घरमे रखलकैक। ;1
बाथरूममे बाढ़ि आबि गेल। ;cause;शौचालयमे पानि भरि गेल। ;जल तापनीक टूट गेल। ;0
कुत्ता अपन मालिकक नजदीक रहल। ;cause;मालिक कुत्ताक कॉलर लगौलनि। ;मालिक कुत्ताकेँ पट्टीसँ बान्हि रखने छल। ;1
ओ आदमी अपन प्रतिबिम्ब देखलक। ;cause;ओ विशाल गाछक नीचाँ ठाढ़ छल। ;ओ शान्त झील पर ठाढ़ छल। ;1
हमरा अपन प्रेमिकाक फोनक कॉल नहि भेटल छल। ;effect;हम हुनका फेर फोन केलियनि। ;हम ओकरा सँ भोजनोपर भेटलहुँ। ;0
परिवारक लोक सभ पड़ोस मे खोजबीन कयलक। ;cause;हिनकर कुत्ता घरसँ भागि गेल छल। ;अपन घर सँ महग गहना गायब छल। ;0
हम अपन श्वास देखैत छलहुँ जखन हम साँस लैत छलहुँ। ;cause;मौसम ठण्डा छल। ;हमर छातीमे तंग महसूस भेल। ;0
कर्मचारी सभ एकटा यूनियन बना लेलक। ;cause;ओ सभ नीक काजक स्थिति चाहैत छल। ;हिनकर नियोक्ता हिनकर वेतनमे वृद्धि केलक। ;0
हम एकटा सेबक पाई बना लेलहुँ। ;effect;भान्सामे सड़ैत गन्ध भरल छल। ;एक गर्म सुगन्ध रसोईघर भरि देलक। ;1
ओ महिला पैदल चलबाक लेल संघर्ष करैत छलीह। ;cause;ओ उच्च ऊँचाइक जूता पहिरने छलीह। ;ओ अपन जुत्ता उतारलक। ;0
पानि के बर्तन मे सँ भाप उठि रहल छल। ;cause;पानि उबलैत छल। ;हम पोट भरने छी। ;0
हमर सभटा जुत्ता धोबाक मे छल। ;effect;हम चप्पल पहिरने छलहुँ। ;हम जूता पहिरने छलहुँ। ;0
राजनीतिज्ञक तर्ककेँ बेतुका मानल गेल। ;effect;ओ मतदातासभक समर्थनमे हारल । ;हुनका भ्रष्टाचारक आरोप छलनि। ;0
सभ कियो दम्पति कें सगाई कें अस्वीकार केलक। ;effect;दंपति गर्भवती भऽ गेल। ;दंपति भागि गेल। ;1
ई भवन करोड़पति केँ समर्पित छल। ;cause;करोड़पति ई भवनकेँ तोड़ि देबए चाहैत छल। ;करोड़पति एकरा बनएबाक लेल धन देलनि। ;1
बिक्री सहयोगी लड़की पर चोरी करबाक आरोप लगौलनि। ;cause;ओ लड़कीकेँ अपन बैगमे सामान रखैत देखलक। ;विक्रेता सहयोगी लड़की केँ ओ पर्स भेटए मे मदति केलक जकरा ओ पसंद करैत छल। ;0
देश पड़ोसी क्षेत्र पर युद्धक घोषणा केलक। ;effect;सैनिक सभकेँ युद्धक लेल पठाओल गेल छल। ;सैनिक सभ अपन परिवारक संग फेरसँ जुड़ि गेल छल। ;0
अदालत विवादास्पद फैसलाके बरकरार रखलक । ;effect;कोर्ट हाउस के सामने हंगामा भ' गेल छल. ;एक दम्पति कोर्टहाउसक सामने प्रतिज्ञाक आदान-प्रदान केलक। ;0
लड़की केँ आगि लगबाक गन्ध आएल छलैक। ;cause;ओ कुकीजकेँ जारसँ निकालि लेलक। ;ओ कुकीज ओवनमे छोड़लक। ;1
बरखाक झहरैत ;effect;तूफान बढ़ि गेल। ;हम भीतर जयबाक लेल दौड़लहुँ। ;1
भवन खाली कऽ देल गेल छल। ;cause;लिफ्टक काज बंद भऽ गेल छल। ;आगिक अलार्म बाजि गेल छल। ;1
पिता अपन बेटाक मद्यपानक प्रति आक्रोशित छलाह। ;effect;पिता अपन बेटाक लेल बियर खरीदलनि। ;पिता अपन बेटाकेँ घरसँ बाहर भगा देलक। ;1
वकील अपन कार्यालयक सीढ़ीसँ ऊपर गेलाह। ;cause;सचिव दिनक लेल घर गेल रहथि। ;लिफ्ट खराब छल। ;1
ओ आदमी अपन दोस्तसँ नाराज भऽ गेल। ;cause;ओकर दोस्त ओकर बात काटलक। ;ओकर दोस्त ओकरा दोपहरक भोजनक लेल देलकैक। ;0
लड़की अपन पैसा कोषाध्यक्षकेँ देलक। ;effect;कैशियर लड़की केँ ओकर बदला देलकैक। ;कासिरी लड़की केँ रसीद देबाक भूल गेल छल। ;0
महिला केँ व्हीलचेयर मे बैसाओल गेल छल। ;cause;ओ एकटा दुर्घटना मे लकवा मारल गेल छल। ;ओ एकटा स्ट्रेचर पर अस्पताल मे प्रवेश केलक। ;0
नागरिकसभ अपन घरसभक बाहर राष्ट्रीय ध्वज लटकैत छल । ;cause;देश अपन स्वतंत्रताक स्मरण कऽ रहल छल। ;देश आर्थिक कठिनाइक सामना कऽ रहल छल। ;0
टीम टूर्नामेंट हारि गेल। ;effect;ओ सभ अपन प्रशंसकसभकेँ निराश केलक। ;ओ सभ अपन प्रशंसकसभकेँ प्रेरित केलक। ;0
हमर मित्र इ बतौलनि जे हमर दाँत मे भोजन अटकल अछि। ;effect;हमरा लाज लगैत छल। ;हमरा गर्व भेल। ;0
लड़का इतिहासक परीक्षामे फेल भऽ गेल। ;cause;ओ कक्षामे ध्यान दैत छल। ;ओ पढनाइ बिसरि गेल छल। ;1
शहरक भवन ढह गेल। ;cause;भूकम्प शहरमे पड़ल। ;शहर मे अपराधक दर बढ़ि गेल। ;0
ओकर प्रेमिका ओकरा छोड़ि देलकैक। ;effect;ओ हुनका सँ विनती केलकनि जे ओ हुनका फेर अपना लग लऽ जाय। ;ओ हुनका अपन माए-बापसँ परिचय करौलनि। ;0
दुनू बच्चा एक संग बॉल ल' क' नीचाँ तकलनि। ;effect;गेंद दूर घुमि गेल। ;ओकर सभक माथ आपस मे टकरा गेलैक। ;1
रैकून कचरा बिनक छानबीन केलक। ;cause;कचरा-टिन मे कार्डबोर्ड छल। ;ढक्कन कचरा बिन सँ उतरि गेल छल। ;1
लड़का पेंसिलकेँ तेज कऽ देलकै। ;cause;ई सस्ता छल। ;ई सुस्त छल। ;1
कैशियर महिला कें पोशाक कें लेल धनवापसी कें अस्वीकार केलक. ;cause;ओ अपन रसीद गमा लेलक। ;पोशाक फिट नहि भेल। ;0
हमर त्वचा पर चोटक निशान गहिरा छल। ;effect;ई जल्दी ठीक भऽ गेल। ;एकर निशान छोड़ल गेल अछि। ;1
रेल मे यात्रा कयनिहार सभ एहि आदमी केँ अजीब तरह सँ देखैत छल। ;cause;ओ जमीन दिस तकैत छल। ;ओ अपनासँ बात कऽ रहल छल। ;1
बच्चा जमीन पर टुकड़ा-टुकड़ा छोड़ि देलक। ;effect;चींटि सभ चूर-चूर भऽ गेल। ;बच्चा रोटीकेँ अलग रखलक। ;0
ओ महिला अपन बहिनकेँ एक टा टिशू देलक। ;cause;ओ स्त्रीक बहिन अपन हाथ जोड़ि लेलक। ;ओ स्त्रीक बहिन रोबऽ लागल। ;1
ओ आदमी एक टा सिक्का लेलक। ;cause;ओकर ओठ फाटल छलैक। ;ओ अपन दुर्गन्धक बारेमे चिन्तित छल। ;1
दंपति शो लेल जल्दी विदा भेल। ;cause;ओ सभ रंगमंचक आसपासक यातायातक अनुमान केने छल। ;ओना, ओ सभ नाटकक दिशा-निर्देश सेहो प्राप्त कएने छथि। ;0
महिला काजसँ घरमे रहि गेल छल। ;effect;ओकर मालिक ओकरा प्रशंसा केलकैक। ;ओकर सहकर्मी ओकरा लेल कवर कएलक। ;1
ओ आदमी कार्यकर्तासभक याचिका पर हस्ताक्षर केलक। ;cause;ओ हिनकर कारणक समर्थन केलक। ;ओ ओकरा सभ केँ पागल कहैत छल। ;0
अभिनय सँ पहिने अभिनेताक हृदय धकधकैत छल। ;cause;हुनका स्टेज फियर छलनि। ;ओ अपन लाइन सभ मोन रखैत छल। ;0
हम हारि गेल छलहुँ। ;effect;हम अपन नकद गनलहुँ। ;हम एकटा नक्शा खोललहुँ। ;1
पाकल फल घाम मे लटकल छल। ;effect;ओ खा गेल छल। ;ओ घिसि गेल। ;1
गाड़ी खराब भऽ गेल। ;cause;हम इग्निशन चालू कए देलहुँ। ;इंजन बेसी गरम भऽ गेल। ;1
ओ आदमीक पीठमे चोट लागल छल। ;effect;ओ एकटा मनोचिकित्सककेँ देखए गेल छल। ;ओ किछु दिन धरि बिस्तर पर पड़ल रहल। ;1
हम आगि लगा देलहुँ। ;cause;हमरा आगि लगाबऽ लेल लकड़ी नहि छल। ;घरमे ठण्डा छल। ;1
ओ महिला दौड़नाइ छोड़ि देलक। ;cause;ओकरा पाँजमे क्रैम्प लागल अछि। ;ओकरा दोसर साँस भेटलैक। ;0
हम अपन पड़ोसीक घरक दुआरि खटखटा देलहुँ। ;effect;हमर पड़ोसी हमरा भीतर बजौलनि। ;हमर पड़ोसी अपन घर छोड़ि देलक। ;0
महिला निराश भऽ कऽ सोक सँ सोक करए लगलीह। ;cause;ओकर पति हुनकर चिन्ताक गलत अर्थ लगा लेलक। ;ओकर पति ओकरा विदाक चुम्मा देलकैक। ;0
शिक्षक छात्रक प्रशंसा केलक। ;cause;छात्र प्रश्नक सही उत्तर देलक। ;छात्र प्रश्नक उत्तर देबामे संकोच केलक। ;0
महिलाक अण्डा समाप्त भऽ गेल छल। ;effect;ओ खेत दिस गेल छलीह। ;ओ सुपरमार्केट गेल छल। ;1
हमर एकटा पुरान मित्र भेटल। ;effect;हम हुनका एकटा रहस्यक खुलासा केलियनि। ;हम ओकरा एक बेर गले लगेलहुँ। ;1
महिला झील मे नहि जा रहल छल। ;cause;ओ माछ पकड़ि लेलक। ;ई दूषित लगैत छल। ;1
छात्र कक्षा मे भिजैत पहुँचल। ;cause;ओकर छाता टूटि गेल छलैक। ;ओकर साइकिल चोरा लेलक। ;0
कम्प्यूटर स्क्रीन पर कर्सर चल गेल छल. ;cause;प्रयोक्ता माउस क्लिक कएने छल. ;प्रयोक्ता माउसकेँ स्थानांतरित कएलक. ;1
ड्राइवर एकटा दोसर रस्ता लेलक। ;cause;मुख्य सड़क पर एकटा दुर्घटना भेल छल। ;ओ अपन आगूमे ट्रकक पाछाँ चलल। ;0
हम गीला कपड़ाकेँ बाहर कपड़ाक लता पर लटकौने छलहुँ। ;effect;सूखल कपड़ा। ;कपड़ाक रंग मे दाग। ;0
महिला अपन चश्मा लगा लेलक। ;cause;सूर्यक प्रकाश उज्ज्वल छल। ;ओ टैक्सी मँगा लेलक। ;0
ओ आदमी राति मे आकाश दिस तकैत रहल। ;cause;ओ चाहलक जे ई गर्मी होए. ;ओ सोचलक जे ई सुन्दर अछि। ;1
हम थकित छलहुँ। ;effect;हम जल्दी सुतऽ गेलहुँ। ;हम भरि राति जागल रहलहुँ। ;0
ओ आदमी केशविन्यास लग गेल। ;cause;ओ अपन केश उगबैत छल। ;ओकर केश लम्बा भ' रहल छलैक। ;1
