premise;question;choice1;choice2;label
家族は近所を捜索した. ;cause;彼らの犬は家から逃げ出した. ;彼らの家から高価な宝石が消えた. ;0
息を吐く時に 自分の息を見た ;cause;天気が寒かった. ;胸が締められていた. ;0
従業員は組合を結成した. ;cause;彼らはより良い労働条件を望んでいました ;彼らの雇用主は彼らの賃金を上げました. ;0
私はリンゴパイを焼いた. ;effect;腐った臭いがキッチン中に広がった. ;暖かい香りがキッチンに溢れた. ;1
その女性は歩けず苦労した. ;cause;彼女は高ヒールを履いていた. ;彼女は靴を脱いだ. ;0
水の鍋から蒸気が上がった. ;cause;水が沸騰した. ;隠したんだ ;0
靴下は洗濯所で ;effect;サンダルを着ていた. ;ブーツを履いていた ;0
その政治家による議論はばかげたものだとみなされた. ;effect;彼は有権者の支持を失った. ;彼は汚職で告発された. ;0
その夫婦の婚約は誰もが反対した. ;effect;その夫婦は妊娠した. ;夫婦は逃げ出した. ;1
その建物は億万長者に捧げられた. ;cause;その億万長者はその建物を倒したいと言った. ;その億万長者はそれを建てるために資金を寄与した. ;1
売業担当者はその少女を盗んだと非難した. ;cause;営業担当者は,その少女が財布に商品を入れているのを見た. ;営業担当者は,その女の子が気に入った財布を見つけることに手伝った. ;0
その国は隣接する領土に宣戦布告した. ;effect;兵士は戦いに派遣された. ;兵士たちは家族と再会した. ;0
裁判所は論争の的だった判決を裏付けました. ;effect;裁判所の前で暴動が起こった. ;夫婦が裁判所の前で誓いを交わした ;0
その少女は何か燃えている匂いを嗅いだ. ;cause;彼女はビスケットを瓶から取り出した. ;彼女はクッキーをオーブンに置いて行った. ;1
雨が激しく降っていた. ;effect;嵐は悪化した. ;私は急いで中に入りました. ;1
建物から避難した. ;cause;エレベーターは機能しなくなった. ;警報が鳴った. ;1
父は息子のアルコール依存症に憤った. ;effect;その父は息子にビールを買った. ;父は息子を家から追い出した. ;1
弁護士は階段を降りて事務所へ行った. ;cause;秘書さんは帰宅した ;エレベーターは故障していた. ;1
その男は友人に腹を立てた. ;cause;彼の友人は彼を中断した. ;彼の友人は彼に昼食を買った. ;0
その少女はキャッシーに金を渡した. ;effect;預金屋は少女に小銭をくれた. ;店長はその少女に領収書を渡すのを忘れた. ;0
その女性は車椅子に 座らせられました ;cause;彼女は事故で麻痺した. ;彼女はベランダで病院に入った. ;0
市民は家屋の外に国旗を掲げていた. ;cause;その国は独立を記念していた. ;その国は経済的に困難に直面していた. ;0
チームはトーナメントで敗れた. ;effect;彼らはファンに失望した. ;彼らはファンを刺激しました ;0
友人は私の歯に食べ物が入っていることに気づきました. ;effect;恥ずかしくなった ;誇りに思いました ;0
その少年は歴史の試験に不合格だった. ;cause;彼は授業に注意を払った. ;彼は勉強するのを忘れていた. ;1
ダウンタウンの建物が倒壊した. ;cause;地震が街を襲った. ;その都市で犯罪率が上昇した. ;0
男のガールフレンドが 彼と別れた ;effect;彼は彼女を頼んで彼を戻してあげた ;彼女は彼を両親に紹介した. ;0
二人の子供たちは同時にボールを取り出すために手を下げた. ;effect;ボールは転がって行った. ;頭がぶつかった ;1
ラッコンはゴミ箱をあちこち捜索した. ;cause;ゴミ箱には紙が付いていた. ;蓋はゴミ箱から外されていた. ;1
その少年は鉛筆を磨いた. ;cause;値段が安かった ;退屈だった ;1
店員はその女にドレスの返済を断った. ;cause;彼女は領収書をなくした. ;服は合わなかった. ;0
皮膚の傷は深いものでした ;effect;すぐ治った ;傷が残った ;1
その男は列車に乗っていた乗客から奇妙な目を見られた. ;cause;彼は地面をじっと見つめていた. ;彼は自分自身と話をしていた. ;1
その子は床に粉末を残した. ;effect;がパン粉に 飛び込んだ. ;その子はパンを片付けました. ;0
その女性は妹に紙巾を渡した. ;cause;その女性の妹は手を組んだ. ;その女の妹は泣き出した. ;1
男はミントを手に入れた ;cause;唇が割れた ;口臭が気になった ;1
その夫婦はショーのために早く出発した. ;cause;彼らは劇場周辺の交通を予想した. ;劇場への案内が 届いた ;0
その女性は仕事から帰宅した. ;effect;彼女の上司は彼女を褒めた. ;職場の同僚が 隠蔽した ;1
その男は活動家の請願書に署名した. ;cause;彼は彼らの主張を支持した. ;彼は彼らを狂ったと非難した. ;0
その俳優の心は演技の前に震えていた. ;cause;舞台恐怖症だった ;彼は自分の言葉を暗記した. ;0
迷子だった ;effect;金を数えた ;地図を開けた ;1
熟した果実は太陽に留まっていた. ;effect;食べられた ;縮んでしまった ;1
車が故障した. ;cause;引越しした ;エンジンが熱すぎた ;1
その男は背中を痛めた. ;effect;彼は精神科医に会いに行った. ;彼は数日間ベッドに横たわっていた. ;1
私は暖炉に火をつけました. ;cause;薪がなくなって ;家に寒かった. ;1
その女性はジョギングをやめました. ;cause;横に絞めがついてる ;彼女は新しい風を吹き出した ;0
私は隣人のドアをノックした. ;effect;隣人が私を入れました. ;隣人は家を出て行った. ;0
その女は不満で息を吐いた. ;cause;彼女の夫は彼女の心配事を誤解した. ;夫は彼女に別れのキスをした. ;0
先生は生徒を褒めた. ;cause;その学生はその質問に正しく答えた. ;その学生は質問に答えることを躊躇した. ;0
その女性は卵をなくした. ;effect;彼女は農場へ行った. ;彼女はスーパーマーケットに行った. ;1
私は古い友人に遭遇した. ;effect;私は彼に秘密を明かした. ;私は彼を抱きしめた. ;1
その女は湖に飛び込むのを避けていた. ;cause;彼女は魚を捕まえた. ;汚染されているようだった ;1
その学生は濡れて教室にやってきました. ;cause;彼の傘は壊れていた. ;彼の自転車は盗まれた. ;0
コンピューターの画面のカーソルは動いた. ;cause;ユーザはマウスをクリックした. ;ユーザはマウスを移動した. ;1
運転手は回した. ;cause;主道で事故が起こった. ;彼女は前面のトラックに追いかけた. ;0
濡れたリネンを外側の衣類の糸にぶら下げました. ;effect;麻布が乾いた. ;布団に汚れが付いた ;0
その女性は眼鏡をかぶった. ;cause;太陽の光は明るかった. ;彼女はタクシーを呼んだ. ;0
その男は夜空を凝視した. ;cause;彼は夏が来ればよかったと願った. ;彼はそれが美しいと思った. ;1
私は疲れきって感じました. ;effect;私は早く寝た. ;私は徹夜した. ;0
その男は床屋のところへ行った. ;cause;彼は髪を伸ばしていた. ;彼の髪は伸びていた. ;1
その少年は新しいクラスメイトに悪意のあるトリックを演じた. ;cause;その少年は新しいクラスメイトを歓迎した. ;その少年は新しいクラスメイトを嫌っていた. ;1
私はミルクを飲みたくなりました. ;cause;クッキーを食べていた. ;パンを焼いていた. ;0
雨が降った. ;effect;運転手はヘッドライトを点けた. ;運転手は車を逆転させた. ;0
そのビルの駐車場は空だった. ;effect;通りの向こうに駐車した ;私は入口の近くに駐車した. ;1
筆者は原稿提出の締め切りを逃した. ;cause;彼女は作家障害だった ;彼女は草案を編集した. ;0
助手が電話を掛けた ;cause;上司と話したいと頼んだ ;番号を出した ;0
開いた窓から風が吹いた. ;effect;ドアベルが鳴った. ;カーテンが震えた. ;1
私の家の電気は切れた. ;cause;ランプを切り出した. ;ファイジを壊した ;1
ウェイトリフターはうなり声で言った. ;cause;彼は鏡に顔を向けて筋肉を伸ばした. ;彼はバーを頭の上に持ち上げた. ;1
その学生は頭で計算しようとした. ;effect;彼は計算機を取り出した. ;彼は混乱した. ;1
赤ちゃんは眠ってしまった. ;cause;父親は赤ちゃんの尿布を交換した. ;父は赤ちゃんを優しく揺らした. ;1
その少女は水球をその少年に投げつけた. ;effect;少年が脳震を 患った ;少年は濡れた. ;1
写真はカメラのフラッシュを使うのを忘れてしまった. ;effect;写真がぼやけていた. ;写真のみんなは笑顔でなかった ;0
私は誕生日のパーティーへの招待を断った. ;cause;孤独だった ;町外だった ;1
運動した. ;cause;私は活気を感じました. ;怖かった ;0
私は湿ったスポンジを絞った. ;effect;水を吸い込んでしまった ;水が漏れて ;1
休暇者はフェリーでリゾートへ行った. ;cause;リゾートは予約済みだった ;リゾートは島にあった. ;1
ティーンエイジャーはタトゥーをした. ;cause;彼女は針を怖がっていた. ;彼女は反乱を したかった ;1
家の前に駐車した知らない車. ;effect;私は疑い始めた. ;警察に電話した ;0
その犯罪者は自首した. ;cause;証拠は彼を巻き込んだ ;彼に不利な証拠は なかった ;0
その重体男は体重を落とそうと決めた. ;effect;彼は甘いものを切った. ;彼はカフェインを避けていた. ;0
その少女は氷の上に踏み出した. ;effect;滑ってしまいました ;彼女は震えました. ;0
その女性は目の下に輪をつけていた. ;cause;彼女は徹夜した. ;彼女は息子を寝かせた. ;0
岩は火山から流れ出た. ;cause;火山が噴火した. ;火山は休眠状態だった. ;0
その女性は靴を履いた. ;cause;彼女はパーティーにいた全員を知っていた. ;彼女はパーティを去ろうとした. ;1
料金所を支給した ;effect;彼女は私に通行料亭を通らせた. ;彼女は私を通行料亭で拘束した. ;0
経営者は破産した. ;cause;彼は会社の株を売った. ;彼は財産を浪費した. ;1
その男は医者に行った. ;cause;医者は休みだった. ;その男は病気になった. ;1
私は窓から寝室を出た. ;cause;家が燃えていた. ;家は空だった. ;0
その少年の指は,さっぱりした. ;cause;彼は長いシャワーを浴びた. ;彼は石で手を泡立てた. ;0
牛乳を吐き出した ;cause;その牛乳は酸味だった. ;口が乾いていた. ;0
バスを逃した. ;effect;早く仕事に行った. ;仕事に遅刻した. ;1
トラックは車と衝突した. ;effect;トラックは加速した. ;車が壊れた ;1
チームは勝負を自分の利益のために 操り込んだ ;effect;彼らは勝った ;彼らは中退した. ;0
ソーダボトルはシッと鳴った. ;cause;私はボトルを振り回した. ;帽子を外した ;1
その少年は家から外に閉じ込められていた. ;effect;彼は開いた窓から這い込んだ. ;彼は屋根に登った. ;0
ドアベルが鳴った. ;effect;その訪問者はドアをノックした. ;その女性は鍵穴から覗き込んだ. ;1
その男はスーツに汚れをつけていた. ;effect;乾燥洗浄した ;彼はそれをクローゼットにぶら下げていた. ;0
その少女は歯磨き粉のチューブを絞った. ;effect;歯磨き粉がチューブから噴出した ;その少女は歯磨き粉を吐き出した. ;0
民間人の死者は急増した. ;effect;平和主義者達は抗議を行った. ;平和主義者達はパレードを催した. ;0
その少女は髪からリボンを引き抜いた. ;cause;彼女はリボンをつけた. ;リボンが赤ん坊っぽい ;1
整形手術を受けた ;effect;彼は老いた. ;彼は若く見えた. ;1
卵から小鶏が生まれた. ;cause;卵がった. ;卵を割った ;0
その囚人は飢えた. ;effect;彼は死んだ ;彼は逃げ出した ;0
その男は梯子でバランスを失った. ;effect;彼は階段を登った. ;彼は梯子から落ちた. ;1
その子供はくしゃみをした. ;cause;彼はソーダを飲みました. ;彼はソーダ缶を開けた. ;0
窓から冷たい風が流れ込んだ. ;effect;落ち着いた ;私は震えました. ;1
その学生は大学に行くための奨学金を受け取った. ;cause;同級生たちは彼女を尊敬した. ;彼女は良い成績を収めた. ;1
その少女は少年に笑いをかけた. ;cause;彼女は彼の隣に住んでいた. ;彼女は彼に惚れていた. ;1
その飢えた放浪者は食べ物を盗んだ. ;cause;彼は同情を煽った. ;彼はお金を持っていなかった. ;1
友人に電話して,話してみた. ;cause;プライバシーを 望んでた ;孤独を感じた ;1
その男は私に手を差し伸べた. ;effect;私は彼の手を握った. ;殴った ;0
身を隠した ;cause;煙花が空中に放たれた. ;フリスビーは私の頭に向かって飛んだ. ;1
その少女は爪を噛んだ. ;cause;心配してた ;彼女は驚いた. ;0
カレンダーのページをめくった. ;cause;カレンダーに予約を記した. ;それは新しい月の始まりだった. ;1
夫は妻が不倫をしていることを知った. ;effect;彼は弁護士をクビにした. ;彼は離婚を申し立てた. ;1
その女の子はゴムボールを落とした. ;effect;ボールはボンスをした. ;ボールは輝いた. ;0
その少女は試験で間違いを犯した. ;effect;彼女は答えを推測した. ;彼女は答えを消した. ;1
プレイヤーは相手をタックした. ;effect;彼の相手はパスを取った. ;敵は地面にぶつかった. ;1
私はブドウからトマトを摘んだ. ;cause;熟した ;飲ませた ;0
男はロマンチックに振る舞いたかった. ;effect;彼は昼食に元彼女と会った. ;彼は彼女にチョコレートを買った. ;1
温度計の水銀値が上昇した. ;cause;温度計を落とした ;天気が暖かくなってきた. ;1
竜巻が町を通り過ぎた. ;effect;裁判所の屋根が吹き飛ばされた. ;高速道路は危ないほど氷に覆われた. ;0
その学生は補習を受けた. ;effect;彼の成績は向上した. ;彼は試験で不正を犯した. ;0
快適だった ;cause;私は地面にひざまずきました. ;私は毛布に身を包んだ. ;1
石を磨いた ;effect;滑りやすい状態になった ;輝きがついた ;1
私はコーヒーに砂糖を入れた. ;effect;コーヒーは強い匂いがした. ;コーヒーは甘かった. ;1
その男は紙をあちこちで調べた. ;effect;紙で傷ついた ;彼は紙を切り裂いた. ;0
私はハンマーで釘を叩いた. ;effect;釘は木に突き刺さった. ;釘はびました. ;0
魚は糸を噛んだ. ;effect;漁師は魚を巻き込んだ. ;漁師は糸を転覆する. ;0
その十代の子は学校に行くのが恥ずかしいと感じていた. ;cause;刺がついてる ;彼女は歯列矯正器を外した ;0
顔の表情が明るくなった ;cause;良い知らせをいただきました. ;私は我慢を失いました. ;0
私はタオルで手を拭いた. ;cause;タオルは濡れていた. ;手が濡れていた. ;1
その男はの上に座ってバランスを崩した. ;cause;足下にはが揺れた. ;彼はの上に塗料をこぼした. ;0
チームメイトは互いに責め合いました. ;cause;彼らはゲームに負けた. ;コーチは練習を中止した ;0
許しを求めた ;cause;私は自分の過ちを後悔した. ;私は目標を達成した. ;0
その女性は彼氏に飽き始めた. ;cause;彼は彼女に自分のことを質問した. ;彼は自分のことを絶え間なく話していた. ;1
その少女は微笑んだ. ;effect;頬が赤くなった. ;穴がみえた ;1
敵艦が爆発した. ;cause;鉱山の上を通った ;港に航海した. ;0
その男は足を刺した. ;cause;彼は水たまりの中を歩いた. ;彼は割れたガラスを踏んだ. ;1
刑事たちは犯罪現場を指紋の為の調査した. ;effect;彼らは殺人者の身元を発見した. ;犯行現場で武器が見つかった ;0
高速道路には渋滞が多かった. ;effect;道を外して ;乗せて欲しいって ;0
国の経済は衰退した. ;effect;多くの人が病気になった. ;多くの人が失業に直面した. ;1
交差点の警備員は子供たちに笛を吹いた. ;cause;彼らは正面から来る交通に 踏み込もうとしていた. ;彼女は近所から彼らを認識した. ;0
私は友人に目をそらした. ;cause;彼は私に真実を話した. ;彼は皮肉な発言をした. ;1
車はガソリンがなくなってしまった. ;effect;運転手は道路に引っかかっていた. ;運転手はヒッチハイカーを拾った. ;0
女性は出産した. ;effect;赤ちゃんは産まれた ;その女性は朝の吐き気があった. ;0
その男の帽子は吹き飛ばされた. ;cause;彼は帽子を脱いだ. ;外は風が吹いていた. ;1
その少女は同級生の誕生日パーティーに出席した. ;cause;彼女は招待状を受け取った. ;彼女はプレゼントを買った. ;0
その少年の額は熱く感じられた. ;effect;彼の母親は彼の体温を計った. ;彼の母親は彼を公園に連れて行った. ;0
その男はコロンで自分をスプレーした. ;cause;彼はデート相手に 印象を 留めようとした ;彼は髪にジェルを塗った. ;0
家の電気は切れた. ;effect;私は懐中電灯を探した. ;私はを拾った. ;0
家族はより大きな家に引っ越した. ;cause;息子は高校を卒業した. ;母親は双子を産んだ. ;1
マラソン走者はゆっくりと走った. ;cause;彼女はエネルギーを節約したかった. ;彼女はゴールラインを見た ;0
その少年は自動販売機を蹴った. ;cause;機械は余分なお金を吐き出した. ;チップの袋が詰まってた ;1
友達の犬が死んだ. ;effect;私は彼に目を丸めた. ;私は彼を抱きしめた. ;1
ビジネスマンのクレジットカードは拒否された. ;effect;借金書を書いた ;彼は現金で支払った. ;1
呪われた男 ;cause;彼は爪を切った. ;彼は足の指をぶつけてしまった. ;1
その男は弟を誇りに思っていた. ;cause;彼の兄は両親と口論した. ;弟は法学部に 入学した ;1
その少女は太陽系について学びたかった. ;effect;彼女は図書館へ行った. ;彼女は星を見上げた. ;0
そのポスターは壁に貼られた. ;cause;私はポスターをドアの上に置いた. ;テープを貼った ;1
顧客は建築家の建物の計画に同意した. ;effect;建築家はその建物を建てた. ;建築家は計画書に変更した. ;0
その男はを落とした. ;cause;彼の手は震えていた. ;彼はスプーンをいた. ;0
その会社のCEOは辞任した. ;effect;取締役会は会社を解散した. ;取締役会が彼の代わりを見つけた ;1
私は講義に遅刻した. ;effect;私は後部に席を用意した. ;私はステージに近づきました. ;0
その男は刑務所から釈放された. ;cause;家族が保釈金を払った ;同僚を襲った ;0
その家族は所有物をすべて失った. ;cause;彼らは家を売った. ;彼らの家は火事になった. ;1
アルミ缶に踏みつけてしまった ;effect;缶はリサイクルされた ;缶が粉々に砕けちゃった ;1
その少女は討論チームに加わった. ;effect;彼女はコンピューターの使い方を学んだ. ;彼女はコミュニケーションのスキルを学びました. ;1
私の気分は良くなった. ;cause;音楽を聴いていた. ;私は皿を洗った. ;0
慈善団体は資金を集めることを目標とした. ;effect;彼らはホームレスに食べ物を与えてくれた. ;競売を催した ;1
ローラーコースターは急な崖から落ちた. ;effect;乗客は笑い飛ばした. ;乗客は叫んだ. ;1
私は激怒しました ;effect;私は家を出る時に郵便受けをチェックした. ;私は家を出る時にドアを押しつぶした. ;1
