premise;question;choice1;choice2;label
Ten muž schudol. ;effect;Ľudia ho izolovali. ;Ľudia mu komplimentovali. ;1
Ruky dievčaťa sa rozbušili. ;cause;Napísala list. ;Vylezla na lano. ;1
Cirkusový umelec žongloval, keď jazdil na jednokolke. ;effect;Diváci sa z úžasu tlieskali. ;Akrobat sa prehodil z trapezu. ;0
Stratil som trpezlivosť. ;cause;Môj priateľ ma nechal čakať. ;Môj priateľ prišiel včas. ;0
Bojujúce krajiny chceli mier. ;effect;Vyvinuli jadrové zbrane. ;Vyjednávali o zmluve. ;1
Ten muž si vzal liek na spanie. ;effect;Začal sa mu dávať spánok. ;Mal horúčku. ;0
Žena narazila do pohovky. ;effect;Noha pohovky sa uvoľnila. ;Zranila si koleno. ;1
Chlapec stlačil balón. ;effect;Balón sa praskol. ;Balón odletel. ;0
Cestovatelia sa prihlásili do hotelovej izby. ;effect;Rozbalili si kufre. ;Išli na letisko. ;0
Ja som sa do toho zahryzol. ;effect;Breskňa je poškodená. ;Vylial sa z neho džús. ;1
Moje ruky sa mi zľavnili. ;cause;Zjedla som šišku. ;Mal som sladký zub. ;0
Zatlačil som dvere. ;effect;Dvere sa otvorili. ;Dvere sú zamknuté. ;0
Aktivisti bojkotovali výrobky. ;cause;Výrobky boli testované na zabezpečenie kvality. ;Výrobky boli vyrobené pomocou detskej práce. ;1
Vŕtal som dieru do steny. ;effect;Z diery vyliezol myš. ;Prach vyletel z diery. ;1
Tá žena závidela svojej sestre. ;cause;Jej sestra bola šťastná. ;Jej sestra sa rozviedla. ;0
Prelial som si na košeľu víno. ;effect;Dala som si zásteru. ;Zmenil som si košeľu. ;1
Pokladníčka otvorila pokladňu. ;cause;Zákazník mu prehľadal peňaženku. ;Zákazník jej dal peniaze. ;1
Uličný hudobník priťahoval dav. ;effect;Ľudia mu dávali drobné. ;Odviedol dav. ;0
Chlapec plakal na svoju opatrovateľku. ;cause;Chýbali mu jeho rodičia. ;Bol čas na občerstvenie. ;0
Radar pilota zachytil búrku. ;effect;Pilot sa odtiahol od búrky. ;Pilot preletel cez búrku. ;0
Strom strhol listy. ;effect;Listy sa zmenili na farby. ;Listy sa nahromadili na zemi. ;1
Chlapec bol v zlomyseľnej nálade. ;effect;Rozhodol sa hrať s sestrou kartu. ;Rozhodol sa, že sa bude hrať na svoju sestru. ;1
Dieťa sa sťažovalo, že musí ísť na záchod. ;effect;Jeho otec mu dal na pitie sódu. ;Jeho otec zastavil auto na benzínke. ;1
Dieťa posypalo do nádrže rybiak. ;effect;Ryby vyskočili z nádrže. ;Ryby plávali smerom k jedlu. ;1
Zmenili sa jej politické názory. ;effect;Zmenila svoju politickú príslušnosť. ;Zapojil sa do protestu. ;0
Umývadlo v kúpeľni bolo upchaté. ;effect;Zapol som kohútik. ;Nalil som do neho čistiaci prostriedok. ;1
Cestujúci vystúpili z vlaku. ;cause;Vlak prišiel na stanicu. ;Vlak zazvonil. ;0
Muž stlačil na mokrú klapku obálky. ;effect;Dal pečiatku na obálku. ;Zavrel obálku. ;1
Priatelia stratili kontakt. ;cause;Užili si vzájomnú spoločnosť. ;Presťahovali sa do rôznych miest. ;1
Účtovník zle spravoval finančné prostriedky spoločnosti. ;effect;Bola prepustená z pozície. ;Bola na materskej dovolenke. ;0
Pozrel som sa na hodiny. ;cause;Počul som tikať hodiny. ;Chcel som sa pozrieť na čas. ;1
Moja ruka sa mi zhrdla. ;cause;Tú esej som napísal ručne. ;Moja žena a ja sme sa držali za ruky. ;0
Šroub sa zatiahol. ;cause;Vymenil som šroub. ;Otočil som kľúč. ;1
Pár podpísal nájomnú zmluvu na byt. ;effect;Pár sa nasťahoval do bytu. ;Mesto odsúdilo byt. ;0
Žena sedela vonku na verande. ;cause;Chcela vidieť západ slnka. ;Myslela si, že vidí blesk. ;0
Ten muž mal na sebe záchrannú vestu. ;cause;Nevedel plávať. ;Voda bola plytká. ;0
Tá žena urobila chybu v textovom počítači. ;effect;Vymazala ten dokument. ;Stlačila backspace kľúč. ;1
Dievča sa chválilo pred svojimi priateľmi. ;cause;Dostala zlú známku. ;Vyhrala súťaž. ;1
Trávnik bol bahnitý. ;cause;Pršalo cez noc. ;Bolo to plné burín. ;0
Žena zaspala. ;cause;Prespala v hoteli. ;Zabudla nastaviť budík. ;1
Ten muž si dal krém na opaľovanie. ;cause;Sedel v tieni. ;Išiel na pláž. ;1
Výskumníci dokázali túto teóriu. ;effect;Výskumníci túto teóriu stiahli. ;Jednotlivci túto teóriu prijali. ;1
Fanúšikovia na zápase vyhujovali. ;cause;Hra sa začala predĺžením. ;Rozhodca urobil zlé rozhodnutie. ;1
Vložil som kombináciu na zámok. ;effect;Zatvoril som zámok. ;Zámok sa otvoril. ;1
Dav sa zintenzívnil. ;effect;Otec dal synovi nejaké peniaze. ;Otec chytil syna za ruku. ;1
Sneh zablokoval príjazdovú cestu. ;effect;Zhromaždila som sneh do snežnej gule. ;Odstránil som sneh. ;1
Kajakisti veslili veslá. ;effect;Kajak sa dostal k brehu. ;Kajak narazil do vlny. ;0
Dievča stratilo kontrolu nad bicyklom. ;effect;Pustila rukoväť. ;Narazila do plotu. ;1
Zapol som ventilátor. ;effect;Na kožu mi prštila vodu. ;Cítil som, ako mi prechádza chladný vzduch. ;1
Surfači sa vrátili na pláž. ;cause;Boli preplnené. ;Videli žraloka. ;1
Vytiahla som zásuvku z vane. ;effect;Voda vyšla z vane. ;Voda sa rozliala na podlahu. ;0
Manžel sa cítil vinný, že svoju ženu podvádza. ;effect;Obvinil ju z nevery. ;Priznal sa jej k nevernosti. ;1
Farba na plagáte bola rozmazaná. ;cause;Čakal som, kým sa atrament vyschne. ;Na plagát som vylial vodu. ;1
Dieťa sa zobudilo a kričelo. ;cause;Mal nočnú moru. ;- Močil sa do postele. ;0
Chlapec položil nohy na stôl. ;effect;Jeho otec sa posadil k stolu. ;Jeho otec mu kázal. ;1
Môj priateľ sa otočil smerom ku mne. ;cause;Kričala som jeho meno. ;Mahol som rukami. ;0
Vláda utláčala svojich občanov. ;effect;Občania sa vzbúrili. ;Občania sa zaregistrovali na hlasovanie. ;0
Chlapec sa stratil v lese. ;effect;Postavil si stan. ;Kričal o pomoc. ;1
Tá žena cestovala do zahraničia. ;cause;Chcela sa naučiť kresliť. ;Chcela sa dozvedieť o iných kultúrach. ;1
Ten muž bol žiarlivý na svojho spolupracovníka. ;cause;Jeho spolupracovník dostal povýšenie. ;Jeho spolupracovník pracoval do neskoro. ;0
Ten muž bol svedkom mimozemšťanov. ;cause;Mal halucinácie. ;Meditoval. ;0
Mužovi sa zafarbili vlasy. ;cause;Dal do toho bielidlo. ;Dal do nej šampón. ;0
Umelkyňa vytvorila nové diela. ;cause;Kritizovala jej predchádzajúcu prácu. ;Cítila záchvat inšpirácie. ;1
Syn sa odsťahoval z domu. ;cause;Bol prepustený z armády. ;Chcel ísť na vysokú. ;1
Knihy vypadli z knižnice. ;cause;Políčky boli pokryté prachom. ;Zemetrasenie otriaslo knižnou poličkou. ;1
V mojom dome sa vypne elektrina. ;effect;Zapol som svetlo. ;Zresetoval som vypínač. ;1
Jazdil som na horských dráhach. ;cause;Vyzeralo to desivé. ;Vyzeralo to zábavne. ;1
Vrece s popcornom sa začalo roztrhať. ;cause;Do vrecka som nalila maslo. ;Zahrial som ho v mikrovlnke. ;1
Na elektrický drôt spadol strom. ;effect;V susedstve bola výpadok elektriny. ;Predpovedali silné vetry. ;0
Rečník urobil politicky nekorektné poznámky. ;effect;Nudil divákov. ;Urazil divákov. ;1
Píchla som sa špendlíkom. ;effect;Z tváre mi kapalo trochu potu. ;Na mojom prste sa vytvorila kvapka krvi. ;1
Ryby plávali na povrchu nádrže. ;cause;Bolo hladné. ;Bola mŕtva. ;1
Mužov hlas znie chraplavý. ;cause;Mal nádchu. ;Prestal fajčiť. ;0
Dvere výťahu sa otvorili. ;cause;Výťah prišiel na určené poschodie. ;Výťah sa zasekol medzi poschodami. ;0
Ten tínedžer sa vykradol z domu. ;cause;Klamal svojim rodičom. ;Jeho rodičia ho dostali na uzemnenie. ;1
Kúpeľňa bola zaplavená. ;cause;Kúpeľňa preplavila. ;Zničil sa ohrievač vody. ;0
Šteniatko zostalo pri svojom majiteľovi. ;cause;Majiteľ dal šteniatku obojok. ;Majiteľ držal šteniatka na vodítku. ;1
Muž zachytil jeho odraz. ;cause;Stál pod rozľahlým stromom. ;Stál nad pokojným jazerom. ;1
Zmeškala som telefonát mojej priateľky. ;effect;Zavolal som jej späť. ;Stretol som sa s ňou na večeri. ;0
Rodina prehľadala okolie. ;cause;Ich pes utiekol z domu. ;Z ich domu zmizli drahé šperky. ;0
Videl som svoj dych, keď som vydychoval. ;cause;Počasie bolo chladné. ;Cítil som sa napätý. ;0
Zamestnanci založili odbor. ;cause;Chceli lepšie pracovné podmienky. ;Ich zamestnávateľ im zvýšil mzdu. ;0
Uvarila som jablkový koláč. ;effect;V kuchyni zapáchal hnilobný zápach. ;V kuchyni sa rozlievala teplá vôňa. ;1
Žena sa snažila chodiť. ;cause;Mala vysoké podpätky. ;Vyzliekla si topánky. ;0
Z hrnca s vodou vystupovala para. ;cause;Voda sa zohriala. ;Ja som to zakryla. ;0
Všetky moje ponožky boli v práčovni. ;effect;Mal som sandále. ;Mal som topánky. ;0
Argument politika bol považovaný za absurdný. ;effect;Stratila podporu voličov. ;Bol obvinený z korupcie. ;0
Všetci neschválili zásnuby páru. ;effect;Pár otehotnela. ;Pár ušiel. ;1
Budova bola venovaná milionárovi. ;cause;Milionár chcel, aby budovu zrútili. ;Milionár prispel k finančným prostriedkom na jej výstavbu. ;1
Predajca obvinil dievča z krádeže. ;cause;Obchodný zástupca videl dievča, ako si dával tovar do kabelky. ;Obchodná asistentka pomohla dievčaťu nájsť kabelku, ktorá sa jej páčila. ;0
Krajina vyhlásila vojnu susednému území. ;effect;Vojaci boli poslaní do boja. ;Vojaci boli opäť spojení so svojimi rodinami. ;0
Súd potvrdil kontroverzný rozsudok. ;effect;Pred súdnou budovou sa rozpútala nepokoj. ;Pár si vymenil sľuby pred súdnou budovou. ;0
Dievča cítilo niečo horiace. ;cause;Vzala sušienky z pohára. ;Nechala koláčiky v rúre. ;1
Pršalo ako z liahna. ;effect;Búrka sa zhoršila. ;Ponáhľal som sa dnu. ;1
Budova bola evakuovaná. ;cause;Výťah prestal fungovať. ;Zvonil požiarny alarm. ;1
Otec bol naštvaný na syna, ktorý bol alkoholik. ;effect;Otec kúpil synovi pivo. ;Otec vyhodil syna z domu. ;1
Právnička išla schodmi do svojej kancelárie. ;cause;Sekretárka odišla domov. ;Výťah bol mimo prevádzky. ;1
Muž sa naštval na svojho priateľa. ;cause;Jeho priateľ ho prerušil. ;Jeho priateľ mu kúpil obed. ;0
Dievča odovzdalo svoje peniaze pokladnici. ;effect;Pokladníčka dala dievčaťu zmenu. ;Pokladník zabudol dať dievčaťu účet. ;0
Ženu posadili na invalidný vozík. ;cause;Bola paralyzovaná pri nehode. ;Do nemocnice vošla na nosidlách. ;0
Občania si pred domami vyvesili národnú vlajku. ;cause;Krajina si pripomínala svoju nezávislosť. ;Krajina čelila ekonomickým ťažkostiam. ;0
Tím prehral turnaj. ;effect;Sklamali svojich fanúšikov. ;Inšpirovali svojich fanúšikov. ;0
Môj priateľ mi povedal, že mám jedlo uviazané v zuboch. ;effect;Cítil som sa trápne. ;Cítil som sa hrdý. ;0
Chlapec zlyhal na skúške z histórie. ;cause;V triede dával pozor. ;Zabudol sa učiť. ;1
Budova v centre sa zrútila. ;cause;Zemetrasenie zasiahlo mesto. ;Počet zločinov v meste vzrástol. ;0
Chlapova priateľka sa s ním rozišla. ;effect;Prosil ju, aby ho vzala späť. ;Predstavila ho svojim rodičom. ;0
Dve deti sa súčasne natiahli, aby získali loptu. ;effect;Lopta sa odvalila. ;Ich hlavy sa zrážali. ;1
Ten mýval prehľadal odpadkový kôš. ;cause;V odpadkovom koši bola lepenka. ;Poklop bol z odpadkového koša. ;1
Chlapec naostril ceruzku. ;cause;Bolo to lacné. ;Bolo to nudné. ;1
Pokladníčka odmietla vrátiť peniaze za šaty. ;cause;Stratila svoju potvrdenie. ;Šaty mi nesedia. ;0
Škrabance na koži boli hlboké. ;effect;Rýchlo sa to uzdravilo. ;Nechala si jazvu. ;1
Mužovi sa v vlaku divne pozerali cestujúci. ;cause;Díval sa na zem. ;Hovoril sám so sebou. ;1
Dieťa nechalo drobky na zemi. ;effect;Mravce sa plazili po drobkách. ;Dieťa odložilo chlieb. ;0
Tá žena dala svojej sestre vreckovku. ;cause;Sestra tej ženy si skláňala ruky. ;Žena, ktorej sestra sa rozplakala. ;1
Ten muž vzal mincovnu. ;cause;Mal roztrhnuté pery. ;Bál sa o zlý dych. ;1
Pár odišiel skôr na predstavenie. ;cause;Predvídali premávku okolo divadla. ;Majú smer do divadla. ;0
Žena zostala doma z práce. ;effect;Jej šéf ju chválil. ;Jej spolupracovník ju kryl. ;1
Ten muž podpísal petíciu aktivistov. ;cause;Podporoval ich vec. ;Odmietol ich ako šialených. ;0
Hráčovo srdce sa pred jeho vystúpením roztrhlo. ;cause;Mal strach z javiska. ;Naučil sa svoje repliky naspamäť. ;0
Bol som stratený. ;effect;Spočítala som si peniaze. ;Rozložila som mapu. ;1
Zrelé ovocie sa na slnku zdržiavalo. ;effect;Bolo to zjesené. ;Zmrvila sa. ;1
Auto sa pokazilo. ;cause;Zapol som to. ;Motor sa prehrial. ;1
Ten muž si ublížil chrbát. ;effect;Bol u psychiatra. ;Niekoľko dní ležal v posteli. ;1
Zapálil som oheň v krbe. ;cause;Nemal som drevo na oheň. ;V dome bola zima. ;1
Žena prestala bežať. ;cause;Má kŕče v boku. ;Dostala druhý dych. ;0
Zaklopal som na susedské dvere. ;effect;Môj sused ma pozval dnu. ;Moja susedka opustila dom. ;0
Žena sa z frustrácie vzdychla. ;cause;Jej manžel jej problémy nepochopil. ;Jej manžel ju pobozkal na rozlúčku. ;0
Učiteľ chválil študentku. ;cause;Študent správne odpovedal na otázku. ;Študent váhal odpovedať na otázku. ;0
Žene dochádzali vajcia. ;effect;Išla na farmu. ;Išla do supermarketu. ;1
Stretol som starého priateľa. ;effect;Odhalila som mu tajomstvo. ;Objala som ho. ;1
Žena sa vyhýbala tomu, aby šla do jazera. ;cause;Chytila rybu. ;Vyzeralo to kontaminované. ;1
Študent prišiel do triedy mokrý. ;cause;Mal rozbitý dáždnik. ;Ukradli mu bicykel. ;0
Kurzor na obrazovke sa posunul. ;cause;Používateľ klikol myšou. ;Používateľ posunul myš. ;1
Šofér sa vybral na obchádzku. ;cause;Na hlavnej ceste sa stala nehoda. ;Sledovala nákladiak pred sebou. ;0
Vylepšila som mokré prádlo na vonkajšiu šnúru. ;effect;Plášť vyschla. ;- Špinavé plátno. ;0
Žena si nasadila okuliare. ;cause;Slnečné svetlo bolo jasné. ;Zavolala si taxík. ;0
Muž sa pozrel na nočnú oblohu. ;cause;Želal si, aby bolo leto. ;Myslel si, že je to krásne. ;1
Cítil som sa vyčerpaný. ;effect;Išla som spať skoro. ;Zostal som hore celú noc. ;0
Muž šiel k holičovi. ;cause;Nechal si narásť vlasy. ;Jeho vlasy sa mu predĺžili. ;1
Chlapec sa s novým spolužiakom zahrával. ;cause;Chlapec privítal nového spolužiaka. ;Chlapec nemal rád nového spolužiaka. ;1
Chcel som pohár mlieka. ;cause;Jedol som koláčiky. ;Pečal som chlieb. ;0
Začalo pršať. ;effect;Šofér zapol svetlá. ;Šofér otočil auto do spätnej koľaje. ;0
Parkovacie miesto budovy bolo prázdne. ;effect;Zaparkoval som naproti. ;Zaparkoval som pri vchode. ;1
Spisovateľka zmeškala termín na predloženie návrhu. ;cause;Mala spisovateľskú blokádu. ;Ona upravovala návrh. ;0
Spolupracovník mi zavesiol. ;cause;Chcela som hovoriť s nadriadeným. ;Dal som im svoje identifikačné číslo. ;0
Vánok fúkal cez otvorené okno. ;effect;Zvonil zvonček. ;Zaslepené záclony sa chválili. ;1
V mojom dome sa vypne elektrina. ;cause;Odpojil som lampu. ;Zničil som poistku. ;1
Zvyšovač váh zavrčal. ;cause;Zmäkol sa pred zrkadlom. ;Zdvihol tyč nad hlavu. ;1
Študent sa snažil urobiť výpočet v hlave. ;effect;Vzal kalkulačku. ;Zmýlil sa. ;1
Dieťa zaspalo. ;cause;Otec zmenil bábätku plienku. ;Otec jemne ho potriasol. ;1
Dievča hodilo balónik na chlapca. ;effect;Chlapec mal otras mozgu. ;Chlapec sa namočil. ;1
Fotograf zabudol použiť blesk na fotoaparáte. ;effect;Fotky boli rozmazané. ;Na fotkách sa nikto neúsmieval. ;0
Odmietla som pozvanie na narodeninovú oslavu. ;cause;Bola som osamelá. ;Bol som mimo mesta. ;1
Cvičil som sa. ;cause;Cítil som sa energický. ;Bol som vystrašený. ;0
Stlačil som vlhkú špongu. ;effect;Vypchala vodu. ;Voda z neho vytiekla. ;1
Dovolenci sa dostali na trajekt do letoviska. ;cause;Hotel bol vyčerpaný. ;Byt bol na ostrove. ;1
Ten tínedžer mal tetovanie. ;cause;Mala strach z ihly. ;Chcela sa vzbúriť. ;1
Neznámy auto zaparkované pred mojím domom. ;effect;Začal som mať podozrenie. ;Zavolal som políciu. ;0
Zločinec sa sám vzdala. ;cause;Dôkazy ho do toho zaplietli. ;Neboli proti nemu žiadne dôkazy. ;0
Ten obézny muž sa rozhodol schudnúť. ;effect;Zrušil sladkosti. ;Vyhýba sa kofeínu. ;0
Dievča stúplo na ľad. ;effect;- Poskočila. ;Trčala. ;0
Tá žena mala pod očami krúžky. ;cause;Zostávala hore celú noc. ;Dala syna do postele. ;0
Z sopky prúdila láva. ;cause;Vulkan vybuchol. ;Vulkan bol v spaní. ;0
Žena si obliekla topánky. ;cause;Poznala všetkých na tej párty. ;Chcela opustiť párty. ;1
Zaplatil som tomu správcovi na mýtnej stanici. ;effect;Nechala ma prejsť cez mýtnu budku. ;Zdržala ma pri mýtnej budke. ;0
Riaditeľ zbankrotoval. ;cause;Predal akcie svojej spoločnosti. ;Roztrhal svoje bohatstvo. ;1
Ten muž šiel k lekárovi. ;cause;Doktor bol na dovolenke. ;Muž sa cítil zle. ;1
Vystúpil som z mojej spálne cez okno. ;cause;Dom horel. ;Dom bol prázdny. ;0
Chlapec mal prsty, ktoré sa mu rozškrtili. ;cause;Dlhý čas sa sprchoval. ;Opláchol si ruky mydlom. ;0
Vyplíval som mlieko. ;cause;Mlieko bolo kyslé. ;Mala som suché ústa. ;0
Zmeškala som autobus. ;effect;Prišla som skoro do práce. ;Neskoro som prišiel do práce. ;1
Nákladný vozík sa zrazil s autom. ;effect;Nákladný vozík zrýchlil. ;Auto bolo rozbité. ;1
Tím zmanipuloval súťaž vo svoj prospech. ;effect;Vyhrali. ;Odpadli. ;0
Fľaša s limonádou zacíkala. ;cause;Otočila som fľašu. ;Odkrútil som čiapku. ;1
Chlapec bol zamknutý mimo svojho domu. ;effect;Vplížil sa cez otvorené okno. ;Vystúpil na strechu. ;0
Zvonil zvonček. ;effect;Návštevník zaklopal na dvere. ;Žena sa pozrela cez dvere. ;1
Ten muž si namaľoval oblek. ;effect;Nechal ju vyčistiť. ;Obesil ho do skrine. ;0
Dievča stlačilo trubicu zubnej pasty. ;effect;Zubná pasta vyšla z trubice. ;Dievča vypľulo zubnú pastu. ;0
Počet civilných obetí vo vojne vzrástol. ;effect;Pacifisti zorganizovali protest. ;Pacifisti mali sprievod. ;0
Dievča si vytrhlo stuhu z vlasov. ;cause;Ona zaviazala stuhu. ;Na stužke to vyzeralo ako dieťa. ;1
Ten muž mal plastickú operáciu. ;effect;Zostarol. ;Vyzeral mladšie. ;1
Z vajíčka vyšlo kurčiatko. ;cause;Vajíčko sa vyliahlo. ;Rozbil som vajce. ;0
Väzeň zomrel od hladu. ;effect;- Zomrel. ;Utekol. ;0
Muž stratil rovnováhu na rebríku. ;effect;Vystúpil po rebríku. ;Spadol zo rebríka. ;1
Dieťa sa vyvrelo. ;cause;Dal si pohárik sody. ;Otvoril plechovku s limonádou. ;0
Chladný prúd sa dostal cez okno. ;effect;Uvoľnil som sa. ;Trasila som sa. ;1
Študent dostal štipendium na vysokú školu. ;cause;Jej spolužiaci ju rešpektovali. ;Mala dobré známky. ;1
Dievča sa posmievalo chlapcovi. ;cause;Bývala vedľa neho. ;Bola do neho zamilovaná. ;1
Hladný tulák ukradol jedlo. ;cause;Podnecoval k súcitu. ;Nemal žiadne peniaze. ;1
Zavolal som priateľovi, aby sme sa porozprávali. ;cause;Chcel som súkromie. ;Cítil som sa osamelý. ;1
Ten muž mi natiahol ruku. ;effect;Potriasol som mu rukou. ;Udrel som ho. ;0
Ja som sa schoval. ;cause;Vzduch sa rozplynul ohňostrojom. ;Frisbee sa mi vrhlo k hlave. ;1
Dievča si uhryzlo nechty. ;cause;Bála sa. ;Bola prekvapená. ;0
Otočil som stránku v kalendári. ;cause;Zohnal som si stretnutie v kalendári. ;Bol to začiatok nového mesiaca. ;1
Manžel zistil, že jeho žena mala pomer. ;effect;Vyhodil svojho právnika. ;Žiadal o rozvod. ;1
Dievča upustilo gumovú loptu. ;effect;Lopta odrazovala. ;Tá lopta svietila. ;0
Dievča sa pri skúške pomýlilo. ;effect;Odpoveď uhádla. ;Vymazala svoju odpoveď. ;1
Hráč sa postavil proti súperovi. ;effect;Jeho súper chytil prechod. ;Jeho súper sa zrútil na zem. ;1
Zobrala som rajčiny z viniča. ;cause;Boli zrelé. ;Zalial som ich. ;0
Chcel sa správať romanticky. ;effect;Stretol sa so svojou bývalou priateľkou na obede. ;Kúpil svojej priateľke čokoládu. ;1
Rtuť v teplomere stúpla. ;cause;Upadol mi teplomer. ;Počasie sa oteplilo. ;1
Tornádo prešlo cez mesto. ;effect;Strecha súdnej budovy sa odpálila. ;Na diaľnici sa stala nebezpečná ľadová plocha. ;0
Študent dostal doučovanie. ;effect;Jeho známky sa zlepšili. ;Podvádzal na skúške. ;0
Cítil som sa pohodlne. ;cause;Kľakol som na zem. ;Zabalila som sa do deky. ;1
Vyleštel som kameň. ;effect;Stalo sa to klzké. ;Stalo sa to lesklým. ;1
Do kávy som pridala cukor. ;effect;Káva voňala silno. ;Káva mala sladkú chuť. ;1
Ten muž prehľadával noviny. ;effect;Zrezal sa papierom. ;Roztrhal papiere. ;0
Zlomil som klincom kladivo. ;effect;Hřebík sa ponoril do dreva. ;Hřebík sa zhrdzavil. ;0
Ryba sa do toho vrtu prehltla. ;effect;Rybár sa zamotal v rybe. ;Rybár prevrhne lano. ;0
Mladý chlapec sa hanbil ísť do školy. ;cause;Má pupienok. ;Zobrala si rovnátku. ;0
Môj výraz sa rozžiaril. ;cause;Dostal som dobré správy. ;Stratil som trpezlivosť. ;0
Utrela som si ruky uterákom. ;cause;Uterák bol mokrý. ;Moje ruky boli mokré. ;1
Muž stratil rovnováhu na stoličke. ;cause;Stolička sa pod ním chválila. ;Prelil farbu na stoličku. ;0
Spolubojovníci sa navzájom obviňovali. ;cause;Prehrali hru. ;Ich tréner zrušil tréning. ;0
Prosil som o odpustenie. ;cause;Ľutoval som svoju chybu. ;Dosiahol som svoj cieľ. ;0
Žena sa začala nudiť zo svojím partnerom. ;cause;Pýtal sa jej na niečo o sebe. ;Neustále hovoril o sebe. ;1
Dievča sa usmialo. ;effect;Jej líca sa začervenávajú. ;Ukázali sa jej jamky. ;1
Nepriateľská loď vybuchla. ;cause;Prešiel nad baňou. ;Priplávala do prístavu. ;0
Ten muž si prepichol nohu. ;cause;Vkročil do kaluže. ;Šlápl na rozbité sklo. ;1
Detektívi vyčistili miesto činu na odtlačky prstov. ;effect;Zistili identitu vraha. ;Našli zbraň na mieste činu. ;0
Na diaľnici bola veľká premávka. ;effect;Zobral som obchádzku. ;Požiadal som o odvoz. ;0
Ekonomika krajiny klesla. ;effect;Mnoho ľudí ochorelo. ;Mnohí ľudia sa ocitli v situácii nezamestnanosti. ;1
Strážnik na hraničnej hranici na deti zafľakol. ;cause;Boli na ceste do protichodnej premávky. ;Poznala ich z jej susedstva. ;0
Prevrátil som oči na svojho priateľa. ;cause;Povedal mi pravdu. ;Urobila sarkastickú poznámku. ;1
