premise;question;choice1;choice2;label
Alam ng estudyante ang sagot sa tanong. ;effect;Itinaas niya ang kaniyang kamay. ;Nagkamali siya. ;0
Nag-uulan ang mga mata ng lalaki. ;cause;May alikabok sa kaniyang mga mata. ;Nagsuot siya ng mga salamin sa mata. ;0
Nanalo ang manlalaro ng limang laro sa isang hilera. ;effect;Inakusahan siya ng kaniyang kalaban na nag-iimbestiga. ;Naaawa sa kaniya ang kaniyang kalaban. ;0
Sinira ng guro ang eksaminasyon ng estudyante. ;cause;Nakuha niya ang estudyante na nag-iimpake. ;Mali ang mga sagot ng estudyante. ;0
Nagpahinga ako para tumigil sa pag-uusap. ;cause;Nawala ang boses ko. ;Nawala ang hininga ko. ;1
Ang frozen na pagkain ay nag-ihaw. ;cause;Inilagay ko ito sa microwave. ;Inilibing ko ito ng plastik na papel. ;0
Nagpanggap na may sakit ang empleyado. ;cause;Nagkaroon siya ng mga cramp sa tiyan. ;Gusto niyang magpahinga. ;1
Ang babae ay bumagsak sa pool. ;cause;Tumakbo siya sa pool deck. ;Lumipad siya sa diving board. ;1
Ang mga tiket ng sine ay nabili na. ;cause;Ito ay araw ng pagbubukas ng pelikula. ;Ang pelikula ay nakatanggap ng hindi magandang mga pagsusuri. ;0
Nawala ang timbang ng lalaki. ;effect;Inihiwalay siya ng mga tao. ;Piniyesta siya ng mga tao. ;1
Nagkaroon ng mga bula ang mga kamay ng dalaga. ;cause;Nag-type siya ng isang liham. ;Sumakay siya sa isang lubid. ;1
Ang artista sa sirko ay nag-juggled habang sumasakay sa isang unicycle. ;effect;Naging masayang-masaya ang mga tagapakinig. ;Ang akrobata ay nag-swing mula sa isang trapezoid. ;0
Nawala ang pasensya ko. ;cause;Pinahintay ako ng aking kaibigan. ;Ang aking kaibigan ay dumating nang tama. ;0
Nais ng mga nagdidigma na bansa ang kapayapaan. ;effect;Nag-unlad sila ng mga sandatang nuklear. ;Nag-uusap sila tungkol sa isang kasunduan. ;1
Kinuha ng lalaki ang gamot na para matulog. ;effect;Siya'y naging pagod. ;Nagkaroon siya ng lagnat. ;0
Ang babae ay bumagsak sa sofa. ;effect;Ang paa ng sopa ay naglaya. ;Nasugatan ang kanyang tuhod. ;1
Pinipis ng bata ang balon. ;effect;Nag-pop ang balon. ;Lumipad ang balon. ;0
Sila'y mga manlalakbay na nag-check in sa kanilang silid sa hotel. ;effect;Binuksan nila ang kanilang mga maleta. ;Nagpunta sila sa paliparan. ;0
Nakipag-usap ako sa kanya. ;effect;Ang peach ay na-bruise. ;Nagbubo ang juice. ;1
Naging malagkit ang aking mga kamay. ;cause;Kumain ako ng donut. ;Ako'y mahilig sa matamis. ;0
Hinubad ko ang pinto. ;effect;Nagbukas ang pinto. ;Nakapag-lock ang pinto. ;0
Ang mga aktibista ay nag-boycott ng mga produkto. ;cause;Ang mga produkto ay sinuri para sa pagtiyak ng kalidad. ;Ang mga produkto ay ginawa sa pamamagitan ng paggawa ng mga bata. ;1
Nag-drill ako ng butas sa dingding. ;effect;Isang daga ang lumabas sa butas. ;Naglabas ang alikabok sa butas. ;1
Nainggit ang babae sa kaniyang kapatid. ;cause;Tuwang-tuwa ang kaniyang kapatid na babae. ;Nagdiborsiyo ang kaniyang kapatid na babae. ;0
Nagbubo ako ng alak sa aking kamiseta. ;effect;Nagsuot ako ng apron. ;Binago ko ang aking shirt. ;1
Binuksan ng cashier ang cash register. ;cause;Sinuri ng customer ang wallet niya. ;Binigyan siya ng customer ng pera. ;1
Ang musikero sa kalye ay nakaakit ng maraming tao. ;effect;Binigyan siya ng pera ng mga tao. ;Pinaalis niya ang mga tao. ;0
Umiiyak ang batang lalaki sa kanyang nanonood. ;cause;Naawa siya sa kaniyang mga magulang. ;Panahon na ng meryenda. ;0
Ang radar ng piloto ay nakumpirma ng isang bagyo. ;effect;Ang piloto ay lumakad palayo sa bagyo. ;Ang piloto ay lumipad sa bagyo. ;0
Ang puno ay nag-aalis ng mga dahon nito. ;effect;Naging kulay ang mga dahon. ;Ang mga dahon ay nagtitipon sa lupa. ;1
Ang batang lalaki ay nasa masamang kalagayan. ;effect;Nagdesisyon siyang maglaro ng card kasama ang kaniyang kapatid na babae. ;Nagdesisyon siyang maglaro ng isang komedya sa kaniyang kapatid na babae. ;1
Nagreklamo ang bata na kailangan niyang pumunta sa banyo. ;effect;Binigyan siya ng kaniyang ama ng isang soda na inumin. ;Pinasara ng kaniyang ama ang kotse sa isang gas station. ;1
Isinabubo ng bata ang pagkain ng isda sa tangke. ;effect;Tumalon ang isda sa tangke. ;Lumangoy ang isda patungo sa pagkain. ;1
Nagbago ang pananaw ng babae sa pulitika. ;effect;Binago niya ang kaniyang pagkakapareho sa partido. ;Nagprotesta siya. ;0
Ang lababo sa banyo ay nakulong. ;effect;Binuksan ko ang gripo. ;Inibuhos ko ang drain cleaner dito. ;1
Bumaba na ang mga pasahero sa tren. ;cause;Dumating ang tren sa istasyon. ;Nagsiwit ang tren. ;0
Pinipilit ng lalaki ang basahang lapag ng sobre. ;effect;Naglagay siya ng selyo sa sobre. ;Isinara niya ang sobre. ;1
Nawala ang ugnayan ng mga kaibigan. ;cause;Nag-enjoy sila sa pakikisama ng isa't isa. ;Nag-alis sila sa iba't ibang lunsod. ;1
Ang accountant ay hindi nagamit ang pondo ng kumpanya. ;effect;Siya'y pinalayas mula sa kaniyang posisyon. ;Nag-leave siya dahil sa pagiging ina. ;0
Tumingin ako sa orasan. ;cause;Narinig ko ang pagtiktik ng orasan. ;Gusto kong tingnan ang oras. ;1
Nag-cramp ang kamay ko. ;cause;Isinulat ko ang sanaysay nang kamay. ;Kami ng aking asawa ay nagkamay-kamay. ;0
Nag-tigil ang bolt. ;cause;Binago ko ang bolt. ;Iniikot ko ang susi. ;1
Nag-sign ang mag-asawa ng lease para sa isang apartment. ;effect;Lumipat ang mag-asawa sa apartment. ;Ang bayan ay nagparusa sa apartment. ;0
Ang babae ay nakaupo sa labas sa porch. ;cause;Gusto niyang manood ng paglubog ng araw. ;Akala niya ay nakita niya ang kidlat. ;0
Nagsuot ang lalaki ng lifejacket sa tubig. ;cause;Hindi siya marunong lumangoy. ;Mababa ang tubig. ;0
Nagkamali ang babae sa pag-type sa word processor. ;effect;Inilipat niya ang dokumento. ;Pinilit niya ang backspace key. ;1
Nagpapahirap ang dalaga sa kaniyang mga kaibigan. ;cause;Naka-grade siya ng masama. ;Nanalo siya sa isang paligsahan. ;1
Ang hardin ay mabahong. ;cause;Nag-ulan nang malakas sa buong gabi. ;Ito'y puno ng mga damo. ;0
Natulog ang babae. ;cause;Nagpa-night siya sa isang hotel. ;Nakalimutan niyang i-set ang kanyang alarm clock. ;1
Nagsuot ng sunscreen ang lalaki. ;cause;Umupo siya sa lilim. ;Pumunta siya sa baybayin. ;1
Pinatunayan ng mga mananaliksik ang teorya. ;effect;Inihinto ng mga mananaliksik ang teoriya. ;Tinanggap ng mga indibiduwal ang teoriyang ito. ;1
Nag-uuhok ang mga tagahanga sa laro. ;cause;Nag-overtime ang laro. ;Ang referee ay gumawa ng isang masamang desisyon. ;1
Isinulat ko ang aking kombinasyon sa kandado. ;effect;Pinutol ko ang kandado. ;Nagbukas ang kandado. ;1
Naging mas malakas ang mga tao. ;effect;Binigyan ng ama ang anak niya ng pera. ;Kinuha ng ama ang kamay ng kaniyang anak. ;1
Ang niyebe ay nagsasara sa daanan. ;effect;Pinagtipon ko ang niyebe sa isang bola ng niyebe. ;Inilabas ko ang niyebe sa daan. ;1
Ang mga kayaker ay nag-aayuno ng kanilang mga balutang. ;effect;Nakarating sa baybayin ang kayak. ;Ang kayak ay nahulog sa alon. ;0
Nawala ang kontrol ng dalaga sa kaniyang bisikleta. ;effect;Iniwan niya ang handlebar. ;Nakipag-crash siya sa isang bakod. ;1
Sinubukang ko ang fan. ;effect;Ang tubig ay nabuhos sa aking balat. ;Naramdaman ko ang malamig na hangin na dumadaan sa akin. ;1
Bumalik sa baybayin ang mga surfer. ;cause;Sila'y nahuhumog. ;Nakita nila ang isang pating. ;1
Inilabas ko ang drain plug sa bathtub. ;effect;Ang tubig ay lumabas sa banyo. ;Ang tubig ay tumulo sa sahig. ;0
Ang asawang lalaki ay nadama ang pagkakasala dahil sa pagkunwari sa kaniyang asawa. ;effect;Inakusahan niya siya ng panghihina. ;Isinumbong niya sa kaniya ang kaniyang panghihina. ;1
Ang tinta sa poster ay nahuhulog. ;cause;Hinintay ko na magtuyo ang tinta. ;Nagbubo ako ng tubig sa poster. ;1
Nagising ang bata na umiiyak. ;cause;Nagkaroon siya ng pangarap. ;Nag-uumi siya sa kama. ;0
Itinaas ng bata ang kanyang mga paa sa mesa. ;effect;Umupo sa mesa ang kaniyang ama. ;Ang kaniyang ama ay nag-aral sa kaniya. ;1
Itinuring ng aking kaibigan ang kaniyang ulo sa aking direksiyon. ;cause;Sinisigaw ko ang pangalan niya. ;Iniyakan ko ang aking mga kamay. ;0
Pinipilit ng pamahalaan ang mga mamamayan nito. ;effect;Nag-alsa ang mga mamamayan. ;Ang mga mamamayan ay nakarehistro upang bumoto. ;0
Nawala ang bata sa kagubatan. ;effect;Nagpatayo siya ng tolda. ;Sumisigaw siya para humingi ng tulong. ;1
Naglakbay ang babae sa ibang bansa. ;cause;Gusto niyang matuto magdibuho. ;Gusto niyang matuto tungkol sa ibang kultura. ;1
Ang lalaki ay nainggit sa kaniyang katrabaho. ;cause;Ang kaniyang katrabaho ay pinalakas. ;Nagtatrabaho nang huli ang kaniyang katrabaho. ;0
Ang lalaki ay nakasaksi ng mga dayuhan. ;cause;Nag-hallucinate siya. ;Nagmumuni-muni siya. ;0
Naging blonde ang buhok ng lalaki. ;cause;Naglagay siya ng bleach dito. ;Naglagay siya ng shampoo dito. ;0
Ang artista ay lumikha ng bagong gawa. ;cause;Kinritikada niya ang kanyang naunang trabaho. ;Naramdaman niya ang isang pag-atake ng inspirasyon. ;1
Lumipat na ang anak mula sa bahay. ;cause;Siya ay pinaalis sa militar. ;Siya ay papasok sa kolehiyo. ;1
Ang mga aklat ay nahulog sa bookshelf. ;cause;Ang mga istante ay punô ng alikabok. ;Nagpalakpak ang bookshelf nang mag-alinig. ;1
Ang kuryente sa aking bahay ay tumigil. ;effect;Nagpalit ako ng ilaw. ;Binuhay ko ang circuit breaker. ;1
Nagsakay kami sa roller coaster. ;cause;Nakakatakot ang hitsura nito. ;Mukhang masaya. ;1
Nagsimula nang mag-pop ang sako ng popcorn. ;cause;Nagbubuhos ako ng mantikilya sa bag. ;Pinasunog ko ito sa microwave. ;1
Isang puno ang bumagsak sa linya ng kuryente. ;effect;Nawala ang kuryente sa kapitbahayan. ;Inihula ng hula ang malakas na hangin. ;0
Ang tagapagsalita ay gumawa ng mga komento na hindi tama sa pulitika. ;effect;Pinipisil niya ang mga tagapakinig. ;Nakapinsala siya sa mga tagapakinig. ;1
Sinaksak ko ang aking sarili sa pin. ;effect;Isang butil ng pawis ang tumulo sa aking mukha. ;Isang patak ng dugo ang nabuo sa aking daliri. ;1
Ang isda ay lumulutang sa ibabaw ng tangke. ;cause;Gutom ito. ;Ito ay patay na. ;1
Ang tinig ng lalaki ay parang maingay. ;cause;Siya ay may lagnat. ;Tumigil na siya sa paninigarilyo. ;0
Nagbukas ang mga pinto ng elevator. ;cause;Dumating ang elevator sa itinalagang palapag. ;Ang elevator ay nahuli sa pagitan ng mga palapag. ;0
Ang tin-edyer ay lumabas sa bahay. ;cause;Nagsinungaling siya sa kanyang mga magulang. ;Pinatay siya ng kaniyang mga magulang. ;1
Nagbaha ang banyo. ;cause;Nag-overflow ang banyo. ;Nasira ang heater ng tubig. ;0
Ang tuta ay nanatili sa tabi ng may-ari nito. ;cause;Ang may-ari ay nag-iipon ng kuleryo sa tuta. ;Ang may-ari ay nag-iingat sa aso. ;1
Ang lalaki ay nakakuha ng kaniyang pagmumula. ;cause;Tumayo siya sa ilalim ng malaking punong kahoy. ;Tumayo siya sa tahimik na lawa. ;1
Naligtaan ko ang tawag sa telepono ng aking kasintahan. ;effect;Tinawagan ko siya. ;Nakilala ko siya sa hapunan. ;0
Sinuri ng pamilya ang kapitbahayan. ;cause;Tumakas ang aso nila sa bahay. ;Ang mamahaling alahas ay nawawala sa kanilang tahanan. ;0
Nakita ko ang aking hininga nang ako'y huminga. ;cause;Ang panahon ay malamig. ;Naramdaman ko ang pagkadikit ng aking dibdib. ;0
Nagbuo ng unyon ang mga empleyado. ;cause;Nais nila ang mas mabuting mga kalagayan sa pagtatrabaho. ;Pinalaki ng kanilang amo ang kanilang suweldo. ;0
Nagluto ako ng apple pie. ;effect;Ang amoy ng pagkalot ay pumuno sa kusina. ;Isang mainit na amoy ang pumuno sa kusina. ;1
Nagpupumilit ang babae na lumakad. ;cause;Nagsuot siya ng mataas na takong. ;Inilabas niya ang kanyang sapatos. ;0
Nag-init ang singaw mula sa palayok ng tubig. ;cause;Nagulo ang tubig. ;Tinatakpan ko ang bote. ;0
Lahat ng aking mga medyas ay nasa laundry. ;effect;Nagsuot ako ng sandalyas. ;Nagsuot ako ng mga sapatos. ;0
Ang argumento ng pulitiko ay itinuring na walang kabuluhan. ;effect;Nawala ang suporta ng mga botante. ;Siya ay inakusahan ng katiwalian. ;0
Hindi sinang-ayunan ng lahat ang pakikipag-ugnayan ng mag-asawa. ;effect;Nagdadalang-tao ang mag-asawa. ;Nag-iwan ang mag-asawa. ;1
Ang gusali ay inialay sa milyonaryo. ;cause;Nais ng milyonaryo na sirain ang gusali. ;Nagbigay ang milyonaryo ng pondo upang ito ay maitatayo. ;1
Inakusahan ng kasamahan sa pagbebenta ang dalaga na nagnanakaw. ;cause;Nakita ng sales associate ang batang babae na naglalagay ng merchandise sa kaniyang bag. ;Tinulungan ng sales associate ang batang babae na mahanap ang bag na gusto niya. ;0
Ang bansa ay nagdeklara ng digmaan sa kalapit na teritoryo. ;effect;Ang mga sundalo ay ipinadala upang lumaban. ;Ang mga sundalo ay muling nakasama sa kanilang mga pamilya. ;0
Pinatunayan ng korte ang kontrobersyal na hatol. ;effect;Nagsimula ang isang kaguluhan sa harap ng korte. ;Nagpalit ng panata ang isang mag-asawa sa harap ng korte. ;0
May amoy ng nasusunog ang dalaga. ;cause;Kinuha niya ang mga cookies sa bote. ;Iniwan niya ang mga cookies sa oven. ;1
Malakas ang ulan. ;effect;Naging mas malakas ang bagyo. ;Nagmadali akong pumasok. ;1
Ang gusali ay pinaalis. ;cause;Tumigil sa pag-andar ang elevator. ;Nag-alarm ang alarma sa sunog. ;1
Nagalit ang ama sa alkoholismo ng kaniyang anak. ;effect;Binili ng ama ang kanyang anak ng beer. ;Inilayas ng ama ang kaniyang anak sa bahay. ;1
Sumakay ang abugado sa hagdan patungo sa kaniyang opisina. ;cause;Umuwi na ang sekretarya sa araw na iyon. ;Ang elevator ay hindi gumagana. ;1
Nainis ang lalaki sa kaniyang kaibigan. ;cause;Pinasara siya ng kaniyang kaibigan. ;Ang kaibigan niya ang nag-alay sa kanya ng tanghalian. ;0
Ibinigay ng dalaga ang pera sa cashier. ;effect;Binigyan ng cashier ang batang babae ng kanyang pera. ;Nakalimutan ng cashier na bigyan ang dalaga ng resibo. ;0
Ang babae ay inilagay sa isang wheelchair. ;cause;Siya ay nabalian sa isang aksidente. ;Pumasok siya sa ospital sa isang baril. ;0
Ang mga mamamayan ay nagbitay ng pambansang bandila sa labas ng kanilang mga tahanan. ;cause;Ang bansa ay nagdiriwang ng kalayaan nito. ;Ang bansa ay nakaharap sa kahirapan sa ekonomiya. ;0
Nawala ang koponan sa paligsahan. ;effect;Nakapagbibida sila sa kanilang mga tagahanga. ;Sila'y nagbigay-inspirasyon sa kanilang mga tagahanga. ;0
Ipinahiwatig ng aking kaibigan na may pagkain na nakulong sa aking ngipin. ;effect;Ako'y nahihiya. ;Naramdaman ko ang pagmamalaki. ;0
Hindi nakapasa ang bata sa eksamin sa kasaysayan. ;cause;Siya'y nakikinig sa klase. ;Nakalimutan niyang mag-aral. ;1
Nagbagsak ang gusali sa gitna ng bayan. ;cause;Isang lindol ang sumiklab sa lunsod. ;Dumami ang bilang ng krimen sa lunsod. ;0
Naghiwalay ang nobya ng lalaki sa kaniya. ;effect;Humihingi siya sa kaniya na tanggapin siya. ;Ipinabatid niya ito sa kaniyang mga magulang. ;0
Sabay-sabay na lumapit ang dalawang bata upang kunin ang bola. ;effect;Ang bola ay nag-rol ng layo. ;Nag-umpisa ang kanilang mga ulo. ;1
Sinasamsam ng rakun ang basurahan. ;cause;May karton sa basurahan. ;Ang takip ay nasa basurahan. ;1
Pinasigla ng bata ang lapis. ;cause;Ito ay mura. ;Ito'y walang-kahulugan. ;1
Itinanggi ng cashier ang babayi na bayaran ang damit. ;cause;Nawala ang resibo niya. ;Hindi naitutugma ang damit. ;0
Malalim ang gulo sa aking balat. ;effect;Mabilis itong gumaling. ;Nag-iwan ito ng isang marka. ;1
Ang lalaki ay nakatanggap ng kakaibang mga tingin mula sa mga pasahero sa tren. ;cause;Nakatitig siya sa lupa. ;Nag-uusap siya sa sarili niya. ;1
Nag-iwan ng mga hiwa ang bata sa sahig. ;effect;Ang mga langgam ay lumulutang sa mga hiwa. ;Iniwan ng bata ang tinapay. ;0
Binigyan ng babae ang kaniyang kapatid na babae ng isang tissue. ;cause;Ang kapatid na babae ng babae ay nag-ipon ng mga kamay. ;Nagsimula nang umiyak ang kapatid na babae ng babae. ;1
Kinuha ng lalaki ang isang mint. ;cause;Ang kaniyang mga labi ay napunit. ;Nag-aalala siya tungkol sa masamang hininga. ;1
Ang mag-asawa ay maaga nang umalis para sa palabas. ;cause;Inaasahan nila ang trapiko sa paligid ng teatro. ;May mga direksyon sila papunta sa teatro. ;0
Ang babae ay nanatili sa bahay mula sa trabaho. ;effect;Pinuri siya ng kaniyang boss. ;Tinaguyod siya ng kaniyang katrabaho. ;1
Ang lalaki ay pumirma sa petisyon ng mga aktibista. ;cause;Sinuportahan niya ang kanilang mga layunin. ;Sinabi niya na mga baliw sila. ;0
Ang puso ng aktor ay tumatakbo bago ang kanyang pagganap. ;cause;Siya ay natatakot sa entablado. ;Naalala niya ang kaniyang mga talata. ;0
Ako'y nawala. ;effect;Binilang ko ang aking pera. ;Nag-iwan ako ng mapa. ;1
Ang mga hinog na prutas ay nanatili sa araw. ;effect;Ito ay kinain. ;Nag-uubog ito. ;1
Nagbabagsak ang kotse. ;cause;Binuksan ko ang pagsisimula. ;Nag-overheat ang makina. ;1
Nasaktan ang lalaki sa likod. ;effect;Siya'y pumaroon sa isang sikyatrista. ;Ilang araw siyang nakahiga. ;1
Nagpalit ako sa apoy sa kamalig. ;cause;Wala na akong kahoy. ;Malamig sa loob ng bahay. ;1
Tumigil ang babae sa pag-jogging. ;cause;May cramp siya sa kanyang gilid. ;Siya ay nagkaroon ng ikalawang hangin. ;0
Tinuktok ko ang pinto ng aking kapitbahay. ;effect;Pinapasok ako ng aking kapitbahay. ;Ang aking kapitbahay ay umalis sa bahay niya. ;0
Nagbuntong hininga ang babae. ;cause;Hindi nauunawaan ng kaniyang asawa ang kaniyang mga alalahanin. ;Nagpaalam sa kaniya ang kaniyang asawa. ;0
Pinuri ng guro ang estudyante. ;cause;Tama ang sagot ng estudyante sa tanong. ;Nag-atubiling sagutin ng estudyante ang tanong. ;0
Wala nang itlog ang babae. ;effect;Pumunta siya sa bukid. ;Pumunta siya sa supermarket. ;1
Nakilala ko ang isang matandang kaibigan. ;effect;Isiniwalat ko sa kanya ang isang lihim. ;Binibigkis ko siya. ;1
Hindi pumasok sa lawa ang babae. ;cause;Nakapanghuli siya ng isda. ;Mukhang kontaminado. ;1
Ang estudyante ay dumating sa klase na pawis. ;cause;Nasira ang payong niya. ;Ang kanyang bisikleta ay ninakaw. ;0
Lumipat ang cursor sa computer screen. ;cause;Ang gumagamit ay nag-click sa mouse. ;Inilipat ng gumagamit ang mouse. ;1
Nag-ikot ang tsuper. ;cause;Isang aksidente ang naganap sa pangunahing daan. ;Sinundan niya ang trak na nasa unahan niya. ;0
Inibit ko ang basahang tela sa lapon ng damit sa labas. ;effect;Ang tela ay naglalaho. ;Ang tela ay may mga mantsa. ;0
Ang babae ay nagsuot ng mga salamin. ;cause;Ang liwanag ng araw ay maliwanag. ;Nag-hire siya ng taxi. ;0
Tumingin ang lalaki sa langit sa gabi. ;cause;Nais niyang tag-init na. ;Sa palagay niya ay maganda ito. ;1
Ako'y pagod na pagod. ;effect;Maaga akong nakatulog. ;Nagising ako sa buong gabi. ;0
Nagpunta ang lalaki sa barbero. ;cause;Lumalaki na ang buhok niya. ;Lalong lumalaki ang kaniyang buhok. ;1
Naglaro ang bata ng masamang mga pakikipagsapalaran sa kaniyang bagong kaklase. ;cause;Binati ng bata ang bagong kaklase. ;Hindi nagustuhan ng bata ang bagong kaklase. ;1
Gusto ko ng isang baso ng gatas. ;cause;Kumain ako ng cookies. ;Nagluluto ako ng tinapay. ;0
Nagsimulang umulan. ;effect;Sinindi ng tsuper ang mga ilaw ng harap. ;Binago ng tsuper ang kotse. ;0
Ang parking lot ng gusali ay walang tao. ;effect;Nagparking ako sa kabilang daan ng kalye. ;Nagparking ako malapit sa pasukan. ;1
Nalampasan ng manunulat ang deadline para sa pagsusumite ng draft. ;cause;Siya ay may block ng manunulat. ;Siya ang nag-edit ng draft. ;0
Inalis na sa akin ng kasamahan ko. ;cause;Humiling ako na makipag-usap sa isang superbisor. ;Ibinigay ko ang aking numero ng pagkakakilanlan. ;0
Ang hangin ay sumipsip sa bukas na bintana. ;effect;Nag-ring ang doorbell. ;Nagkurap ang mga kurtina. ;1
Ang kuryente sa aking bahay ay tumigil. ;cause;Inilabas ko ang lampara. ;Na-blown ko ang isang fuse. ;1
Nagngungol ang weightlifter. ;cause;Pinapayagan niya ang kaniyang mga kalamnan sa salamin. ;Itinaas niya ang bar sa ibabaw ng kaniyang ulo. ;1
Sinubukan ng estudyante na gawin ang matematika sa kaniyang ulo. ;effect;Kinuha niya ang isang calculator. ;Nalilito siya. ;1
Natulog ang sanggol. ;cause;Binago ng ama ang pampalasa ng sanggol. ;Maingat na inuyog ng ama ang sanggol. ;1
Itinapon ng dalaga ang balon ng tubig sa batang lalaki. ;effect;Ang bata ay nagkaroon ng concussion. ;Nalamig ang bata. ;1
Nakalimutan ng litratista na gamitin ang flash sa camera. ;effect;Ang mga larawan ay naging maliwanag. ;Ang lahat ng nasa mga larawan ay tumanggi na ngumiti. ;0
Hindi ako tumanggap ng imbitasyon sa birthday party. ;cause;Ako'y nag-iisa. ;Wala ako sa bayan. ;1
Nag-ehersisyo ako. ;cause;Naramdaman ko ang lakas. ;Natakot ako. ;0
Inihihigpit ko ang basahang espongha. ;effect;Nakatupok ito ng tubig. ;Lumabas ang tubig mula rito. ;1
Sumakay ng bangka ang mga bakasyunaryo patungo sa resort. ;cause;Ang resort ay naka-book. ;Ang resort ay nasa isang isla. ;1
May tattoo ang tinedyer. ;cause;Natatakot siya sa mga karayom. ;Gusto niyang maghimagsik. ;1
Isang di-kilala na kotse na naka-parking sa labas ng aking bahay. ;effect;Naging mapaghihinala ako. ;Tinawagan ko ang pulisya. ;0
Nagbigay ng sarili ang kriminal. ;cause;Ang ebidensiya ay nag-aakalang siya ang may kasalanan. ;Walang ebidensiya laban sa kaniya. ;0
Nagpasya ang matitinding lalaki na magbawas ng timbang. ;effect;Hindi na siya nag-iinom ng tamis. ;Hindi siya umiinom ng kape. ;0
Lumakad ang dalaga sa yelo. ;effect;Nag-slide siya. ;Nagkulang siya. ;0
Ang babae ay may mga singsing sa ilalim ng kaniyang mga mata. ;cause;Nagising siya sa buong gabi. ;Inihiga niya ang kaniyang anak. ;0
Nag-agos ang lawa mula sa bulkan. ;cause;Sumiklab ang bulkan. ;Ang bulkan ay hindi nag-aandar. ;0
Isinulong ng babae ang kaniyang sapatos. ;cause;Kilala niya ang lahat sa party. ;Gusto niyang umalis sa party. ;1
Binayaran ko ang tagapag-alaga sa tollbooth. ;effect;Pinapasa niya ako sa toll booth. ;Inihinto niya ako sa tollbooth. ;0
Ang ehekutibo ay nagbankrupt. ;cause;Ibinebenta niya ang stock ng kaniyang kumpanya. ;Isinabog niya ang kaniyang kayamanan. ;1
Nagpakonsulta sa doktor ang lalaki. ;cause;Ang doktor ay nagbabakasyon. ;Nagkasakit ang lalaki. ;1
Lumabas ako sa aking silid-tulugan sa pamamagitan ng bintana. ;cause;Nagdilaab ang bahay. ;Walang tao sa bahay. ;0
