premise;question;choice1;choice2;label
མི་དེའི་མིག་ཆུ་འབུར་སོང་། ;cause;མིག་ལ་རྡུལ་འཐུལ་སོང་། ;ཁོང་རང་གི་མིག་ལ་མིག་ལོང་བཀབ་པ་རེད། ;0
རྩེད་འགྲན་པ་དེས་རྩེད་འགྲན་ལྔ་རྩེད་འགྲན་བྱས་ཏེ་རྒྱལ་རབས། ;effect;མོ་ལ་ངོ་རྒོལ་བྱེད་མཁན་གྱིས་མོ་ལ་གཡོ་སྒྱུ་བྱེད་ཅེས་སྐྱོན་བརྗོད་བྱས་འདུག ;མོ་ལ་ངོ་རྒོལ་བྱེད་མཁན་གྱིས་མོ་ལ་སྙིང་རྗེ་བསྐྱེད་དོ། ;0
སློབ་དཔོན་གྱིས་སློབ་ཕྲུག་གི་བརྟག་དཔྱད་དེ་དུམ་བུར་བཅགས་སོ། ;cause;ཁོ་ཡིས་སློབ་ཕྲུག་དེ་ལྐོག་ཟ་བྱེད་དུ་བཟུང་། ;སློབ་ཕྲུག་གི་ལན་དེ་ནོར་འཁྲུལ་རེད། ;0
ངས་ཁ་གཏད་བྱེད་རྒྱུ་མཚམས་འཇོག་བྱས་པ་ཡིན། ;cause;ངའི་སྐད་སྒྲ་རླག་སོང་། ;ངས་དབུགས་ཆད་སོང་། ;1
ཟས་ཁམ་པ་འཁྱགས་པས་གྲོལ་སོང་། ;cause;ངས་དེ་ལ་མེ་ཏོག་ནང་དུ་བླུགས་པ་ཡིན། ;ངས་དེ་ལིས་ཊིག་བུམ་པ་བཀབ་པ་ཡིན། ;0
ལས་བྱེད་པས་ནད་ཀྱི་རྣམ་པ་བཟོ་བ། ;cause;ཁོ་ལ་ཁོག་པ་ན་བའི་ནད་བྱུང་འདུག ;ཁོ་ལ་ཉིན་གཅིག་ངལ་གསོ་དགོས་པ་རེད། ;1
བུ་མོ་ཆུ་ལ་ལྷུང་སོང་། ;cause;མོ་ནི་ཆུ་ཐོག་གི་གྲུ་ལ་རྒྱུག་སོང་། ;མོ་ནི་ཆུ་ལ་འཕུར་བའི་གྲུ་ནས་འཕུར་སོང་། ;1
གློག་བརྙན་གི་སྒོར་ཤོག་ཆ་ཚང་བཙོང་ཟིན་འདུག ;cause;གློག་བརྙན་དེའི་ཉིན་དང་པོ་རེད། ;གློག་བརྙན་ལ་དཔྱད་ཞིབ་མི་ལེགས་པ་ཐོབ་འདུག ;0
མི་དེས་ཁལ་རླངས་བཏང་། ;effect;མི་རྣམས་ཀྱིས་ཁོང་རང་སོ་སོར་དབྱེ་འབྱེད་བྱས་པ་ཡིན། ;མི་རྣམས་ཀྱིས་ཁོང་ལ་བསྟོད་བསྔགས་ཕུལ་ལོ། ;1
བུ་མོའི་ལག་པར་རྨ་ཁ་ཆགས་པ་རེད། ;cause;ཁོ་མོས་ཡི་གེ་ཞིག་བྲིས་པ་རེད། ;མོ་ཐག་པ་ཞིག་ལ་འཛེགས་སོང་། ;1
སེར་ཀེའི་འཁྲབ་སྟོན་པ་དེས་འཁོར་ལོ་གཅིག་ལ་བཞོན་ནས་འཁྲབ་སྟོན་བྱས་འདུག ;effect;མི་ཚོགས་ཧ་ལས་ནས་དགའ་བསུ་ཞུས་སོ། ;མགར་རྩེད་པ་ཞིག་གིས་གློག་དབྱངས་ཀྱི་གློག་དབྱངས་ཞིག་ནས་གློག་དབྱངས་ཀྱི་གློག་དབྱངས་ཤིག་ལ་གློག་དབྱངས་གཏོང་གི་འདུག ;0
ངའི་བཟོད་བསྲན་ཉམས་སོང་། ;cause;ངའི་གྲོགས་པོས་ང་ལ་སྒུག་བཅུག་པ་ཡིན། ;ངའི་གྲོགས་པོ་དུས་ཚོད་ལ་སླེབས་སོང་། ;0
དམག་འཁྲུག་ཅན་གྱི་རྒྱལ་ཁབ་ཁག་གིས་ཞི་བདེ་དགོས་པ་རེད། ;effect;ཁོང་ཚོས་རྡུལ་ཕྲན་མཚོན་ཆ་བཟོ་སྐྲུན་བྱས་ཡོད། ;ཁོང་གཉིས་ཀྱིས་གྲོས་མོལ་ཞིག་བྱས་པ་ཡིན། ;1
མི་དེས་གཉིད་ལ་དུག་པའི་སྨན་ཞིག་བཞེས་འདུག ;effect;ཁོང་ཉིད་ཁུག་པ་ཆགས་པ་རེད། ;ཁོང་ལ་ཚ་བ་ལངས་པ་རེད། ;0
བུད་མེད་དེས་སོག་པུར་རྡེག་སོང་། ;effect;ཉལ་ཁྲི་གི་རྐང་པ་འཐེན་སོང་། ;མོ་ལ་པུས་མོ་རྨས་སོང་། ;1
བུ་དེས་རླུང་གིས་འཕུར་བའི་རླུང་ཁུག་དེ་བཙུགས། ;effect;གློག་ཀླད་ཀྱི་མེ་ཏོག ;གློག་ཀླད་འཕུར་ཕྱིན་སོང་། ;0
ཁོང་ཚོས་མགྲོན་ཁང་གི་ཁང་མིག་ནང་དུ་བསྡོད་ཀྱི་ཡོད། ;effect;ཁོང་ཚོས་རང་གི་སྒམ་ཁོག་བཀྲོལ་སོང་། ;ཁོང་ཚོ་གནམ་ཐང་དུ་ཕྱིན་པ་རེད། ;0
ངས་པི་ཤུའི་ནང་ལ་སོ་བཏབ་པ་ཡིན། ;effect;པི་ཤུའི་རྨ་སྐྱོན་བྱུང་། ;རྒུན་ཆང་རླངས་སོང་། ;1
ངའི་ལག་པ་ཁ་དོག་ཆགས་སོང་། ;cause;ངས་ཌོ་ནཊ་ཟོས་པ་ཡིན། ;ངས་ཁ་བ་མངར་མོ་ཞིག་ཟ་གི་ཡོད། ;0
ངས་སྒོ་ཕྱེས་པ་ཡིན། ;effect;སྒོ་ཁ་ཕྱེ་སོང་། ;སྒོ་རྒྱབ་འདུག ;0
ལས་འགུལ་བ་ཚོས་ཐོན་སྐྱེད་བཀག་ཉར་བྱས་པ། ;cause;ཚོད་ལྟ་བྱས་ནས་དངོས་རིགས་ཀྱི་གནས་ཚད་ལ་བརྟག་དཔྱད་བྱས་ཡོད། ;ཚོད་བསྲེ་རིགས་དེ་དག་ནི་ཕྲུ་གུ་ཚོས་ལས་ཀ་བྱེད་ནས་བཟོས་པ་ཡིན། ;1
ངས་རྩིག་པར་སྒལ་པ་ཞིག་བྲུས་པ་ཡིན། ;effect;ཙི་ཙི་ཞིག་བྲག་ཕུག་ནས་ཐོན་སོང་། ;བྱེད་སྒོའི་ནང་རྡུལ་ཐོན་སོང་། ;1
བུད་མེད་དེས་རང་གི་སྲིང་མོ་ལ་ཕྲག་དོག་བྱེད་པ་རེད། ;cause;ཁོང་མོའི་སྲིང་མོ་དགའ་སྐྱིད་ལྡན་པ་རེད། ;ཨ་ཅས་ཁ་བྲལ་སོང་། ;0
ངས་ཆང་གི་ཁུ་བ་ངའི་གྱོན་གོས་ལ་བླུགས་པ་ཡིན། ;effect;ངས་སྒ་རས་གྱོན་པ་ཡིན། ;ངས་གོས་བརྗེ་སོར་བྱས་པ་ཡིན། ;1
དངུལ་ཁང་གི་ལས་བྱེད་པས་དངུལ་ཁང་གི་སྒོ་བརྒྱབ་པ་རེད། ;cause;ཚོང་པ་དེས་རང་གི་དངུལ་ཁུག་ལ་བརྟག་དཔྱད་བྱས་པ་ཡིན། ;མགྲོན་པོ་དེས་མོ་ལ་དངུལ་སྤྲད་དོ། ;1
ལམ་གྱི་རོལ་དབྱངས་མཁན་དེས་མི་ཚོགས་ཤིག་ལ་རེག་པ་བྱས། ;effect;མི་ཚོས་ཁོ་ལ་དངུལ་ཆུང་སྤྲོད་ཀྱི་ཡོད། ;ཁོང་གིས་མི་ཚོགས་ཕྱིར་བཏང་ངོ་། ;0
བུ་ཆུང་ངུ་ཞིག་རང་གི་ཕྲུ་གུའི་ལྟ་སྐྱོང་པ་ལ་ངུ་བཞིན་འདུག ;cause;ཁོང་རང་གི་ཕ་མ་གཉིས་ཡིད་འཕྲོག་པ་རེད། ;ཟས་ཟ་བའི་དུས་ལ་བསླེབས་སོང་། ;0
གནམ་གྲུ་གི་དེད་དཔོན་གྱིས་རླུང་འཚུབ་ཞིག་མཐོང་འདུག ;effect;གནམ་གྲུ་དཔོན་གྱིས་རླུང་འཚུབ་ལས་ཐག་རིང་བར་གྲུ་གཟིངས་བསྐྱོད་པ་རེད། ;གནམ་གྲུ་གི་དེད་དཔོན་གྱིས་རླུང་འཚུབ་བརྒྱུད་དེ་འཕུར་སོང་། ;0
ཤིང་སྡོང་གི་ལོ་མ་ཕུད་སོང་། ;effect;ཤོག་ལེབ་ཚོས་ཚོས་པ་བསྒྱུར་བ་རེད། ;ཤོག་ལེབ་རྣམས་ས་ལ་སྤུངས་ནས་ཡོད། ;1
བུ་དེ་སེམས་ཁྲལ་ཅན་ཞིག་རེད། ;effect;ཁོང་རང་གི་སྲིང་མོ་དང་ལག་གི་རྩེད་འགྲན་ཞིག་རྩེད་རྒྱུའི་ཐག་བཅད་པ་རེད། ;ཁོང་རང་གི་སྲིང་མོ་ལ་གད་མོ་ཞིག་བཟོ་རྒྱུའི་ཐག་བཅད་པ་རེད། ;1
བུ་ཆུང་གིས་ཁལ་ཁང་དུ་འགྲོ་དགོས་བྱུང་ཞེས་སྐྱོན་བརྗོད་བྱས་འདུག ;effect;ཕ་ཡིས་ཁོ་ལ་ཆུ་འཐུང་ཆེད་ཆུ་འཐུང་སྟངས། ;ཁོང་རང་གི་ཕ་ཡིས་སྣུམ་འཁོར་ལ་སྣུམ་འཁོར་ཁང་དུ་བཀག་པ་རེད། ;1
བུ་ཆུང་གིས་ཉ་ཟས་ཆུ་མཛོད་ནང་གཏོར་སོང་། ;effect;ཉ་དེ་ཆུ་མཛོད་ནས་མཆོངས་སོང་། ;ཉ་དེ་ཟས་ཀྱི་ཕྱོགས་སུ་འཁྱིལ། ;1
བུད་མེད་ཀྱི་སྲིད་དོན་གྱི་ལྟ་ཚུལ་བསྒྱུར་བ་རེད། ;effect;མོ་ནི་སྲིད་དོན་ཚོགས་པ་གཞན་ཞིག་དང་འབྲེལ་བ་བྱེད་རྒྱུ་རེད། ;མོ་རང་ངོ་རྒོལ་བྱེད་སར་ཞུགས་པ་རེད། ;0
ཁྲུས་ཁང་གི་ཆུ་མཛོད་ནི་སྦ་འདུག ;effect;ངས་ཆུ་སྣོད་ཁ་ཕྱེས་པ་ཡིན། ;ངས་ཆུ་གཙང་མ་ཞིག་བླུགས་པ་ཡིན། ;1
འགྲུལ་པ་རྣམས་ཆུའི་སྟེང་ནས་མར་བབས་པ་རེད། ;cause;ལྕགས་ཟམ་དེ་ས་གནས་སུ་སླེབས་སོང་། ;ལྕགས་འཁོར་གྱིས་འུར་སྒྲ་འབུད་སོང་། ;0
མི་དེས་ཤོག་སྒྲིལ་གྱི་ཁ་ཕྱེས་ཁོག་པ་ཁ་དོག་ལ་ཨེབ་འདུག ;effect;ཁོང་གིས་ཤོག་སྒྲིལ་ལ་ཐེམ་སྐས་ཤིག་བརྒྱབ་པ་རེད། ;ཁོང་གིས་ཤོག་སྒྲིལ་དེ་རྒྱབ་པ་རེད། ;1
གྲོགས་པོ་རྣམས་ཕན་ཚུན་བར་ལ་འབྲེལ་བ་མེད་པར་གྱུར་པ་རེད། ;cause;ཁོང་གཉིས་ཕན་ཚུན་མཉམ་གནས་པར་དགའ་བ་རེད། ;ཁོང་ཚོ་གྲོང་ཁྱེར་སོ་སོར་གནས་སྤོས་བྱས་པ་ཡིན། ;1
རྩིས་འཛིན་པ་དེས་ལས་སྡེའི་དངུལ་གྱི་འཛིན་སྐྱོང་ནོར་འཁྲུལ་བྱས་འདུག ;effect;མོ་ལས་ཀ་ནས་གློད་གྲོལ་བཏང་། ;མོ་ནི་སྐྱེ་གཡོག་གི་ངལ་གསོ་དུ་ཕྱིན་པ་རེད། ;0
ངས་ཆུ་ཚོད་ལ་བལྟས་པ་ཡིན། ;cause;ཆུ་ཚོད་འགོར་བ་ཐོས་བྱུང་། ;ངས་དུས་ཚོད་བལྟ་འདོད་བྱུང་། ;1
ངའི་ལག་པ་འཐེབ་སོང་། ;cause;ངས་རྩོམ་ཡིག་དེ་ལག་གིས་བྲིས་པ་ཡིན། ;ང་དང་ངའི་ཆུང་མ་ལག་པར་ལག་པར་བསྡད། ;0
བག་ལེབ་དམ་པོར་བཟོས་པ། ;cause;ངས་སྒྲོམ་དེ་བརྗེ་སོར་བཏང་ཡོད། ;ངས་ཨེ་རིག་ལྡེ་མིག་དེ་ཁ་བསྒྱུར་པ་ཡིན། ;1
ཁོང་གཉིས་ཁང་ཁྱིམ་གླར་སྤྲོད་པའི་གན་རྒྱ་ཞིག་བཀོད་ཡོད། ;effect;ཁོང་གཉིས་ཁང་པའི་ནང་དུ་གནས་སྤོས་བྱས་པ་རེད། ;གྲོང་ཁྱེར་གྱི་ཁྲིམས་ཁང་གིས་ཁང་པ་དེ་ལ་བཀག་སྡོམ་བྱས་འདུག ;0
བུད་མེད་དེ་ཕྱི་རོལ་གྱི་སྒོ་ཁར་བསྡད་དོ། ;cause;མོ་ནི་ཉི་མ་ནུབ་པར་བལྟ་འདོད་འདུག ;མོ་ལ་གློག་འཁྱུག་མཐོང་བ་རེད་བསམ་བྱུང་། ;0
མི་དེས་ཆུ་ལ་ཆུ་སྦང་གོས་གྱོན་འདུག ;cause;ཁོང་ཆུའི་ནང་ལ་ཆུའི་ནང་ལ་ཆུའི་ནང་ལ་ཆུའི་ནང་ལ་ཆུའི་ནང་ལ་ཆུའི་ནང་ལ་ ;ཆུ་ནི་གཏིང་ཟབ་པོ་མ་འདུག ;0
བུད་མེད་དེས་ཡི་གེ་བཀོལ་བྱེད་འཕྲུལ་ཆས་ནང་ཡི་གེ་བརྐོས་པ་བཟོས་འདུག ;effect;མོ་གིས་ཡིག་ཆ་དེ་སུབ་པ་རེད། ;མོ་ཡིས་རྒྱབ་སྣེ་ལྡེ་མིག་ (Backspace) ལ་གནོན་སོང་། ;1
བུ་མོ་དེས་རང་གི་གྲོགས་པོ་རྣམས་ལ་ང་རྒྱལ་བྱེད་པ་ཡིན། ;cause;མོ་ལ་རྟགས་མ་ཡག་པོ་ཐོབ་འདུག ;མོ་ལ་འགྲན་བསྡུར་ཞིག་ཐོབ་ཡོད། ;1
ས་ཁྱམས་ལ་འདམ་པོ་འདུག ;cause;མཚན་མོ་དེར་ཆར་པ་ཤུགས་ཆེན་པོ་འབབ་པ་རེད། ;ས་ཞིང་གང་སར་རྩ་ངན་གང་ནས་ཡོད། ;0
བུད་མེད་དེ་གཉིད་ལོག་སོང་། ;cause;མོ་མཚན་མོ་མགྲོན་ཁང་ཞིག་ཏུ་བསྡད་སོང་། ;མོ་རང་གི་གློག་ཀླད་ཀྱི་ཆུ་ཚོད་སྒྲིག་རྒྱུ་བརྗེད་སོང་། ;1
མི་དེས་ཉི་མ་ལ་གདོང་ལེན་བྱེད་ནུས་པའི་སྨན་ཁབ་གྱོན་པ་རེད། ;cause;ཁོ་གྲིབ་ནག་ཏུ་བསྡད་དོ། ;ཁོ་རྒྱ་མཚོའི་འགྲམ་ལ་སོང་འདུག ;1
ཞིབ་འཇུག་པ་རྣམས་ཀྱིས་རྣམ་གཞག་དེ་བདེན་པར་བསྟན་པ་རེད། ;effect;ཞིབ་འཇུག་པ་རྣམས་ཀྱིས་རྣམ་གཞག་དེ་ཕྱིར་འཐེན་བྱས་འདུག ;མི་འགའ་ཤས་ཀྱིས་ལྟ་བ་དེར་ཁས་ལེན་བྱས་ཡོད། ;1
རྩེད་འགྲན་སྐབས་ཀྱི་དགའ་ལྡན་ཚོས་སྐད་ཅོར་བརྒྱབ་འདུག ;cause;རྩེད་འགྲན་ནི་དུས་ཡུན་རིང་དུ་འགྲོ་བཞིན་ཡོད། ;ཁྲིམས་དཔོན་གྱིས་ཐག་གཅོད་མ་ལེགས་པར་བྱས་འདུག ;1
ངས་སྒོ་ལྕགས་སྟེང་གི་ཨང་བཏགས་པ་ཨང་བཏགས་པ་ཡིན། ;effect;ངས་སྒོ་རྒྱབ་པ་ཡིན། ;སྒོ་ཁ་ཕྱེ་སོང་། ;1
མི་ཚོགས་ཤུགས་ཆེ་རུ་ཕྱིན་པ་རེད། ;effect;ཕ་དེས་བུ་ལ་དངུལ་ཕྲན་བུ་སྤྲད་དོ། ;ཕ་ཡིས་རང་གི་བུ་ལ་ལག་པར་བཟུང་། ;1
སྦལ་པ་ནས་ལམ་བཀག་འདུག ;effect;ངས་གངས་རྣམས་གངས་དཀར་གྱི་རྡུལ་དུ་སྤུངས་པ་ཡིན། ;ངས་གངས་དེ་ལམ་ནས་ཕུད་ནས་ཕུད་པ་ཡིན། ;1
ཀ་ཡ་ཀའི་གྲུ་པ་རྣམས་ཀྱིས་གྲུ་གཟིངས་ལ་གྲུ་གཟིངས་བསྐྱོད་པ། ;effect;ཀ་ཡ་ཀཱོས་མཚོ་འགྲམ་ལ་སླེབས་པ་རེད། ;ཀ་ཡ་ཀིས་རྦ་རླབས་ལ་ཐུག་སོང་། ;0
བུ་མོ་དེས་རང་གི་འཁོར་ལོའི་དབང་ཆ་ཤོར་སོང་། ;effect;མོ་ཡིས་ལག་རྟའི་ཁ་པར་བཏང་། ;མོ་ལྕགས་རིར་བརྡབ་སོང་། ;1
ངས་རླུང་འཕྲིན། ;effect;ཆུ་གིས་ངའི་པགས་པ་གཏོར་སོང་། ;ངས་རླུང་ཚ་པོ་ངའི་སྟེང་བབས་པ་ཚོར་བ་བྱུང་། ;1
སེར་ཕིར་རྣམས་མཚོ་འགྲམ་ལ་ཕྱིར་ལོག་སོང་། ;cause;ཁོང་ཚོ་ཆུ་ལ་སྦང་འདུག ;ཁོང་ཚོས་ཉ་ཞིག་མཐོང་སོང་། ;1
ངས་ཆུ་སྣུམ་གྱི་ཆུ་ཐིག་གི་སྣོད་དེ་བཏོན་པ་ཡིན། ;effect;ཆུ་ནི་ཆུ་རྫིང་ནས་ཐོན་པ་རེད། ;ཆུ་དེ་ས་ལ་ཐིག་ལེ་བརྒྱབ་འདུག ;0
ཁྱོ་ག་དེས་རང་གི་ཆུང་མར་གཡོ་སྒྱུ་བྱས་པར་ཉེས་སྐྱོན་གྱི་ཚོར་བ་བྱུང་ངོ་། ;effect;ཁོས་མོ་ལ་ལོག་གཡེམ་བྱས་པར་སྐྱོན་བརྗོད་བྱས་པ་ཡིན། ;ཁོང་མོས་ཁོང་དང་དམ་ཚིག་འགལ་བའི་སྐོར་ངོས་ལེན་བྱས་པ་ཡིན། ;1
ཤོག་སྒྲིལ་གྱི་སྣུམ་སྣུམ་དེ་རེག་སོང་། ;cause;ངས་སྣུམ་གྱི་སྣུམ་སྐམ་པར་སྒུག་པ་ཡིན། ;ངས་སྒྲོམ་དེའི་སྟེང་ཆུ་བླུགས་པ་ཡིན། ;1
བུ་ཆུང་ངུ་ངུ་བཞིན་གཉིད་སད་སོང་། ;cause;ཁོ་ལ་རྨི་ལམ་ཞིག་མཐོང་བྱུང་། ;ཁོ་ཉལ་ཁྲིར་གོམ་པ་འཁྱིལ། ;0
བུ་དེས་རྐང་པ་ལྕོག་སྟེང་བཞག་སོང་། ;effect;ཁོང་རང་གི་ཕ་ལྕོག་རྩེ་ལ་བཞུགས་པ་རེད། ;ཕ་ཡིས་ཁོ་ལ་བསླབ་བྱ་བཏང་། ;1
ངའི་གྲོགས་པོ་དེས་ངའི་ཕྱོགས་སུ་མགོ་འཁོར་བྱས་པས། ;cause;ངས་ཁོའི་མིང་སྐད་ཆེན་པོས་འབོད་པ་ཡིན། ;ངས་ལག་པ་འཕྱུར་བ་ཡིན། ;0
གཞུང་གིས་རང་གི་མི་སེར་རྣམས་ལ་མནར་གཅོད་བཏང་། ;effect;མི་རྣམས་ངོ་རྒོལ་བྱས་པ། ;མི་སེར་ཚོས་འོས་ཤོག་བཀོད་པ་རེད། ;0
