premise;question;choice1;choice2;label
Dečak je bio u zlobnom raspoloženju. ;effect;Odlučio je da igra kartice sa sestrom. ;Odlučio je da se šali sa svojom sestrom. ;1
Dijete se žalilo da mora da ide u toalet. ;effect;Njegov otac mu je dao sok da pije. ;Njegov otac je stao na benzinskoj pumpi. ;1
Dijete je posrcalo hranu za ribe u akvarijum. ;effect;Riba je skočila iz akvarijuma. ;Ribe su plivale prema hrani. ;1
Njeno političko gledište se promijenilo. ;effect;Prebacila je stranku. ;Ona je učestvovala u protestu. ;0
Lavabo u kupatilu je bio začepljen. ;effect;Ja sam upalio slavinu. ;-Sula sam u nju čistač za odvod. ;1
Putnici su sišli iz voza. ;cause;Vlak je stigao na stanicu. ;Vlak je zviždao. ;0
Čovek je pritisnuo na vlažan poklopac koverte. ;effect;Stavio je pečat na kovertu. ;Zatvorio je kovertu. ;1
Prijatelji su izgubili kontakt. ;cause;Uživali su u međusobnom društvu. ;Preselili su se u različite gradove. ;1
Računovođa je pogrešno upravljao fondovima kompanije. ;effect;Otpuštena je sa svog položaja. ;Otišla je na porodiljski dopust. ;0
Pogledao sam na sat. ;cause;Čuo sam da sat otkucava. ;Htela sam da vidim koliko je sati. ;1
Ruka mi se zaglavila. ;cause;Napisao sam esej ručno. ;Moja žena i ja smo se držali za ruke. ;0
Šraf se zategnuo. ;cause;Zamenio sam vijak. ;Okrenuo sam ključ. ;1
Par je potpisao ugovor o zakupu stana. ;effect;Par se uselio u stan. ;Grad je odbio stan. ;0
Žena je sedela napolju na trijemu. ;cause;Želela je da gleda zalasak sunca. ;Mislila je da je videla munju. ;0
Čovek je nosio spasioci sako u vodi. ;cause;Nije znao da pliva. ;Voda je bila plitka. ;0
Žena je napravila grešku u uređaju za obradu teksta. ;effect;Obrisla je dokument. ;Ona je pritisnula backspace ključ. ;1
Devojka se hvalila svojim prijateljima. ;cause;Dobila je lošu ocenu. ;Osvojila je takmičenje. ;1
Trava je bila blata. ;cause;Kiša je padala preko noći. ;Bio je pun korova. ;0
Žena je prespavala. ;cause;Prenoćila je u hotelu. ;Zaboravila je da postavi budiljak. ;1
Čovek je stavio kremu za sunčanje. ;cause;Sedio je u senci. ;Otišao je na plažu. ;1
Istraživači su dokazali teoriju. ;effect;Istraživači su povukli teoriju. ;Pojedinci su prihvatili teoriju. ;1
Fanovi su na utakmici bušili. ;cause;Igra je krenula u produžetak. ;Sudac je napravio loš izbor. ;1
Uveo sam kombinaciju na bravu. ;effect;Ja sam zatvorio bravu. ;Ključ je otvorio. ;1
Grupa se pojačala. ;effect;Otac je sinu dao nešto novca. ;Otac je uhvatio sina za ruku. ;1
Snijeg je blokirao prilaz. ;effect;Skupio sam sneg u snježnu kuglu. ;Ja sam uklonio snijeg. ;1
Kajakeri su veslali vesla. ;effect;Kajak je stigao do obale. ;Kajak je udario u talas. ;0
Devojka je izgubila kontrolu nad biciklom. ;effect;Pustila je upravljač. ;Udarila se u ogradu. ;1
Ja sam upalio ventilator. ;effect;Voda je posuta po mojoj koži. ;Osetio sam kako hladni vazduh prolazi preko mene. ;1
Surferi su se vratili na plažu. ;cause;Bili su mokri. ;Videli su ajkulu. ;1
Isključio sam vodovod u kadi. ;effect;Voda je ispala iz kade. ;Voda je prskala po podu. ;0
Muž se osećao krivim što je varao svoju ženu. ;effect;Optužio ju je za nevjeru. ;Priznao joj je svoju nevjeru. ;1
Tinta na posteru je bila prljava. ;cause;Čekao sam da se tinte osuše. ;Prolio sam vodu na poster. ;1
Dijete se probudilo vrišteći. ;cause;Imao je noćnu moru. ;Pišao je u krevet. ;0
Dečak je stavio noge na sto. ;effect;Njegov otac je sjedio za stolom. ;Njegov otac ga je podučavao. ;1
Moj prijatelj je okrenuo glavu u mom pravcu. ;cause;Vikao sam njegovo ime. ;Mahao sam rukama. ;0
Vlada je ugnjetavala svoje građane. ;effect;Građani su se pobunili. ;Građani su se registrovali da glasaju. ;0
Dečak se izgubio u šumi. ;effect;Postavio je šator. ;Vrištao je za pomoć. ;1
Žena je putovala u inostranstvo. ;cause;Želela je da nauči da crta. ;Želela je da nauči o drugim kulturama. ;1
Čovek je bio ljubomoran na svog saradnika. ;cause;Njegov kolega je dobio unapređenje. ;Njegov kolega je radio do kasno. ;0
Čovek je vidio vanzemaljce. ;cause;Imao je halucinacije. ;Meditirao je. ;0
Kosa mu je postala plava. ;cause;Stavio je belivač u nju. ;Stavio je šampon u nju. ;0
Umjetnik je stvorio novo delo. ;cause;Ona je kritikovala njen prethodni rad. ;Osetila je udar inspiracije. ;1
Sin se odselio od kuće. ;cause;On je otpušten iz vojske. ;Išao je na koledž. ;1
Knjige su pale sa police. ;cause;police su bile prekrivene prašinom. ;Zemljotres je potresao policu sa knjigama. ;1
U mojoj kući je nestalo struje. ;effect;Ja sam upalio svjetlo. ;Resetirao sam prekidač. ;1
Vozili smo se na roller coasteru. ;cause;Izgledala je zastrašujuće. ;Izgledalo je zabavno. ;1
Torba sa kokicama je počela da puca. ;cause;Ja sam ulivao maslac u torbu. ;Zagrijao sam ga u mikrotalasnoj. ;1
Drvo je palo na strujni vod. ;effect;U komšiluku je nestalo struje. ;Prognoza je predviđala jak vetar. ;0
Govornik je dao politički nekorektne komentare. ;effect;Dosadilo je publiku. ;On je uvrijedio publiku. ;1
Zabio sam se sa iglom. ;effect;Znoj mi je kapljao sa lica. ;Na mom prstu je formirala kap krvi. ;1
Ribe su plutale na površini rezervoara. ;cause;Bio je gladan. ;Bio je mrtav. ;1
Muškarac je imao jaku glas. ;cause;Bio je prehlađen. ;Prestao je da puši. ;0
Vrata lifta su se otvorila. ;cause;Lift je stigao na određeni sprat. ;Lift se zaglavio između spratova. ;0
Tinejdžer se iskrao iz kuće. ;cause;Lagao je roditelje. ;Njegovi roditelji su ga kaznili. ;1
Kupatila je poplavljena. ;cause;WC je preplavio. ;Zagrijavač vode je pokvaren. ;0
Štenad je ostala blizu svog vlasnika. ;cause;Vlasnik je stavio ogrlicu na štene. ;Vlasnik je držao štene na uzici. ;1
Čovek je uhvatio njegov odraz. ;cause;Stajao je ispod ogromnog drveta. ;Stajao je iznad mirnog jezera. ;1
Propustio sam poziv svoje devojke. ;effect;Nazvao sam je. ;Upoznao sam je na večeri. ;0
Porodica je pretražila komšiluk. ;cause;Pas im je pobjegao od kuće. ;Draga nakita je nestala iz njihove kuće. ;0
Vidio sam svoj dah kada sam izdahnuo. ;cause;Bilo je hladno. ;-Slažem se. ;0
Zaposleni su formirali sindikat. ;cause;Želeli su bolje uslove rada. ;Njihov poslodavac je povećao plate. ;0
Napekla sam pitu od jabuka. ;effect;Smrad truljenja je ispunjavao kuhinju. ;Topla aroma je ispunila kuhinju. ;1
Žena se borila da hoda. ;cause;Nosio je visoke štikle. ;Skinula je cipele. ;0
Para se uzdizala iz lonaca vode. ;cause;Voda je ključala. ;Ja sam pokrio posudu. ;0
Sve moje čarape su bile u vešeri. ;effect;Ja sam nosio sandale. ;Ja sam nosio čizme. ;0
Argument političara je smatran apsurdnim. ;effect;Izgubio je podršku birača. ;Optužen je za korupciju. ;0
Svi nisu odobrili zaruke para. ;effect;Par je bio trudan. ;Par je pobjegao. ;1
Zgrada je bila posvećena milioneru. ;cause;Milioner je htio da zgrada bude srušena. ;Milioner je dao novac da se izgradi. ;1
Prodavac je optužio devojku za krađu. ;cause;Prodavač je vidio devojku kako stavlja robu u torbicu. ;Prodavač je pomogao devojci da nađe torbicu koju je volela. ;0
Zemlja je objavila rat susednoj teritoriji. ;effect;Vojnici su poslati da se bore. ;Vojnici su se ponovo okupili sa svojim porodicama. ;0
Sud je potvrdio kontroverznu odluku. ;effect;Pobuna je izbila ispred sudnice. ;Par je dao zavjete ispred sudnice. ;0
Devojka je osjetila nešto što gori. ;cause;Izvadila je kolačiće iz staklenke. ;Ostavila je kolačiće u pećnici. ;1
Kiša je padala kao iz šume. ;effect;Oluja se pogoršala. ;Ja sam se žurno uspio ući unutra. ;1
Zgrada je evakuisana. ;cause;Lift je prestao da radi. ;Požarni alarm je upalio. ;1
Otac je bio ljut na sinovu alkoholizam. ;effect;Otac je kupio pivu sinu. ;Otac je izbacio sina iz kuće. ;1
Advokat je po stepenicama otišao u kancelariju. ;cause;Sekretarica je otišla kući. ;Lift je bio u kvaru. ;1
Čovek se naljutio na svog prijatelja. ;cause;Njegov prijatelj ga je prekinuo. ;Njegov prijatelj mu je kupio ručak. ;0
Devojka je dala svoj novac blagajniku. ;effect;Kasaj je dao djevojci sitnicu. ;Kasijer je zaboravio da joj da račun. ;0
Žena je bila u kolicima. ;cause;Bila je paralizovana u nesreći. ;Ušla je u bolnicu na nosilama. ;0
Građani su objesili nacionalnu zastavu ispred svojih domova. ;cause;Zemlja je slavila svoju nezavisnost. ;Zemlja se suočila sa ekonomskim teškoćama. ;0
Tim je izgubio turnir. ;effect;Razočarali su svoje fanove. ;Inspirirale su svoje fanove. ;0
Prijatelj mi je ukazao da mi je hrana zaglavljena u zubima. ;effect;Osetio sam se posramljeno. ;Osećao sam se ponosno. ;0
Dječak je pao na ispit iz istorije. ;cause;Posmatrao je u nastavi. ;Zaboravio je da uči. ;1
Zgrada u centru grada se srušila. ;cause;Zemljotres je pogodio grad. ;Stopa kriminala u gradu je porasla. ;0
Prijateljica je prekinuo sa njim. ;effect;Molio ju je da ga vrati. ;Ona ga je predstavila svojim roditeljima. ;0
Dvoje dece istovremeno su se spuštalo da uzmu loptu. ;effect;Lopta se odvozila. ;Njihove glave su se sudarile. ;1
Rakun je pretražio kantu za smeće. ;cause;U kanti za smeće je bio karton. ;Poklopac je bio na kanti za smeće. ;1
Dečak je oštrio olovku. ;cause;Bio je jeftin. ;Bilo je dosadno. ;1
Kasijer je odbio da vrati ženu za haljinu. ;cause;Izgubila je račun. ;Haljina mi nije pristajala. ;0
Oštrica na koži mi je bila duboka. ;effect;Brzo je zacijelio. ;Ostavio je ožiljak. ;1
Putnici u vozu su mu čudno pogledali. ;cause;Gledao je u zemlju. ;Pričao je sam sa sobom. ;1
Dečak je ostavio mrvice na podu. ;effect;Mravi su se popeli do mrvica. ;Dečak je sklonio hleb. ;0
Žena je dala sestri maramicu. ;cause;Žena je sestra preklopila ruke. ;Ženin brat je počeo da plače. ;1
Čovek je uzeo medalju. ;cause;Njegove usne su bile raspršene. ;Brinuo se za loš zadah. ;1
Par je otišao ranije na predstavu. ;cause;Očekivali su saobraćaj oko pozorišta. ;Imaju upute za pozorište. ;0
Žena je ostala kod kuće, a ne na poslu. ;effect;Šef joj je pohvalio. ;Njena saradnica je pokrila. ;1
Čovek je potpisao peticiju aktivista. ;cause;Podržao je njihov cilj. ;On ih je osudio kao lude. ;0
Srce glumca je trulo pred nastup. ;cause;Imao je strah od pozornice. ;Zapamtio je svoje replike. ;0
Ja sam bio izgubljen. ;effect;Brojao sam svoju gotovinu. ;Otvorio sam mapu. ;1
Zreli plodovi su se zadržavali na suncu. ;effect;-Jelo ga je. ;Sažvario se. ;1
Auto se pokvario. ;cause;Okrenuo sam paljenje. ;Motor se pregrijao. ;1
Čovek je povredio leđa. ;effect;Otišao je kod psihijatra. ;Legao je u krevetu nekoliko dana. ;1
Ja sam zapalio vatru u kaminu. ;cause;-Nisam imao drva za vatru. ;Bilo je hladno u kući. ;1
Žena je prestala trčati. ;cause;Ima grčeve u boku. ;Dobila je drugi dah. ;0
Kucao sam na komšijinu vrata. ;effect;Komšija me je pozvao unutra. ;Moja komšija je napustila kuću. ;0
Žena je uzdahnula od frustracije. ;cause;Njen muž je pogrešno shvatio njene brige. ;Njen muž ju je poljubio za zbogom. ;0
Učitelj je pohvalio učenika. ;cause;Student je tačno odgovorio na pitanje. ;Student je oklijevao da odgovori na pitanje. ;0
Ženi su ponestalo jaja. ;effect;Otišla je na farmu. ;Otišla je u supermarket. ;1
Sreo sam starog prijatelja. ;effect;Otkrila sam mu tajnu. ;Ja sam ga zagrlila. ;1
Žena je izbegavala da ide u jezero. ;cause;Uhvatila je ribu. ;Izgledala je kontaminirana. ;1
Student je došao u čas mokar. ;cause;Njegov kišobran je bio slomljen. ;Njegov bicikl je ukraden. ;0
Kursor na ekranu se pomerio. ;cause;Korisnik je kliknuo mišem. ;Korisnik je pomerio miša. ;1
Vozač je zaobišao put. ;cause;Došlo je do nesreće na glavnom putu. ;Slijedila je kamion ispred sebe. ;0
Objesila sam mokro pelenje na vanjsku konopac za rublje. ;effect;Ploče je osušilo. ;Ploče je bilo prljavo. ;0
Žena je stavila naočare. ;cause;Sunce je bilo sjajno. ;Ona je pozvala taksi. ;0
Čovek je gledao u noćno nebo. ;cause;Želeo je da je ljeto. ;Mislio je da je prelijepa. ;1
Osećao sam se iscrpljeno. ;effect;Otišao sam rano u krevet. ;Bio sam budan cijelu noć. ;0
Čovek je otišao kod berbera. ;cause;-Polagala mu je kosa. ;Kosa mu je bila duga. ;1
Dečak je igrao loše trikove sa svojim novim kolegom iz razreda. ;cause;Dečak je pozdravio novog kolege iz razreda. ;Dečak nije volio novog kolege iz razreda. ;1
Želela sam čašu mlijeka. ;cause;Ja sam jeo kolače. ;Pecao sam hleb. ;0
Počela je da pada kiša. ;effect;Vozač je upalio farove. ;Vozač je okrenuo auto u nazad. ;0
Parkiralište zgrade je bilo prazno. ;effect;Parkirao sam preko puta. ;Parkirao sam pored ulaza. ;1
Pisac je propustio rok za dostavljanje nacrta. ;cause;Imala je blokadu pisanja. ;Ona je uredila nacrt. ;0
Partner mi je spustio slušalicu. ;cause;Tražio sam da razgovaram sa nadređenim. ;Dao sam mu svoj identifikacioni broj. ;0
Vetar je puhao kroz otvoren prozor. ;effect;Zvono je zvonilo. ;Zavese su se tresle. ;1
U mojoj kući je nestalo struje. ;cause;Isključio sam lampu. ;Ja sam pucao osigurač. ;1
Dižač je grumtao. ;cause;On je ispružio mišiće u ogledalu. ;Podigao je šipku iznad glave. ;1
Student je pokušao da izračuna u glavi. ;effect;Izvukao je kalkulator. ;Zbunjen je. ;1
Beba je zaspala. ;cause;Otac je promenio bebi pelenu. ;Otac je nežno ljuljao bebu. ;1
Devojka je bacila balon na dječaka. ;effect;Dečak je dobio potres mozga. ;Dečak je bio mokar. ;1
Fotograf je zaboravio da koristi bljesak na kameri. ;effect;Fotografije su se ispostavilo mutno. ;Svi na slikama su se odbili da se nasmeju. ;0
Odbio sam poziv na rođendansku zabavu. ;cause;Bio sam usamljen. ;Bio sam van grada. ;1
Ja sam vežbao. ;cause;Osetio sam se energičan. ;-Bio sam uplašen. ;0
Ja sam stisnuo vlažnu spužvu. ;effect;Upijala je vodu. ;Voda je iscizala iz njega. ;1
Odmornici su se prevezli trajektom do odmarališta. ;cause;Hotel je bio zauzet. ;Hotel je bio na ostrvu. ;1
Tinejdžer je dobio tetovažu. ;cause;Bojala se iglica. ;Želela je da se pobuni. ;1
Nepoznat auto parkiran ispred moje kuće. ;effect;Postao sam sumnjičav. ;Zvala sam policiju. ;0
Kriminal se predao. ;cause;Dokazi su ga umiješali. ;Nije bilo dokaza protiv njega. ;0
Ovaj debeli čovek je odlučio da smršavi. ;effect;Prestao je sa slatkim. ;Izbegavao je kofein. ;0
Devojka je stala na led. ;effect;Ona je skliznuo. ;Ona se tresla. ;0
Žena je imala prstenove ispod očiju. ;cause;Bila je budna cijelu noć. ;Ona je stavila sina u krevet. ;0
Lava je tekla iz vulkana. ;cause;Vulkan je eruptirao. ;Vulkan je bio u mirovanju. ;0
Žena je obula cipele. ;cause;Znala je sve na zabavi. ;Htjela je da napusti zabavu. ;1
Platio sam stjuardesu na naplatu. ;effect;Pustila me je da prođem kroz naplatu. ;Zadržao me je na naplatu. ;0
Izvršni direktor je bankrotirao. ;cause;Prodao je akcije svoje kompanije. ;Potrošio je svoje bogatstvo. ;1
Čovek je otišao kod doktora. ;cause;Doktor je bio na odmoru. ;Čovek se osećao loše. ;1
Izašao sam iz sobe kroz prozor. ;cause;Kuća je gorjela. ;Kuća je bila prazna. ;0
Dečakovi prsti su postali suvi. ;cause;Dugo se tuširao. ;On je oprati ruke sapunom. ;0
Ja ispljuvam mleko. ;cause;Mleko je imalo kisel ukus. ;Usta su mi bila suva. ;0
Propustio sam autobus. ;effect;Rano sam došao na posao. ;Kasnio sam na posao. ;1
Kamion se sudario sa autom. ;effect;Kamion je ubrzao. ;Auto je razbijen. ;1
Tim je namjestio takmičenje u svoju korist. ;effect;Pobedili su. ;Odustali su. ;0
Boca sode je sištala. ;cause;Okrenuo sam bocu. ;Skrenuo sam kapu. ;1
Dečak je bio zaključan van svoje kuće. ;effect;Upuzao se kroz otvoren prozor. ;Popeo se na krov. ;0
Zvono je zvonilo. ;effect;Posetilac je pokucao na vrata. ;Žena je pogledala kroz ključavu rupu na vratima. ;1
Čovek je namazao odijelo. ;effect;-Onda je otišao u hemijsko čišćenje. ;Objesila ga je u ormar. ;0
Devojka je stisnula cijev od paste za zube. ;effect;Pasta za zube je isprskala iz cijevi. ;Devojka je ispljunuta pastu za zube. ;0
Civilne smrti u ratu su porasle. ;effect;Pacifisti su organizovali protest. ;Pacifisti su održali paradu. ;0
Devojka je povukla vrpcu iz kose. ;cause;Ona je vezala vrpcu. ;Traka je izgledala kao beba. ;1
Čovek je imao plastičnu operaciju. ;effect;Stario je. ;Izgledao je mlađe. ;1
Iz jaja je izašla kokoš. ;cause;Jaje se izleglo. ;Ja sam razbio jaje. ;0
Zatvorenik je gladao. ;effect;Umro je. ;Pobjegao je. ;0
Čovek je izgubio ravnotežu na ljestvama. ;effect;Popeo se po stepenicama. ;Pao je sa stepenice. ;1
Dijete je erčalo. ;cause;Uzeo je gutljaj gazirane vode. ;Otvorio je konzervu sode. ;0
Hladna struja je ušla kroz prozor. ;effect;Ja sam se opustila. ;Drhtao sam. ;1
Studentica je dobila stipendiju za koledž. ;cause;Njeni kolege su je poštovali. ;Imala je dobre ocene. ;1
Devojka se ismijavala dečaku. ;cause;Živela je pored njega. ;Bila je zaljubljena u njega. ;1
Gladni skitnica je ukrala hranu. ;cause;On je izazivao sažaljenje. ;Nije imao para. ;1
Zvao sam prijatelja da popričamo. ;cause;Htela sam privatnost. ;Osećao sam se usamljeno. ;1
Čovek je pružio ruku prema meni. ;effect;Ja sam mu ruku stisnuo. ;Ja sam ga šamar. ;0
Ja sam se sklonila. ;cause;Vatromet je počeo da se diže u vazduh. ;Frisbi je poletio prema mojoj glavi. ;1
Devojka je ugrizla nokte. ;cause;Bila je zabrinuta. ;Bila je iznenađena. ;0
Okrenuo sam stranicu na kalendaru. ;cause;Označio sam sastanak na kalendaru. ;Bio je to početak novog meseca. ;1
Muž je otkrio da mu žena ima aferu. ;effect;Otpustio je svog advokata. ;Podnio je zahtev za razvod. ;1
Djevojci je pala gumena lopta. ;effect;Lopta je odbila. ;Lopta je sijala. ;0
Devojka je pogriješila na ispitu. ;effect;Ona je pogodila odgovor. ;Obrisala je svoj odgovor. ;1
Igrač je pokupio protivnika. ;effect;Njegov protivnik je uhvatio. ;Njegov protivnik je pao na zemlju. ;1
Ja sam pokupila paradajz sa vinove loze. ;cause;Bila su zrela. ;Zalijevao sam ih. ;0
Čovek je htio da bude romantičan. ;effect;Sreo je svoju bivšu devojku na ručku. ;Kupio je devojci čokolade. ;1
Gvožđa u termometru je porasla. ;cause;Ispao mi je termometar. ;Vreme je postalo toplije. ;1
Tornado je prošao kroz grad. ;effect;Krov sudnice je odletjela. ;Autoput je postao opasno leden. ;0
Student je dobio podučavanje. ;effect;Njegove ocene su se poboljšale. ;On je varao na ispitima. ;0
Osećao sam se prijatno. ;cause;Kleknuo sam na zemlju. ;Zavila sam se u deku. ;1
Ja sam polirao kamen. ;effect;Postao je klizavi. ;Postao je sjajan. ;1
Dodao sam šećer u kafu. ;effect;Kafa je imala jak miris. ;Kafa je bila slatka. ;1
Čovek je pomišao novine. ;effect;Oštećen je od papira. ;On je uništio papire. ;0
Udario sam čavao u čavao. ;effect;Čavao je zaglavljen u drvo. ;Čavao je zarđao. ;0
Riba je ugrizla konopac. ;effect;Ribar je ušao u ribu. ;Ribar prebaci lanac. ;0
Tinejdžer se stidio da ide u školu. ;cause;Ima trbuha. ;Skinula je aparat. ;0
Izraz lica mi je osvijetlio. ;cause;Dobio sam dobre vesti. ;Izgubio sam strpljenje. ;0
Obrišeta sam ruke ručnikom. ;cause;Ručnik je bio mokar. ;Ruke su mi bile mokre. ;1
Čovek je izgubio ravnotežu na stolici. ;cause;Stolica se trese ispod njega. ;Prolio je boju na stolicu. ;0
Kolege su okrivili jedno drugo. ;cause;Izgubili su igru. ;Trener im je otkazao trening. ;0
Tražio sam oprost. ;cause;Žalio sam zbog svoje greške. ;Postigla sam svoj cilj. ;0
Žena je postala dosadna sa svojim dečkom. ;cause;Postavio joj je pitanja o sebi. ;On je neprestano pričao o sebi. ;1
Devojka se nasmejala. ;effect;Njene obraze su se crvenele. ;Pojavile su se njene šupljine. ;1
Neprijateljski brod je eksplodirao. ;cause;Prošao je preko rudnika. ;Uplovio je u luku. ;0
Čovek je probo nogu. ;cause;Ušao je u lokvu. ;-Staljao je na razbijeno staklo. ;1
Detektivi su isprašili mjesto zločina za otiske prstiju. ;effect;Otkrili su identitet ubice. ;Našli su oružje na mjestu zločina. ;0
Na autoputu je bilo dosta saobraćaja. ;effect;-Obilazio sam put. ;Tražio sam da me povezeš. ;0
Ekonomija zemlje je opadala. ;effect;Mnogo ljudi se razboljelo. ;Mnogi su bili nezaposleni. ;1
Čuvar na granici je puhao na djecu. ;cause;Htjeli su da se upadaju u saobraćaj. ;Prepoznala ih je iz komšiluka. ;0
Okrenuo sam oči prema prijatelju. ;cause;Rekao mi je istinu. ;Napisao je sarkastičnu primedbu. ;1
Auto je ostao bez benzina. ;effect;Vozač je bio zaglavljen na cesti. ;Vozač je pokupio autostoper. ;0
Žena je počela da rađa. ;effect;Beba je rođena. ;Žena je imala jutarnju mučninu. ;0
Čovjekov šešir je odletjelo. ;cause;Skinuo je šešir. ;Vjetar je puhao napolju. ;1
