premise;question;choice1;choice2;label
Copacul îşi pierde frunzele. ;effect;Frunzele au devenit colorate. ;Frunzele s-au adunat pe pământ. ;1
Băiatul era într-o dispoziţie răutăcioasă. ;effect;A decis să joace cărţi cu sora lui. ;A decis să-şi joace o glumă cu sora lui. ;1
Copilul s-a plâns că a trebuit să meargă la baie. ;effect;Tatăl lui i-a dat un suc să bea. ;Tatăl lui a oprit maşina la o benzinărie. ;1
Copilul a stropit mâncare de peşte în acvariu. ;effect;Peştele a sărit din rezervor. ;Peştele a înotat spre mâncare. ;1
Părerile politice ale femeii s-au schimbat. ;effect;Ea a schimbat afilierea partidului ei. ;Ea s-a angajat într-un protest. ;0
Chiuveta din baie era înfundată. ;effect;Am deschis robinetul. ;Am turnat detergent de scurgere în ea. ;1
Pasagerii au coborât din tren. ;cause;Trenul a ajuns la gară. ;Trenul a fluierat. ;0
Omul a apăsat pe flaconul umed al plicului. ;effect;A pus o ştampilă pe plic. ;A sigilat plicul. ;1
Prietenii au pierdut contactul. ;cause;Ei se bucurau de compania celuilalt. ;S-au mutat în oraşe diferite. ;1
Contabilul a gestionat greşit fondurile companiei. ;effect;A fost concediată din funcţia ei. ;A plecat în concediu de maternitate. ;0
M-am uitat la ceas. ;cause;Am auzit ceasul tic-tac. ;Am vrut să văd cât e ceasul. ;1
Mi-a intrat mâna în crampe. ;cause;Am scris eseul de mână. ;Eu şi soţia mea ne-am ţinut de mână. ;0
Buloul s-a strâns. ;cause;Am înlocuit șurubul. ;Am răsucit cheia. ;1
Cuplul a semnat un contract de închiriere pentru un apartament. ;effect;Cuplul s-a mutat în apartament. ;Oraşul a condamnat apartamentul. ;0
Femeia stătea afară pe verandă. ;cause;Voia să vadă apusul de soare. ;A crezut că a văzut fulger. ;0
Omul purta o vestă de salvare în apă. ;cause;Nu ştia să înoate. ;Apa era puţin adâncă. ;0
Femeia a făcut o greşeală de tipar în procesorul de texte. ;effect;Ea a șters documentul. ;A apăsat pe butonul de backspace. ;1
Fata s-a lăudat prietenilor ei. ;cause;A luat o notă proastă. ;A câştigat un concurs. ;1
Gazonul era noroios. ;cause;A plouat peste noapte. ;Era plin de buruieni. ;0
Femeia a adormit. ;cause;A petrecut noaptea la un hotel. ;A uitat să-şi pună ceasul de trezire. ;1
Omul a pus pe protecție solară. ;cause;El a stat la umbră. ;A plecat la plajă. ;1
Cercetătorii au dovedit teoria. ;effect;Cercetătorii au retras teoria. ;Oamenii au acceptat teoria. ;1
Fanii de la meci au huiduit. ;cause;Jocul a intrat în prelungiri. ;Arbitrul a luat o decizie greşită. ;1
Am introdus combinaţia pe încuietoare. ;effect;Am închis lacătul. ;S-a deschis încuietoarea. ;1
Mulţimea s-a intensificat. ;effect;Tatăl i-a dat fiului său nişte bani. ;Tatăl a luat mâna fiului său. ;1
Zăpada bloca drumul. ;effect;Am adunat zăpada într-o bulă de zăpadă. ;Am scos zăpada din drum. ;1
Canoagistii au vâslit cu vâslele. ;effect;Caiacul a ajuns pe mal. ;Caiacul a lovit un val. ;0
Fata a pierdut controlul motocicletei. ;effect;A lăsat ghidonul. ;S-a lovit de un gard. ;1
Am pornit ventilatorul. ;effect;Apa stropită pe pielea mea. ;Am simţit cum aerul rece trece peste mine. ;1
Surferii s-au întors pe plajă. ;cause;Erau udate. ;Au văzut un rechin. ;1
Am scos dopul de scurgere din cadă. ;effect;Apa a scurs din cadă. ;Apa a stropit podeaua. ;0
Soţul s-a simţit vinovat că şi-a înşelat soţia. ;effect;A acuzat-o de infidelitate. ;El a mărturisit infidelitatea lui. ;1
Cerneala de pe afiş a fost ştersă. ;cause;Am aşteptat ca cerneala să se usuce. ;Am vărsat apă pe afiş. ;1
Copilul s-a trezit ţipând. ;cause;A avut un coşmar. ;A făcut pe pat. ;0
Băiatul şi-a pus picioarele pe masă. ;effect;Tatăl său s-a așezat la masă. ;Tatăl lui i-a ţinut predici. ;1
Prietenul meu a întors capul în direcţia mea. ;cause;I-am strigat numele. ;Am făcut cu mâinile. ;0
Guvernul îşi asuprea cetăţenii. ;effect;Cetăţenii au organizat o revoltă. ;Cetăţenii s-au înregistrat să voteze. ;0
Băiatul s-a rătăcit în pădure. ;effect;A ridicat un cort. ;A strigat după ajutor. ;1
Femeia a călătorit în străinătate. ;cause;Voia să înveţe să deseneze. ;Voia să înveţe despre alte culturi. ;1
Omul era gelos pe colegul său de muncă. ;cause;Colegul lui de muncă a primit o promovare. ;Colegul lui de muncă a lucrat până târziu. ;0
Omul a fost martor la extratereştri. ;cause;A avut halucinaţii. ;Medita. ;0
Părul omului a devenit blond. ;cause;A pus în ea clătitor. ;A pus şampon în ea. ;0
Artistul a creat o nouă lucrare. ;cause;Ea a criticat munca ei anterioară. ;A simţit un şoc de inspiraţie. ;1
Fiul s-a mutat de acasă. ;cause;A fost eliberat din armată. ;El a fost de gând să colegiu. ;1
Cărţile au căzut din raft. ;cause;Rafturile erau acoperite cu praf. ;Un cutremur a zguduit raftul de cărţi. ;1
A fost oprită curentul electric în casa mea. ;effect;Am aprins o lumină. ;Am resetat întrerupătorul. ;1
Am mers cu roller coaster-ul. ;cause;Arăta înfricoşător. ;Arată distractiv. ;1
Punga de popcorn a început să se spargă. ;cause;Am turnat unt în punga. ;Am încălzit-o în cuptorul cu microunde. ;1
Un copac a căzut pe linia de curent. ;effect;A căzut curentul în cartier. ;Previziunea prevedea vânturi puternice. ;0
Oratorul a făcut comentarii incorecte din punct de vedere politic. ;effect;A plictisit publicul. ;A ofensat publicul. ;1
M-am înţepat cu acul. ;effect;O picătură de sudoare mi-a picurat de pe faţă. ;O picătură de sânge s-a format pe degetul meu. ;1
Peștele plutea pe suprafața rezervorului. ;cause;A fost foame. ;Era mort. ;1
Vocea omului suna rau. ;cause;A fost răcit. ;A renunţat la fumat. ;0
Uşile liftului s-au deschis. ;cause;Liftul a ajuns la etajul desemnat. ;Liftul s-a blocat între etaje. ;0
Adolescentul s-a furişat afară din casă. ;cause;I-a minţit pe părinţii lui. ;Părinţii lui l-au pedepsit. ;1
Baia a inundat. ;cause;Toaleta a reîncărcat. ;Se strică încălzitorul de apă. ;0
Căţeluşul a rămas lângă stăpâna lui. ;cause;Proprietarul a pus un guler pe căţeluş. ;Proprietarul păstra căţeluşul în lesă. ;1
Omul a prins reflecţia lui. ;cause;Stătea sub copacul întinzându-se. ;Stătea deasupra lacului liniştit. ;1
Am pierdut apelul de telefon al prietenei mele. ;effect;Am sunat-o înapoi. ;Am întâlnit-o la cină. ;0
Familia a căutat în cartier. ;cause;Câinele lor a fugit de acasă. ;Au dispărut bijuterii scumpe din casa lor. ;0
Mi-am văzut respiraţia când am expirat. ;cause;Vremea era rece. ;S-a simţit strâns în piept. ;0
Angajaţii au format un sindicat. ;cause;Ei au vrut condiţii de muncă mai bune. ;Angajatorul lor le-a mărit salariile. ;0
Am făcut o plăcintă cu mere. ;effect;Un miros de putregai umpluse bucătăria. ;O aromă caldă umpluse bucătăria. ;1
Femeia se lupta să meargă. ;cause;Purta tocuri înalte. ;Şi-a scos pantofii. ;0
Vaporul a crescut din oala cu apă. ;cause;Apa a fiert. ;Am acoperit oala. ;0
Toate şosetele mele erau la spălătorie. ;effect;Am purtat sandale. ;Am purtat cizme. ;0
Argumentul politicianului a fost considerat absurd. ;effect;A pierdut sprijinul votanţilor. ;A fost acuzat de corupţie. ;0
Toată lumea a dezaprobat logodna cuplului. ;effect;Cuplul a rămas însărcinat. ;Cuplul a fugit. ;1
Clădirea a fost dedicată milionarului. ;cause;Milionarul a vrut ca clădirea să fie demolată. ;Milionarul a contribuit cu fondurile pentru a-l construi. ;1
Asociatul de vânzări a acuzat fata de furt. ;cause;Vânzătorul a văzut-o pe fată punând marfă în poşetă. ;Vânzătorul a ajutat-o pe fată să găsească poşeta care i-a plăcut. ;0
Ţara a declarat război teritoriului vecin. ;effect;Soldaţii au fost trimişi să lupte. ;Soldaţii au fost reuniţi cu familiile lor. ;0
Curtea a confirmat hotărârea controversată. ;effect;O revoltă a izbucnit în faţa tribunalului. ;Un cuplu a făcut jurăminte în faţa tribunalului. ;0
Fata a mirosit ceva arzând. ;cause;A scos prăjiturile din borcan. ;A lăsat prăjiturile în cuptor. ;1
Ploaia a început să curgă. ;effect;Furtuna s-a înrăutăţit. ;Am fugit să intru. ;1
Clădirea a fost evacuată. ;cause;Ascensorul a încetat să mai funcţioneze. ;Alarma de incendiu a sunat. ;1
Tatăl a fost supărat pe alcoolismul fiului său. ;effect;Tatăl i-a cumpărat fiului său o bere. ;Tatăl şi-a dat fiul afară din casă. ;1
Avocata a urcat pe scări până la biroul ei. ;cause;Secretara a plecat acasă pentru ziua de azi. ;Liftul nu funcţiona. ;1
Bărbatul s-a supărat pe prietenul său. ;cause;Prietenul său l-a întrerupt. ;Prietenul lui i-a cumpărat prânzul. ;0
Fata a dat banii la casier. ;effect;Casierul i-a dat fetei restul. ;Casierul a uitat să-i dea fetei o chitanţă. ;0
Femeia a fost pusă într-un scaun cu rotile. ;cause;A fost paralizată într-un accident. ;A intrat în spital pe o targă. ;0
Cetăţenii au agăţat steagul naţional în faţa caselor lor. ;cause;Ţara îşi comemora independenţa. ;Ţara se confrunta cu dificultăţi economice. ;0
Echipa a pierdut turneul. ;effect;Şi-au dezamăgit fanii. ;Ei şi-au inspirat fanii. ;0
Prietenul meu mi-a spus că am mâncare înţepenită în dinţi. ;effect;Mi-a fost ruşine. ;M-am simţit mândru. ;0
Băiatul a picat examenul de istorie. ;cause;A fost atent la ore. ;A uitat să studieze. ;1
Clădirea din centru s-a prăbuşit. ;cause;Un cutremur a lovit oraşul. ;Rata criminalităţii în oraş a crescut. ;0
Prietena lui s-a despărţit de el. ;effect;A implorat-o să-l ia înapoi. ;Ea l-a prezentat părinţilor ei. ;0
Cei doi copii au ajuns simultan să recupereze mingea. ;effect;Mingea s-a rostogolit. ;Capetele lor s-au ciocnit. ;1
Racunul a jefuit coşul de gunoi. ;cause;Era carton în coşul de gunoi. ;Capacul era de pe coşul de gunoi. ;1
Băiatul a ascuțit creionul. ;cause;A fost ieftin. ;A fost plictisitor. ;1
Casierul a refuzat să-i restituie femeii rochia. ;cause;Şi-a pierdut chitanţa. ;Rochia nu mi se potrivea. ;0
Grinza de pe pielea mea era adâncă. ;effect;S-a vindecat repede. ;A lăsat o cicatrice. ;1
Bărbatul a primit priviri ciudate de la pasagerii din tren. ;cause;Se holba la pământ. ;Vorbea cu el însuşi. ;1
Copilul a lăsat firimituri pe podea. ;effect;Furnicile s-au târât pe firimituri. ;Copilul a pus pâinea deoparte. ;0
Femeia i-a dat surorii ei un şerveţel. ;cause;Sora femeii şi-a încrucişat mâinile. ;Sora femeii a început să plângă. ;1
Omul a luat o menta. ;cause;Buzele lui erau rupte. ;Era îngrijorat de respiraţia urât mirositoare. ;1
Cuplul a plecat mai devreme pentru spectacol. ;cause;Au anticipat traficul din jurul teatrului. ;Au direcţia spre teatru. ;0
Femeia a rămas acasă de la serviciu. ;effect;Şeful ei a lăudat-o. ;Colega ei de la muncă a acoperit-o. ;1
Omul a semnat petiţia activiştilor. ;cause;El a susținut cauza lor. ;El i-a denunţat ca fiind nebuni. ;0
Inima actorului flutura înainte de spectacol. ;cause;Avea frică de scenă. ;Şi-a memorat replicile. ;0
Am fost pierdut. ;effect;Mi-am numărat banii. ;Am desfăcut o hartă. ;1
Fructele coapte au rămas în soare. ;effect;A fost mâncat. ;S-a strâmbat. ;1
Maşina s-a stricat. ;cause;Am pornit motorul. ;Motorul s-a supraîncălzit. ;1
Omul s-a rănit la spate. ;effect;S-a dus la un psihiatru. ;A stat în pat câteva zile. ;1
Am dat foc la şemineu. ;cause;Nu mai aveam lemne de foc. ;Era frig în casă. ;1
Femeia a încetat să alerge. ;cause;Are o crampa in partea laterala. ;A primit o a doua suflare. ;0
Am bătut la uşa vecinului meu. ;effect;Vecinul m-a invitat înăuntru. ;Vecina mea a plecat de acasă. ;0
Femeia a suspinat de frustrare. ;cause;Soţul ei nu a înţeles îngrijorările ei. ;Soţul ei a sărutat-o la revedere. ;0
Profesorul a lăudat-o pe elevă. ;cause;Studentul a răspuns corect la întrebare. ;Studentul a ezitat să răspundă la întrebare. ;0
Femeia a rămas fără ouă. ;effect;A plecat la fermă. ;A fost la supermarket. ;1
Am întâlnit un vechi prieten. ;effect;I-am dezvăluit un secret. ;L-am îmbrăţişat. ;1
Femeia a evitat să intre în lac. ;cause;A prins un peşte. ;Părea contaminat. ;1
Elevul a ajuns la clasă ud. ;cause;Umbrelă lui era ruptă. ;I-a fost furată bicicleta. ;0
Cursorul de pe ecranul computerului s-a mutat. ;cause;Utilizatorul a făcut clic cu mouse-ul. ;Utilizatorul a mutat mouse-ul. ;1
Şoferul a luat-o pe o cale de cotitură. ;cause;A avut loc un accident pe drumul principal. ;A urmat camionul din faţa ei. ;0
Am atârnat lenjeria umedă pe coarda de rufe. ;effect;Lenjeria s-a uscat. ;Lenjeria pătată. ;0
Femeia a pus ochelarii. ;cause;Lumina soarelui era strălucitoare. ;A chemat un taxi. ;0
Omul se uita la cerul nopţii. ;cause;El a dorit să fie vara. ;A crezut că e frumos. ;1
M-am simţit epuizat. ;effect;M-am dus la culcare devreme. ;Am stat treaz toată noaptea. ;0
Omul s-a dus la frizer. ;cause;Îşi lăsase părul să crească. ;Părul lui era lung. ;1
Băiatul a jucat trucuri rele cu noul său coleg de clasă. ;cause;Băiatul i-a dat bun venit noului coleg de clasă. ;Băiatul nu-l plăcea pe noul coleg de clasă. ;1
Am avut o poftă de lapte. ;cause;Am mâncat prăjituri. ;Am fost de coacere pâine. ;0
A început să plouă. ;effect;Şoferul a aprins farurile. ;Şoferul a dat înapoi. ;0
Parcare clădirii era gol. ;effect;Am parcat peste drum. ;Am parcat lângă intrare. ;1
Scriitoarea a ratat termenul limită pentru prezentarea proiectului. ;cause;A avut un bloc de scriitor. ;Ea a editat proiectul. ;0
Asociatul mi-a închis. ;cause;Am cerut să vorbesc cu un supraveghetor. ;Mi-am dat numărul de identificare. ;0
Vântul sufla prin fereastra deschisă. ;effect;A sunat soneria. ;Cortinele s-au zguduit. ;1
A fost oprită curentul electric în casa mea. ;cause;Am deconectat lampa. ;Am explodat o siguranță. ;1
Ridicatoarea de greutati a mormăit. ;cause;Şi-a mişcat muşchii în oglindă. ;A ridicat bara deasupra capului. ;1
Studentul a încercat să facă calculele în mintea lui. ;effect;A scos un calculator. ;A fost confuz. ;1
Copilul a adormit. ;cause;Tatăl a schimbat scutecul copilului. ;Tatăl a scuturat copilul cu blândeţe. ;1
Fata a aruncat balonul cu apă în băiat. ;effect;Băiatul a avut o contuzie. ;Băiatul s-a udat. ;1
Fotograful a uitat să folosească flash-ul de pe aparat. ;effect;Fotografiile au ieşit neclare. ;Toţi cei din fotografii au refuzat să zâmbească. ;0
Am refuzat invitaţia la petrecerea de ziua de naştere. ;cause;Eram singur. ;Am fost plecat din oraş. ;1
Am făcut exerciţii. ;cause;M-am simţit plin de energie. ;Am fost speriat. ;0
Am stoarcit buretele umed. ;effect;A absorbit apa. ;A ieşit apă. ;1
Oaspeţii au luat un feribot spre staţiune. ;cause;Resortul a fost rezervat. ;Resortul era pe o insulă. ;1
Adolescentul a făcut un tatuaj. ;cause;Îi era frică de ace. ;A vrut să se răzvrătească. ;1
O maşină necunoscută parcată în faţa casei mele. ;effect;Am devenit suspicios. ;Am sunat la poliţie. ;0
Criminalul s-a predat singur. ;cause;Dovezile l-au implicat. ;Nu a existat nici o dovadă împotriva lui. ;0
Omul greoi a decis să slăbească. ;effect;A renunţat la dulciuri. ;A evitat cafeina. ;0
Fata a călcat pe gheaţă. ;effect;A alunecat. ;Ea tremura. ;0
Femeia avea inele sub ochi. ;cause;A stat trează toată noaptea. ;Şi-a pus fiul la culcare. ;0
Lava a curgut din vulcan. ;cause;Vulcanul a erupt. ;Vulcanul era inactiv. ;0
Femeia şi-a pus pantofii. ;cause;Îi cunoştea pe toţi de la petrecere. ;A vrut să plece de la petrecere. ;1
L-am plătit pe cel care se ocupă de taxă. ;effect;M-a lăsat să trec prin cabina de taxare. ;M-a reţinut la taxă. ;0
Directorul a dat faliment. ;cause;Şi-a vândut acţiunile companiei. ;Şi-a risipit averea. ;1
Omul a mers la doctor. ;cause;Doctorul era în concediu. ;Omul s-a simţit rău. ;1
Am ieşit din dormitor pe fereastră. ;cause;Casa era în flăcări. ;Casa era goală. ;0
Degetele băiatului au devenit prune. ;cause;A făcut un duş lung. ;Şi-a spumărit mâinile cu săpun. ;0
Am scuipat laptele. ;cause;Laptele avea gust de acid. ;Gura mea era uscată. ;0
Am pierdut autobuzul. ;effect;Am venit devreme la muncă. ;Am întârziat la muncă. ;1
Camionul s-a ciocnit cu maşina. ;effect;Camionul a accelerat. ;Maşina a fost distrusă. ;1
Echipa a aranjat concursul în favoarea lor. ;effect;Au câştigat. ;Au renunţat. ;0
Sticla de suc a şuierat. ;cause;Am întors sticla. ;Am răsucit capacul. ;1
Băiatul a fost închis în afara casei sale. ;effect;S-a târât printr-o fereastră deschisă. ;S-a urcat pe acoperiş. ;0
A sunat soneria. ;effect;Vizitatorul a bătut la ușă. ;Femeia a scotocit prin gaura de la cheie. ;1
Omul şi-a pătat costumul. ;effect;A făcut curăţenie. ;A agăţat-o în dulapul lui. ;0
Fata a stoarcit tubul de pastă de dinţi. ;effect;Pasta de dinti a iesit din tub. ;Fata a scuipat pastă de dinţi. ;0
Morţile civililor din război au crescut. ;effect;Pacifistii au organizat un protest. ;Pacifistii au organizat o parada. ;0
Fata a smuls panglica din par. ;cause;Ea a legat panglica. ;Rubanul părea copilăresc. ;1
Omul a făcut operaţie estetică. ;effect;A îmbătrânit. ;Arăta mai tânăr. ;1
Un pui a ieşit din ou. ;cause;Oul a eclozat. ;Am spart ouăle. ;0
Prizonierul a murit de foame. ;effect;A murit. ;A fugit. ;0
Omul şi-a pierdut echilibrul pe scară. ;effect;A urcat pe scară. ;A căzut de pe scară. ;1
Copilul a burped. ;cause;A luat o înghiţitură de suc. ;A deschis cutia cu suc. ;0
Un curent rece a intrat prin fereastră. ;effect;M-am relaxat. ;Am tremurat. ;1
Studentul a primit o bursă pentru a merge la facultate. ;cause;Colegii ei de clasă o respectau. ;A avut note bune. ;1
Fata a făcut mişto de băiat. ;cause;Locuia alături de el. ;Ea a avut o pasiune pentru el. ;1
Vagabondul flămând a furat mâncare. ;cause;El a incitat la milă. ;Nu avea bani. ;1
Mi-am sunat prietenul să vorbim. ;cause;Am vrut intimitate. ;M-am simţit singur. ;1
Omul mi-a întins mâna. ;effect;I-am dat mâna. ;L-am pălmuit. ;0
M-am ascuns. ;cause;Focurile de artificii au fost lansate în aer. ;Frisbee-ul a zburat spre capul meu. ;1
Fata s-a muşcat de unghii. ;cause;Era îngrijorată. ;A fost surprinsă. ;0
Am întors pagina din calendar. ;cause;Am marcat o întâlnire în calendar. ;Era începutul unei noi luni. ;1
Soţul a descoperit că soţia lui avea o aventură. ;effect;Şi-a concediat avocatul. ;A cerut divorţul. ;1
Fata a scăpat mingea de cauciuc. ;effect;Mingea a sărit. ;Mingea a strălucit. ;0
Fata a făcut o greşeală la examen. ;effect;Ea a ghicit răspunsul. ;Ea a șters răspunsul ei. ;1
Jucătorul a atacat adversarul. ;effect;Adversarul lui a prins pasul. ;Adversarul lui a lovit la pământ. ;1
Am cules roşiile de pe viţă. ;cause;Erau coapte. ;Le-am udat. ;0
Omul a vrut să fie romantic. ;effect;S-a întâlnit cu fosta lui iubită la prânz. ;I-a cumpărat fetei lui ciocolată. ;1
Mercurul din termometru a crescut. ;cause;Am scăpat termometrul. ;Vremea s-a încălzit. ;1
O tornadă a trecut prin oraş. ;effect;Acoperişul tribunalului a explodat. ;Autostrada a devenit periculos de îngheţată. ;0
Studentul a primit tutoriale. ;effect;Notele lui s-au îmbunătăţit. ;A trişat la examen. ;0
M-am simţit confortabil. ;cause;M-am îngenuncheat pe pământ. ;M-am înfăşurat într-o pătură. ;1
Am lustruit piatra. ;effect;A devenit alunecoasă. ;A devenit strălucitoare. ;1
Am adăugat zahăr în cafea. ;effect;Cafeaua avea un miros puternic. ;Cafeaua avea un gust dulce. ;1
Omul a răscolit prin ziare. ;effect;S-a tăiat de la hârtie. ;A distrus hârtiile. ;0
Am lovit cu ciocanul cu cuiul. ;effect;Cârligul a intrat în lemn. ;Unghiul a devenit ruginit. ;0
Peştele a muşcat coarda. ;effect;Pescarul a prins peştele. ;Pescarul a refăcut coarda. ;0
Adolescentul era jenat să meargă la şcoală. ;cause;Are o coş. ;Şi-a scos aparatul. ;0
Expresia feţei mele s-a luminat. ;cause;Am primit veşti bune. ;Mi-am pierdut răbdarea. ;0
Mi-am şters mâinile cu un prosop. ;cause;Prosopul era ud. ;Am mâinile ude. ;1
Omul şi-a pierdut echilibrul pe scaun. ;cause;Scaunul se clătina sub el. ;A vărsat vopsea pe scaun. ;0
Colegii de echipă s-au dat vina unul pe celălalt. ;cause;Au pierdut jocul. ;Antrenorul lor a anulat antrenamentul. ;0
Am cerut iertare. ;cause;Am regretat greşeala mea. ;Mi-am atins scopul. ;0
Femeia s-a plictisit de partenerul ei. ;cause;A pus întrebări despre ea. ;Vorbea fără încetare despre el. ;1
Fata a zâmbit. ;effect;Obrajii ei au roşcat. ;I-au apărut gropicile. ;1
Nava inamic a explodat. ;cause;A trecut peste mina. ;A navigat în port. ;0
Omul şi-a înţepat piciorul. ;cause;A intrat într-o baltă. ;A călcat pe sticlă spartă. ;1
Detectivii au verificat locul crimei pentru amprente. ;effect;Au descoperit identitatea criminalului. ;Au găsit arma la locul crimei. ;0
Era mult trafic pe autostradă. ;effect;Am luat-o pe o cale de cotitură. ;Am cerut o plimbare. ;0
Economia naţiunii a scăzut. ;effect;Mulţi oameni s-au îmbolnăvit. ;Mulţi oameni s-au confruntat cu şomajul. ;1
Paznicul de la trecere a fluierat la copii. ;cause;Erau pe cale să intre în traficul din partea cealaltă. ;I-a recunoscut din cartierul ei. ;0
Mi-am întors ochii la prietenul meu. ;cause;Mi-a spus adevărul. ;A făcut o remarcă sarcastică. ;1
