premise;question;choice1;choice2;label
Уличный музыкант привлек толпу. ;effect;Люди давали ему мелочь. ;Он отослал толпу. ;0
Мальчик плакал своей няне. ;cause;Он скучал по родителям. ;Время перекуса. ;0
Радар пилота обнаружил шторм. ;effect;Пилот уплыл от шторма. ;Пилот пролетел сквозь шторм. ;0
Дерево сбрасывает листья. ;effect;Листья изменили цвета. ;Листья накопились на земле. ;1
Мальчик был в злобном настроении. ;effect;Он решил поиграть в карты со своей сестрой. ;Он решил сделать шутку со своей сестрой. ;1
Ребёнок жаловался, что ему нужно в туалет. ;effect;Его отец дал ему выпить газировку. ;Его отец остановил машину на заправке. ;1
Ребёнок посыпал рыбьей едой аквариум. ;effect;Рыба выпрыгнула из аквариума. ;Рыба плыла к еде. ;1
Политические взгляды женщины изменились. ;effect;Она сменила партию. ;Она участвовала в акции протеста. ;0
Раковина в ванной была забита. ;effect;Я открыл кран. ;Я налила в него сточную смесь. ;1
Пассажиры сошли с поезда. ;cause;Поезд прибыл на станцию. ;Поезд свистел. ;0
Мужчина нажал на влажный клоп конверта. ;effect;Он поставил печать на конверт. ;Он запечатал конверт. ;1
Друзья потеряли связь. ;cause;Они наслаждались обществом друг друга. ;Они переехали в разные города. ;1
Бухгалтер неправильно распоряжался средствами компании. ;effect;Её уволили с должности. ;Она ушла в декретный отпуск. ;0
Я посмотрел на часы. ;cause;Я слышал, как тикают часы. ;Я хотел проверить время. ;1
У меня судороги. ;cause;Я написал эссе вручную. ;Мы с женой держались за руки. ;0
Застёгивается болт. ;cause;Я заменил болт. ;Я свернул ключ. ;1
Пара подписала договор аренды квартиры. ;effect;Пара переехала в квартиру. ;Городская администрация закрыла квартиру. ;0
Женщина сидела снаружи на крыльце. ;cause;Она хотела посмотреть закат. ;Она думала, что видела молнию. ;0
Мужчина был в спасательном жилете в воде. ;cause;Он не умел плавать. ;Вода была мелкой. ;0
Женщина сделала опечатку в текстовом редакторе. ;effect;Она удалила документ. ;"Она нажала на кнопку ""Back Space"". ";1
Девочка хвасталась перед друзьями. ;cause;Она получила плохую оценку. ;Она выиграла конкурс. ;1
Трава была грязной. ;cause;Дождь шел ночью. ;Он был полон сорняков. ;0
Женщина проспала. ;cause;Она переночевала в отеле. ;Она забыла настроить будильник. ;1
Мужчина надел солнцезащитный крем. ;cause;Он сидел в тени. ;Он пошёл на пляж. ;1
Исследователи доказали теорию. ;effect;Исследователи отменили эту теорию. ;Люди приняли эту теорию. ;1
Фанаты на игре бухали. ;cause;Игра перешла в овертайм. ;Судья сделал неправильный выбор. ;1
Я ввел свою комбинацию на замке. ;effect;Я закрыл замок. ;Замок открылся. ;1
Толпа усилилась. ;effect;Отец дал сыну немного денег. ;Отец схватил сына за руку. ;1
Снег перекрывал подъезд. ;effect;Я собрал снег в снежный шар. ;Я убрал снег с дороги. ;1
Каякисты гребли на веслах. ;effect;Каяк достиг берега. ;Каяк попал в волну. ;0
Девочка потеряла управление своим велосипедом. ;effect;Она отпустила руль. ;Она врезалась в забор. ;1
Я включил вентилятор. ;effect;Вода посыпала кожу. ;Я почувствовал, как прохладный воздух проходит мимо меня. ;1
Серферы вернулись на пляж. ;cause;Они были промокшие. ;Они видели акулу. ;1
Я вытащил водопровод в ванной. ;effect;Вода вытекла из ванны. ;Вода брызнула на пол. ;0
Муж чувствовал себя виноватым за измену жене. ;effect;Он обвинил её в неверности. ;Он признался ей в своей неверности. ;1
На плакате была размазана чернила. ;cause;Я ждал, пока чернила высохнут. ;Я пролил воду на плакат. ;1
Ребёнок проснулся с криками. ;cause;У него был кошмар. ;Он намочил кровать. ;0
Мальчик положил ноги на стол. ;effect;Его отец сел за стол. ;Его отец читал ему лекции. ;1
Мой друг повернул голову в моём направлении. ;cause;Я кричала его имя. ;Я махал руками. ;0
Правительство угнетало своих граждан. ;effect;Граждане устроили восстание. ;Граждане зарегистрировались для голосования. ;0
Мальчик заблудился в лесу. ;effect;Он поднял палатку. ;Он кричал о помощи. ;1
Женщина путешествовала за границу. ;cause;Она хотела научиться рисовать. ;Она хотела узнать о других культурах. ;1
Этот человек ревновал своего коллегу. ;cause;Его коллегу повысили. ;Его коллега работал допоздна. ;0
Этот человек видел пришельцев. ;cause;У него были галлюцинации. ;Он медитировал. ;0
Волосы у мужчины стали светлыми. ;cause;Он положил в него отбеливатель. ;Он положил в него шампунь. ;0
Художник создал новую работу. ;cause;Она критиковала её предыдущую работу. ;Она почувствовала вдохновение. ;1
Сын уехал из дома. ;cause;Он был уволен из армии. ;Он собирался в колледж. ;1
Книги выпали из книжной полки. ;cause;Полки были покрыты пылью. ;Землетрясение сотрясло книжный шкаф. ;1
Электричество в моем доме отключили. ;effect;Я включил свет. ;Я перезапустил выключатель. ;1
Мы ездили на американских горках. ;cause;Это выглядело пугающе. ;Это выглядело весело. ;1
Сумка с попкорнами начала лопнуть. ;cause;Я налила масло в мешок. ;Я разогрела его в микроволновке. ;1
Дерево упало на линию электропередач. ;effect;Электричество в районе вышло. ;Прогноз предсказывал сильный ветер. ;0
Спикер сделал политически некорректные комментарии. ;effect;Он скучал публике. ;Он оскорбил аудиторию. ;1
Я проколол себя булавкой. ;effect;С лица капел потовой шар. ;На моем пальце образовалась капля крови. ;1
Рыба плавала на поверхности аквариума. ;cause;Он был голоден. ;Он был мертв. ;1
Голос мужчины звучал хриплым. ;cause;Он был простужен. ;Он бросил курить. ;0
Двери лифта открылись. ;cause;Лифт прибыл на назначенный этаж. ;Лифт застрял между этажами. ;0
Подросток выскользнул из дома. ;cause;Он солгал своим родителям. ;Его родители наказали его. ;1
Ванная затопила. ;cause;Туалет переполнен. ;Водогреватель сломался. ;0
Щенок остался рядом со своим хозяином. ;cause;Владелец надел на щенка ошейник. ;Владелец держал щенка на поводке. ;1
Человек увидел его отражение. ;cause;Он стоял под огромным деревом. ;Он стоял над спокойным озером. ;1
Я пропустил телефонный звонок своей девушки. ;effect;Я ей перезвонил. ;Я встретил её на ужин. ;0
Семья обыскала окрестности. ;cause;Их собака сбежала из дома. ;Из их дома пропали дорогие украшения. ;0
Я видел свой дыхание, когда я выдыхался. ;cause;Погода была холодной. ;Моя грудь была напряжена. ;0
Работники создали профсоюз. ;cause;Они хотели улучшить условия труда. ;Их работодатель повысил их зарплату. ;0
Я испекла яблочный пирог. ;effect;Запах гниения заполнил кухню. ;Теплый аромат наполнил кухню. ;1
Женщина изо всех сил пыталась ходить. ;cause;Она носила каблуки. ;Она сняла обувь. ;0
Из кастрюли с водой поднялся пар. ;cause;Вода кипела. ;Я прикрыл горшок. ;0
Все мои носки были в прачечной. ;effect;Я носил сандалии. ;Я носил сапоги. ;0
Аргумент политика был признан абсурдным. ;effect;Он потерял поддержку избирателей. ;Его обвинили в коррупции. ;0
Все не одобряли помолвку пары. ;effect;Пара забеременела. ;Пара сбежала. ;1
Здание было посвящено миллионеру. ;cause;Миллионер хотел, чтобы здание снесли. ;Миллионер пожертвовал средства на его строительство. ;1
Сотрудник по продажам обвинил девушку в краже. ;cause;Продавец видел, как девушка положила товар в сумочку. ;Сотрудник по продажам помог девушке найти понравившийся ей кошелек. ;0
Страна объявила войну соседней территории. ;effect;Солдатов отправили на войну. ;Солдаты воссоединились со своими семьями. ;0
Суд подтвердил спорное решение. ;effect;Перед зданием суда начался бунт. ;Пара обменялась клятвами перед зданием суда. ;0
Девочка почувствовала запах чего-то горящего. ;cause;Она вытащила печенье из банки. ;Она оставила печенье в духовке. ;1
Дождь шел как из ведра. ;effect;Шторм усилился. ;Я поспешил войти. ;1
Здание было эвакуировано. ;cause;Лифт перестал работать. ;Пожарная сигнализация запустилась. ;1
Отец возмущался алкоголизмом сына. ;effect;Отец купил сыну пиво. ;Отец выгнал сына из дома. ;1
Адвокат поднялся по лестнице в свой кабинет. ;cause;Секретарь ушла домой. ;Лифт был неисправным. ;1
Мужчина разозлился на своего друга. ;cause;Его друг прервал его. ;Его друг купил ему обед. ;0
Девушка дала свои деньги кассиру. ;effect;Кассир дал девушке сдачу. ;Кассир забыл дать девушке квитанцию. ;0
Женщину посадили в инвалидное кресло. ;cause;Она была парализована в результате аварии. ;Она вошла в больницу на носилках. ;0
Граждане вывешивали национальный флаг у своих домов. ;cause;Страна праздновала свою независимость. ;Страна столкнулась с экономическими трудностями. ;0
Команда проиграла турнир. ;effect;Они разочаровали своих фанатов. ;Они вдохновляли своих поклонников. ;0
Мой друг указал, что у меня еда застряла в зубах. ;effect;Мне было стыдно. ;Я чувствовал гордость. ;0
Мальчик провалил экзамен по истории. ;cause;Он был внимателен на уроке. ;Он забыл учиться. ;1
Здание в центре города обрушилось. ;cause;Землетрясение обрушилось на город. ;Уровень преступности в городе увеличился. ;0
Его девушка порвала с ним. ;effect;Он умолял ее принять его обратно. ;Она представила его своим родителям. ;0
Двое детей одновременно протянули руку, чтобы забрать мяч. ;effect;Мяч отвалился. ;Их головы столкнулись. ;1
Ракуны обыскали мусорный бак. ;cause;В мусорной корзине был картон. ;Крышка была с мусорного бака. ;1
Мальчик заточил карандаш. ;cause;Это было дешево. ;Это было скучно. ;1
Кассир отказал женщине в возврате денег за платье. ;cause;Она потеряла свою квитанцию. ;Платье не подходило. ;0
Поцарапание на моей коже было глубоким. ;effect;Он быстро зажил. ;Он оставил шрам. ;1
В поезде на него странные взгляды бросили пассажиры. ;cause;Он смотрел в землю. ;Он говорил сам с собой. ;1
Ребёнок оставил крошки на полу. ;effect;Муравьи ползали к крошкам. ;Ребёнок убрал хлеб. ;0
Женщина дала сестре салфетку. ;cause;Сестра женщины сжала руки. ;Сестра женщины начала плакать. ;1
Мужчина взял монетку. ;cause;У него были трещины на губах. ;Он беспокоился о неприятном запахе изо рта. ;1
Пара ушла на шоу пораньше. ;cause;Они ожидали движения вокруг театра. ;У них есть указания на театр. ;0
Женщина осталась дома, не пришла на работу. ;effect;Её начальник похвалил её. ;Ее коллега прикрывал ее. ;1
Этот человек подписал петицию активистов. ;cause;Он поддерживал их дело. ;Он назвал их сумасшедшими. ;0
Сердце актера трепетало перед его выступлением. ;cause;У него была паника сцены. ;Он запомнил свои реплики. ;0
Я был потерян. ;effect;Я пересчитал свои деньги. ;Я развернул карту. ;1
Зрелые плоды задерживались на солнце. ;effect;Его съели. ;Он свернулся. ;1
Машина сломалась. ;cause;Я включил зажигание. ;Двигатель перегрелся. ;1
Человек повредил спину. ;effect;Он ходил к психиатру. ;Он несколько дней лежал в постели. ;1
Я зажег огонь в камине. ;cause;У меня закончилась дрова. ;В доме было холодно. ;1
Женщина перестала бегать. ;cause;У нее судороги в боку. ;Она вздохнула. ;0
Я постучал в дверь моего соседа. ;effect;Соседка пригласила меня войти. ;Моя соседка ушла из дома. ;0
Женщина вздохнула от разочарования. ;cause;Ее муж неправильно понял ее беспокойство. ;Её муж поцеловал её на прощание. ;0
Учитель похвалил ученика. ;cause;Студент правильно ответил на вопрос. ;Студент не решался ответить на вопрос. ;0
У женщины закончились яйца. ;effect;Она ушла на ферму. ;Она пошла в супермаркет. ;1
Я встретил старого друга. ;effect;Я открыл ему секрет. ;Я обняла его. ;1
Женщина избегала погружения в озеро. ;cause;Она поймала рыбу. ;Он выглядел зараженным. ;1
Студент пришел в класс мокрым. ;cause;Его зонтик был сломан. ;Его велосипед был украден. ;0
Курсор на экране компьютера двигался. ;cause;Пользователь нажал на мышь. ;Пользователь переместил мышь. ;1
Водитель сделал обход. ;cause;На главной дороге произошла авария. ;Она пошла за грузовиком перед собой. ;0
Я повесила мокрое белье на привязку для белья. ;effect;Белье высохло. ;Полотенце запятнано. ;0
Женщина надела свои очки. ;cause;Солнечный свет был ярким. ;Она вызвала такси. ;0
Мужчина смотрел в ночное небо. ;cause;Он хотел, чтобы было лето. ;Он думал, что это красиво. ;1
Я чувствовал себя истощенным. ;effect;Я пошла рано спать. ;Я не спал всю ночь. ;0
Мужчина пошел к парикмахеру. ;cause;Он отрастил волосы. ;Его волосы стали длинными. ;1
Мальчик притворился злобным к своему новому однокласснику. ;cause;Мальчик приветствовал нового одноклассника. ;Мальчик не любил нового одноклассника. ;1
Я жаждал стакана молока. ;cause;Я ел печенье. ;Я пекла хлеб. ;0
Начал идти дождь. ;effect;Водитель включил фары. ;Водитель пошел на задний ход. ;0
Парковка здания была пуста. ;effect;Я припарковался напротив. ;Я припарковался возле входа. ;1
Писательница не дождалась срока подачи проекта. ;cause;У нее была писательская блокада. ;Она редактировала черновик. ;0
Партнер повесил трубку. ;cause;Я попросил поговорить с начальником. ;Я предоставил свой идентификационный номер. ;0
Ветер дул через открытое окно. ;effect;Звонок позвонил. ;Занавески дрожали. ;1
Электричество в моем доме отключили. ;cause;Я выключил лампу. ;Я вырубил предохранитель. ;1
Тяжелоатлет буркнул. ;cause;Он сгибал мышцы перед зеркалом. ;Он поднял планку над головой. ;1
Студент пытался сделать вычисления в голове. ;effect;Он достал калькулятор. ;Он запутался. ;1
Ребёнок уснул. ;cause;Отец поменял пеленку ребенку. ;Отец нежно качал ребёнка. ;1
Девочка бросила водяной шар в мальчика. ;effect;У мальчика сотрясение мозга. ;Мальчик промок. ;1
Фотограф забыл использовать вспышку на камере. ;effect;Фотографии оказались размытыми. ;На фотографиях все отказывались улыбаться. ;0
Я отказался от приглашения на день рождения. ;cause;Я был одинок. ;Я был за городом. ;1
Я занимался спортом. ;cause;Я чувствовал себя энергичным. ;Я испугалась. ;0
Я выжала влажную губку. ;effect;Он поглотил воду. ;Из него вытекла вода. ;1
Отдыхающие отправились на пароме на курорт. ;cause;Курорт был забронирован. ;Курорт был на острове. ;1
У подростка есть татуировка. ;cause;Она боялась игл. ;Она хотела восстать. ;1
Незнакомая машина припаркована у моего дома. ;effect;Я стал подозрителен. ;Я вызвала полицию. ;0
Преступник сдался. ;cause;Доказательства указывали на него. ;Никаких доказательств против него не было. ;0
Тяжелорослый человек решил похудеть. ;effect;Он отказался от сладостей. ;Он избегал кофеина. ;0
Девочка наступила на лед. ;effect;Она поскользнулась. ;Она дрожала. ;0
У женщины были кольца под глазами. ;cause;Она не спала всю ночь. ;Она уложила сына спать. ;0
Лава текла из вулкана. ;cause;Вулкан взорвался. ;Вулкан был неактивным. ;0
Женщина надела обувь. ;cause;Она знала всех на вечеринке. ;Она хотела уйти с вечеринки. ;1
Я заплатил сотруднику по сборам. ;effect;Она позволила мне пройти через tollbooth. ;Она задержала меня у tollbooth. ;0
Директор обанкротился. ;cause;Он продал акции своей компании. ;Он растратил свое состояние. ;1
Мужчина пошел к врачу. ;cause;Доктор был в отпуске. ;Человек почувствовал себя плохо. ;1
Я вышел из спальни через окно. ;cause;Дом был в огне. ;Дом был пуст. ;0
Пальцы мальчика стали обрезными. ;cause;Он долго принимал душ. ;Он обеспенял руки мылом. ;0
Я выплюнул молоко. ;cause;Молоко было кислое. ;У меня уста были сухими. ;0
Я пропустил автобус. ;effect;Я пораньше на работу. ;Я опоздал на работу. ;1
Грузовик столкнулся с машиной. ;effect;Грузовик ускорился. ;Машина разбилась. ;1
Команда подстроила соревнование в свою пользу. ;effect;Они победили. ;Они бросили учебу. ;0
Бутылка соды шипела. ;cause;Я перевернул бутылку. ;Я скрутил крышку. ;1
Мальчика заперли за дверью. ;effect;Он прополз через открытое окно. ;Он поднялся на крышу. ;0
Звонок позвонил. ;effect;Посетитель постучал в дверь. ;Женщина заглянула в дверь через отверстие от ключа. ;1
Мужчина испачкал свой костюм. ;effect;Он его вымыл. ;Он повесил его в своем шкафу. ;0
Девочка выжала трубку зубной пасты. ;effect;Зубная паста выплеснула из трубки. ;Девочка выплюнула зубную пасту. ;0
Число погибших гражданских лиц в результате войны резко возросло. ;effect;Пацифисты устроили протест. ;Пацифисты провели парад. ;0
Девочка вырвала ленту из волос. ;cause;Она завязала ленту. ;Лента выглядела как у ребенка. ;1
Мужчина сделал пластическую операцию. ;effect;Он постарел. ;Он выглядел моложе. ;1
Из яйца выросло куриное цыпленок. ;cause;Яйцо вылупилось. ;Я сломала яйцо. ;0
Заключенный голодал. ;effect;Он умер. ;Он сбежал. ;0
Человек потерял равновесие на лестнице. ;effect;Он поднялся по лестнице. ;Он упал с лестницы. ;1
Ребёнок рёбнулся. ;cause;Он глоток соды. ;Он открыл банку соды. ;0
Холодный поток воздуха проник через окно. ;effect;Я расслабился. ;Я дрожал. ;1
Студент получил стипендию для поступления в колледж. ;cause;Её одноклассники уважали её. ;Она получила хорошие оценки. ;1
Девочка высмеяла мальчика. ;cause;Она жила по соседству с ним. ;Она была в него влюблена. ;1
Голодный бродяга украл еду. ;cause;Он подстрекал к жалости. ;У него не было денег. ;1
Я позвонил другу, чтобы поболтать. ;cause;Я хотела уединения. ;Я чувствовал себя одиноким. ;1
Мужчина протянул мне руку. ;effect;Я пожал ему руку. ;Я ударил его. ;0
Я уклонился. ;cause;Фейерверки запускались в воздухе. ;Фрисби поднялся вверх к моей голове. ;1
Девочка кусала ногти. ;cause;Она волновалась. ;Она была удивлена. ;0
Я перевернул страницу календаря. ;cause;Я записала встречу в календарь. ;Это было начало нового месяца. ;1
Муж обнаружил, что его жена изменяет ему. ;effect;Он уволил своего адвоката. ;Он подал на развод. ;1
Девочка уронила резиновый мяч. ;effect;Мяч отскочил. ;Мяч светился. ;0
Девочка допустила ошибку на экзамене. ;effect;Она догадалась ответа. ;Она стерла свой ответ. ;1
Игрок схватывал своего соперника. ;effect;Его соперник перехватил пас. ;Его противник упал на землю. ;1
Я сорвал помидоры с виноградной лозы. ;cause;Они были созревшими. ;Я поливал их. ;0
Он хотел быть романтичным. ;effect;Он встретился со своей бывшей девушкой на обеде. ;Он купил своей девушке шоколадки. ;1
Ртуть в термометре поднялась. ;cause;Я уронил термометр. ;Погода стала теплее. ;1
В городе прокатилось торнадо. ;effect;Крыша здания суда взорвалась. ;На шоссе опасно ледяное. ;0
Студент получил репетиторство. ;effect;Его оценки улучшились. ;Он жульничал на экзамене. ;0
Я чувствовал себя комфортно. ;cause;Я опустился на колени. ;Я обернулся в одеяло. ;1
Я отполировал камень. ;effect;Он стал скользким. ;Она стала блестящей. ;1
Я добавил сахар в кофе. ;effect;Кофе сильно пах. ;Кофе был сладким. ;1
Мужчина перетасовал бумаги. ;effect;Он порезался бумагой. ;Он раздробил бумаги. ;0
Я ударил по гвозду молотом. ;effect;Гвоздь застрял в дереве. ;Ногть ржавела. ;0
Рыба укусила линию. ;effect;Рыбак затащил рыбу. ;Рыбак переделал удочку. ;0
Подросток стеснялся ходить в школу. ;cause;У неё прыщ. ;Она сняла брекеты. ;0
Я с лицом в восторге. ;cause;Я получил хорошие новости. ;Я потерял терпение. ;0
Я вытер руки полотенцем. ;cause;Полотенце было мокрое. ;Мои руки были мокрые. ;1
Человек потерял равновесие на стуле. ;cause;Стул под ним качался. ;Он пролил краску на стул. ;0
Соратники обвинили друг друга. ;cause;Они проиграли свою игру. ;Тренер отменил тренировку. ;0
Я попросил прощения. ;cause;Я пожалел о своей ошибке. ;Я достиг своей цели. ;0
Женщине стало скучно с ее свиданием. ;cause;Он задавал ей вопросы о себе. ;Он беспрерывно говорил о себе. ;1
Девочка улыбнулась. ;effect;Её щеки покраснели. ;У неё появились ямочки. ;1
Корабль врага взорвался. ;cause;Он прошел мимо шахты. ;Он заплыл в гавань. ;0
Мужчина проколол себе ногу. ;cause;Он зашёл в лужу. ;Он наступил на разбитое стекло. ;1
Детективы обыскали место преступления на предмет отпечатков пальцев. ;effect;Они обнаружили личность убийцы. ;Они нашли оружие на месте преступления. ;0
На шоссе было много пробок. ;effect;Я сделал обход. ;Я попросила подвезти. ;0
Экономика страны упала. ;effect;Многие люди заболели. ;Многие люди столкнулись с безработицей. ;1
Охранник на переправе свистил на детей. ;cause;Они собирались входить в встречный транспорт. ;Она узнала их из своего района. ;0
Я перевернул глаза на своего друга. ;cause;Он сказал мне правду. ;Он сделал саркастическое замечание. ;1
У машины закончился бензин. ;effect;Водитель застрял на дороге. ;Водитель поднял автостоп. ;0
Женщина начала рожать. ;effect;Ребенок родился. ;У женщины была утренняя тошнота. ;0
Шляпа у него улетела. ;cause;Он снял шляпу. ;На улице было ветрено. ;1
Девочка присутствовала на вечеринке по случаю дня рождения одноклассницы. ;cause;Она получила приглашение. ;Она купила подарок. ;0
На лбу мальчика было жарко. ;effect;Его мать взяла температуру. ;Его мать отвела его в парк. ;0
Мужчина распылил себя одеколоном. ;cause;Он хотел произвести впечатление на свою девушку. ;Он надел гель на волосы. ;0
Электричество в доме отключили. ;effect;Я искал фонарик. ;Я взял лопату. ;0
Семья переехала в дом побольше. ;cause;Сын окончил среднюю школу. ;Мать родила близнецов. ;1
Марафонщик продолжал бегать медленным шагом. ;cause;Она хотела сэкономить энергию. ;Она видела финишную черту. ;0
Мальчик пошёл по автомату. ;cause;Машина выплюнула сдачу. ;Мешок с чипсами застрял. ;1
У моего друга умерла собака. ;effect;Я перевернул глаза на него. ;Я обняла его. ;1
Кредитная карта бизнесмена была отклонена. ;effect;Он написал должник. ;Он заплатил наличными. ;1
Человек проклят. ;cause;Он подстриг ногти. ;Он ударился ногой. ;1
Этот человек гордился своим братом. ;cause;Его брат поссорился с их родителями. ;Его брата приняли в юридическую школу. ;1
Девочка хотела узнать о Солнечной системе. ;effect;Она пошла в библиотеку. ;Она посмотрела на звезды. ;0
Плакат приклеился к стене. ;cause;Я поставил плакат над дверью. ;Я приклеил клейкую ленту на обратную сторону плаката. ;1
Клиент одобрил планы архитектора на здание. ;effect;Архитектор построил здание. ;Архитектор изменил планы. ;0
Мужчина уронил ложку. ;cause;Его рука дрожала. ;Он лизал ложку. ;0
Генеральный директор компании подал в отставку. ;effect;Совет директоров распустил компанию. ;Совет директоров нашел его замену. ;1
Я опоздал на лекцию. ;effect;Я сел на задний ряд. ;Я подошел к трибуне. ;0
Мужчину выпустили из тюрьмы. ;cause;Его семья заплатила за него залог. ;Он напал на сокамерника. ;0
Семья потеряла все свои вещи. ;cause;Они продали свой дом. ;Их дом загорелся. ;1
Я наступил на алюминиевую банку. ;effect;Консерва была переработана. ;Консерва раздавилась. ;1
Девушка присоединилась к команде дебатов. ;effect;Она научилась пользоваться компьютером. ;Она научилась общаться. ;1
Мое настроение улучшилось. ;cause;Я слушал музыку. ;Я помыла посуду. ;0
Благотворительная организация поставила цель собрать деньги. ;effect;Они кормили бездомных. ;Они провели аукцион. ;1
Горка погрузилась в крутой обвал. ;effect;Пассажиры хихикали. ;Пассажиры кричали. ;1
Я был в ярости. ;effect;Я проверил почтовый ящик, когда выходил из дома. ;Я запер дверь, выходя из дома. ;1
Мужчина хотел посмотреть на восход солнца. ;effect;Он отправился на север. ;Он рано встал. ;1
Я сложил бумагу. ;effect;Я переработал бумагу. ;Бумага свернулась. ;1
Нация пережила стихийное бедствие. ;effect;Лидеры других стран сформировали союз. ;Лидеры других стран прислали срочную помощь. ;1
Одежда мальчика пропиталась. ;cause;Он вылез из бассейна. ;Он упал в бассейн. ;1
Студент поспешил дочитать книгу. ;cause;Его должны были вернуть в библиотеку. ;Он одолжил его у друга. ;0
