question;answer;answer_ab
"ஒரு நாணயம் தலைக்கு மேல். ஜெஸ்ஸி நாணயத்தை எறிகிறார். ரோட்ரிக் நாணயத்தை எறிகிறார். டிராவிஸ் நாணயம் புரட்டுவதில்லை. ரிட்டா நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். சிந்தியா நாணயத்தை எறிவதில்லை. லாயிட் நாணயத்தை எறிவதில்லை. ஜாக்குலின் நாணயத்தை எறிந்து விடுகிறார். JC நாணயம் தூக்கி எறிகிறது. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஸ்டெர்லிங் நாணயத்தை எறிகிறார். ஜெனிபர் நாணயத்தை எறிந்து விடுகிறார். பட்ஸி நாணயத்தை எறிந்து விடுகிறார். டெனிஸ் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். பீட்ரிஸ் நாணயத்தை எறிகிறார். ஜிலியன் நாணயத்தை எறிவதில்லை. கோகோ நாணயத்தை எறியவில்லை. விவியன் நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். இளவரசர் நாணயத்தை எறிகிறார். ரெனே நாணயத்தை எறிகிறார். விஷால் நாணயத்தை எறிகிறார். பேட்ரிக் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஜே நாணயத்தை எறியவில்லை. டென்னிஸ் நாணயத்தை எறிவதில்லை. கிராஸ் நாணயத்தை எறிந்து விடுகிறார். பெர்னாடெட் நாணயத்தை எறிந்தார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஹாங்க் நாணயம் எறியவில்லை. ஜானின் நாணயத்தை எறியவில்லை. பிரான்கி நாணயம் தூக்கி எறிகிறார். ஐசா நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். மேக்ஸ் நாணயம் எறியவில்லை. மைக்கி நாணயத்தை எறியவில்லை. சிந்தியா நாணயத்தை எறிவதில்லை. ஹோலி நாணயம் தூக்கி எறிந்தார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். கிறிஸ்டி நாணயத்தை எறிகிறார். Rey நாணயத்தை எறியவில்லை. மிச்செல் நாணயத்தை எறிந்து விடுகிறார். டோலி நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். அன்னி நாணயத்தை எறிவதில்லை. டோனோ நாணயத்தை எறிகிறார். ஷரோன் நாணயத்தை எறிந்து விடுகிறார். டோலோரஸ் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஜெஸ்ஸி நாணயத்தை எறிவதில்லை. லிபி நாணயத்தை எறியவில்லை. டேனியல் நாணயத்தை எறிந்து விடுகிறார். சிவப்பு நாணயம் தூக்கி எறிகிறது. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஜோர்ஜ் நாணயத்தை எறியவில்லை. நாட்டிலியா நாணயத்தை எறிவதில்லை. பிரையன்ட் நாணயத்தை எறிந்து விடுகிறார். கிரண் நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். யான் நாணயத்தை எறிவதில்லை. யூனிஸ் நாணயத்தை எறிவதில்லை. ஜோசப் நாணயத்தை எறிகிறார். ஹக் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மெலடி நாணயத்தை எறிவதில்லை. ராமிரோ நாணயத்தை எறிவதில்லை. ஹம்பெர்டோ நாணயத்தை எறியவில்லை. ஜேக்கப் நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். டொமினோ நாணயத்தை எறிவதில்லை. பிரியானா நாணயத்தை எறிந்து விடுகிறார். மைக்கேல் நாணயத்தை எறிகிறார். ஜோன் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். கிறிஸ்டோபர் நாணயத்தை எறியவில்லை. தேப் நாணயத்தை எறிந்து விடுகிறார். ஜேக் நாணயம் தூக்கி எறிகிறார். டாமி நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மோர்கன் நாணயத்தை எறிகிறார். பெர்லா நாணயத்தை எறிவதில்லை. ஜோவா நாணயத்தை எறிவதில்லை. மார்டா நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். பென்னி நாணயத்தை எறிந்து விடுகிறார். ஹாரி நாணயத்தை எறியவில்லை. ஜெசிகா நாணயத்தை எறிவதில்லை. ஹொரேசியோ நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். பில்லி நாணயத்தை எறிவதில்லை. பலோமா நாணயத்தை எறியவில்லை. டேனர் நாணயத்தை எறிவதில்லை. ராவுல் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ரெனா நாணயத்தை எறியவில்லை. டெவன் நாணயத்தை எறிவதில்லை. ரோசலிண்டா நாணயத்தை எறியவில்லை. பவுலினா நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஆக்செல் நாணயத்தை எறிந்து விடுகிறார். ஓஸ்வால்டோ நாணயத்தை எறிகிறார். மில்ட்ரெட் நாணயத்தை எறியவில்லை. சில்வியா நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். எமிலியானோ நாணயத்தை எறிகிறார். ஜாஸ்மின் நாணயத்தை எறிந்து விடுகிறார். வேட் நாணயம் தூக்கி எறிகிறார். வில்மா நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். லினோ நாணயத்தை எறியவில்லை. மரியல் நாணயத்தை எறியவில்லை. ஆதித்யா நாணயத்தை எறிவதில்லை. எலிசபெத் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஜாக்கி நாணயத்தை எறிகிறார். சோகோரோ நாணயத்தை எறிகிறார். மார்க் நாணயத்தை எறிகிறார். வாண்டா நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மாரிசியோ நாணயத்தை எறிகிறார். லீ நாணயத்தை எறிவதில்லை. மாடி நாணயத்தை எறிவதில்லை. லிஸி நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ரூபன் நாணயத்தை எறிந்து விடுகிறார். பெர்னார்டோ நாணயத்தை எறிகிறார். அரியல் நாணயத்தை எறியவில்லை. ஷெல்லி நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். பிலிப் நாணயத்தை எறிவதில்லை. அஜய் நாணயத்தை தூக்கி எறிகிறார். ஜானி நாணயத்தை எறிந்து விடுகிறார். அகஸ்டோ நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். அரி நாணயத்தை எறிகிறார். ஜாஸ்மின் நாணயத்தை எறிவதில்லை. எலியட் நாணயத்தை எறிந்து விடுகிறார். கென்ட்ரிக் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மார்கரிட்டா நாணயத்தை எறிந்து விடுகிறார். அனாபெல் நாணயத்தை எறிந்து விடுகிறார். ஷான் நாணயத்தை தூக்கி எறிகிறார். செலினா நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஜியோ நாணயத்தை எறிவதில்லை. கோடி நாணயத்தை எறிவதில்லை. ஐசயாஸ் நாணயத்தை எறிந்தார். ஜியோவானி நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். கென்னடி நாணயத்தை எறிகிறார். ஜினி நாணயத்தை எறியவில்லை. இலியானா நாணயத்தை எறிந்து விடுகிறார். வானம் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். பில்லி நாணயத்தை எறிகிறார். காஸ்ஸாண்ட்ரா நாணயத்தை எறிகிறார். மகிழ்ச்சி நாணயத்தை எறியாது. ஏப் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். நுபியா நாணயத்தை எறிந்து விடுகிறது. சாரா நாணயத்தை எறிவதில்லை. ஜாலன் நாணயத்தை எறியவில்லை. கிறிஸ் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஆலியா நாணயத்தை எறிவதில்லை. காஸ்பர் நாணயத்தை எறிகிறார். சோனி நாணயத்தை எறியவில்லை. சைமன் நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். ஸ்கைலர் நாணயத்தை எறிந்து விடுகிறார். கிறிஸ்ஸி நாணயத்தை எறிவதில்லை. மிஸ்டி நாணயத்தை எறிந்து விடுகிறார். கிக் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். காவின் நாணயத்தை எறிந்து விடுகிறார். நேஹா நாணயத்தை எறிவதில்லை. ஆஷா நாணயத்தை எறிவதில்லை. பால்டசார் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். காமிலோ நாணயத்தை எறிகிறார். பெக்கி நாணயத்தை எறியவில்லை. எலிசா நாணயத்தை எறிவதில்லை. ரெபேக்கா நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஐசலா நாணயத்தை எறிந்து விடுகிறார். லெஸ்லி நாணயத்தை எறிந்து விடுகிறார். ஸ்டேசி நாணயத்தை எறிந்து விடுகிறார். இங்க்ரிட் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மெக் நாணயத்தை எறியவில்லை. ஆண்ட்ரே நாணயத்தை எறிவதில்லை. ஜெரார்ட் நாணயத்தை எறிகிறார். லில்லியா நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். டென்னி நாணயத்தை எறிகிறார். கார்லோ நாணயத்தை எறிகிறார். ரெனால்டோ நாணயத்தை எறிகிறார். ஜெஸ்ஸி நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். செரி நாணயத்தை எறியவில்லை. ரிக்கோ நாணயத்தை எறியவில்லை. Teo நாணயம் தூக்கி எறிகிறார். இயேசு நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். அலெக்ஸாண்ட்ரியா நாணயத்தை எறிவதில்லை. மேகன் நாணயத்தை எறியவில்லை. இலையுதிர் காலம் நாணயத்தை புரட்டுவதில்லை. ராபர்ட் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். Jr நாணயத்தை தூக்கி எறிகிறார். மெரிடித் நாணயத்தை எறிந்து விடுகிறாள். சோய் நாணயத்தை எறிவதில்லை. ரோபி நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். அழகான நாணயம் flips. ஜாடா நாணயத்தை எறிந்து விடுகிறார். சரிதா நாணயத்தை எறிவதில்லை. ஆலன் நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஷாரி நாணயத்தை எறிகிறார். பெல்லா நாணயம் தூக்கி எறிந்து. லைசா நாணயத்தை எறியவில்லை. மைரா நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். லாசரோ நாணயத்தை எறியவில்லை. அனா நாணயத்தை எறிந்து விடுகிறார். சாரல்ட் நாணயத்தை எறிந்து விடுகிறார். பிரீஷியஸ் நாணயத்தை எறிந்து விடுகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். இமெல்டா நாணயத்தை எறிந்து விடுகிறார். ஆண்டி நாணயத்தை எறிந்து விடுகிறார். மாக் நாணயத்தை எறியவில்லை. ரிகோபெர்டோ நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். அஷிஷ் நாணயத்தை எறிகிறார். டிரேசி நாணயத்தை எறிந்து விடுகிறார். வரூன் நாணயத்தை எறிவதில்லை. எமில் நாணயத்தை எறிகிறார். நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். மரியன் நாணயத்தை எறியவில்லை. ஜோன் நாணயத்தை எறிந்து விடுகிறார். டேரின் நாணயத்தை எறியவில்லை. ரோஹித் நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். ஜூலியட்டா நாணயத்தை எறிந்து விடுகிறார். சக்கரி நாணயத்தை எறிகிறார். ஜாரெட் நாணயத்தை எறிந்து விடுகிறார். டைசன் நாணயத்தை எறிவதில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
"ஒரு நாணயம் தலைக்கு மேல். வின்சென்ட் நாணயத்தை எறிவதில்லை. டயானா நாணயத்தை எறிவதில்லை. கேஸி நாணயத்தை எறியவில்லை. லின் நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";ஆம் ;A
"ஒரு நாணயம் தலைக்கு மேல். கிரேக் நாணயத்தை எறிந்து விடுகிறார். டிலான் நாணயத்தை எறியவில்லை. ட்ரோய் நாணயத்தை எறிவதில்லை. கிரீசல்டா நாணயத்தை எறியவில்லை. நாணயம் இன்னும் தலைக்கு மேல் இருக்கிறதா? ""திருப்ப"" என்பது ""திருப்ப"" என்பதைக் குறிக்கிறது என்பதை கவனியுங்கள். ";இல்லை ;B
