question;answer;answer_ab
"Eine Münze ist Kopf oben. Cinthia wirft die Münze nicht. Lloyd wirft die Münze nicht. Jacqueline wirft die Münze. JC wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Sterling wirft die Münze. Jenifer wirft die Münze. Patsy wirft die Münze. Denise wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Beatriz wirft die Münze. Gillian wirft die Münze nicht. Coco wirft die Münze nicht. Vivian wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Prince wirft die Münze. Rene wirft die Münze. Vishal wirft die Münze. Patrick wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Jae wirft die Münze nicht. Dennis wirft die Münze nicht. Cris wirft die Münze. Bernadette wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Hank wirft die Münze nicht. Janine wirft die Münze nicht. Frankie wirft die Münze. Isa wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Max wirft die Münze nicht. Mikey wirft die Münze nicht. Cynthia wirft die Münze nicht. Holly wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Christy wirft die Münze. Rey wirft die Münze nicht. Michelle wirft die Münze. Dolly wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Annie wirft die Münze nicht. Toño wirft die Münze. Sharon wirft die Münze. Delores wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Jessy wirft die Münze nicht. Libby wirft die Münze nicht. Danielle wirft die Münze. Rot wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Jorge wirft die Münze nicht. Natalya wirft die Münze nicht. Bryant wirft die Münze. Kiran wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Yan wirft die Münze nicht. Eunice wirft die Münze nicht. Joseph wirft die Münze. Hugh wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Melody wirft die Münze nicht. Ramiro wirft die Münze nicht. Humberto wirft die Münze nicht. Jacob wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Domingo wirft die Münze nicht. Briana wirft die Münze. Michael wirft die Münze. Joan wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Kristopher wirft die Münze nicht. Deb wirft die Münze. Jake wirft die Münze. Tammy wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Morgan wirft die Münze. Perla wirft die Münze nicht. Joao wirft die Münze nicht. Marta wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Penny wirft die Münze. Harry wirft die Münze nicht. Jessica wirft die Münze nicht. Horacio wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Billie wirft die Münze nicht. Paloma wirft die Münze nicht. Tanner wirft die Münze nicht. Raul wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Rena wirft die Münze nicht. Devon wirft die Münze nicht. Rosalinda wirft die Münze nicht. Paulina wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Axel wirft die Münze. Osvaldo wirft die Münze. Mildred wirft die Münze nicht. Sylvia wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Emiliano wirft die Münze. Jasmin wirft die Münze. Wade wirft die Münze. Vilma wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Lino wirft die Münze nicht. Mariel wirft die Münze nicht. Aditya wirft die Münze nicht. Elisabeth wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Jacky wirft die Münze. Socorro wirft die Münze. Mark wirft die Münze. Wanda wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Mauricio wirft die Münze. Lee wirft die Münze nicht. Madi wirft die Münze nicht. Lizzie wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Ruben wirft die Münze. Bernardo wirft die Münze. Ariel wirft die Münze nicht. Shelley wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Phillip wirft die Münze nicht. Ajay wirft die Münze. Janie wirft die Münze. Augusto wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Ari wirft die Münze. Jasmine wirft die Münze nicht. Elliot wirft die Münze. Kendrick wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Margarita wirft die Münze. Anabel wirft die Münze. Shaun wirft die Münze. Celina wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Geo wirft die Münze nicht. Kody wirft die Münze nicht. Isaias wirft die Münze. Giovanni wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Kennedy wirft die Münze. Ginny wirft die Münze nicht. Iliana wirft die Münze. Sky wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Billy wirft die Münze. Kassandra wirft die Münze. Freude wirft die Münze nicht. Abe wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Nubia wirft die Münze. Sarah wirft die Münze nicht. Jalen wirft die Münze nicht. Kris wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Ale wirft keine Münze. Gaspar wirft die Münze. Sonny wirft die Münze nicht. Simon wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Skylar wirft die Münze. Chrissy wirft die Münze nicht. Misty wirft die Münze. Kike wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Gavin wirft die Münze. Neha wirft die Münze nicht. Asha wirft die Münze nicht. Baltazar wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Camilo wirft die Münze. Becky wirft die Münze nicht. Eliza wirft die Münze nicht. Rebecca wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Isela wirft die Münze. Leslie wirft die Münze. Stacy wirft die Münze. Ingrid wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Meg wirft die Münze nicht. Andrey wirft die Münze nicht. Gerard wirft die Münze. Lilia wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Denny wirft die Münze. Carlo wirft die Münze. Reinaldo wirft die Münze. Jessi wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Cheri wirft die Münze nicht. Rico wirft die Münze nicht. Teo wirft die Münze. Jesus wirft die Münze nicht um. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Alexandria wirft die Münze nicht. Meghan wirft die Münze nicht. Der Herbst wirft nicht die Münze. Robert wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Jr. wirft die Münze. Meredith wirft die Münze. Zoe wirft die Münze nicht. Robby wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Das ist ein schöner Wurf. Jada wirft die Münze. Sarita wirft die Münze nicht. Allen wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Shari wirft die Münze. Bella wirft die Münze. Liza wirft die Münze nicht. Maira wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Lazaro wirft die Münze nicht. Ana wirft die Münze. Charlotte wirft die Münze. Precious wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Imelda wirft die Münze. Andi wirft die Münze. Mack wirft die Münze nicht. Rigoberto wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Ashish wirft die Münze. Tracey wirft die Münze. Varun wirft die Münze nicht. Emil wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Marian wirft die Münze nicht. Joanne wirft die Münze. Darrin wirft die Münze nicht. Rohit wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Julieta wirft die Münze. Zachary wirft die Münze. Jared wirft die Münze. Tyson wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Vicente wirft die Münze nicht. Dayana wirft die Münze nicht. Kasey wirft die Münze nicht. Lin wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Craig wirft die Münze. Dillon wirft die Münze nicht. Troy wirft die Münze nicht. Griselda wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Rubi wirft die Münze nicht. Daisy wirft die Münze nicht. Yadira wirft die Münze. Der Weihnachtsmann wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Dave wirft die Münze nicht. Ernesto wirft die Münze nicht. Liam wirft die Münze nicht. Marsha wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Ira wirft die Münze. Paola wirft die Münze. Jose Antonio wirft die Münze nicht. Maria wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Manish wirft die Münze nicht. Lu wirft die Münze. Karl wirft die Münze nicht. Don wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Irving wirft die Münze. Hans wirft die Münze. Moses wirft die Münze nicht. Nicole wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Micaela wirft die Münze nicht. Kevin wirft die Münze. Diamant wirft die Münze nicht. Ty wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Maura wirft die Münze. Selvin wirft die Münze nicht. Tabitha wirft die Münze. Gino wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Rosendo wirft die Münze. Shayla wirft die Münze nicht. Erica wirft die Münze nicht. Georgia wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Lorena wirft die Münze nicht. Shana wirft die Münze nicht. Priscilla wirft die Münze nicht. Summer wirft die Münze nicht um. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Noelle wirft die Münze nicht. Byron wirft die Münze. Jane wirft die Münze nicht. Darin wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Chava wirft die Münze. Rosalia wirft die Münze nicht. Kurt wirft die Münze nicht. Linda wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Meagan wirft die Münze nicht. Naomi wirft die Münze nicht. Israel wirft die Münze nicht um. Marie wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Michele wirft die Münze. Karan wirft die Münze nicht. Abraham wirft die Münze nicht. Ellen wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Laila wirft die Münze nicht. Audrey wirft die Münze nicht. Glenn wirft die Münze nicht. Rhonda wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Regina wirft die Münze nicht. Joel wirft die Münze nicht. Gerechtigkeit wirft keine Münze. Eli wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Janet wirft die Münze nicht. Die Ameise wirft die Münze nicht. Vickie wirft die Münze. Elias wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Russ wirft die Münze. Berta wirft die Münze nicht. Mandy wirft die Münze nicht. Lydia wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Tristan wirft die Münze nicht. Marleny wirft die Münze. Santiago wirft die Münze. Viviana wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Carole wirft die Münze. William wirft die Münze. Tiffany wirft die Münze. Hilary wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Amparo wirft die Münze. Gianna wirft die Münze nicht. Dion wirft die Münze. Tessa wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Lewis wirft die Münze nicht. Azucena wirft die Münze nicht. Kai wirft die Münze nicht. Ravi wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Issa wirft die Münze. Kendra wirft die Münze. Ignacio wirft die Münze. Henry wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Faustino wirft die Münze. Lamar wirft die Münze. Fransisco wirft die Münze. Rina wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Angelique wirft die Münze. Marissa wirft die Münze. Phyllis wirft die Münze. Bonnie wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Loren wirft die Münze nicht. Wes wirft die Münze. Dean wirft die Münze nicht. Hayley wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Maxwell wirft die Münze nicht. Jose wirft die Münze. Beto wirft die Münze nicht. Joe wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Liz wirft die Münze nicht. Andrea wirft die Münze. Suresh wirft die Münze nicht. Vera wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Chantal wirft die Münze nicht. Ines wirft die Münze nicht. Valeria wirft die Münze. Francesca wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Ron wirft die Münze. Carl wirft die Münze. Joann wirft die Münze nicht. Young wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Sally wirft die Münze. Sadie wirft die Münze. Christie wirft die Münze nicht. Ellie wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Tomas wirft die Münze nicht. Nic wirft die Münze. Zoila wirft die Münze. Calvin wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Gabe wirft die Münze nicht. Dora wirft die Münze. Aileen wirft die Münze nicht. Modesto wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Victoria wirft die Münze. Aurora wirft die Münze nicht. Amalia wirft die Münze nicht. Prinzessin wirft keine Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Alec wirft die Münze. Arianna wirft die Münze. Corina wirft die Münze. Juancarlos wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Carolyn wirft die Münze. Sasha wirft die Münze nicht. Gnade wirft keine Münze. Keri wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Selena wirft die Münze nicht. Keisha wirft die Münze. Gladys wirft die Münze nicht. Cedric wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Salma wirft die Münze nicht. PJ wirft die Münze. Gladis wirft die Münze. Monica wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Ralph wirft die Münze nicht. Jeanne wirft die Münze. Kyle wirft die Münze nicht. Alejandro wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. Letty wirft die Münze. Aimee wirft die Münze nicht. Elvia wirft die Münze nicht. Ted wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Nein, nein. ;B
"Eine Münze ist Kopf oben. April wirft die Münze nicht. Molly wirft die Münze nicht. Maurice wirft die Münze. Jaclyn wirft die Münze. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
"Eine Münze ist Kopf oben. Markus wirft die Münze nicht. Kathryn wirft die Münze nicht. Giovanna wirft die Münze nicht. Kent wirft die Münze nicht. Ist die Münze noch Kopf? Beachten Sie, daß ""umdrehen"" hier ""umgekehrt"" bedeutet. ";Ja, das stimmt. ;A
