Response:  Az első lépésben 10 liter narancs italtól 3 liter víz került hozzá (mert az összesített mennyiség 7 liter), tehát maradt 7 liter narancs ital. A második lépésben 15 liter ananásztól 5 liter víz került hozzá (mert az összesített mennyiség 8 liter), tehát maradt 8 liter ananász. Az utolsó lépésben 1 liter narancs italtól 0,5 liter víz került hozzá (mert az összesített mennyiség 9 liter), tehát maradt 9 liter narancs ital. Most meg kell számolnunk, hogy milyen mennyire maradt a fennmaradó 24 literben víz. Azaz: 24 - 7 = 17 liter víz maradt fenn.
Response:  Raymond 6 évvel korábban született, tehát most 23 - 6 = 17 évvel van fiatalabb Samuel, aki 6 évvel korábban született. Azaz Raymonde most 31 év oldaltól 17 + 6 = 48 évvel idősebb Samuelnél.
Response:  Az első három ügyfele összesen 3 DVD-t vett, tehát azokból 3 x 1 = 3 DVD-t adott el Billy. A következő two ügyfelek összesen 2 x 2 = 4 DVD-t vettek, tehaz azokat is beleértve adják el Billy 7 + 4 = 11 DVD-t. Az utolsó három ügyfele nem vett DVD-t, tehát Billy sem adta el őket anyagot. Az összesen adott DVD-k száma: 3 + 7 + 4 = 14.
Response:  Az első órában a gyertya 2 centiméterrel olvad el, tehát az első órában lesz 2 centiméterrel rövidebbre a gyertya. A második órában is olvad el 2 centiméter, tehaz a második órában lesz további 4 centiméterrel rövidebbre a gyertya (mert most már 2 centiméternyi olvasztás van rá hozzávetőleg). Az így kapott számokból lehetőség van meghatározni, hogy mennyire olvadt el a gyertya az egész időinterval alatt.
Response:  Az első lépésben Kyle 19,50 dollárt fizetett a könyvért. A második lépésben 25%-os kedvezményt kapott, amelynek értéke 4,75 dollár (25% x 19,50 dollár). Most Kylenak maradnia kell a következő lépésben 14,87 dollárral (19,50 - 4,75 = 14,87 dollár). Látva ezt a számokat, az eredeti ár az eredetileg 34,37 dollár volt!
Response:  Marie összesen 50 dollárt fizetett, azaz a csirkeét 12 dollárért, a tea-t 5 csomaggal 3 dollárban, az alma-kat 4 darabbal 1,50 dollárral és valamelyik doboz pizzát is vásárolta. Az összes ára 50 dollár. Most meg kell állapítani, mennyi doboz pizza volt Marie rendelése között. Amennyiben a pizzák 8,50 dollárba kerülnek, akkor Marie legalább 4 dobozt (4 x 8,5 = 34 dollár) rendelt volna, de mivel csak 50 dollár volt a teljes összeg, akkor Marie nem rendelt több pizzát, mint 1 doboz (1 x 8,5 = 8,5 dollár). Vagyis Marie 1 doboz pizzát rendelt.
Response:  Az első lépésben Mishka három rövidnadrágot vett, amelyek összköltsége 16,50 dollár volt. A második lépésben három nadrágot vett, amelyek összköltsége 22,50 dollár volt. A harmadik lépésben három cipőt vett, amelyek összköltsége 42 dollár volt. Azaz Mishka összesen 71 dollárral tért haza.
Response:  Az első héten Cynthia 1 adag fagyit eszik, az ára 4 dollár.  Az összeg 4 dollár. A második héten Cynthia 2 adag fagyit eszik, az ára 8 dollár (mert 2 x 4 = 8). Az összeg most 12 dollár. A harmadik héten Cynthia 3 adag fagyit eszik, az ára 12 dollár (mert 3 x 4 = 12). Az összeg most 24 dollár.... Az utolsó héten Cynthia 15 adag fagyit eszik, az ára 4 dollár (mert 15 x 4 = 60). Az összeg most 60 dollár. Cynthia összesen 60 dollárt fizet a fagylaltnak.
Response:  Az első megállás 20 mérfldel van az út elejétől, a második pedig 15 mérfldel az utolsó megállástól. Most figyelembe venni kell, hogy az út hossza 60 mérföld, tehát az összesen eltelt idő 60 mérföld / 20 km/órán = 3 órában lehet. most számolhatjuk ki, mennyi ideig tartottak a második megállástól keletre: 3 óra - 20 km/óra x 20 km = 40 km/óra x 20 perc = 800 perc. most számolhatjuk ki, mennyire voltak távolak a második megállástól a harmadik megállási pontja felé: 800 perc / 20 km/óra = 40 km/óra. most számolhatjuk ki, mennyire voltak távolak a második megállástól az első megállási pontja felé: 800 perc / 20 km/óra = 40 km/óra. most számolhatjuk ki, mennyire tették meg a második megállástól az első megállási pontja felé: distance = speed x time = 40 km/óra x 800 perc = 3200 méter.
Response:  Az első lépésben Gloria 5 dollárt kénytelen feltenni az összes cipő és csizma közötti különbségre (azaz 5 dollárral kevesebbre, mint amennyit a csizmákkal). A második lépésben Gloria 2 dollárt kénytelen feltenni az egyik cipőhöz, mert annak árát 33 dollárra teszi. Most már Glorianak marad 1 dollárja az összesen 48 dolláros összegből, tehát az egyik cipő 47 dolláron árult. A harmadik lépésben Gloria 1 dollárját a másik cipőhöz adja, mert annak árát 60 dollárra teszi. Most Gloria 1 dollárral rendelkezik az összesen 59 dolláros összegből, tehát az egyik cipő 58 dolláron árult.... Az utolsó lépésben Gloria 1 dollárjával a csizmákhoz adjon, mert azok árát 70 dollárra teszi. Most Gloria 0 dollárral rendelkezik az összesen 70 dolláros összegből, tehát a csizmák 70 dolláron árultak.
Response:  Az idősorozatban azoknak a négyes számú elemeknek a korát adjuk meg.  A következőket kell figyelembe venni:  Darrell 7 évvel idősebb, mint Allen.  Azaz Darrell most 85 év, míg Allen 78 év.  Most Allen 10 év múlva 98 év lett volna, ha a korrelációjuk maradéktalanul megtartja.  Deha Allen 10 év múlva már nem él, tehát a helyén Allen 10 év múlta korában levő Darrell maradt.  Azaz Darrell 10 év múlta korában 93 év volt.
Response: 1. Gunter megpróbálja megtalálni a zselébab számát. 2. A barátai adatait elfogadjuk és megtudjuk, hogy 80 darab van a korsón. 3. A harmadik barátja adatait ismerve, hogy 25%-kal több, mint az első fele, a következő módon számolhatjuk ki a zselébab számát: (80/2) x 125 = 100. Az átlagosbecslés therefore would be 100.
"Response:  Az első lépésben meghatározzuk, hogy egy hét alatt az összes kutya napi igényeinek mennyi ideje van. Ilyen módon:

* 0,5 óra x 7 nap = 3,5 óráig

Ebből láthatjuk, hogy John 3,5 órában foglalkozik kutyásaival egyszerre."
Response:  Az első lépésben az összes érme számát adjuk meg (110). A második lépésben azt kell meghatározni, hogy hány aranyérmet tartalmaz az összes érméhez képest. Ha 30 aranyérmet több, mint ezüstérmet, akkor a harmadik lépésben a következőt kell meghatároznuksuk: a háromszögek egyenlő részeinek aránya. Plusz a negyedik lépésben a választ adjuk meg. Lépések: 1. Az összes érme számát adjuk meg (110). 2. A háromszögek egyenlő részeinek aránya = 30/80 = 1/2. 3. A háromszögek egyenlő részeinek aránya = 1/2. 4. Gretchennak 30 aranyérме van.
Response:  Az első lépésben meghatározzuk, hogy Aaronnak és Raymondnak hánynak van-e ékszere.  Aaronnak 5 ékszere van, tehát Raymondnak 40 - 5 = 35 ékszere van.  Most Siobhan-nak meg kell határozni, mennyi ékszert tartalmaz.  Siobhan 2 ékszret kapott, tehát őnek 35 + 2 = 37 ékszere van.
Response:  Az első 20 percben Mike 4 pontot szerzett, azaz a teljesítménye 100%. A második 20 percben Mike 25%-kal több pontot szerzett, tehát 37,5 pontot (20% x 18 = 37,5). Összesen therefore Mike 77,5 pontot szerzett (4 + 37,5 = 77,5).
Response:  Terry naponta two yogurts eats. Currently, they sell 8 yogurts for $5. How much does he spend on yogurt per day?  Terry eats 2 yogurts per day, and currently, they sell 8 yogurts for $5. So, Terry spends $1 \* 2 = $2 per day on yogurt.
Response:  Az első lépésben Johnnak 13 Lego-készlete van, és mindenekelőttük 15 dollárt kell fizetnie érte. A második lépésben John 8 videojátékot vett 20 dollárért, és marad 5 dollárral. Most már ismerjük, hogy John 8 videojátékot vett, tehát az összes Lego-készletét eladták. A harmadik lépésben John 5 dollárral rendelkezik, és nem tudhatja, mennyi Lego-készlet van. Azaz a válasz 13.
Response:  Az első napon 3 órában 30 km-t futott (3 óra x 100 km/h = 300 km/3 = 30 km). A második napon 2 órában futott (2 óra x 100 km/h = 200 km/2 = 10 km). A harmadik napon 4 órában futott (4 óra x 100 km/h = 400 km/4 = 100 km). Összesen 50 km-t futott hét nap alatt.
Response:  Az első lépésben Dana 3 mérföldet tesz, mert háromszorosan gyorsabb futó van, mint amilyen jár. A második lépésben 2 mérföldet tesz, mert az idő egyharmadát futással töltötte ki. A harmadik lépésben 1 mérföldet tesz, mert az idő kétharmadát gyaloglás formájában töltötte ki. Az összesen eltelt idő 6 órás volt, tehát a teljes táv 6 x 3 = 18 mérföld.
Response:  Bené iPhone-ja kétszer olyan régi, mint Suzy iPhone-ja, tehát Bené iPhone-ja 2 éves.  Brandon iPhone-ja négyszer olyan régi, mint Bené iPhone-ja, tehán Brandon iPhone-ja 4 éves.
Response:  Az első lépésben Polly a sárkánytól 300 méterre eldobja az arany lándzsát. Ezután a sárkány lángjai hatják a területét, de Pollynak nincs más lehetősége, hogy meneküljön el tőlük.  Azaz, ha a drágakő van a kezében, akkor Polly 300 méternyi távolságra tudja elmenekülni a sárkánytól.  Most, mivel már el lett menekülve a sárkánytól, tovább folytatódik a számítás. Mivel a sárkány lángjai hatják a területét, Polly további 100 métert tesz el, míg végül 400 méternyire nem éri el a safety-térítést. Itt a kérdés szerint Polly megütné a sárkányt az arany lándzsával.  Tehát, ha a drágakő van a kezében, akkor Polly 500 méternyi távolságról indulhat a sárkánytól, és meg is találja a célját.
Response:  A pitét 8 darabra vágta, tehát az összes pitét 8 db-ból állt. Az estélelőn 14 db pité maradt, tehát a vendégek 6 db-ot (az 8 db-ból 6 db maradt) vettek el.
Response:  Az első adag 250 kalóriás chips értéke 300 gramm alatt van (mivel az adag 50%-a). Azaz az első adag 125 kalórium volt (250/2 = 125). Most a második adagra kerülünk, amely 250 kalóriát is tartalmaz. Azaz a második adag 125 kalóriummal bír (250/2 = 125).... stb. folytatódik a számítás egészen addig, amíg az összes adagot el nem fognak.
Response:  First step: Calculate the cost of one meadowfoam seed. Cost = $10/font = $0.10/seed Second step: Calculate the number of seeds in one pound of meadowfoam. Number of seeds = 10 Fonts / $10/Font = 100 Seeds Third step: Calculate the total cost of producing 20 candles using meadowfoam seeds. Total cost = (Number of seeds x Cost per seed) + (Cost of wax x Amount of wax needed) Fourth step: Calculate the net profit from selling each candle for $2. Net profit = ($2 - Total cost) / Number of candles sold Fifth step: Calculate the total net profit from selling all 20 candles. Total net profit = Number of candles sold x Net profit per candle Sixth step: Determine if it is profitable to produce and sell the candles based on the calculated net profit. If the net profit is positive, then it is profitable to continue production and sales. If the net profit is negative, then it is not profitable to continue production and sales.
Response:  Hétfőn: * 4 órás munka = **16 órás munka** (5 cikkek x 4 órás munka/cirk) + **20 órás munka** (kedden 2 x 5 cikkek x 4 órás munka/cirk) = **36 órás munka**  Kedden: **8 órás munka** (5 cikkek x 4 órás munka/cirk) + **10 órás munka** (szerdán 2 x 5 cikkek x 4 órás munka/cirk) = **18 órás munka**  Szerdán: **12 órás munka** (5 cikkek x 4 órás munka/cirk) + **8 órás munka** (kedden 2 x 5 cikkek x 4 órás munka/cirk) = **20 órás munka** Total: **72 órás munka**
Response: 1. Candice 80 post-it jegyzetet tett a táskájába. 2. Megállt a boltban és vásárolt egy csomagot Post-it jegyzeteket. 3. Tett egy post-it jegyzetet minden 220 különböző csésze kávéra a munkában. 4. Maradtak 23 post-it-jegy a táskában. Most azonnal adja meg a számokat, hogy meghatározzuk, mennyi Post-it-jegy volt a csomagban, amit megvett. Azok lesznek: 1. 80 (a táskában kezdődő jegyek száma) + 2. 1 (a bolti vásárlat száma) + 3. 220 (a kávézószekrényeken használt jegyek száma) = 223 (az összesen maradék jegyek száma). Tehát a csomagban volt 223 Post-it-jegy.
Response:  Az első lépésben John 100 dollárt fizetett egy piros nyakkendőre, mert az 50%-os árügye van. Azaz 50 dollár volt a drága része a nyakkendőnek. A második lépésben John 30 dollárt fizetett egy kék nyakkendőre, mert az ára 40 dollárban maradt. Azaz 10 dollár volt a drága része a nyakkendőnek. Most összesen 60 dollárral rendelkezik nyakkendőkvel.
Response:  Az első lépésnél Tracy 4 darab huzalt használt, mert a paradicsomfa 4 láb (120 cm) hosszú volt. A második lépésnél Tracy 3 darab huzalt használt, mert a paradicsomfa most ismét 4 láb (120 cm) hosszú lett.... és így tovább. Használhatja a következőt:  Ha az utolsó lépésben Tracy 1 darab huzalt használt, akkor a összesen megszerzett darabok száma 4 + 3 +... + 1 = 8 darab.
Response:  Az összesen 120 egységből 76 (6x8) van foglalva, tehát 44 marad értelmes választ adni.
Response: 1. Ha minden nap 252 tojást termelnek, akkor az egész héten összesen  __________ tojást termelnek. (252 tojás/nap x 7 nap = ___________ tojás) 2. Ha egy tucatot 2 dollárért adják el a csirkék, akkor a héten összesen __________ dollárt kereshet Lloyd a tojásokból. (___________ tojás x 2 dollár/tucat = ______________ dollár) 3. Most haadjuk össze a két számot, hogy megtaláljuk, mennyit keres Lloyd a tojásokból hetente. (___________ dollár / ___________ tojás = ______________ dollár/tojás)
Response:  Ha Tom hajója 10 mérföldet halad egy órában, akkor az első órában 10 mérföldtől 11 mérföldig haladhat. Az második órában is ugyanígy haladhat, tehát a második órában 22 mérföldtől 32 mérföldig haladhat. Az így összesen 33 mérföldet tett meg az első két órában. Most jegyük fel, hogy Tom hajójának visszatérésekor 6 mérfölddel/óra van rá (ami a visszafelé esetén 6x=36 mérföld). most számosukat adva megállapítjuk, mennyi ideje telt el, míg Tom hajója visszajön a kezdő pontjára. Ilyen módon 5 órás útra voltam kénytelen, mert Tom hajója 5 órába tartott a vízen.
Response: 1. Eltávolítják az összes képregényt (5 kg). 2. Az egyes pontokban megadott mennyiségben eltávolítják a játékokat is (fél kg x 30 = 15 kg). Azaz a maradék súly 35 kg lesz.
Response:  Az első napon (csütörtök) a szerelő 6 teherautó és 4 autó gumiabroncsot javít, így az összesen 240 dollár (6 x 60 + 4 x 40) bevételt kapta.  A második napon (péntek) a szerelő 12 autójavítást teszi, de nem javítja meg egyetlen teherautó gumiabroncsot sem, így az összesen 960 dollár (12 x 80) bevételt kapta. Azaz a szerelő a csütörtökön 240 dolláros és a pénteken 960 dolláros bevételt kapott.
Response:  Az anyjuk felhívatta a nővéreket, hogy tájékoztassák őket arról, hogy two house cats of theirs just had kittens. The mother says that Patchy has three times as many kittens as the others, while Trixie has twelve. How many cats does the Doubtfire family have now?
Response:  Az első lépésben Jean 30 nyalóból 20-t eszik el, azaz maradéka 10 nyaló. A második lépésben Jean 10 nyalót tesz zacskóba, tehát hányat tartalmaz a zacskó? 10/5 = 2 zsák.
Response:  Az első napon 1 dollárt fizet az ajánlásért, így marad 41 dollárral. A második napon is 1 dollárral növeli az összegét, mert 7 dolláron veszítettek. A harmadik napon ismét 1 dollárral növeli az összegét, stb.... Azaz ha 42 dollárja van egy hétre, akkor hány alkalommal mehet moziba?
Response:  Az első lépésben a híd súlyát adjuk meg (5000 font). Ekkor a teherautónak összesen 3755 fontnyi terhe van (a sofőr és az üres teherautó súlya), amely alig haladja meg a híd súlyát (5000 - 3755 = 1245 font).  Most a teherautóra rakhatjuk a dobozokat, de minden doboznyi terhét figyelembe véve a híd súlyának határértéke felülmúlja a teherautó teljes súlyát (1245 + 15 x 15 = 2690 font). Azaz a legnagyobb számú doboz, amelyet a teherautóra lehet rakni, miközben nem haladja meg a híd súlyának határértéket, 15 db-os doboz, amelyek össztömege 2690 font.
Response: 1. Stephen online rendelést tett. Az összesített ár 40 dollár lett. 2. A cég 25%-ot tett hozzá az összeghez, tehát az új összeg 50 dollár lett. 3. A szállításban 3 dollár került a szállítási díjkörbe. 4. Stephen 4 dollár borravalót adott. Az utolsó összeg 46 dollár lett.
Response:  Az első csoportban 20 gyümölcs van, így az összesen 20 x 6 = 120 gyümölcs van.
Response:  Az első lépésben az összes narancsot meg kell osztaniuk 3 csoportba: rossz, éretlen és savanyú. A második lépésben a három csoportból kivétel nélkül minden narancs jó. Tehát a harmadik lépésben a maradék narancsekből (azaz 25 - 6 = 19) minden narancs jó. Azaz 19 narancs jó.
Response:  Az első lépésben Janet 500 dollárt fizet az anyagnak (brossz). A második lépésben Janet további 800 dollárt fizet az ékszerésznek az elkészítéséhez. Az utolsó lépésben Janet 10%-át,azaz 50 dollárt ad a biztosításért. Total: 630 dollár.
Response:  Azaz ha Marcy 40 évig dolgozik, és 50 ezer dollárt kap évente, akkor az összesen 2 millió dollár lesz.  Ha 20 évvel a nyugdíjba vonulása után 5%-ot húzzuk le a nyugdíjból, akkor az éves nyugdíj 100 ezer dollár lesz (2 millió dollár x 5%). Ha utólag is 30 évvel a nyugdíjba vonulása után 5%-ot húzzuk le, akkor az éves nyugdíj 75 ezer dollár lesz (100 ezer dollár x 5%). Azaz Marcy 75 ezer dollárral számolhatja meg nyugdíját.
Response:  Az első félévben az összesített összeg 140 x 6 = 840 dollár volt. A második félévben az összesítési ár 95 dollár lett (140 - 10%). Az összesített összeg az év végéig 840 + 95 = 935 dollár lesz.
Response:  Az első lépésben Sophia 160 km-t tett meg az utolsó töltés óta, amelynek köszönhetően a jelenlegi mennyiségű benzin (4 gallon) elegendő volt a járművet továbbiakban vezethető módon ellátására. A második lépésben Sophia tankoltja fel a járművét 12 gallon benzinmel, ami általában 38,5 literrel felel meg. Most mostantól Sophia ismét 160 km-t tesz meg, de most már a teljesen feltöltött járművel. A harmadik lépésben azt kell számba vennünk, hogy a járművet mostanra 38,5 liter benzin adagja maradt, amit a következő tankolási lehetőségig fogyasztani fog. A negyedik lépésben Sophia 160 km-t teszi meg, és ekkor a járművet mostanra 22,7 liter benzin maradván, amit a következő tankolási lehetőségig fognak fogyasztani....Az ötödik lépésben Sophia 160 km-t teszi meg, és ekkor a járművet mostanra 9,4 liter benzin maradván, amit a következő tankolási lehetőségig fognak fogyasztani....Az összes lépéssel összehasonlítva Sophia 160 km-t tett meg egy tankolással, vagyis egyetlen tankolást használva el tudja utazni a 385 kilométernyi távolságot.
Response:  Az első héten: 2 órás televíziózás + 1 óra alvászárnyék = 3 órás televíziózás + 1 óra olvasás = 4 órák televíziózás + 1 óra olvasás =... (a második héten)  A harmadik héten: 4 órás televíziózás + 1 óra alvászárnyék = 5 órás televíziózás + 1 óra olvasás =... (a negyedik héten)  A ötödik héten: 5 órás televíziózás + 1 óra alvászárnyék = 6 órás televíziózás + 1 óra olvasás =... (az összes heti időtömbökben). Most figyelembe véve, hogy Jim minden héten háromszor csinálja ezt az eseményt, akkor a teljes időtömb 18 órában lesz (mert háromszor három nap van egy héten), vagyis 18 órás televíziózás és olvasás.
Response:  Az első iskola 5 lány és 5 fiú játékost küldött, így az első iskolának 10 emberrel kell rendelkeznie (5 lány + 5 fiú = 10).  A második iskola hasonlóan küldött 5 lányt és 5 fiút, így a második iskolának is 10 emberrel kell rendelkezniük (5 lány + 5 fiú = 10).... (a többi iskola esetén ugyanezzel kell folytatni)  Az összes iskola közötti számegységeket figyelembe véve az összes iskola által küldött emberek száma 40 lesz (azaz 10 ember/iskola x 4 iskola = 40 ember).
Response:  Az első lépésben az adott információkból megtudjuk, hogy a kincsvadász 175 gyémanttal találkozott. A második lépésben megtudjuk, hogy a kincsvadász 35-ször kevesebbet rubint talált, mint gyémántot. Ezért a harmadik lépésben a következőket kell meghatározni: a kincsvadász talált szám szerintan hányszor több smaragdot, mint rubint. Ha most a negyedik lépésben azt kiírjuk, hogy a kincsvadász talált kétszer annyit smaragdot, mint rubint, akkor a hatodik lépésben a következőt kell meghatározni: a kincsvadász talált összesen hányszor több drágakövet, mint rubint. Most a hetedik lépésben a következőt kell meghatározni: a kincsvadász talált összesen hányszor több drágakövet, mint gyémántot. Az utolsó lépésben a következőt kérdezzük: mennyi drágakő volt a ládában? Azaz a válasz: 200.
Response:  Az első tanárnőnek 60 lányt kell oktatnia, tehát az összes lánytanuló számából 60%-ot kell kiadniuk (60/100 = 36). A második tanárnőnek 5 diákja van, tehát a harmadik tanárnőnek 5 - 36 = 29 diák kerül a sorba. Azaz az összes tanárnőnek 29 + 36 = 65 diákjával kell foglalkozniuk. Most a tanítók között is hasonló módon számolhatunk, hiszen egy tanárnak 60/100 = 18 lányt kell oktatnia, tehát a második tanítónak 5 - 18 = 13 diák kerül a sorba. Azaz az összes tanítónak 13 + 18 = 31 diákjával kell foglalkozniuk. Azaz az iskola négy tanára van.
Response:  Bailey az első héten 5 dollárt kapott, tehát akkor összesen 5 dollárral kezdett. Azután heti öt dollár juttatást kapott, így a második héten összesen 10 dollárral (5+5=10) kezdett. Ugyanígy folytatva a következő három héten is, a negyedik héten összesen 20 dollárral (10+10=20), a ötödik héten összesen 30 dollárral (20+10=30), a hatodik héten összesen 40 dollárral (30+10=40), a hetedik héten összesen 50 dollárral (40+10=50) és az utolsó nyolcadik héten összesen 60 dollárral (50+10=60). Tehát Bailey az utolsó héton 60 dollárral kezdett.
