m_query;response
Bobby punya 22 permen. Dia makan beberapa permen. Lalu dia makan 5 lagi. Jika dia masih memiliki 8 keping permen tersisa berapa banyak permen yang dia makan pada awalnya? ;9.0
Bobby punya 19 keping permen. Dia makan 2 keping permen. Berapa banyak permen yang masih tersisa? ;17.0
Bobby punya 32 keping permen. Dia makan beberapa permen. Jika dia punya 20 keping permen tersisa berapa banyak permen yang dimakan Bobby? ;12.0
Bobby makan 17 keping permen. Lalu dia makan 15 lagi. Jika dia awalnya memiliki 36 keping permen berapa banyak permen yang masih tersisa? ;4.0
Bobby makan 23 keping permen. Jika dia awalnya memiliki 30 keping permen berapa banyak permen yang masih tersisa? ;7.0
Allan membawa 5 balon dan Jake membawa 3 balon ke taman. Berapa banyak balon yang dimiliki Allan dibanding Jake di taman? ;2.0
Allan membawa 2 balon dan Jake membawa 3 balon ke taman. Berapa banyak balon yang dimiliki Jake dibanding Allan di taman? ;1.0
Allan dan Jake membawa 3 balon ke taman. Jika Allan membawa 2 balon berapa banyak balon yang dibawa Jake ke taman? ;1.0
Jake membawa 6 balon ke taman. Jika Jake membawa 4 balon lebih dari jumlah balon yang dibawa Allan berapa banyak balon yang dibawa Allan ke taman? ;2.0
Allan membawa 5 balon ke taman. Jika Jake membawa 6 balon lebih banyak dari jumlah balon yang dibawa Allan berapa banyak balon yang dibawa Jake ke taman? ;11.0
Allan membawa 3 balon dan Jake membawa 5 balon ke taman. Allan kemudian membeli 2 balon lagi di taman. Berapa banyak balon yang dimiliki Alan dan Jake di taman? ;10.0
Allan membawa 2 balon dan Jake membawa 4 balon ke taman. Lalu Allan membeli 3 balon lagi di taman. Berapa banyak balon yang dimiliki Allan dibanding Jake di taman? ;1.0
Allan membawa 2 balon dan Jake membawa 6 balon ke taman. Lalu Allan membeli 3 balon lagi di taman. Berapa banyak balon yang dimiliki Jake dibanding Allan di taman? ;1.0
Allan membawa 5 balon dan Jake membawa 4 balon ke taman. Lalu Allan membeli 3 balon lagi di taman. Berapa banyak balon yang dibawa Allan ke taman? ;8.0
Allan membawa 6 balon dan Jake membawa 2 balon ke taman. Jake kemudian membeli 3 balon lagi di taman. Berapa banyak balon yang dimiliki Allan dibanding Jake di taman? ;1.0
Allan membawa 6 balon dan Jake membawa 3 balon ke taman. Jake kemudian membeli 4 balon lagi di taman. Berapa banyak balon yang dimiliki Jake dibanding Allan di taman? ;1.0
Allan membawa 5 balon dan Jake membawa 6 balon ke taman. Jake kemudian membeli 3 balon lagi di taman. Berapa banyak balon yang dibawa Jake ke taman? ;9.0
Allan membawa 3 balon dan 20 bola sementara Jake membawa 5 balon dan 59 bola ke taman. Berapa banyak balon yang dimiliki Alan dan Jake di taman? ;8.0
Allan membawa 7 balon dan 5 bola sementara Jake membawa 6 balon dan 4 bola ke taman. Berapa banyak bola yang dimiliki Alan dan Jake di taman? ;9.0
Allan membawa 5 balon. Jika Allan dan Jake membawa total 6 balon ke taman berapa banyak balon yang dibawa Jake ke taman? ;1.0
Allan membawa 2 balon ke taman dan kemudian membeli 3 balon lagi di sana. Jika Jake membawa 6 balon ke taman berapa banyak balon yang Jake miliki dari Allan di taman? ;1.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris dan 2 jam untuk belajar bahasa Cina. Berapa jam lebih banyak yang dia habiskan untuk belajar bahasa Inggris daripada belajar bahasa Cina? ;4.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris dan 7 jam untuk belajar bahasa Cina. Berapa jam lebih banyak yang dia habiskan untuk belajar bahasa Cina daripada belajar bahasa Inggris? ;1.0
Setiap hari Ryan menghabiskan 3 jam untuk belajar bahasa Inggris dan beberapa jam lagi untuk belajar bahasa Cina. Jika dia menghabiskan total 4 jam untuk belajar bahasa Inggris dan Cina setiap hari berapa jam yang dia habiskan untuk belajar bahasa Cina? ;1.0
Setiap hari Ryan menghabiskan 7 jam untuk belajar bahasa Inggris dan beberapa jam lagi untuk belajar bahasa Cina. Jika dia menghabiskan 2 jam lebih banyak untuk belajar bahasa Inggris daripada belajar bahasa Cina berapa jam dia menghabiskan untuk belajar bahasa Cina? ;5.0
Setiap hari Ryan menghabiskan 5 jam untuk belajar bahasa Cina dan beberapa jam lagi untuk belajar bahasa Inggris. Jika dia menghabiskan 2 jam lebih banyak untuk belajar bahasa Inggris daripada belajar bahasa Cina berapa jam dia menghabiskan untuk belajar bahasa Inggris? ;7.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris dan 7 jam untuk belajar bahasa Cina. Jika dia belajar selama 5 hari berapa jam dia menghabiskan belajar bahasa Inggris dan Cina di semua? ;65.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris dan 5 jam untuk belajar bahasa Cina. Jika dia belajar selama 2 hari berapa jam dia menghabiskan belajar bahasa Inggris di semua? ;12.0
Setiap hari Ryan menghabiskan 5 jam untuk belajar bahasa Inggris dan 4 jam untuk belajar bahasa Cina. Jika dia belajar selama 6 hari berapa jam dia menghabiskan untuk belajar bahasa Cina di semua? ;24.0
Setiap hari Ryan menghabiskan 4 jam untuk belajar bahasa Inggris dan 6 jam untuk belajar bahasa Cina. Jika dia belajar selama 86 hari berapa jam dia menghabiskan belajar bahasa Inggris dan Cina setiap hari? ;10.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris 7 jam untuk belajar bahasa Cina dan 3 jam untuk belajar bahasa Spanyol. Berapa jam dia menghabiskan untuk belajar bahasa Inggris Cina dan Spanyol di semua? ;16.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggris 3 jam untuk belajar bahasa Cina dan 58 jam untuk belajar bahasa Spanyol. Berapa jam lebih banyak yang dia habiskan untuk belajar bahasa Inggris daripada belajar bahasa Cina? ;3.0
Setiap hari Ryan menghabiskan 7 jam untuk belajar bahasa Inggris 2 jam untuk belajar bahasa Cina dan 4 jam untuk belajar bahasa Spanyol. Berapa jam lebih banyak yang dia habiskan untuk belajar bahasa Inggris daripada belajar bahasa Spanyol? ;3.0
Setiap hari Ryan menghabiskan 2 jam untuk belajar bahasa Inggris 5 jam untuk belajar bahasa Cina dan 4 jam untuk belajar bahasa Spanyol. Berapa jam lebih banyak yang dia habiskan untuk belajar bahasa Cina daripada belajar bahasa Spanyol? ;1.0
Setiap hari Ryan menghabiskan total 3 jam untuk belajar bahasa Inggris dan Cina. Jika dia menghabiskan 2 jam untuk belajar bahasa Inggris setiap hari berapa jam dia menghabiskan untuk belajar bahasa Cina? ;1.0
Ryan belajar bahasa Inggris dan Cina selama 7 hari. Setiap hari dia menghabiskan 4 jam untuk belajar bahasa Inggris dan 5 jam untuk belajar bahasa Cina. Berapa jam dia menghabiskan untuk belajar bahasa Inggris dan Cina di semua? ;63.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 8 kantong kaleng. Hari berikutnya dia menemukan 7 kantong lagi dengan nilai kaleng. Berapa banyak tas yang dia bawa hari Senin dibanding yang dia temukan keesokan harinya? ;1.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 7 kantong kaleng. Hari berikutnya dia menemukan 12 kantong lagi dengan nilai kaleng. Berapa banyak tas yang dia temukan di hari berikutnya dari yang dia punya pada hari Senin? ;5.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 4 kantong kaleng. Hari berikutnya dia menemukan beberapa kantong lagi senilai kaleng. Jika dia memiliki total 6 tas, berapa banyak tas yang dia temukan di hari berikutnya? ;2.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya beberapa kantong kaleng. Hari berikutnya dia menemukan 4 kantong lagi dengan nilai kaleng. Jika dia memiliki total 8 tas, berapa banyak tas yang dia miliki pada hari Senin? ;4.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 10 kantong kaleng. Dia menemukan 3 kantong kaleng pada hari berikutnya dan 7 kantong kaleng hari setelah itu. Berapa banyak tas yang dia miliki? ;20.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 8 kantong kaleng. Dia menemukan 10 kantong kaleng pada hari berikutnya dan 4 kantong kaleng hari setelah itu. Berapa banyak tas yang dia temukan setelah hari Senin? ;14.0
Tiffany mengumpulkan kaleng untuk didaur ulang. Pada hari Senin dia punya 3 kantong kaleng. Hari berikutnya dia menemukan 7 kantong kaleng lagi dan 44 kantong botol. Berapa banyak kantong kaleng yang dia miliki? ;10.0
17 buah persik merah dan 16 buah persik hijau ada di keranjang. Berapa lebih persik merah dari persik hijau ada di keranjang? ;1.0
5 buah persik merah dan 11 buah persik hijau ada di keranjang. Berapa lebih banyak persik hijau dari persik merah yang ada di keranjang? ;6.0
10 buah persik merah dan beberapa buah persik hijau lagi di keranjang. jika ada total 15 buah persik di keranjang berapa banyak buah persik hijau di keranjang? ;5.0
3 buah persik merah dan beberapa buah persik hijau lagi di keranjang. jika ada 10 lebih persik hijau dari persik merah di keranjang berapa banyak persik hijau di keranjang? ;13.0
7 buah persik merah 15 buah persik kuning dan 8 buah persik hijau ada di keranjang. Berapa banyak persik di keranjang? ;30.0
7 buah persik merah 71 buah persik kuning dan 8 buah persik hijau ada di keranjang. Berapa lebih banyak persik hijau dari persik merah yang ada di keranjang? ;1.0
2 buah persik merah 6 buah persik kuning dan 14 buah persik hijau ada di keranjang. Berapa banyak persik hijau lebih dari persik kuning di keranjang? ;8.0
19 buah persik merah 11 buah persik kuning dan 12 buah persik hijau ada di keranjang. Berapa lebih persik merah dari persik kuning ada di keranjang? ;8.0
6 buah persik merah 90 buah persik kuning dan 16 buah persik hijau ada di keranjang. Berapa persik merah dan hijau yang ada di keranjang? ;22.0
18 buah persik merah 14 buah persik kuning dan 17 buah persik hijau ada di keranjang. Berapa banyak persik merah dan kuning di keranjang? ;32.0
5 buah persik merah 14 buah persik kuning dan 6 buah persik hijau ada di keranjang. Berapa banyak persik hijau dan kuning di keranjang? ;20.0
Ada 65 keranjang persik. Setiap keranjang memiliki 7 buah persik merah dan 3 buah persik hijau. Berapa banyak persik di dalam setiap keranjang? ;10.0
Ada 11 keranjang persik. Setiap keranjang memiliki 10 buah persik merah dan 18 buah persik hijau. Berapa persik yang ada di keranjang itu? ;308.0
Ada 6 keranjang persik. Setiap keranjang memiliki 16 buah persik merah dan 18 buah persik hijau. Berapa persik merah yang ada di keranjang itu? ;96.0
Ada 7 keranjang persik. Setiap keranjang memiliki 10 buah persik merah dan 2 buah persik hijau. Berapa banyak persik hijau di keranjang semuanya? ;14.0
Ada beberapa keranjang persik. Setiap keranjang memiliki 4 buah persik merah dan 3 buah persik hijau. jika ada total 7 buah persik di semua keranjang berapa banyak keranjang persik ada? ;1.0
Ada 2 keranjang persik. Setiap keranjang memiliki 4 buah persik merah dan beberapa buah persik hijau. jika ada total 12 buah persik di semua keranjang berapa banyak buah persik hijau di setiap keranjang? ;2.0
Ada total 16 buah persik dalam keranjang. jika ada 13 buah persik merah dan beberapa buah persik hijau lagi di keranjang. Berapa banyak persik hijau di keranjang? ;3.0
Setiap keranjang persik memiliki 19 persik merah dan 4 persik hijau. jika ada 15 keranjang seperti itu berapa banyak persik di keranjang semuanya? ;345.0
Ada 10 buah persik didistribusikan sama rata di beberapa keranjang. jika setiap keranjang memiliki 4 persik merah dan 6 persik hijau berapa banyak keranjang persik ada? ;1.0
6 buah persik hijau 60 buah persik kuning dan 2 buah persik merah ada di keranjang. Berapa lebih banyak persik hijau dari persik merah yang ada di keranjang? ;4.0
Jerry punya 4 action figure di rak di kamarnya. Kemudian dia menambahkan beberapa figur aksi lagi ke rak. Jika ada total 8 figur aksi di raknya sekarang berapa banyak figur aksi yang dia tambahkan ke rak? ;4.0
Jerry punya beberapa figur aksi di rak di kamarnya. Kemudian dia menambahkan 7 figur aksi lagi ke rak. jika ada total 10 figur aksi di raknya sekarang berapa banyak figur aksi yang dia miliki pada awalnya di raknya? ;3.0
Jerry punya 4 action figure dan 22 buku di rak di kamarnya. Kemudian dia menambahkan 6 action figure lagi ke rak. Berapa banyak figur aksi yang ada di raknya? ;10.0
Jerry punya 5 figur aksi dan 9 buku di rak di kamarnya. Kemudian dia menambahkan 7 figur aksi lagi ke rak. Berapa banyak figur aksi yang lebih banyak dari buku yang ada di raknya? ;3.0
Jerry punya 2 figur aksi dan 10 buku di rak di kamarnya. Kemudian dia menambahkan 4 action figure lagi ke rak. Berapa banyak buku yang lebih dari action figure yang ada di raknya? ;4.0
Jerry punya 8 action figure dan 9 buku di rak di kamarnya. Kemudian dia menambahkan 10 buku lagi ke rak. Berapa banyak buku yang ada di raknya? ;19.0
Jerry punya 7 figur aksi dan 2 buku di rak di kamarnya. Kemudian dia menambahkan 4 buku lagi ke rak. Berapa banyak figur aksi yang lebih banyak dari buku yang ada di raknya? ;1.0
Jerry punya 5 figur aksi dan 2 buku di rak di kamarnya. Kemudian dia menambahkan 9 buku lagi ke rak. Berapa banyak buku yang lebih dari action figure yang ada di raknya? ;6.0
Jerry punya 8 action figure di rak di kamarnya. Kemudian dia menambahkan 4 action figure lagi ke rak dan menghapus 5 yang lama. Berapa banyak figur aksi yang ada di raknya? ;7.0
Jerry punya 3 action figure di rak di kamarnya. Kemudian dia menambahkan 4 action figure lagi ke rak dan menghapus beberapa yang lama. Jika ada 6 figur aksi di raknya sekarang berapa banyak figur aksi yang dia ambil dari raknya? ;1.0
Jerry punya 7 action figure di rak di kamarnya. Kemudian dia menambahkan beberapa figur aksi lagi ke rak dan menghapus 10 dari yang lama. Jika ada 8 figur aksi di raknya sekarang berapa banyak figur aksi yang dia tambahkan ke rak? ;11.0
Jerry punya beberapa figur aksi di rak di kamarnya. Kemudian dia menambahkan 2 action figure lagi ke rak dan menghapus 7 dari yang lama. jika ada 10 figur aksi di raknya sekarang berapa banyak figur aksi yang dia miliki pada awalnya di raknya? ;15.0
Jerry punya 9 action figure di rak di kamarnya. Kemudian dia menambahkan 7 figur aksi lagi ke rak. jika dia juga memiliki 10 buku di rak berapa banyak figur aksi lebih dari buku yang ada di raknya? ;6.0
Jerry punya 3 buku dan 4 action figure di rak di kamarnya. Kemudian dia menambahkan 2 lagi figur aksi ke rak. Berapa banyak figur aksi yang lebih banyak dari buku yang ada di raknya? ;3.0
Jerry punya 7 buku dan 3 action figure di rak di kamarnya. Kemudian dia menambahkan 2 lagi figur aksi ke rak. Berapa banyak buku yang lebih dari action figure yang ada di raknya? ;2.0
Dua burung duduk di pagar. beberapa burung lainnya datang untuk bergabung dengan mereka. jika ada total 6 burung di pagar sekarang berapa banyak burung yang datang untuk duduk di pagar? ;4.0
Ada beberapa burung duduk di pagar. 4 burung lagi datang untuk bergabung dengan mereka. jika ada total 5 burung di pagar sekarang berapa banyak burung yang duduk di pagar pada awal? ;1.0
4 burung dan 46 burung gagak duduk di pagar. 6 burung lagi bergabung dengan mereka. Berapa banyak burung yang duduk di pagar? ;10.0
3 burung dan 2 bangau duduk di pagar. 5 burung lagi datang untuk bergabung dengan mereka. Berapa banyak burung dan burung gagak yang duduk di pagar? ;10.0
3 burung dan 4 burung gagak duduk di pagar. 2 burung lagi datang untuk bergabung dengan mereka. Berapa banyak burung yang lebih banyak dari burung gagak yang duduk di pagar? ;1.0
2 burung dan 6 burung gagak duduk di pagar. 3 burung lagi datang untuk bergabung dengan mereka. Berapa banyak burung gagak yang duduk di pagar? ;1.0
4 burung dan 6 bangau duduk di pagar. 2 burung bangau lainnya bergabung dengan mereka. Berapa banyak burung storks yang duduk di pagar? ;8.0
3 burung dan 4 burung gagak duduk di pagar. 6 burung bangau lainnya bergabung dengan mereka. Berapa banyak burung dan burung gagak yang duduk di pagar? ;13.0
6 burung dan 3 bangau duduk di pagar. 2 burung bangau lainnya bergabung dengan mereka. Berapa banyak burung yang lebih banyak dari burung gagak yang duduk di pagar? ;1.0
4 burung dan 3 bangau duduk di pagar. 6 burung bangau lainnya bergabung dengan mereka. Berapa banyak burung gagak yang duduk di pagar? ;5.0
6 burung duduk di pagar. 4 burung lagi dan 8 burung gagak datang untuk bergabung dengan mereka. Berapa banyak burung yang duduk di pagar? ;10.0
Dua burung duduk di pagar. 5 burung lagi dan 4 burung gagak lagi datang untuk bergabung dengan mereka. Berapa banyak burung yang lebih banyak dari burung gagak yang duduk di pagar? ;3.0
3 burung duduk di pagar. 2 burung lagi dan 6 burung gagak datang untuk bergabung dengan mereka. Berapa banyak burung gagak yang duduk di pagar? ;1.0
5 bangau dan 3 burung duduk di pagar. 4 burung lagi datang untuk bergabung dengan mereka. Berapa banyak burung yang lebih banyak dari burung gagak yang duduk di pagar? ;2.0
6 bangau dan 2 burung duduk di pagar. 3 burung lagi datang untuk bergabung dengan mereka. Berapa banyak burung gagak yang duduk di pagar? ;1.0
3 burung duduk di pagar. 6 burung gagak dan 2 burung lainnya datang untuk bergabung dengan mereka. Berapa banyak burung gagak yang duduk di pagar? ;1.0
Sebuah buku memiliki 2 bab. Bab pertama adalah 48 halaman panjang. Bab kedua adalah 11 halaman panjang. Berapa halaman lebih banyak bab pertama dari bab kedua? ;37.0
Sebuah buku memiliki 2 bab. Bab pertama adalah 37 halaman panjang. Bab kedua adalah 80 halaman panjang. Berapa banyak halaman yang lebih dari bab kedua dari bab pertama? ;43.0
Sebuah buku memiliki 2 bab. Bab pertama adalah 60 halaman panjang. Jika ada total 93 halaman dalam buku berapa banyak halaman di bab kedua? ;33.0
Sebuah buku memiliki 2 bab. Bab kedua adalah 36 halaman panjang. Jika ada total 67 halaman dalam buku berapa banyak halaman di bab pertama? ;31.0
Sebuah buku memiliki 3 bab. Bab pertama adalah 66 halaman panjang bab kedua adalah 35 halaman panjang dan bab ketiga adalah 24 halaman panjang. Berapa banyak halaman buku ini? ;125.0
Sebuah buku memiliki 3 bab. Bab pertama adalah 91 halaman panjang bab kedua adalah 23 halaman panjang dan bab ketiga adalah 25 halaman panjang. Berapa halaman lebih banyak bab pertama dari bab kedua? ;68.0
Sebuah buku memiliki 3 bab. Bab pertama adalah 35 halaman panjang bab kedua adalah 18 halaman panjang dan bab ketiga adalah 3 halaman panjang. Berapa banyak halaman yang lebih dari bab kedua dari bab ketiga? ;15.0
Sebuah buku memiliki 3 bab. Bab pertama adalah 53 halaman panjang bab kedua adalah 75 halaman panjang dan bab ketiga adalah 21 halaman panjang. Berapa halaman lebih banyak bab pertama dari bab ketiga? ;32.0
sebuah buku memiliki 31 bab. setiap bab adalah 61 halaman panjang. Berapa banyak halaman buku ini? ;1891.0
Sebuah buku memiliki 2 bab di 23 halaman. Bab pertama adalah 10 halaman panjang. Berapa banyak halaman di bab pertama? ;13.0
Sebuah buku memiliki 2 bab di 81 halaman. Bab kedua adalah 68 halaman panjang. Berapa banyak halaman di bab kedua? ;13.0
62 orang berkemah mendayung di pagi hari. 39 orang berkemah mendayung di sore hari. Berapa banyak lagi yang berkemah di pagi hari dibanding sore hari? ;23.0
52 orang berkemah mendayung di pagi hari. 61 orang berkemah mendayung di sore hari. Berapa banyak lagi yang berkemah di sore hari dibanding di pagi hari? ;9.0
15 orang berkemah mendayung di pagi hari. beberapa lebih berkemah pergi mendayung di sore hari. Jika total 32 orang berkemah mendayung hari itu berapa banyak orang berkemah mendayung di sore hari? ;17.0
beberapa berkemah pergi mendayung di pagi hari sementara 7 berkemah pergi mendayung di sore hari. Jika total 60 orang berkemah mendayung hari itu berapa banyak orang berkemah mendayung di pagi hari? ;53.0
36 berkemah pergi mendayung di pagi hari 13 berkemah pergi mendayung di sore hari dan 49 berkemah pergi mendayung di malam hari. Berapa banyak berkemah yang mendayung di semua? ;98.0
44 orang berkemah berlayar di pagi hari 39 orang berkemah berlayar di sore hari dan 31 orang berkemah berlayar di malam hari. Berapa banyak lagi yang berkemah di pagi hari dibanding sore hari? ;5.0
53 berkemah pergi mendayung di pagi hari 48 berkemah pergi mendayung di sore hari dan 49 berkemah pergi mendayung di malam hari. Berapa banyak lagi yang berkemah di pagi hari dibanding di malam hari? ;4.0
33 berkemah pergi mendayung di pagi hari 34 berkemah pergi mendayung di sore hari dan 10 berkemah pergi mendayung di malam hari. Berapa banyak lagi yang berkemah di sore hari dibanding di malam hari? ;24.0
13 berkemah pergi mendayung dan 59 berkemah pergi hiking di pagi hari. 21 berkemah pergi mendayung di sore hari. Berapa banyak berkemah yang mendayung di semua? ;34.0
29 berkemah pergi mendayung dan 66 berkemah pergi hiking di pagi hari. 26 orang berkemah mendayung di sore hari. Berapa banyak lagi yang berkemah di pagi hari dibanding sore hari? ;3.0
41 berkemah pergi mendayung dan 4 berkemah pergi hiking di pagi hari. 26 orang berkemah mendayung di sore hari. Berapa banyak berkemah pergi mendayung dan hiking di semua? ;71.0
46 berkemah pergi mendayung pada hari. 43 berkemah pergi mendayung di pagi hari dan beberapa berkemah lagi pergi mendayung di sore hari. Berapa banyak berkemah pergi mendayung di sore hari? ;3.0
Rachel mengambil 4 apel dari pohonnya. Jika pohon itu memiliki 7 apel pada awalnya. Berapa banyak apel yang masih ada di pohon? ;3.0
Pohon Rachel memiliki 4 apel pada awalnya. Dia mengambil beberapa apel dan sekarang ada dua apel tersisa di pohon. Berapa banyak apel yang diambil Rachel? ;2.0
Rachel mengambil 7 apel matang dari pohonnya. Sekarang pohonnya masih memiliki 5 buah apel. Jika 3 dari mereka matang dan sisanya belum matang berapa banyak apel belum matang pohon yang sekarang? ;2.0
Rachel mengambil 2 apel matang dari pohonnya. Sekarang pohonnya masih memiliki 7 buah apel. Jika 6 dari mereka matang dan sisanya belum matang berapa banyak apel matang yang harus pohon mulai dengan? ;8.0
Rachel mengambil 6 apel matang dari pohonnya. Sekarang pohonnya memiliki 2 buah apel matang dan 4 buah apel yang belum matang. Berapa banyak apel yang harus pohon mulai dengan? ;12.0
Rachel mengambil 3 apel matang dari pohonnya. Sekarang pohonnya memiliki 2 apel matang dan 27 apel yang belum matang. Berapa banyak apel matang yang harus pohon mulai dengan? ;5.0
Rachel mengambil 7 apel dari pohonnya. Setelah itu dua buah apel baru tumbuh di pohon. Sekarang pohonnya masih memiliki 6 buah apel. Berapa banyak apel yang harus pohon mulai dengan? ;11.0
Pohon Rachel memiliki 2 apel. Dia mengambil empat apel dari pohonnya. Setelah itu 3 apel baru tumbuh di pohon. Berapa banyak apel yang ada di pohon sekarang? ;1.0
Rachel memiliki 52 pohon apel. Dia mengambil 2 apel dari salah satu pohonnya. Sekarang pohonnya masih memiliki 7 buah apel. Berapa banyak apel yang harus pohon mulai dengan? ;9.0
Rachel memiliki 3 pohon apel. Dia mengambil 8 apel dari setiap pohonnya. Sekarang pohon-pohon memiliki total 9 apel masih di atas mereka. Berapa banyak apel yang ada di semua pohon pada awalnya? ;33.0
