m_query;response
Боби је јео 33 комада слаткиша. Онда је појео још четири. Такође је појео 14 комада чоколаде. Колико је комада слаткиша и чоколаде Бобби јео укупно? ;51.0
Боби је јео 38 комада слаткиша. Онда је појео још 36. Такође је појео 16 комада чоколаде. Колико је више комада слаткиша од чоколаде Бобби јео? ;58.0
Боби је имао 20 комада слаткиша. Јео је 34 комада слаткиша. Онда је појео још 18. Колико је комада слаткиша Боби јео? ;52.0
Боби је имао 21 комада слаткиша. Јео је 5 комада слаткиша. Онда је појео још 9. Колико му је још остало слаткиша? ;7.0
Боби је имао 22 комада слаткиша. јео је парчице слаткиша. Онда је појео још 5. Ако му је још остало 8 комада слаткиша колико је комада слаткиша појео на почетку? ;9.0
Боби је имао 19 комада слаткиша. Јео је два комада слаткиша. Колико му је још остало слаткиша? ;17.0
Боби је имао 32 комада слаткиша. јео је парчице слаткиша. Ако му је остало 20 комада слаткиша колико је Боби појео? ;12.0
Боби је јео 17 комада слаткиша. Онда је појео још 15. Ако је у почетку имао 36 комада слаткиша колико му је остало слаткиша? ;4.0
Боби је јео 23 комада слаткиша. Ако је у почетку имао 30 комада слаткиша колико му је остало слаткиша? ;7.0
Алан је донео 5 балона а Џејк је донео 3 балона у парк. Колико је Аллан имао више балона од Џејка у парку? ;2.0
Алан је донео два балона а Џејк је донео три балона у парк. Колико је више балона Јаке имао од Алана у парку? ;1.0
Алан и Џејк су донели три балона у парк. Ако је Алан донео два балона колико је балона Џејк донео у парк? ;1.0
Јаке је донео 6 балона у парк. Ако је Џејк донео 4 балона више него Алан колико је балона Алан донео у парк? ;2.0
Алан је донео 5 балона у парк. Ако је Џејк донео 6 балона више него што је Алан донео колико је балона Џејк донео у парк? ;11.0
Алан је донео 3 балона а Џејк 5 балона у парк. Алан је купио још два балона у парку. Колико балона су Алан и Џејк имали у парку? ;10.0
Алан је донео два балона а Џејк је донео четири балона у парк. Алан је купио још три балона у парку. Колико је Аллан имао више балона од Џејка у парку? ;1.0
Алан је донео 2 балона а Џејк 6 балона у парк. Алан је купио још три балона у парку. Колико је више балона Јаке имао од Алана у парку? ;1.0
Алан је донео 5 балона а Џејк 4 балона у парк. Алан је купио још три балона у парку. Колико балона је Алан донео у парк? ;8.0
Алан је донео 6 балона а Џејк 2 балона у парк. Јаке је купио још три балона у парку. Колико је Аллан имао више балона од Џејка у парку? ;1.0
Алан је донео 6 балона а Џејк је донео 3 балона у парк. Јаке је купио још 4 балона у парку. Колико је више балона Јаке имао од Алана у парку? ;1.0
Алан је донео 5 балона а Џејк 6 балона у парк. Јаке је купио још три балона у парку. Колико је балона Џејк донео у парк? ;9.0
Алан је донео 3 балона и 20 лоптица док је Џејк донео 5 балона и 59 лоптица у парк. Колико балона су Алан и Џејк имали у парку? ;8.0
Алан је донео 7 балона и 5 лоптица док је Џејк донео 6 балона и 4 лоптице у парк. Колико је куглица Алан и Џејк имали у парку? ;9.0
Алан је донео 5 балона. Ако су Алан и Џејк донели укупно 6 балона у парк колико је балона Џејк донео у парк? ;1.0
Алан је донео два балона у парк и купио још три балона тамо. Ако је Џејк донео 6 балона у парк колико је више балона имао Џејк него Алан у парку? ;1.0
Сваког дана Рајан троши 6 сати на учење енглеског и 2 сата на учење кинеског. Колико више сати проводи на учење енглеског него на учење кинеског? ;4.0
Сваког дана Рајан троши 6 сати на учење енглеског и 7 сати на учење кинеског. Колико више сати проводи на учење кинеског него на учење енглеског? ;1.0
Сваког дана Рајан троши 3 сата учећи енглески и још неколико сати учећи кинески. Ако он проводи укупно 4 сата учећи енглески и кинески сваки дан колико сати проводи на учење кинеског? ;1.0
Сваког дана Рајан проводи 7 сати учећи енглески и још неколико сати учећи кинески. Ако он проводи 2 сата више на учење енглеског него на учење кинеског колико сати проводи на учење кинеског? ;5.0
Сваког дана Рајан проводи 5 сати учећи кинески и још неколико сати учећи енглески. Ако он проводи 2 сата више на учење енглеског него на учење кинеског колико сати проводи на учење енглеског? ;7.0
Сваког дана Рајан троши 6 сати на учење енглеског и 7 сати на учење кинеског. Ако учи 5 дана колико сати укупно проводи на учењу енглеског и кинеског? ;65.0
Сваког дана Рајан троши 6 сати на учење енглеског и 5 сати на учење кинеског. Ако учи два дана, колико сати укупно проводи на учењу енглеског? ;12.0
Сваког дана Рајан проводи 5 сати учећи енглески и 4 сата учећи кинески. Ако учи 6 дана колико сати укупно проводи на учење кинеског? ;24.0
Сваког дана Рајан проводи 4 сата учећи енглески и 6 сати учећи кинески. Ако учи 86 дана колико сати проводи на учење енглеског и кинеског сваког дана? ;10.0
Сваког дана Рајан троши 6 сати на учење енглеског 7 сати на учење кинеског и 3 сата на учење шпанског. Колико сати укупно проводи на учење енглеског, кинеског и шпанског? ;16.0
Сваког дана Рајан троши 6 сати на учење енглеског 3 сата на учење кинеског и 58 сати на учење шпанског. Колико више сати проводи на учење енглеског него на учење кинеског? ;3.0
Сваког дана Рајан проводи 7 сати учећи енглески 2 сата учећи кинески и 4 сата учећи шпански. Колико више сати проводи на учење енглеског него на учење шпанског? ;3.0
Сваког дана Рајан проводи 2 сата учећи енглески 5 сати учећи кинески и 4 сата учећи шпански. Колико више сати проводи на учење кинеског него на учење шпанског? ;1.0
Сваког дана Рајан троши укупно 3 сата учећи енглески и кинески. Ако проводи 2 сата учећи енглески сваки дан колико сати проводи на учење кинеског? ;1.0
Рајан учи енглески и кинески за 7 дана. Сваког дана проводи 4 сата учећи енглески и 5 сати учећи кинески. Колико сати укупно проводи на учење енглеског и кинеског? ;63.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 8 врећа конзервира. Следећег дана је пронашла још 7 врећа конзервира. Колико је торбица имала у понедељак више него што је пронашла следећег дана? ;1.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 7 врећа конзервира. Следећег дана је пронашла још 12 врећа конзервира. Колико је торбица пронашла следећег дана него што је имала у понедељак? ;5.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 4 вреће конзервира. Следећег дана је пронашла још неколико торбица конзервира. Ако је имала укупно 6 торбица укупно колико је торбица пронашла следећег дана? ;2.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала неколико торбица конзервира. Следећег дана је пронашла још 4 вреће конзервира. Ако је имала укупно 8 торбица укупно колико је торбица имала у понедељак? ;4.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 10 врећа конзервира. Нашла је три торбе конзерви следећег дана и седам торби конзерви следећег дана. Колико је торбица имала укупно? ;20.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 8 врећа конзервира. Нашла је 10 врећа конзервира следећег дана и 4 вреће конзервира следећег дана. Колико је торби пронашла после понедељка? ;14.0
Тифани је прикупљала конзерве за рециклирање. У понедељак је имала 3 вреће конзервира. Следећег дана је пронашла још 7 врећа конзерви и 44 врећа боца. Колико је врећа конзервира имала укупно? ;10.0
У кошику је 17 црвених и 16 зелених праски. Колико је више црвених праскиња него зелених у кошику? ;1.0
У кошику је 5 црвених и 11 зелених праски. Колико је више зелених праскица него црвених у кошику? ;6.0
10 црвених праскица и још неколико зелених праскица су у кошику. Ако има укупно 15 праски у кошику колико је зеленог праски у кошику? ;5.0
У кошику су три црвене праскице и још неке зелене. Ако има 10 више зелених праскиња него црвених у кошику колико је зелених праскиња у кошику? ;13.0
У кошику је 7 црвених праскиња 15 жутих и 8 зелених праскиња. Колико је праскица у кошику? ;30.0
У кошику је 7 црвених праскиња, 71 жута и 8 зелених. Колико је више зелених праскица него црвених у кошику? ;1.0
2 црвене прашњаке 6 жутих и 14 зелених прашњака су у кошику. Колико је више зелених праскица него жутих у кошику? ;8.0
У кошику је 19 црвених праскиња, 11 жутих и 12 зелених. Колико је више црвених праскиња него жутих у кошику? ;8.0
6 црвених праскица 90 жутих и 16 зелених праскица су у кошику. Колико је црвених и зелених праски у кошику? ;22.0
18 црвених праскиња 14 жутих и 17 зелених праскиња су у кошику. Колико је црвено-жутих праски у кошику? ;32.0
У кошику је 5 црвених праскиња, 14 жутих и 6 зелених. Колико је зеленог и жутог праска у кошику? ;20.0
Има 65 корпа праскица. Свака корпа има 7 црвених и 3 зелене праскице. Колико је праскица у свакој кошици? ;10.0
Има 11 корпа праскица. Свака корпа има 10 црвених и 18 зелених праски. Колико је све праски у кошници? ;308.0
Има 6 корпа праскица. Свака корпа има 16 црвених и 18 зелених праски. Колико је црвених праски у кошикама укупно? ;96.0
Има 7 корпа праскица. Свака корпа има 10 црвених и 2 зелене праскице. Колико је укупно зеленог праскица у кошници? ;14.0
ту су кошике праскица. Свака корпа има 4 црвене и 3 зелене праскице. Ако има укупно 7 праски у свим кошницама колико је то кошница праски? ;1.0
ту су 2 корпе с праскицама. Свака корпа има 4 црвене праскице и још неке зелене праскице. Ако има укупно 12 праски у свим кошницама колико је праски у свакој кошници? ;2.0
у кошику има укупно 16 праскица. ако има 13 црвених праскица и још неколико зелених праскица у кошику. Колико је зеленог праскица у кошику? ;3.0
Свака корпа праски има 19 црвених и 4 зелене праски. Ако има 15 таквих корпица колико је праскица у корпима укупно? ;345.0
Постоји 10 праскица подељено у једнаким коликама. Ако свака корпа има 4 црвене и 6 зелених праски, колико је то корпи праски? ;1.0
6 зелених праскава 60 жутих и 2 црвене праскаве су у кошику. Колико је више зелених праскица него црвених у кошику? ;4.0
Џери је имао 4 акционе фигуре на полици у својој соби. Касније је додао још неколико акционих фигура на полицу. Ако има укупно 8 акционих фигура на његовој полици, колико је акционих фигура додао на полицу? ;4.0
Џери је имао неке акционе фигуре на полици у својој соби. Касније је додао још 7 акционих фигура на полицу. Ако има укупно 10 акционих фигура на његовој полици, колико је он првобитно имао акционих фигура на полици? ;3.0
Џери је имао 4 акционе фигуре и 22 књиге на полици у својој соби. Касније је додао још 6 акционих фигура на полицу. Колико је укупно било акционих фигура на његовој полици? ;10.0
Џери је имао 5 акционих фигура и 9 књига на полици у својој соби. Касније је додао још 7 акционих фигура на полицу. Колико је више акционих фигура било на његовој полици него књига? ;3.0
Џери је имао 2 акционе фигуре и 10 књига на полици у својој соби. Касније је додао још 4 акционе фигуре на полицу. Колико је више књига било на његовој полици него акционих фигура? ;4.0
Џери је имао 8 акционих фигура и 9 књига на полици у својој соби. Касније је додао још 10 књига на полицу. Колико је књига било на његовој полици укупно? ;19.0
Џери је имао 7 акционих фигура и 2 књиге на полици у својој соби. Касније је додао још 4 књиге на полицу. Колико је више акционих фигура било на његовој полици него књига? ;1.0
Џери је имао 5 акционих фигура и 2 књиге на полици у својој соби. Касније је додао још 9 књига на полицу. Колико је више књига било на његовој полици него акционих фигура? ;6.0
Џери је имао 8 акционих фигура на полици у својој соби. Касније је додао још 4 акционе фигуре на полицу и уклонио 5 старих. Колико је укупно било акционих фигура на његовој полици? ;7.0
Џери је имао три акционе фигуре на полици у својој соби. Касније је додао још 4 акционе фигуре на полицу и уклонио неке од старих. Ако има 6 акцијских фигура на његовој полици, колико је он избацио из полице? ;1.0
Џери је имао 7 акционих фигура на полици у својој соби. Касније је додао још неколико акционих фигура на полицу и уклонио 10 старих. Ако има 8 акцијских фигура на његовој полици, колико је додао акцијских фигура на полицу? ;11.0
Џери је имао неке акционе фигуре на полици у својој соби. Касније је додао још 2 акционе фигуре на полицу и уклонио 7 старих. Ако има 10 акцијских фигура на његовој полици сада колико је акцијских фигура првобитно имао на полици? ;15.0
Џери је имао 9 акционих фигура на полици у својој соби. Касније је додао још 7 акционих фигура на полицу. Ако има и 10 књига на полици колико је више акционих фигура него књига на полици? ;6.0
Џери је имао три књиге и четири акцијске фигуре на полици у својој соби. Касније је додао још 2 акционе фигуре на полицу. Колико је више акционих фигура било на његовој полици него књига? ;3.0
Џери је имао 7 књига и 3 акционе фигуре на полици у својој соби. Касније је додао још 2 акционе фигуре на полицу. Колико је више књига било на његовој полици него акционих фигура? ;2.0
Две птице су седеле на огради. Дошло им се још птица. Ако је укупно 6 птица на огради, колико је још птица дошло да седне на ограду? ;4.0
на огради је било птица. Још 4 птице су им се придружиле. Ако је укупно 5 птица на огради сада колико је птица било на огради на почетку? ;1.0
4 птице и 46 ајкула су седеле на огради. Дошло им се још 6 птица. Колико је птица на огради? ;10.0
3 птице и 2 бубуља седеше на огради. Дошло је још 5 птица да им се придруже. Колико је птица и бубуља на огради? ;10.0
Три птице и четири бубуља седеше на огради. До њих су се придружиле још две птице. Колико више птица него ајкула седи на огради? ;1.0
2 птице и 6 ајкула су седеле на огради. Дошло је још три птице да им се придруже. Колико више ајкула него птица седи на огради? ;1.0
Четири птице и шест бубуља седело је на огради. До њих су се придружиле још две бубуле. Колико је шторкаси на огради? ;8.0
Три птице и четири бубуља седеше на огради. До њих се придружило још 6 бубуља. Колико је птица и бубуља на огради? ;13.0
6 птица и 3 бубуља седело је на огради. До њих су се придружиле још две бубуле. Колико више птица него ајкула седи на огради? ;1.0
Четири птице и три бубуња седеле су на огради. До њих се придружило још 6 бубуља. Колико више ајкула него птица седи на огради? ;5.0
Шест птица је седело на огради. До њих су се придружиле још 4 птице и 8 бубања. Колико је птица на огради? ;10.0
Две птице су седеле на огради. До њих се придружило још 5 птица и 4 бубуља. Колико више птица него ајкула седи на огради? ;3.0
Три птице су седеле на огради. До њих су се придружиле још 2 птице и 6 бубања. Колико више ајкула него птица седи на огради? ;1.0
5 буба и 3 птице су седеле на огради. Још 4 птице су им се придружиле. Колико више птица него ајкула седи на огради? ;2.0
6 буба и 2 птице су седеле на огради. Дошло је још три птице да им се придруже. Колико више ајкула него птица седи на огради? ;1.0
Три птице су седеле на огради. До њих се придружило још 6 буба и 2 птице. Колико више ајкула него птица седи на огради? ;1.0
књига има 2 поглавља. Прво поглавље је дуго 48 страница. Друго поглавље је 11 страница. Колико више страница има прво поглавље од другог поглавља? ;37.0
књига има 2 поглавља. Прво поглавље је дуго 37 страница. друго поглавље је дуго 80 страница. Колико више страница има друго поглавље од првог поглавља? ;43.0
књига има 2 поглавља. Прво поглавље је 60 страна. Ако има укупно 93 странице у књизи колико је страница у другом поглављу? ;33.0
књига има 2 поглавља. друго поглавље је 36 страница. Ако има укупно 67 страница у књизи колико је страница у првом поглављу? ;31.0
Књига има 3 поглавља. Прва глава је 66 страница дугачка друга глава је 35 страница дугачка и трећа глава је 24 странице дугачка. Колико страница има књига укупно? ;125.0
Књига има 3 поглавља. Прво поглавље је 91 странице дугачко друго поглавље је 23 странице дугачко и треће поглавље је 25 страница дугачко. Колико више страница има прво поглавље од другог поглавља? ;68.0
Књига има 3 поглавља. Прва глава је дуга 35 страница, друга глава је дуга 18 страница, а трећа глава је дуга 3 странице. Колико више страница има друго поглавље од трећег поглавља? ;15.0
Књига има 3 поглавља. Прва глава је 53 стране дугачка друга глава је 75 страница дугачка и трећа глава је 21 страница дугачка. Колико је више страница у првом поглављу него у трећем поглављу? ;32.0
књига има 31 поглавље. Свако поглавље је дуго 61 странице. Колико страница има књига укупно? ;1891.0
књига има 2 поглавља на 23 странице. Прво поглавље је 10 страница дугачко. Колико је страна у првом поглављу? ;13.0
књига има 2 поглавља на 81 странице. друго поглавље је дуго 68 страница. Колико је страна у другом поглављу? ;13.0
62 кампера су јутрос ишле на веслање. 39 кампера је поподне ишло на веслање. Колико је више кампера ишло у јутарњим даљим даљим од поподне? ;23.0
52 кампера су јутрос ишле на веслање. 61 кампера је поподне ишло на веслање. Колико је више кампера ишло у поподневне чамаче него ујутру? ;9.0
15 кампера је јутрос ишло на веслање. још неколико кампера је поподне ишло на веслање. Ако је укупно 32 кампера ишло у гребање тог дана колико је кампера ишло у гребање поподне? ;17.0
Неки кампери су јутрос ишли на веслање, док је седам кампера ишло поподне. Ако је укупно 60 кампера ишло у гребање тог дана колико је кампера ишло у гребање ујутру? ;53.0
36 кампера је јутрос ишло на веслање, 13 поподне и 49 увече. Колико је кампера све у свему ишло на веслање? ;98.0
44 кампера су се ујутру бацале у ровање, 39 кампера је поподне и 31 кампера је увече. Колико је више кампера ишло у јутарњим даљим даљим од поподне? ;5.0
53 кампера су се ујутру бацале у ровање, 48 кампера су се ујутро бацале у ровање и 49 кампера су се у вечери бацале у ровање. Колико је више кампера ишло у јутарњим даљим даљим од вечери? ;4.0
33 кампера су јутрос ишле на веслање, 34 кампера су ишле на веслање поподне и 10 кампера су ишли на веслање увече. Колико је више кампера ишло у поподневне чамаче него у вечерње? ;24.0
13 кампера је ишло у веслање и 59 кампера је јутрос ишло у планинарство. 21 кампера је поподне ишло на веслање. Колико је кампера све у свему ишло на веслање? ;34.0
29 кампера је ишло у веслање и 66 кампера је јутрос ишло у планинарство. 26 кампера је поподне ишло на веслање. Колико је више кампера ишло у јутарњим даљим даљим од поподне? ;3.0
41 кампера је јутрос ишло у веслање и 4 кампера у планинарство. 26 кампера је поподне ишло на веслање. Колико је кампера било у свему на веслању и пешачењу? ;71.0
46 кампера је ишло у гребање у једном дану. 43 кампера су јутрос ишле на веслање, а још неколико кампера је ишло поподне. Колико је кампера ишло у веслање поподне? ;3.0
Рејчел је узела 4 јабуке са свог дрвета. ако је дрво првобитно имало 7 јабука. Колико је још јабука на дрвету? ;3.0
Рајчелово дрво је првобитно имало 4 јабуке. она је скупила јабуке и сада је остало 2 јабуке на дрвету. Колико је Рајчел узела јабука? ;2.0
Рејчел је скупила 7 зрелих јабука са свог дрвета. сада дрво има још 5 јабука на њему. Ако су три зрле а остале су незрле колико је незрлих јабука сада на дрвету? ;2.0
Рејчел је узела 2 зрне јабуке са свог дрвета. сада дрво има још 7 јабука на њему. Ако је 6 од њих сазрело а остало је незрело колико је сазрелих јабука на дрвету било? ;8.0
Рејчел је скупила 6 зрелих јабука са свог дрвета. сада дрво има 2 зрне јабуке и 4 незрле јабуке. Колико је јабука на дрвету било у почетку? ;12.0
Рејчел је узела три зрне јабуке са свог дрвета. сада дрво има 2 зрне јабуке и 27 незрлих јабука. Колико је јабука морало бити на дрвету? ;5.0
Рејчел је узела 7 јабука са свог дрвета. Након тога, на дрвету су растеле две нове јабуке. сада дрво има још 6 јабука на њему. Колико је јабука на дрвету било у почетку? ;11.0
Рајчелово дрво је имало 2 јабуке. она је узела 4 јабуке са свог дрвета. Након тога на дрвету су растеле три нове јабуке. Колико је сада јабука на дрвету? ;1.0
Рејчел има 52 јабука. она је узела 2 јабуке са једног од својих дрвећа. сада дрво има још 7 јабука на њему. Колико је јабука на дрвету било у почетку? ;9.0
Рејчел има три јабука. Она је сабрала 8 јабука са сваког дрвета. сада дрвеће има укупно 9 јабука још увек на њима. Колико је јабука било на свим дрвећем у почетку? ;33.0
Рејчел има 4 дрвета јабука. Она је сабрала по 7 јабука са сваког дрвета. сада дрвеће има укупно 29 јабука још увек на њима. Колико је Рајчел укупно покупила јабука? ;28.0
Ед је имао два више куглица од Дага. Даг је изгубио неке од својих куглица на игралишту. Сада Ед има 19 бобица више од Дага. Колико је куглица Даг изгубио? ;17.0
Ед је имао 10 бобица више од Дага. Даг је изгубио 11 од својих куглица на игралишту. Ако је Ед имао 45 куглица колико је куглица више имао од Дага? ;21.0
Ед је имао 6 бобица више од Дага. Даг је изгубио 7 од својих куглица на игралишту. Ако је Ед имао 22 куглице колико је сада Дуг имао куглица? ;9.0
Ед је имао 5 бобица више од Дага. Даг је изгубио три од својих куглица на игралишту. Ако је Ед имао 27 куглица колико је Куглица имао Даг у почетку? ;22.0
Ед је имао 24 куглице више од Дага. Даг је изгубио 27 својих куглица на игралишту док је Ед пронашао још 9 куглица. Колико је више куглица имао Ед него Даг? ;60.0
Ед је имао 29 бобица више од Дага. Ед је изгубио 17 од својих куглица на игралишту. Колико је више куглица имао Ед него Даг? ;12.0
Ед је имао 19 бобица више од Дага. Ед је изгубио неке од својих куглица на игралишту. Сада Ед има 8 бобица више од Дага. Колико је мербла Ед изгубио? ;11.0
Ед је имао 30 бобица више од Дага. Ед је изгубио 21 од својих куглица на игралишту. Ако је Ед имао 91 мермер, колико је мермерца имао више од Дага? ;9.0
Ед је имао 12 бобица више од Дага. Ед је изгубио 20 својих куглица на игралишту. Ако је Ед имао 17 куглица колико куглица сада има Даг? ;5.0
Због одлуке Софија је питала ученике да предложе одређене врсте хране. Ако је 408 ученика предложило додавање пјуреа, док је 42 предложило додавање бекона у мени, колико је више ученика предложило пјуре од оних који су предложили бекон? ;366.0
Због одлуке Софија је питала ученике да предложе одређене врсте хране. Ако је 479 ученика предложило додавање пјуреа, док је 489 предложило додавање бекона у мени, колико је више ученика предложило бекон него оних који су предложили пјуре? ;10.0
Због одлуке Софија је питала 310 ученика да предложе одређене врсте хране. 185 ученика је предложило додавање пуреа од компирца док су други предложили додавање бекона у мени. Колико је ученика предложило бекон? ;125.0
Због одлуке Софија је питала 288 ученика да предложе одређене врсте хране. 264 ученика су предложиле додавање бекона док су други предложили додавање пуреја од кромпира у мени. Колико је ученика предложило пуре? ;24.0
Због одлуке Софија је питала ученике да предложе одређене врсте хране. 457 ученика је предложило додавање пуреа од компирца док су други предложили додавање бекона у мени. Ако је 63 ученика предложило додавање пуреја од оних који су предложили бекон колико је ученика предложило бекон? ;394.0
