m_query;response
Allan membawa 6 belon dan Jake membawa 3 belon ke taman. Jake kemudian membeli 4 belon lagi di taman. Berapa banyak balon yang Jake ada berbanding Allan di taman? ;1.0
Allan membawa 5 belon dan Jake membawa 6 belon ke taman. Jake kemudian membeli 3 lagi belon di taman. Berapa banyak belon yang Jake bawa ke taman? ;9.0
Allan membawa 3 belon dan 20 bola sementara Jake membawa 5 belon dan 59 bola ke taman. Berapa banyak belon yang Allan dan Jake ada di taman? ;8.0
Allan membawa 7 belon dan 5 bola sementara Jake membawa 6 belon dan 4 bola ke taman. Berapa banyak bola yang Alan dan Jake ada di taman? ;9.0
Allan membawa 5 belon. Jika Allan dan Jake membawa 6 belon ke taman berapa banyak belon yang Jake bawa ke taman? ;1.0
Allan membawa 2 belon ke taman dan kemudian membeli 3 belon lagi di sana. Jika Jake membawa 6 belon ke taman berapa banyak belon yang Jake ada berbanding Allan di taman? ;1.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris dan 2 jam untuk belajar bahasa Cina. Berapa banyak jam yang dia habiskan untuk belajar bahasa Inggeris berbanding belajar bahasa Cina? ;4.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris dan 7 jam untuk belajar bahasa Cina. Berapa banyak jam yang dia habiskan untuk belajar bahasa Cina berbanding belajar bahasa Inggeris? ;1.0
Setiap hari Ryan menghabiskan 3 jam untuk belajar bahasa Inggeris dan beberapa jam lagi untuk belajar bahasa Cina. Jika dia menghabiskan 4 jam untuk belajar bahasa Inggeris dan Cina setiap hari berapa jam dia menghabiskan untuk belajar bahasa Cina? ;1.0
Setiap hari Ryan menghabiskan 7 jam untuk belajar bahasa Inggeris dan beberapa jam lagi untuk belajar bahasa Cina. Jika dia menghabiskan 2 jam lebih untuk belajar bahasa Inggeris daripada belajar bahasa Cina berapa jam dia menghabiskan untuk belajar bahasa Cina? ;5.0
Setiap hari Ryan menghabiskan 5 jam untuk belajar bahasa Cina dan beberapa jam lagi untuk belajar bahasa Inggeris. Jika dia menghabiskan 2 jam lebih untuk belajar bahasa Inggeris daripada belajar bahasa Cina berapa jam dia menghabiskan untuk belajar bahasa Inggeris? ;7.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris dan 7 jam untuk belajar bahasa Cina. Jika dia belajar selama 5 hari berapa jam dia menghabiskan untuk belajar bahasa Inggeris dan Cina dalam semua? ;65.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris dan 5 jam untuk belajar bahasa Cina. Jika dia belajar selama 2 hari berapa jam dia menghabiskan untuk belajar bahasa Inggeris? ;12.0
Setiap hari Ryan menghabiskan 5 jam untuk belajar bahasa Inggeris dan 4 jam untuk belajar bahasa Cina. Jika dia belajar selama 6 hari berapa jam dia menghabiskan untuk belajar bahasa Cina? ;24.0
Setiap hari Ryan menghabiskan 4 jam untuk belajar bahasa Inggeris dan 6 jam untuk belajar bahasa Cina. Jika dia belajar selama 86 hari berapa jam dia menghabiskan untuk belajar bahasa Inggeris dan Cina setiap hari? ;10.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris 7 jam untuk belajar bahasa Cina dan 3 jam untuk belajar bahasa Sepanyol. Berapa jam dia menghabiskan untuk belajar bahasa Inggeris Cina dan Sepanyol? ;16.0
Setiap hari Ryan menghabiskan 6 jam untuk belajar bahasa Inggeris 3 jam untuk belajar bahasa Cina dan 58 jam untuk belajar bahasa Sepanyol. Berapa banyak jam yang dia habiskan untuk belajar bahasa Inggeris berbanding belajar bahasa Cina? ;3.0
Setiap hari Ryan menghabiskan 7 jam untuk belajar bahasa Inggeris 2 jam untuk belajar bahasa Cina dan 4 jam untuk belajar bahasa Sepanyol. Berapa banyak jam yang dia habiskan untuk belajar bahasa Inggeris berbanding belajar bahasa Sepanyol? ;3.0
Setiap hari Ryan menghabiskan 2 jam untuk belajar bahasa Inggeris 5 jam untuk belajar bahasa Cina dan 4 jam untuk belajar bahasa Sepanyol. Berapa banyak jam yang dia habiskan untuk belajar bahasa Cina berbanding belajar bahasa Sepanyol? ;1.0
Setiap hari Ryan menghabiskan 3 jam untuk belajar bahasa Inggeris dan Cina. Jika dia menghabiskan 2 jam untuk belajar bahasa Inggeris setiap hari berapa jam dia menghabiskan untuk belajar bahasa Cina? ;1.0
Ryan belajar bahasa Inggeris dan Cina selama 7 hari. Setiap hari dia menghabiskan 4 jam untuk belajar bahasa Inggeris dan 5 jam untuk belajar bahasa Cina. Berapa jam dia menghabiskan untuk belajar bahasa Inggeris dan Cina? ;63.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 8 beg tin. Hari berikutnya dia jumpa 7 beg lagi yang bernilai tin. Berapa banyak beg yang dia bawa pada hari Isnin berbanding yang dia jumpa pada hari berikutnya? ;1.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 7 beg tin. Hari berikutnya dia jumpa 12 beg lagi yang bernilai tin. Berapa banyak beg yang dia jumpa pada hari berikutnya berbanding hari Isnin? ;5.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 4 beg tin. Hari berikutnya dia jumpa lebih banyak beg yang bernilai tin. Jika dia mempunyai 6 beg, berapa banyak beg yang dia jumpa pada hari berikutnya? ;2.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia ada beberapa beg tin. Hari berikutnya dia jumpa 4 beg lagi yang bernilai tin. Jika dia mempunyai 8 beg, berapa banyak beg yang dia ada pada hari Isnin? ;4.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 10 beg tin. Dia jumpa 3 beg tin pada hari berikutnya dan 7 beg tin pada hari selepas itu. Berapa banyak beg yang dia ada? ;20.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 8 beg tin. Dia jumpa 10 beg tin pada hari berikutnya dan 4 beg tin pada hari selepas itu. Berapa banyak beg yang dia jumpa selepas hari Isnin? ;14.0
Tiffany sedang mengumpul tin untuk kitar semula. Pada hari Isnin dia mempunyai 3 beg tin. Hari berikutnya dia jumpa 7 beg lagi tin dan 44 beg botol. Berapa banyak beg tin yang dia ada? ;10.0
17 buah persik merah dan 16 buah persik hijau ada dalam bakul. Berapa banyak lebih banyak buah persik merah daripada buah persik hijau dalam bakul? ;1.0
5 buah persik merah dan 11 buah persik hijau dalam bakul. Berapa banyak lebih banyak buah persik hijau daripada buah persik merah dalam bakul? ;6.0
10 buah persik merah dan beberapa buah persik hijau lagi dalam bakul. Jika terdapat 15 buah persik dalam bakul berapa banyak buah persik hijau dalam bakul? ;5.0
3 buah persik merah dan beberapa buah persik hijau lagi dalam bakul. Jika terdapat 10 lebih banyak buah persik hijau daripada buah persik merah dalam bakul berapa banyak buah persik hijau dalam bakul? ;13.0
7 buah persik merah 15 buah persik kuning dan 8 buah persik hijau ada dalam bakul. Berapa banyak buah persik dalam bakul? ;30.0
7 buah persik merah, 71 buah persik kuning dan 8 buah persik hijau dalam bakul. Berapa banyak lebih banyak buah persik hijau daripada buah persik merah dalam bakul? ;1.0
2 buah persik merah 6 buah persik kuning dan 14 buah persik hijau ada dalam bakul. Berapa banyak lebih banyak buah persik hijau daripada buah persik kuning dalam bakul? ;8.0
19 buah persik merah, 11 buah persik kuning dan 12 buah persik hijau ada dalam bakul. Berapa banyak lebih persik merah daripada persik kuning dalam bakul? ;8.0
6 buah persik merah 90 buah persik kuning dan 16 buah persik hijau ada dalam bakul. Berapa banyak buah persik merah dan hijau dalam bakul? ;22.0
18 buah persik merah, 14 buah persik kuning dan 17 buah persik hijau dalam bakul. Berapa banyak buah persik merah dan kuning dalam bakul? ;32.0
5 buah persik merah 14 buah persik kuning dan 6 buah persik hijau ada dalam bakul. Berapa banyak buah persik hijau dan kuning dalam bakul? ;20.0
Ada 65 bakul buah persik. Setiap bakul ada 7 buah persik merah dan 3 buah persik hijau. Berapa banyak buah persik dalam setiap bakul? ;10.0
Ada 11 bakul buah persik. Setiap bakul ada 10 buah persik merah dan 18 buah persik hijau. Berapa banyak buah persik dalam bakul itu? ;308.0
Ada 6 bakul buah persik. Setiap bakul ada 16 buah persik merah dan 18 buah persik hijau. Berapa banyak buah persik merah dalam bakul itu? ;96.0
Ada 7 bakul buah persik. Setiap bakul mempunyai 10 buah persik merah dan 2 buah persik hijau. Berapa banyak buah persik hijau dalam bakul itu? ;14.0
Ada beberapa bakul buah persik. Setiap bakul ada 4 buah persik merah dan 3 buah persik hijau. Jika terdapat 7 buah persik dalam semua bakul berapa banyak bakul persik yang ada? ;1.0
Ada 2 bakul buah persik. Setiap bakul ada 4 buah persik merah dan beberapa buah persik hijau. Jika terdapat 12 buah persik dalam semua bakul berapa banyak buah persik hijau dalam setiap bakul? ;2.0
Terdapat jumlah 16 buah persik dalam sebotol. Jika terdapat 13 buah persik merah dan beberapa buah persik hijau dalam bakul. Berapa banyak buah persik hijau dalam bakul? ;3.0
Setiap bakul buah persik ada 19 buah persik merah dan 4 buah persik hijau. Jika ada 15 bakul seperti itu berapa banyak buah persik dalam bakul itu? ;345.0
Terdapat 10 buah persik yang diedarkan sama rata dalam beberapa bakul. Jika setiap bakul mempunyai 4 buah persik merah dan 6 buah persik hijau berapa banyak bakul persik yang ada? ;1.0
6 buah persik hijau 60 buah persik kuning dan 2 buah persik merah ada dalam bakul. Berapa banyak lebih banyak buah persik hijau daripada buah persik merah dalam bakul? ;4.0
Jerry ada 4 action figure di rak di biliknya. Kemudian dia menambah beberapa lagi aksi figur ke rak. Jika terdapat 8 buah figur aksi di raknya sekarang berapa banyak figur aksi yang dia tambah di rak itu? ;4.0
Jerry ada beberapa aksi di rak di biliknya. Kemudian dia menambah 7 lagi aksi tokoh ke rak. Jika terdapat 10 buah figur aksi di raknya sekarang berapa banyak figur aksi yang dia ada pada mulanya di rak itu? ;3.0
Jerry ada 4 action figure dan 22 buku di rak di biliknya. Kemudian dia menambah 6 lagi action figure ke rak. Berapa banyak aksi figur yang ada di raknya? ;10.0
Jerry ada 5 action figure dan 9 buku di rak di biliknya. Kemudian dia menambah 7 lagi aksi tokoh ke rak. Berapa banyak lagi tokoh aksi daripada buku yang ada di raknya? ;3.0
Jerry ada 2 action figure dan 10 buku di rak di biliknya. Kemudian dia menambah 4 lagi action figure ke rak. Berapa banyak lagi buku daripada action figure yang ada di raknya? ;4.0
Jerry mempunyai 8 action figure dan 9 buku di rak di biliknya. Kemudian dia menambah 10 buku lagi ke rak. Berapa banyak buku yang ada di raknya? ;19.0
Jerry ada 7 action figure dan 2 buku di rak di biliknya. Kemudian dia menambah 4 buku lagi ke rak. Berapa banyak lagi tokoh aksi daripada buku yang ada di raknya? ;1.0
Jerry ada 5 action figure dan 2 buku di rak di biliknya. Kemudian dia menambah 9 buku lagi ke rak. Berapa banyak lagi buku daripada action figure yang ada di raknya? ;6.0
Jerry mempunyai 8 action figure di rak di biliknya. Kemudian dia menambah 4 lagi action figure ke rak dan mengeluarkan 5 yang lama. Berapa banyak aksi figur yang ada di raknya? ;7.0
Jerry ada 3 action figure di rak di biliknya. Kemudian dia menambah 4 lagi action figure ke rak dan mengeluarkan beberapa yang lama. Jika ada 6 action figure di raknya sekarang berapa banyak action figure yang dia ambil dari rak itu? ;1.0
Jerry ada 7 action figure di rak di biliknya. Kemudian dia menambah beberapa lagi aksi kepada rak dan mengeluarkan 10 orang yang lama. Jika terdapat 8 action figure di raknya sekarang berapa banyak action figure yang dia tambah di rak? ;11.0
Jerry ada beberapa aksi di rak di biliknya. Kemudian dia menambah 2 lagi action figure ke rak dan mengeluarkan 7 dari yang lama. Jika ada 10 action figure di rak sekarang berapa banyak action figure yang dia ada pada mulanya di rak? ;15.0
Jerry ada 9 action figure di rak di biliknya. Kemudian dia menambah 7 lagi aksi tokoh ke rak. Jika dia juga mempunyai 10 buku di rak berapa banyak lagi tokoh aksi daripada buku yang ada di raknya? ;6.0
Jerry ada 3 buku dan 4 action figure di rak di biliknya. Kemudian dia menambah 2 lagi action figure ke rak. Berapa banyak lagi tokoh aksi daripada buku yang ada di raknya? ;3.0
Jerry ada 7 buku dan 3 action figure di rak di biliknya. Kemudian dia menambah 2 lagi action figure ke rak. Berapa banyak lagi buku daripada action figure yang ada di raknya? ;2.0
Dua burung duduk di pagar. beberapa burung lagi datang untuk menyertai mereka. Jika terdapat 6 burung di pagar sekarang berapa banyak burung yang datang untuk duduk di pagar? ;4.0
Ada beberapa burung duduk di pagar. 4 burung lagi datang untuk menyertai mereka. Jika terdapat 5 burung di pagar sekarang berapa banyak burung yang duduk di pagar pada permulaan? ;1.0
4 burung dan 46 burung gagak duduk di pagar. 6 burung lagi menyertai mereka. Berapa banyak burung yang duduk di pagar? ;10.0
3 burung dan 2 burung gagak duduk di pagar. 5 burung lagi datang untuk menyertai mereka. Berapa banyak burung dan burung gagak yang duduk di pagar? ;10.0
3 burung dan 4 burung gagak duduk di pagar. Dua lagi burung datang untuk menyertai mereka. Berapa banyak burung yang lebih daripada burung gagak yang duduk di pagar? ;1.0
2 burung dan 6 burung gagak duduk di pagar. 3 burung lagi datang untuk menyertai mereka. Berapa banyak burung gagak daripada burung yang duduk di pagar? ;1.0
4 burung dan 6 burung gagak duduk di pagar. Dua ekor burung lain turut menyertai mereka. Berapa banyak burung storks yang duduk di pagar? ;8.0
3 burung dan 4 burung gagak duduk di pagar. 6 burung lain turut menyertai mereka. Berapa banyak burung dan burung gagak yang duduk di pagar? ;13.0
6 burung dan 3 burung gagak duduk di pagar. Dua ekor burung lain turut menyertai mereka. Berapa banyak burung yang lebih daripada burung gagak yang duduk di pagar? ;1.0
4 burung dan 3 burung gagak duduk di pagar. 6 burung lain turut menyertai mereka. Berapa banyak burung gagak daripada burung yang duduk di pagar? ;5.0
6 burung duduk di pagar. 4 burung lagi dan 8 burung gagak lagi datang untuk menyertai mereka. Berapa banyak burung yang duduk di pagar? ;10.0
Dua burung duduk di pagar. 5 burung lagi dan 4 burung gagak lagi datang untuk menyertai mereka. Berapa banyak burung yang lebih daripada burung gagak yang duduk di pagar? ;3.0
3 burung duduk di pagar. 2 burung lagi dan 6 burung gagak lagi datang untuk menyertai mereka. Berapa banyak burung gagak daripada burung yang duduk di pagar? ;1.0
5 burung gagak dan 3 burung duduk di pagar. 4 burung lagi datang untuk menyertai mereka. Berapa banyak burung yang lebih daripada burung gagak yang duduk di pagar? ;2.0
6 burung gagak dan 2 burung duduk di pagar. 3 burung lagi datang untuk menyertai mereka. Berapa banyak burung gagak daripada burung yang duduk di pagar? ;1.0
3 burung duduk di pagar. 6 burung gagak dan 2 burung lagi menyertai mereka. Berapa banyak burung gagak daripada burung yang duduk di pagar? ;1.0
Buku ada 2 bab. Bab pertama adalah 48 halaman panjang. Bab kedua adalah 11 halaman panjang. Berapa banyak halaman yang lebih dalam bab pertama daripada bab kedua? ;37.0
Buku ada 2 bab. Bab pertama adalah 37 halaman panjang. Bab kedua adalah 80 halaman panjang. Berapa banyak halaman yang lebih bab kedua daripada bab pertama? ;43.0
Buku ada 2 bab. Bab pertama adalah 60 halaman panjang. Jika terdapat 93 halaman dalam buku berapa banyak halaman dalam bab kedua? ;33.0
Buku ada 2 bab. Bab kedua adalah 36 halaman panjang. Jika terdapat 67 halaman dalam buku berapa banyak halaman dalam bab pertama? ;31.0
Buku ini ada 3 bab. Bab pertama adalah 66 halaman panjang bab kedua adalah 35 halaman panjang dan bab ketiga adalah 24 halaman panjang. Berapa banyak halaman buku ini? ;125.0
Buku ini ada 3 bab. Bab pertama adalah 91 halaman panjang bab kedua adalah 23 halaman panjang dan bab ketiga adalah 25 halaman panjang. Berapa banyak halaman yang lebih dalam bab pertama daripada bab kedua? ;68.0
Buku ini ada 3 bab. Bab pertama adalah 35 halaman panjang bab kedua adalah 18 halaman panjang dan bab ketiga adalah 3 halaman panjang. Berapa banyak halaman yang lebih bab kedua daripada bab ketiga? ;15.0
Buku ini ada 3 bab. Bab pertama adalah 53 halaman panjang bab kedua adalah 75 halaman panjang dan bab ketiga adalah 21 halaman panjang. Berapa banyak halaman yang lebih dalam bab pertama daripada bab ketiga? ;32.0
sebuah buku mempunyai 31 bab. setiap bab adalah 61 halaman panjang. Berapa banyak halaman buku ini? ;1891.0
Buku ini ada 2 bab dengan 23 halaman. Bab pertama adalah 10 halaman panjang. Berapa banyak halaman dalam bab pertama? ;13.0
Buku ini ada 2 bab dengan 81 halaman. Bab kedua adalah 68 halaman panjang. Berapa banyak halaman dalam bab kedua? ;13.0
62 orang berkhemah berlayar pada pagi tadi. 39 berkhemah pergi mendayung pada waktu petang. Berapa ramai yang berkhemah pada waktu pagi berbanding pada waktu petang? ;23.0
52 orang berkhemah berlayar pagi tadi. 61 berkhemah pergi mendayung pada waktu petang. Berapa ramai yang berkhemah pada waktu petang berbanding pada waktu pagi? ;9.0
15 penjelajah pergi mendayung pada waktu pagi. Beberapa lagi berkhemah pergi mendayung pada petang hari. Jika jumlah 32 orang berkhemah berayung hari itu berapa ramai yang berkhemah pada waktu petang? ;17.0
Beberapa berkhemah berlayar pada waktu pagi manakala 7 berkhemah berlayar pada waktu petang. Jika jumlah 60 orang berkhemah berayung hari itu berapa ramai yang berayung pada waktu pagi? ;53.0
36 berkhemah berlayar pada waktu pagi 13 berkhemah berlayar pada waktu petang dan 49 berkhemah berlayar pada waktu petang. Berapa ramai yang berkhemah di sana? ;98.0
44 orang berkhemah berayung pada waktu pagi 39 orang berkhemah berayung pada waktu petang dan 31 orang berkhemah berayung pada waktu petang. Berapa ramai yang berkhemah pada waktu pagi berbanding pada waktu petang? ;5.0
53 orang berkhemah berayung pada waktu pagi 48 orang berkhemah berayung pada waktu petang dan 49 orang berkhemah berayung pada waktu petang. Berapa ramai yang berkhemah pada waktu pagi berbanding pada waktu petang? ;4.0
33 orang berkhemah berayung pada waktu pagi 34 orang berkhemah berayung pada waktu petang dan 10 orang berkhemah berayung pada waktu petang. Berapa ramai yang berkhemah pada waktu petang berbanding pada waktu malam? ;24.0
13 berkhemah pergi mendayung dan 59 berkhemah pergi mendaki pada waktu pagi. 21 berkhemah pergi mendayung pada waktu petang. Berapa ramai yang berkhemah di sana? ;34.0
29 berkhemah pergi mendayung dan 66 berkhemah pergi mendaki pada waktu pagi. 26 berkhemah pergi mendayung pada waktu petang. Berapa ramai yang berkhemah pada waktu pagi berbanding pada waktu petang? ;3.0
41 orang berkhemah pergi mendayung dan 4 orang berkhemah pergi mendaki pada waktu pagi. 26 berkhemah pergi mendayung pada waktu petang. Berapa ramai berkhemah yang pergi mendayung dan mendaki? ;71.0
46 orang berkhemah berayung dalam sehari. 43 orang berkhemah berayung pada waktu pagi dan beberapa lagi berkhemah berayung pada waktu petang. Berapa ramai berkhemah yang berayung pada waktu petang? ;3.0
Rachel mengambil 4 epal dari pokoknya. Jika pokok itu mempunyai 7 epal pada mulanya. Berapa banyak epal masih ada di pokok itu? ;3.0
Pokok Rachel mempunyai 4 buah epal pada mulanya. Dia mengambil beberapa epal dan sekarang ada 2 epal yang tinggal di pokok. Berapa banyak epal yang Rachel ambil? ;2.0
Rachel mengambil 7 epal matang dari pokoknya. Sekarang pokok itu masih ada 5 epal di atasnya. Jika 3 buahnya sudah masak dan selebihnya belum masak berapa buah epal yang belum masak yang ada di pokok itu sekarang? ;2.0
Rachel mengambil 2 epal matang dari pokoknya. Sekarang pokok itu masih ada 7 buah epal di atasnya. Jika 6 buahnya matang dan selebihnya belum matang berapa buah epal matang yang ada di pokok itu? ;8.0
Rachel mengambil 6 epal matang dari pokoknya. Sekarang pokok itu mempunyai 2 epal matang dan 4 epal yang belum matang. Berapa banyak epal yang pokok itu mulakan dengan? ;12.0
Rachel mengambil 3 epal matang dari pokoknya. Sekarang pokok itu mempunyai 2 epal matang dan 27 epal yang belum matang. Berapa banyak epal matang yang pokok itu perlu mulakan dengan? ;5.0
Rachel mengambil 7 epal dari pokoknya. Selepas itu dua buah epal baru tumbuh di pokok itu. Sekarang pokok itu masih ada 6 buah epal di atasnya. Berapa banyak epal yang pokok itu mulakan dengan? ;11.0
