m_query;response
Egunero, Ryanek 4 ordu ematen ditu ingelesa ikasten eta 6 ordu txinera ikasten. 86 egunetan, zenbat ordu ematen ditu ingelesa eta txinera ikasten egun bakoitzeko? ;10.0
Egunero, Ryanek sei ordu ematen ditu ingelesa ikasten 7 ordu txinera ikasten eta hiru ordu espainiera ikasten. Zenbat ordu pasatzen ditu ingelesa, txinera eta gaztelania ikasten? ;16.0
Egunero, Ryanek 6 ordu ematen ditu ingelesa ikasten 3 ordu txinera ikasten eta 58 ordu, gaztelaniaz. Zenbat ordu ingelesez ikasten pasatzen ditu ordubete txinera ikasten duen baino? ;3.0
Egunero, Ryanek 7 ordu ematen ditu ingelesa ikasten 2 ordu txinera ikasten eta beste 4 espainiera ikasten. Zenbat ordu ingelesez ikasten pasatzen ditu spanish hitz egiten baino? ;3.0
Egunero, Ryanek 2 ordu ematen ditu ingelesa ikasten 5 ordu txinera ikasten eta beste 4 espainiera ikasten. Zenbat ordu pasatzen ditu txinera ikasten espainiera baino lehen? ;1.0
Egunero hiru ordu ematen ditu ingelesa eta txinera ikasten. Bi ordu ingelesez ikasten ematen baditu, zenbat ordu txinera ikasten? ;1.0
Ryanek zazpi egun behar ditu ingelesa eta txinera ikasten hasteko. Egunero lau ordu ematen ditu ingelesa ikasten eta beste bost txinera ikasten. Zenbat ordu pasatzen ditu ingelesa eta txinera ikasten? ;63.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean zortzi lata irabiatu zituen. Hurrengo egunean, zortzi zaku hortz gehiago aurkitu zituen. Astelehenean zenbat ekipaje gehiago zenituen? ;1.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean 7 poltsa bete nituen. Hurrengo egunean, 12 poltsa gehiago zeuden. Zenbat maleta gehiago aurkitu zituen astelehenerako baino? ;5.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean lau zaku ardo zituen. Hurrengo egunean, zakarretara bultzatu zituen beste bi. Sei poltsa badauzka, zenbat aurkitu ditu? ;2.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean potoak erosten zituen. Hurrengo egunean, lau zaku hortz gehiago aurkitu zituen. Zortzi zaku baditu zortzietan, zenbat astelehenetan? ;4.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean 10 poltsa bete nituen. Hurrengo egunean, hiru pote pote aurkitu zituen. Eta hurrengoan, zazpi pote gehiago. Zenbat ekipaje zituen? ;20.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean zortzi lata irabiatu zituen. Hurrengo egunean 10 poltsa aurkitu zituen eta lau poltsa gehiago. Astelehenean zenbat aurkitu zituen? ;14.0
Tiffanyk ontziak zakarrontzi batzuetan jartzen zituen. Astelehenean 3 poltsa bete nituen. Hurrengo egunean, 7 poltsa lata gehiago eta 44 botila gehiago aurkitu zituen. Zenbat pote ditu? ;10.0
17 pertsiana gorri eta 16 berde saskian. Zenbat more daude saskian, berdeak baino? ;1.0
5 pertsiana gorri eta 11 berde saskian. Zenbat more daude saskian, berdeak eta gorriak? ;6.0
10 pertsiana gorri eta beste batzuk berde. Saskian 15 pertsianak badaude zenbat pertsiana berde daude saskian? ;5.0
Hiru pertsiana gorri eta berde zeuden saskian. Saskian 10 pertsiana gehiago badaude, zenbat berde daude? ;13.0
Zazpi pertsiana gorri, 15 horia eta zortzi berde otzarrean. Zenbat pertsianak ditu saskian? ;30.0
Zazpi pertsiana gorri, 71 horia eta zortzi berde otzarrean. Zenbat more daude saskian, berdeak eta gorriak? ;1.0
2 pertsiana gorri, 6 perri freskatu eta 14 berde otzarrean. Zenbat more daude saskian, berdeak eta horiak? ;8.0
19 pertsiana gorri, 11 horia eta 12 berde daude saskian. Zenbat more daude saskian, galtzamotzak baino? ;8.0
6 pertsiana gorri, 90 perri freskatu eta 16 berde otzarrean. Zenbat barazki berde eta gorri ditu saskian? ;22.0
18 pertsiana gorri, 14 horia eta 17 berde saskian. Zenbat meloi gorri eta hori daude saskian? ;32.0
5 pertsiana gorri, 14 perri frantses eta 6 berde otzarraren barruan. Zenbat barazki berde eta hori daude saskian? ;20.0
65 pertsegiko saski daude. Saski bakoitzak zazpi barazki dauzka. Gorriak eta berdeak. Zenbat pertsianak ditu saski bakoitzak? ;10.0
11 saski pertsegidun daude. Saski bakoitzak 10 pertsiana gorri eta 18 berde ditu. Zenbat pertsianak daude saskietan? ;308.0
Sei saski pertsegidun daude. Saski bakoitzak 16 pertsiana gorri eta 18 berde ditu. Zenbat pertsiana gorri dago saskietan? ;96.0
7 saski pertsegidun daude. Saski bakoitzak 10 pertsiana gorri eta 2 berde ditu. Zenbat pertsiana berde dago saskietan? ;14.0
Mertxika saskiak baditut. 4 pertsiana gorri eta 3 berde otarre batean. Zazpi pertsegika saskietan. Zenbat dira guztira? ;1.0
Bi saski pertsegidun daude. 4 pertsiana gorri eta beste batzuk berde. 12 pertsianak saski bakoitzean. Zenbat daude kutxa bakoitzean? ;2.0
saski bakoitzean sei barazki egongo dira. 13 pertsiana gorri eta berde badira saskian. Zenbat pertsiana berde dago saskian? ;3.0
Mertxika saski bakoitzak 19 marrubi eta 4 marrubi berde ditu. 15 saski baldin badira, zenbat pertsianak dituzten? ;345.0
10 pertsegika daude, denak eskuz eta neurri berdinetan banatuta. Saski bakoitzean 4 pertsiana gorri eta 6 berde badaude zenbat pertsiana saski egongo dira? ;1.0
6 pertsiana berde, 60 perrifringelu horia eta 2 gorri otzarretan. Zenbat more daude saskian, berdeak eta gorriak? ;4.0
Jerry-k lau figurina zituen bere gelan. Geroago, akziozko figurinak gehitu zizkion apalategiari. Guztira 8 pieza dituela erretaula batean. Zenbat gehitu ditu? ;4.0
Jerry-k txindata jaurtitzen zituen leihoan. Gero, zazpi figurina gehiago gehitu zizkioten errepertorioriori. 10 figurina dituela apalean. Zenbat zeuden jatorriz? ;3.0
Jerry-k 4 figurina eta 22 liburu zituen bere gelan. Gero sei gizonezko gehitu zizkioten errepertorioriorioa. Zenbat ditu markatuta, guztira? ;10.0
Jerryk bost figurina eta bederatzi liburu zeuzkan. Gero, zazpi figurina gehiago gehitu zizkioten errepertorioriori. Zenbat gehiago zeuden bere liburutegian liburuak baino? ;3.0
Bi jostailu eta hamar liburu zeuzkan! Gero, beste lau figurina gehitu zizkioten errepertorioriori. Zenbat gehiago zeuden txikitan liburutegian? ;4.0
Jerryk 8 figurina eta 9 liburu zeuzkan. Gero, beste hamar liburu gehitu zizkion apalera. Zenbat liburu zituen apalean? ;19.0
Jerryk zazpi figurina eta bi liburu zeuzkan bere gelan. Gero lau liburu gehiago sartu zituen apalean. Zenbat gehiago zeuden bere liburutegian liburuak baino? ;1.0
Jerryk bost figurina eta bi liburu zeuzkan. Gero, beste bederatzi sartu zituen apalean. Zenbat gehiago zeuden txikitan liburutegian? ;6.0
Jerryk 8 figurina zituen bere gelan. Gero, beste lau gehitu zizkioten erregaiari eta beste bost kendu zizkioten. Zenbat ditu markatuta, guztira? ;7.0
Jerryk hiru figurina zituen gelan. Gero, beste lau figurina gehitu zizkion apal horri, eta beste zenbait ere kendu zizkion. 6 pieza dituela eskuan, zenbat desegin ditu? ;1.0
Jerryk zazpi figurina zituen gelan. Geroago, akziozko figurinak gehitu zizkion apalategiari eta 10 zaharrak kendu zizkion. 8 figurina dituela apalean. Zenbat gehitu ditu? ;11.0
Jerry-k txindata jaurtitzen zituen leihoan. Geroago, beste bi sartu zituen apalean eta zazpi kolore zaharrak kendu zizkion. 10 panpin baditu platerean, zenbat ziren hasieran? ;15.0
Jerryk bederatzi figurina zituen gelan. Gero, zazpi figurina gehiago gehitu zizkioten errepertorioriori. 10 liburu badauzka apalean, zenbat gehiago dira? ;6.0
Jerry-k 3 liburu eta 4 figurina zeuzkan bere gelan. Geroago, akziozko 2 pieza gehiago gehitu zizkioten errezelatzaileari. Zenbat gehiago zeuden bere liburutegian liburuak baino? ;3.0
Jerryk zazpi liburu eta hiru figurina zeuzkan. Geroago, akziozko 2 pieza gehiago gehitu zizkioten errezelatzaileari. Zenbat gehiago zeuden txikitan liburutegian? ;2.0
Bi txori hesian eserita zeuden. Hegazti gehiago heldu dira. Hortxe daudela sei txori hesian... Zenbat gehiago egongo dira hesia zeharkatzeko? ;4.0
Hesiaren bestaldean hegazti batzuk esertzen ziren. Lau txori elkartu zaizkie. Hesiaren gainean bost txori badaude zenbat txori zeuden hasieran? ;1.0
4 txori eta 46 astigar zeuden dena zegoen ondo. Beste sei txori datoz haiekin. Zenbat txori dabiltza hesian? ;10.0
Hiru txori eta bi astigar esertzen ziren hesian. Beste bost txori datoz haiekin. Zenbat txori eta indioilar erori dira hegatik? ;10.0
Hiru txori eta lau aker sator hesian eserita. Bi txori gehiago datoz alde honetatik. Zenbat txori gehiago daude hor kanpoan, ahabiak baino? ;1.0
Hortxe zeuden 2 txori eta 6 gaita. Hiru txori gehiago etorri dira. Zenbat igelak daude zera honetan? ;1.0
4 txori eta 6 astigar esertzen ziren hesian. Beste bi txori datoz haiekin. Zenbat geologok egiten dute lan hesia zeharkatzeko? ;8.0
Hiru txori eta lau aker sator hesian eserita. Sei belatz gehiago datoz. Zenbat txori eta indioilar erori dira hegatik? ;13.0
6 txori eta 3 astigar esertzen ziren hesian. Beste bi txori datoz haiekin. Zenbat txori gehiago daude hor kanpoan, ahabiak baino? ;1.0
4 txori eta 3 astigar esertzen ziren hesian. Sei belatz gehiago datoz. Zenbat igelak daude zera honetan? ;5.0
6 txori zeuden hesia igotzen. 4 txori eta 8 aker eramaten zituen. Zenbat txori dabiltza hesian? ;10.0
Bi txori hesian eserita zeuden. Bost txori eta lau aker gehiago datoz. Zenbat txori gehiago daude hor kanpoan, ahabiak baino? ;3.0
Hiru txori zeuden han eserita. Bi txori eta sei astigar gehiago datoz. Zenbat igelak daude zera honetan? ;1.0
5 urtxintxak eta 3 txori hesian eserita. Lau txori elkartu zaizkie. Zenbat txori gehiago daude hor kanpoan, ahabiak baino? ;2.0
6 igaraba eta 2 txori hesian eserita. Hiru txori gehiago etorri dira. Zenbat igelak daude zera honetan? ;1.0
Hiru txori zeuden han eserita. Sei belatz gehiago eta bi txori gehiago datoz. Zenbat igelak daude zera honetan? ;1.0
Liburuak bi kapitulu ditu. Lehen kapituluak 48 orrialde ditu. Bigarren kapituluak 11 orrialde ditu. Zein da lehen kapituluaren bigarren zatia? ;37.0
Liburuak bi kapitulu ditu. Lehen kapituluak 37 orrialde ditu. Bigarren kapituluak 80 orrialde ditu. Zein da bigarren kapituluaren lehenengo atala? ;43.0
Liburuak bi kapitulu ditu. Lehen kapituluak 60 orrialde ditu. Liburuak 93 orrialde baditu zenbat orrialde ditu bigarren kapituluak? ;33.0
Liburuak bi kapitulu ditu. Bigarren kapituluak 36 orrialde ditu. Liburuak 67 orrialde baditu zenbat orrialde ditu lehen kapituluak? ;31.0
Liburuak hiru kapitulu ditu. Lehenengo kapituluak 66 orrialde ditu. Bigarrenak 35 orrialde ditu. Eta hirugarrenak 24 orrialde ditu. Liburuak zenbat orrialde ditu? ;125.0
Liburuak hiru kapitulu ditu. Lehen kapituluak 91 orrialde ditu. Bigarrenak 23 eta hirugarrenak 25 orrialde ditu. Zein da lehen kapituluaren bigarren zatia? ;68.0
Liburuak hiru kapitulu ditu. Lehen kapituluak 35 orrialde ditu. Bigarrenak 18 eta hirugarrenak 3 orrialde. Zein da 2. kapituluak 3.arekin duen erlazioaren eta 2.atalak 3.arekin duen erlazioaren arteko alderik handiena? ;15.0
Liburuak hiru kapitulu ditu. Lehen kapituluak 53 orrialde ditu. Bigarrenak 75 orrialde ditu. Eta hirugarrenak 21 orrialde ditu. Zein da lehen kapituluaren hirugarren kapituluarekin konparatuz? ;32.0
Liburuak 31 kapitulu ditu. Kapitulu bakoitzak 61 orrialde ditu. Liburuak zenbat orrialde ditu? ;1891.0
Liburuak bi kapitulu eta 23 orrialde ditu. Lehen kapituluak 10 orrialde ditu. Zein da lehen kapituluaren zenbateko orria? ;13.0
Liburuak bi kapitulu eta 81 orrialde ditu. Bigarren kapituluak 68 orrialde ditu. Zein da bigarren kapituluaren zenbakia? ;13.0
62 kanpamentuk arraun egin dute gaur goizean. 39 kanpamentuk arraun egin dute arratsaldean. Zenbat jende gehiago ibili da kanpinean goizaldean arratsaldean baino? ;23.0
52 kanpamentuk arraun egin dute gaur goizean. 61 kanpamentuk arraunean egin dute. Zenbat jende gehiago ibili da kanpinean gaur goizean baino? ;9.0
Goizero 15 kanpamentu irteten ziren igeri egitera. Kanpalekukoak paseoan atera ziren arratsaldean. Egun hartan 32 kanpamentu zeuden. Zenbat zeuden arratsaldean? ;17.0
Kanpalekuko batzuek goizez egin dute, eta zazpiek arratsaldez. Egun hartan 60 kanpamentu zeuden. Zenbat zeuden goizean? ;53.0
Goizean 36 lagun zeuden arraunean. 13 lagun arratsaldean. Eta 49 lagun gauero. Zenbat jende ibili da zaldiz hemen? ;98.0
44 kanpamentuk goizez egin zuten arraunean. 39k arratsaldez eta 31k gauez. Zenbat jende gehiago ibili da kanpinean goizaldean arratsaldean baino? ;5.0
Goizetan 53 kanpamentuk irristatu dute 48k arratsaldean eta 49k gauez. Zenbat kanpinek egiten dute arraunean goizetan eta arratsaldeetan baino gehiago? ;4.0
33 kanpinek arraun egin zuten goizaldean, 34k arratsaldean eta 10k gauez. Zenbat kanpinek egiten dute arraunean arratsaldean baino arratsaldeetan? ;24.0
13 kanpinek arraun egin dute. 59 kanpinek jauzia egin dute. 21 kanpamentuk arraun egin dute arratsaldean. Zenbat jende ibili da zaldiz hemen? ;34.0
29 kanpinek arraun egin dute eta 66 kanpinek jauzia egin dute. 26 kanpamentuk arraun egin dute. Zenbat jende gehiago ibili da kanpinean goizaldean arratsaldean baino? ;3.0
41 kanpamentuk arraunean egin zuten eta beste 4 kanpamentuk jaitsiera egin zuten. 26 kanpamentuk arraun egin dute. Zenbat jende ibili da zaldiz urtean? ;71.0
46 kanpamentuk egunero egiten dute. 43 kanpamentuk goizez egin zuten arraunean eta beste zenbaitek arratsaldez. Zenbat jende ibili da kanpinean arratsaldean arraunean? ;3.0
Rachelek lau sagar hartu ditu zuhaitzetik. Zuhaitzean 7 sagar zituen hasieran eta sagarrak hautsi egin ziren. Zenbat sagar geratzen dira zuhaitzean? ;3.0
Rachelen zuhaitzean lau sagar zegoen. Sagar gutxi batzuk hartu ditu eta orain bi geratzen dira. Zenbat sagar bildu ditu Rachelek? ;2.0
Rachelek zazpi sagar helduak hartu ditu zuhaitzetik. Orain 5 sagarrak zuhaitzean daude. Hiru garagar helduak eta besteak obuluak badira... zenbat sagar helduak ditu zuhaitzak? ;2.0
Rachelek 2 sagar heldu hartu ditu zuhaitzetik. Orain 7 sagarrak zuhaitzean daude. Sei gehiago eta ez da inor haziko. Zenbat sagar gehiago jarri dituzu? ;8.0
Rachelek sei sagar heldu zituen zuhaitzetik. Orain zuhaitzean bi sagar garbi eta lau garbi daude. Hasieran zenbat sagarren zegoen zuhaitzean? ;12.0
Rachelek hiru sagar heldu hartu ditu zuhaitzetik. Orain zuhaitzean 2 sagar garbi eta 27 sagar garbi daude. Zenbat sagar gehiago jarri behar ziren zuhaitzean? ;5.0
Rachelek zazpi sagarrenak hartu ditu zuhaitzetik. Gero bi sagar gehiago hazi ziren zuhaitzean. Orain sei sagarrak zuhaitzean daude. Hasieran zenbat sagarren zegoen zuhaitzean? ;11.0
Rachelen zuhaitzean bi sagar zegoen. 4 sagar hartu zituen zuhaitzetik. Hiru sagarrekin zuhaitzari kosk egin diot. Zenbat sagar daude zuhaitzean? ;1.0
Rachelek 52 sagar-zuhaitz ditu. Bere 2 sagarrak zuhaitzetik bildu zituen. Orain 7 sagarrak zuhaitzean daude. Hasieran zenbat sagarren zegoen zuhaitzean? ;9.0
Rachelek hiru sagar-zuhaitz ditu. 8 sagar hartu zituen zuhaitz bakoitzetik. Orain 9 sagar daude zuhaitzetan. Hasieran zenbat sagar zegoen zuhaitzetan? ;33.0
Rachelek 4 sagar-zuhaitz ditu. 7 sagar hartu zituen zuhaitz bakoitzetik. Orain zuhaitzek 29 sagar dituzte. Zenbat sagar bildu ditu Rachel-ek? ;28.0
Edek bi zentimo gehiago zeuzkan. Doug pixka bat edanda dago Edek 19 gehiago ditu Dougek baino. Dougek zenbat galdu ditu? ;17.0
Edek 10 aldiz gehiago zeukan. Dougek 11 aldiz galdu du bere burua jolastokian. Edek 45 puntu eskuratu balitu zenbat izango litzateke Doug baino indartsuagoa? ;21.0
Edek sei aldiz gehiago zeukan. Dougiek galdu ditu 7 pilota, jokatzen. Ed-ek 22 pieza baldin baditu zenbat pieza ditu Dougek? ;9.0
Edek bost aldiz gehiago zeukan Dougek baino. Dougek hiru aldiz galdu du berean. Edek 27 pieza baldin baditu zenbat pieza zituen hasieran? ;22.0
Edek 24 aldiz gehiago zeukan Dougek baino. Dougek 27 galdu ditu... eta Edek 9 gehiago. Zenbat bala gehiago zituen Edek Dougek baino? ;60.0
Edek 29 aldiz gehiago zeukan. Edek 17 aldiz galdu du berean. Zenbat bala gehiago zituen Edek Dougek baino? ;12.0
Edek 19 aldiz gehiago zeukan Dougek baino. Edek ia barrabilak galdu ditu jostundegian. Edek zortzi pilota gehiago ditu. Zenbateko apustua egin du? ;11.0
Edek 30 aldiz gehiago zeukan. Edek 21 aldiz galdu du berean. Edek 91 puntu eskuratu bazuen zenbat puntu lortu zituen? ;9.0
Edek 12 aldiz gehiago zeukan. Edek 20 galdu ditu partidan. Edek 17 bazuen, zenbat izango dira Dougen? ;5.0
Erabakiak hartu ondoren, Sophieri janari mota zehatzak proposatzeko eskatu zion. 408 ikaslek patata purea gehitu nahi izan balute 42 ikaslek bacon gehitu nahi izan balute zenbat ikaslek patata purea gehitu dute baconarekin saiatu direnek baino? ;366.0
Erabakiak hartu ondoren, Sophieri janari mota zehatzak proposatzeko eskatu zion. 479 ikaslek patata purea gehitu nahi izan balute... eta 489k hirugiharra, zenbat gehiago hirugiharra eskatzen zuten, patata purea baino? ;10.0
Erabaki hori hartu zutenean, Sofiak 310 ikasle aukeratu zituen. 185 ikaslek patata purea gehitu nahi izan zuten... eta beste batzuek hirugiharra eta okela zuen. Zenbat ikaslek proposa dezakete izozkia? ;125.0
Hiru janari mota desberdin, baina denak berdintsuak. 264 ikaslek proposatu dute hirugiharra eta beste batzuek patata purea. Zenbat ikaslek esan dute primerakoa dela patata purea izatea? ;24.0
Erabakiak hartu ondoren, Sophieri janari mota zehatzak proposatzeko eskatu zion. 457 ikaslek patata purea gehitu nahi izan zuten... eta beste batzuek hirugiharra. 63 ikaslek hirugiharra eskatzen badute... zenbatek gehiago eskatzen dute hirugiharra? ;394.0
