question;answer_number
米希卡買咗三件短褲,三件長褲,三件鞋. 一件短褲要16.50美金. 一對褲子要 22.5 美金一對鞋子要 42 美金 Mishka 用咗幾多蚊美金買呢啲衫? ;243
辛西每晚都會食一份冰淋. 佢買咗一個裝有十五份冰淋嘅冰淋盒 每盒嘅價格係四美金 六個月之後,佢食幾多冰淋? ;16
Henry 喺佢 60 英里嘅單車旅行途中停咗兩次. 喺 20 英里之後,佢先至停咗 第二站喺行程最後 15 英里 佢喺第一到第二個站之間行咗幾多英里? ;25
Gloria 正在買鞋, 然後佢見到一對鞋啱佢所買嘅. 不過,佢必須要揀一雙高跟鞋同兩隻 喺兩個鞋之間買得五蚊美金多 如果一對高跟鞋嘅價格係 33 美金,而另一對高跟鞋嘅價格係咁多,那么鞋子要賣幾蚊美金? ;104
Darrell 同 Allen 嘅年齡係 7: 11 如果佢哋依家嘅年齡總和係 162 歲,咁你算下阿倫依家 10 年之後嘅年齡. ;109
Gunter 試圖喺一個裡面數個果. 佢問下佢嘅朋友 認為嗰個裏面有幾多隻 一個就話80 另一個系20多個比1/5的多. 第三個比第一個多出 25% 佢哋嘅平均數據係幾多? ;80
John 照顧十隻狗. 每隻狗狗每日需要花費 0.5 小時 去散步同埋照顧自己嘅生活 佢每個禮拜用幾多個鐘照顧狗? ;35
Gretchen 有110個硬幣. 比起銀幣多出 30 個金幣 Gretchen 有幾多個金幣? ;70
肖比亞倫少兩塊珠寶 阿倫嘅珠寶多過雷蒙嘅半數 如果雷蒙德有40塊珠寶 肖本有幾多塊? ;23
Mike 打乒乓球40分鐘. 第20分鐘,佢得到4分 第二十分鐘,佢比比之前多出 25% 佢總共得咗幾多分? ;9
Terry每日食兩份酸奶.  yogurt 賣得起五美金,即係四份一組嘅酸奶 果30日嘅酸奶要幾多? ;75
John計劃要賣掉佢所有玩具,用錢買電玩遊戲. 佢有十三個樂高積木 賣得一張一張十五美金 最後佢買咗八部電玩遊戲 每個售價係20蚊 仲剩返五蚊 佢仲有幾多個樂高積木呢? ;2
John一個星期跑到100公里. 佢每個禮拜跑三日. 第一日佢跑咗3個鐘頭, 第二日跑咗半個鐘頭. 佢跑得有幾快? ;10
丹娜可以跑得比走路快四倍 但係跳水嘅速度只有半個咁快 如果佢可以以每小時 3 英里嘅速度跳, 咁佢可以喺 6 個鐘入面 跑幾英里呢? 如果佢用 1/3 嘅時間跑,用 2/3 嘅時間行路 ;18
布蘭登嘅iPhone比Ben嘅iPhone老四倍 班嘅iPhone比蘇嘅iPhone老一倍. 如果蘇嘅 iPhone 只有一年,布蘭登嘅 iPhone 應該有幾歲呢? ;8
偉大之龍珀格 (Perg) 坐喺法博山頂 射擊任何距離一千呎遠嘅東西 波莉可以用金槍擊龍去遠達 400 英尺 射到龍火嘅範圍內 但係當波莉拿住石法寶時 佢可以比唔拿石法寶嘅速度 射出三倍遠嘅槍 如果佢持有金石嘅話 波莉可以站幾遠 躲到龍火嘅嗰度 但仍然可以用金槍擊龍 ;200
阿嫲斯為消防員嘅午餐咗五塊果派 佢將每隻切成八塊, 將五塊擺喺自助餐上, 等客人可以自食. 晚尾,當客人全部食完蛋糕之後 剩低14塊蛋糕 客人攞咗幾多塊? ;26
根據營養報告,一袋片一份含有 250 卡路里 如果一袋 300 克食物有 5 個份 咁當你一天攝取 2000 卡路里 而你已經攝取咗 1800 卡路里 你會食幾多個份量? ;48
Charlie 想賣蜂嘅. 每一磅蜂,佢就可以出十支細 蜂膠一磅一毫,同埋管, 耗費10美金. 如果每個售價係 2 美元,如果佢賣咗 20,佢會得到幾多利潤? ;20
梅雷迪思係自由寫作嘅博客 主要講到健康 每日同客人分享健康狀況 平均每篇文章寫成研究同寫作所需時間大概係 4 個鐘 上個星期,佢喺星期一寫咗五篇文章 星期二寫嘅文章多咗五倍 星期三寫嘅文章多一倍 星期二嘅文章多一倍 試諗下佢喺三日內 寫咗幾多篇文章 ;104
坎迪斯喺去咖啡店工作之前 放咗80張貼紙入去佢個錢包度 喺途中,佢去咗間商店買嘢 喺工作中,佢將一張紙 放喺每杯咖啡上 如果佢剩返23張 包裹入面有幾多張明信片? ;163
John買嘅紅色領帶比藍色領帶多一倍. 紅色領帶比藍色領帶貴一半. 佢用咗200美金買咗一條每條40美金嘅藍色領帶. 佢用咗幾多錢買咗呢? ;800
Tracy 用咗一條長4.5呎嘅線, 支花園入面嘅番茄樹. 線被切成六英寸長嘅碎片 佢攞到幾多個碎片? ;8
理查住喺一 15 層樓嘅公寓樓 每一层楼有8间公寓, 占用了大楼的3/4 呢棟大樓嘅開放式單位有幾多? ;30
洛伊德有一間養卵場 佢嘅雞仔一日出產 252 個雞蛋,每隻 12 個,佢就賣兩蚊美金 洛伊德每個禮拜賣蛋賺幾多? ;294
Tom 嘅船可以以每小時十英里嘅速度行駛. 佢系1到4點出發. 之後佢以每小時 10 英里嘅速度返去 佢要多長時間先返嚟呢? ;5
烏利亞嘅書袋對佢太重啦. 佢需要減去十五磅重量 佢嘅漫畫重一磅,玩具一磅半. 如果佢咗 30 部漫畫,佢仲要幾多個玩具? ;15
維修車輛同卡車嘅輪胎, 每一台卡車輪胎,修理師會收取60美元,每一台汽車輪胎,修理師會收取40美元. 星期四,機械師幫六架貨車輪胎同四架車輪胎修理. 星期五嗰個機械人修理嘅工人 試過十二部車 但未試過一部貨車嘅胎 機械師嗰日賺多咗幾多錢? ;40
兩位Doubtfire姐妹帶著七隻貓仔開車返屋企 距地從動物收容所收養, 佢話第一隻貓係帕奇 佢嘅仔女已經養咗三倍 多過另一隻貓,係特里克西 佢有十二隻 宜家 Doubtfire 屋企有幾多隻貓仔? ;40
Jean 有30個甘甜卷. Jean食咗兩隻糖 剩下的糖果, Jean 想把兩粒糖果放入一個袋. Jean 可以填滿幾個袋呢? ;14
Peter計劃喺今個禮拜去睇電影. 佢總係賣7蚊美金一張飛,同埋花開米粒 如果佢一星期有42美金,佢可以去睇電影幾次? ;3
一座木製橋可以承載 5,000 磅以上嘅物資. 一架貨車上有幾重嘅箱 同樣嘅貨物將會從橋度過 司機同空貨車嘅重量加起嚟係 1,553 磅 係幾多個箱可以載入貨車嘅數目 而重量唔會超過橋嘅重量限制? ;83
Stephen 喺網上訂購食物 最後佢收到嘅帳單係四十蚊美金 因為佢哋通過咗寄件商嘅代理商 佢哋將會加到最後 25% 嘅收費 然後向佢收取 3 美元嘅寄件費 Stephen仲畀咗四蚊美金嘅小費 計完呢啲額外嘅費用,史蒂芬嘅食物嘅最終價格係幾多? ;57
一棵樹有六個果,每個有20個果, 仲有67個果, 每個果都喺樹林度散落. 總共有幾多個果呢? ;187
一個子有25個子 其中1個壞,20%未成熟,2個酸,其餘嘅好. 有幾多個子好? ;17
Janet 為佢個女買咗一個胸. 佢買咗五百蚊美金嘅材料 然後再賣八百蚊美金俾個珠寶工 之後,佢仲要畀我十分之一 用嚟買保險 佢畀咗幾多錢? ;1430
如果佢喺同一間公司工作 40 年,佢就會得到年薪 5 萬美金 20年之後,每年五分一嘅年金會返嚟 如果佢 30 年後離職 佢年金有幾大? ;25000
阿莉娜訂閱咗一個月140美金嘅電視服務 如果流媒体公司喺上半年收取嘅金額 同上半年收取嘅金額相差 10% 計算出你今年年底為流媒体服務付出嘅總額 ;1596
索菲亞想開車去旅行,佢想知道佢只要一油,可以行幾遠. 自從上次加油之後佢已經行咗 160 英里 而且需要加埋 4 油來補充 根據車主手冊所講 佢嘅油箱容量有 40 油 索菲亞用一油可以行幾英里? ;300
Jim 睇電視兩個鐘頭,然後決定瞓覺,睇書又睇得半個鐘頭. 佢每個禮拜都會咁樣做三次 佢喺四個星期睇電視同埋睇書嘅時間有幾多? ;36
有四間學校喺一個球比賽上競爭. 每間學校都派咗一隊女生同一隊男生球隊 每隊由5個隊員組成 每間學校都派咗一個教練 總共,學校嘅學生數量係幾多呢? ;48
一個尋寶者搵到埋咗一塊滿滿寶石嘅寶箱. 石嘅數量有 175 顆 紅寶石少於石 35 顆 而石嘅數量多於紅寶石嘅兩倍 喺櫃桶入面有幾多塊寶石? ;595
茲博士學校嘅男仔多過女仔多一倍. 如果 60 個女仔同 5 個學生對照每個老師, 咁老師要幾多呢? ;36
貝利一開始就有一定金錢. 之後佢每個禮拜會得到五蚊美金嘅津貼 如果佢有 100 美元,佢係開頭有幾多錢呢? ;60
Judy每日教5堂舞蹈,每日8堂,每星期六. 如果每班有 15 個學生 而佢要收 15 美元,一個學生一星期賺幾多? ;7425
凱倫有兩種食譜,其中一條有20條建議,另一條有兩倍建議. 基利安要睇幾多個說明書 先至可以兩道菜? ;60
Tommy 為咗慈善事業籌款,佢賣甜甜餅一塊3美金, 芝士蛋糕一塊4美金. 如果湯米賣咗 43 份甜餅同 23 份芝士蛋糕 多少錢湯米可以賺? ;221
Shiela 買咗五部手機 每部係150 美金 一個三個月嘅分期 每一筆利息分別為2%. 希拉每個月會畀幾多錢呢? ;255
阿蒂喺農民市場開咗個花. 佢賣三種花:黃,花同花. 佢通常賣花係每 2.74 美金,花係每 1.87 美金,花係每 2.12 美金 今日,阿提冇錢換, 所以佢決定將啲錢 整到最接近一蚊美金嘅水平. 如果阿提賣咗 12 黃花, 9 花,同埋 17 花,佢會賺幾多? ;88
Luke 喺沙灘度沙堡. 佢最後發現沙堡嘅每一層嘅面積 會相當於下層嘅一半 如果佢起一座四層嘅沙堡 最上層嘅面積係 16 平方呎 平均一層嘅面積係幾多? ;60
Cecilia啱啱買咗一隻新仔仔. 根據獸醫嘅說話 佢每日要狗狗一杯狗糧 喺頭180日內 然後佢必須要為小狗狗兩杯狗糧 如果一袋狗糧食有 110 杯, 塞西莉喺第一年會食幾多袋狗糧? ;5
如果雷蒙洗衣服的量是莎拉洗衣服的半个, 莎拉洗衣服的量是大卫洗衣服的4倍, 如果莎拉洗400磅衣服, 计算雷蒙洗衣服和大卫洗衣服的差异. ;100
文森特可以買三件套花費2.5美金 或者兩件套花費1美金 如果佢買得起最平嘅花 18 粒,佢會幾多錢呢? ;6
John 養咗一隻狗. 佢將隻狗帶去護師度, 而養護費則系100美金. 店員話畀佢 30% 嘅折扣扣扣 整形需要幾多錢? ;70
每個女仔就得到 1/6 嘅 24 升水 之後,一個男仔咗六升水 有幾多升水剩低? ;10
Charlie 有十張貼紙 佢喺商場買咗 21 個貼紙,送咗佢 23 個生日禮物 之後,查理將九張紙 畀佢妹妹,然後佢將二八張紙 上一張卡片 Charlie剩下幾多張貼紙? ;17
Grace 嘅重量有 125 磅. 阿列克斯嘅重量比格蕾絲輕咗四磅. 佢哋嘅總體重量係幾多? ;623
Dan 栽咗三棵樹. 每棵樹有25個 每一朵都有八條刺. 總共有幾多條? ;600
一隊咗22場比賽 佢哋贏咗比輸多咗八個 佢哋贏咗幾多個? ;15
Gene 用舊嘅T恤做咗一個被 佢每度去咗度假都咗一條衫. 每件衫都有自己嘅花. 每一行嘅積木都係 由唔同嘅年份嘅假期而成 佢一年有四次出國旅遊 佢從23歲開始就出國旅遊 佢依家34歲. 佢總共有幾多個? ;44
Greg 整咗一個鐘 每日三次咁響 當個響起嘅時候 佢一直響,直至 Greg 佢 今天第一次聲嘅時候,佢響左四次. 第二次响聲嘅時間 比起第一次响聲嘅時間多咗三倍 第三次响聲嘅時間差唔多係 第二次咁長 鐘總共響咗幾次? ;22
有間公司一個月俾佢每個員工 600 美元 呢間公司有個政策 每年加大員工工薪水 10% 俾嗰啲已經喺公司工作五年嘅人 如果 Sylvie 剛剛在去年十二月份 完成了五年在公司工作, 另外三年工作之後,她的年薪是多少? ;9360
瑪麗琳嘅第一張唱片賣得比哈拉爾嘅唱片多出十倍 如果佢哋全部賣咗 88,000 份 咁 Harald 喺呢本書賣咗幾多? ;8000
Christina 計劃舉辦生日派對 每個客人需要 75 個禮物袋 因為 1/4 嘅人唔上 佢邀請咗16個朋友嚟參加. 每個禮物袋嘅價格係2美金. 佢會花幾多錢? ;24
泰德·雷克斯 (Ted the T-Rex) 打算帶啲土豆沙律去恐龍野餐. 佢知道,一個長大嘅恐龍會食 10 磅嘅土豆沙律 而一個細路只食長大嘅人嘅半份 如果有20個成人和5個小朋友一齊去野餐 咁如果 Ted 想將啲土豆 帶到野餐上面,佢需要幾多磅土豆沙律先至可以飽人呢? ;225
Jan 嘅寵物數量係 Marcia 嘅三倍. Marcia 比 Cindy 多咗兩隻寵物. 如果辛迪有四隻寵物,那三隻共有幾多隻? ;28
Emily 有四個細路, 佢哋嘅名叫 Amy,Jackson,Corey,James Amy 比 Jackson 大五歲,比 Corey 細兩歲. 如果 James 年齡 10 歲,佢比 Corey 細 1 歲,Jackson 歲幾多? ;4
李以往跑400米級比杰拉德跑400米級快兩秒 但係 Gerald 改變咗飲食習慣 佢嘅速度提升咗 10% 如果李以38秒跑 400 米, 咁佢食咗越多食物 傑拉德以幾秒跑 400 米呢? ;36
喺一個社區,子嘅數量比貓咪同狗仔嘅數量要少十二倍 如果一隻狗嘅總數係 60 隻,咁鄰近嘅貓有幾多隻? ;348
喺呢度有 200 個五年級學生 兩個係男仔,兩個係女仔 有幾多個女仔唔喺童軍隊度? ;40
哈利昨晚瞓咗九個鐘. 佢嘅朋友 James 只係比佢瞓得兩半鐘頭 哈利比詹姆斯瞓多咗幾多個鐘? ;3
當弗雷達將頭成時, 佢哋嘅量就減少一半. 每個80毫克嘅番茄裡面,佢用嘅,有三個. 弗雷達最後一批番茄,佢煮咗 120 磅嘅番茄. Freda 用咗幾多個番茄? ;12
車輛喺高速公路上排成一排. 有啲車喺停車場嘅前 15 分鐘就停咗 然後喺停車場嘅後 15 分鐘就有 20 部車嚟到 五輛車由一路口出口,唔使開車塞車. 如果高速公路上原有30架車, 噉佢哋喺最初15分鐘 經過咗幾多架車? ;5
Mary係一個熱情嘅園丁. 琴日,佢喺佢最鍾意嘅植物園 收到 18 個新嘅盆栽 佢喺自己國家嘅大屋入面 每個窗戶都有兩棵植物 因為覺得有禮貌,佢決定咗 明日將每棵菜 送畀朋友同家人 咁幾多個裡邊嘅花都留畀瑪麗? ;58
Jerome有一日有四個朋友嚟探訪他 第一個朋友響門口二十次Jerome開門 第二個朋友四倍多 第三個朋友打電話比第四個多出十倍 如果第四個朋友敲門六十次, 敲門有幾多次呢? ;175
索羅要從科學上讀4頁, 社會科學上讀20頁, 歷史上讀7頁, 地理上讀8頁 我星期一讀咗十五頁. 如果佢仲有四日時間去睇佢全部嘅書 平均每日要睇幾多頁呢? ;6
John 鍾意喺早餐,午餐,晚餐飲一杯水. 最後佢瞓覺之前就攞咗一張 John每個工作日都會咁樣做, 但係喺週末,佢寧願休息,然後飲水. John一個星期飲幾多杯水? ;26
一片雾从海洋中滚过来覆盖着一个城市. 城市每三英里,需要十分钟. 如果城市嘅橫幅係 42 英里, 由海岸線 到內陸, 霧面會覆蓋成個城市 幾分鐘? ;140
Poppy 解緊一個有1000個 佢將四分一嘅棋牌放喺個度 之後佢媽媽將剩餘嘅棋牌放喺三分一 我哋仲要擺落去幾多塊拼圖呢? ;500
Cody 嘅餅乾嘅數量 係 Amir 嘅三倍 如果阿米爾食咗五份餅乾 佢哋兩個食咗幾多份餅乾? ;20
John 有三個盒. 每一盒都係 5  6  4  幅牆厚度係 5 厘米. 呢三個盒嘅內部總體積係幾多? ;72
每晚,Frankie做完佢功課之後,就會睇電視. 每日下午同星期二 佢會睇自己最鐘意嘅電視節目 星期三,佢睇咗一部長半鐘嘅電視節目 星期四,佢提早做完佢唧功課 然後睇咗個一小時,又睇咗個半鐘唧電視節目. 星期五佢仲要瞓好耐 所以佢睇咗兩個半鐘頭嘅節目 如果佢每日睇電視七個鐘 咁星期三睇幾多個 30 分鐘嘅節目? ;3
Henry 喺嗰度為本地比賽做餅乾. 佢想比去年賺多一倍. 當佢完蛋糕時,佢意識到佢實際上多咗 15 個比原本想嘅餅乾. 佢將五個曲奇放喺個度,要涼 一共有110個曲奇 亨利去年烤咗幾多個餅乾? ;50
一間本地加油站每加嘅油價係3美金. 有個程式開發公司 畀一加油 20 美分 如果你喺呢個站點加油 如果有人買 10 加油,佢哋會得到幾多? ;28
Marcell 同 Beatrice 打埋個比賽,睇邊個可以食多啲果實卷 所以佢哋將可以見到嘅果實卷拆開 但不幸嘅係,有啲人做咗一個錯誤 貝特麗絲嘅幅係 2 轉 24 轉 而馬塞爾嘅幅係 3 轉 14 轉 如果佢哋食咗全部食物 平均佢哋食咗幾多? ;45
朱莉亞喺湖面嘅時候,隻船上面有一條漏咗水 每隻船翻返岸時 每行 3 米就要有 2 升水 佢用咗16秒就行咗20呎. 距离岸边还有64秒钟. 朱莉亞抵達岸邊嘅時候 隻船已經入咗幾多水? ;16
每個教室都有個白板 共有四個老師一齊用,佢哋會輪流咁用教室 每個老師每日有兩堂課,每堂課用白板 如果每堂課白板淨化三次,白板一日淨化幾多次? ;24
萊恩每日喺花園種兩朵花. 如果 15 天之內 5 朵花都無開,佢會有幾多朵? ;25
Jamal 嘅手機可以收容 6 張比 Brittany 嘅相多 布列塔妮手機上嘅相片數量 係贾瑪爾喺動物園影嘅仔數嘅五十倍 如果Jamal的手機可以存1800張相片 果然Jamal拍攝的動物園照片裡可以看到多少隻 ;6
莎莎留意到佢買咗啲木頭之後 木材價格上漲咗 50% 喺過去幾個月入面 因為佢有剩餘嘅食物,佢決定要賣. 佢剩低十塊 兩四十塊嘅木板 每塊10美金 佢仲有一張 5  4  10  幅嘅木板 每張 16 蚊美金 如果全部賣,有幾多錢? ;90
凱蒂用茶匙糖同杯水整咖啡,比例係 7:13. 如果佢用咗 120 茶匙糖同埋幾杯水 咁佢用咗幾多個茶匙糖? ;42
John 為佢三個細路買兩對鞋. 每件嘢一共有 60 蚊美金 佢畀咗幾多錢? ;360
海岸清關門口嘅一個海關員 計入口車輛有兩集裝箱 每有五車輛 第二日,更多嘅貨櫃被運入嚟, 港口嘅車輛總數增加到30架. 試算第二日進口嘅集裝箱數量,假設所有集裝箱有五架車. ;4
阿德里安總工資比莉拉高出30% 四年之後,佢嘅薪水 增加咗 40% 比四年前嘅工資 如果阿德里安同萊拉嘅工資同步增加 而阿德里安四年前賺得四萬美元 噉四年之後呢兩個人嘅工資總額會係幾多呢? ;95200
米格爾每個禮拜都會用兩張紙筆畫畫 如果一張紙上面有 30 張紙 佢每個月要用幾多? ;240
佢哋叫莫里塞特同卡爾啲水果 莫里塞特帶咗五個果同八個子 而凱爾帶咗兩倍多嘅果同一半嘅子 總共有幾多個果實? ;27
塞迪星期一瞓左八個鐘. 之後兩日,佢瞓少咗兩個鐘 因為佢做咗幾個小時嘅任務 如果佢喺其他日子瞓多咗一個鐘 咁佢瞓左幾鐘呢? ;48
Rosie 可以跑 10 英里/小時 三個鐘. 之後佢又以每小時 8 公里嘅速度行駛 佢可以喺7個鐘跑幾英里? ;50
Jenni係佢媽媽嘅辦公室幫忙 佢有一紙桶裝咗 60 封信需要印章 仲有一紙桶裝咗 封郵票仲有其他嘢 寫信需要嘅三分一嘅郵票 都係佢寫嘅 如果現在堆嘅信件有30封 俾人已經加咗章 嗰堆裡面有幾多封 當Jennie開始嘅時候? ;10
朱莉準備緊喺屋企開晚宴 佢打算喺嗰度食 佢發現佢用咗唔多嘅塑膠匙, 於是佢買咗一包新嘅匙. 之後佢老公仲買咗一包五匙俾朱莉 朱莉煮飯嘅時候 用三隻匙去試試佢份嘅菜 後來,當佢準備餐桌時,佢已經準備咗十二個匙 朱莉亞買嘅包裹入面有幾多個匙? ;10
迪倫需要雞肉同魚肉士 喺派對上做士餅 佢買咗 38 個雞湯 6 個魚湯多過雞湯 迪倫買咗幾多隻香腸? ;82
艾米喺新學校之後,有多過20個朋友 比莉莉多 如果莉莉有 50 個朋友,莉莉同艾米有幾多個朋友呢? ;120
媽媽喺本地商店賣西瓜,,子. 一個西瓜嘅價錢係每隻嘅三倍. 一個子要比一隻西瓜少五分之一. 迪隆被派去商店買四個西瓜,二十個,十個. 如果每個要15美元,他會花多少錢? ;880
一間醫院每日可以接收 500 位病人 每個病人平均要睇 24 分鐘. 醫生每個鐘收取醫院 150 美金,而醫院收取病人每個鐘 200 美金. 醫院從呢啲訪問中獲利有幾多? ;10000
Nissa 聘請咗 60 個季節性工人 喺 Santa 村扮演精靈角色 有三分一嘅精靈因為小朋友倒而放棄. 另外十個精靈因為小朋友腿而放棄. 有幾多精靈仲留喺度? ;30
五月份Joseph嘅支出係500美元. 六月份,佢嘅支出減少咗 60 美元 兩個月內,佢總共花費幾多? ;940
Pam 同 Fred 去咗一個狂歡節. 帕姆坐過兩次過山車 而弗雷德就坐過四次 之後佢哋決定每個人要兩次坐輪椅 如果每次旅行要六張門票 佢哋嗰日用咗幾多張? ;60
星期一,沃爾特行咗六英里. 星期二佢行咗 6 哩哩里, 星期一嘅行路數增加咗 6 哩里 佢嘅行駛距離係星期一到星期三 41 英里 星期三佢行咗幾英里? ;13
湯姆一個月洗車四次. 如果每次洗車要15美金, 咁佢一年要畀幾多錢呢? ;720
布萊恩嘅朋友比佢少 5 部 電腦遊戲多 3 倍 如果布萊恩有20個遊戲 但比賽前就輸咗5個 咁波比會有幾多遊戲? ;40
世界上剩低27隻獨角獸. 其中三分一嘅地區喺蘇格蘭嘅高原 兩三分之二嘅蘇格蘭獨角獸 都係雌性 蘇格蘭有幾多隻雌性獨角獸? ;6
羅莉叫兩隻三文魚 每隻要7.50美金, 兩袋片一袋要1.5美金, 兩隻餅乾一袋要1.00美金, 送到去屋企. 交出嘅時候要加上20%嘅運費 而且佢想加上五蚊美金嘅小費 佢嘅發貨要幾多錢? ;29
馬克昨天做咗一個由75個問題組成嘅測試. 佢以每小時五個問題嘅速度完成測試. 今日,佢喺同一時間寫咗 100 個問題嘅測試卷 如果馬克斯有8個鐘去完成第一個測試, 還有6個鐘去完成第二個測試, 他剩下的問題有幾多? ;105
喺糖果機裡面,有 22 個 紅色糖球多過藍色嘅四倍 如果有 12 個藍色膠囊, 有幾多個粉紅色? ;70
租用20輛車入面,有12輛係自動,有4輛係手動,其餘嘅半自動. 有幾多車系半自動駕駛? ;20
一個蜂巢入面有700隻蜜蜂. 工蜂嘅數量係寶寶嘅兩倍 寶寶嘅數量亦係皇后嘅兩倍 有幾多隻蜂係幫工? ;400
Jordan 每日玩兩個鐘嘅電玩遊戲. 佢仲有一份兼職工,每個鐘賺 10 美元. 如果佢玩緊網球,如果佢喺一個星期內賺幾多錢呢? ;140
John 用2美金買牛奶, 用3美金買蛋, 用3美金買燈泡, 用3美金買杯, 用4美金買. 如果所有非食品都加10%稅, 所有的成本都多少? ;16
