question;answer_number
Luke er på stranden og bygger sandslotte. Han bemærker til sidst at hvert niveau af et sandslot vil have halvdelen af det kvadratmeterareal som niveauet under det. Hvis han laver en sandborg med 4 niveauer, hvor det øverste niveau har en kvadratmeterareal på 16, hvad er så den gennemsnitlige kvadratmeterareal på et niveau? ;60
Cecilia har lige købt en ny hvalp. Ifølge hendes dyrlæge skal hun give hvalpen en kop hundemad hver dag i de første 180 dage. Så skal hun fodre hvalpen med to kopper hundemad hver dag resten af livet. Hvis en pose hundemat indeholder 110 kopper, hvor mange poser hundemat vil Cecilia bruge det første år? ;5
Hvis Raymond vasker halvdelen af Sarahs tøj, og Sarah vasker fire gange så meget som David, beregn forskellen i mængden af tøj, som Raymond og David vasker, hvis Sarah vasker 400 pund tøj. ;100
Vincent kan købe blomster i pakker på tre for 2,50 kr. eller i pakker på to for 1 kr. Hvor mange penge sparer han ved at købe 18 blomster til den bedre pris? ;6
John adopterer en hund. Han tager hunden til en hundeplejer, som koster 100 dollars. Han får 30% rabat for at være ny kunde. Hvor meget koster det? ;70
To piger fik hver 1/6 af de 24 liter vand. Så fik en dreng 6 liter vand. Hvor mange liter vand var der tilbage? ;10
Charlie havde 10 klistermærker. Han købte 21 klistermærker i en butik i indkøbscenteret og fik 23 klistermærker til sin fødselsdag. Charlie gav 9 af de klistermærker til sin søster og brugte 28 til at dekorere et kort. Hvor mange klistermærker har Charlie tilbage? ;17
Grace vejer 125 pund. Alex vejer to pund mindre end Grace. Hvad er deres samlede vægt i kilo? ;623
Dan planter tre rosenbuske. Hver rosenbusk har 25 roser. Hver rose har 8 torne. Hvor mange torne er der i alt? ;600
Et fodboldhold spillede 22 kampe. De vandt 8 mere end de tabte. Hvor mange vandt de? ;15
Gene syer et tæppe ud af gamle suvenir-t-shirts. Han har en skjorte fra hver ferie, han har været på. Hver skjorte er sin egen quiltblok. Hver række er lavet af blokke fra et andet års ferie. Han tager fire gange om året på ferie, og det har han gjort siden han var 23. Han er nu 34. Hvor mange tæppeblokke har han i alt? ;44
Greg har en alarm, der ringer tre gange om dagen som en påmindelse. Når alarmen ringer, fortsætter den med at ringe, indtil Greg slukker den. Første gang den gik af i dag, ringede den fire gange. Anden gang ringede den tre gange så længe som første gang. Den tredje gang ringede den halvt så længe som den anden gang. Hvor mange gange ringede alarmen? ;22
Et firma betaler hver af sine ansatte 600 dollars om måneden. Virksomheden har en politik om at forhøje lønnen for hver af sine ansatte med 10% af den oprindelige løn hvert år for dem, der har været i virksomheden i fem år. Hvis Sylvie lige har været fem år i firmaet i december, hvad er hendes årsløn efter tre års tjeneste? ;9360
Marilyns første plade solgte ti gange så mange eksemplarer som Haralds. Hvis de solgte 88.000 eksemplarer tilsammen, hvor mange eksemplarer solgte Harald så? ;8000
Christina planlægger en fødselsdagsfest og har brug for 75 gaveposer pr. inviteret gæst, fordi 1/4 af deltagerne ikke kommer. Hun inviterede 16 venner. Gaveposer koster to dollars. Hvor meget vil hun bruge? ;24
T-Rex Ted planlagde at bringe kartoffelsalat til dinosaur picnic. Han ved, at en voksen dinosaur vil spise 10 pund kartoffelsalat, og et barn vil spise halvdelen af en voksen. Hvis der er 20 voksne og 5 børn til picnic, hvor mange kilo kartoffelsalat skal Ted så med til picnic hvis han håber at have nok til at mætte alle? ;225
Jan har tre gange så mange kæledyr som Marcia. Marcia har to dyr mere end Cindy. Hvis Cindy har fire kæledyr, hvor mange kæledyr har de tre? ;28
Emily har fire børn, der hedder Amy, Jackson, Corey og James. Amy er fem år ældre end Jackson og to år yngre end Corey. Hvis James er 10 og et år yngre end Corey, hvor gammel er så Jackson? ;4
Lee kunne løbe 400 meter med forhindringer to sekunder hurtigere end Gerald kunne løbe 400 meter med forhindringer. Men Gerald ændrede sin kost, hvilket forbedrede hans hastighed med 10%. Hvis Lee løber 400 meter med forhindringer på 38 sekunder, hvor hurtigt kan Gerald, med hans forbedrede kost, løbe 400 meter med forhindringer på sekunder? ;36
I et kvarter er antallet af kaniner tolv mindre end det samlede antal hunde og katte. Hvis der er to katte for hver hund, og antallet af hunde er 60, hvor mange kæledyr er der i alt i nabolaget? ;348
Af de 200 elever i 5. klasse er 2/5 drenge og 2/3 piger i pigescout. Hvor mange piger er ikke i pigen spejder? ;40
Harry sov ni timer i nat. Hans ven James sov kun 2/3 af, hvad Harry sov. Hvor mange timer sov Harry mere end James? ;3
Når Freda koger tomater i dåse til sauce, mister de halvdelen af deres volumen. Hver 16 ounce dåse tomater, hun bruger, indeholder tre tomater. Fredas sidste tomatsaus var 32 gram. Hvor mange tomater brugte Freda? ;12
Bilerne har stillet sig i kø på motorvejen. Nogle af bilerne kører igennem i de første 15 minutter af trafikproppen, og så kører 20 biler igennem i de resterende 15 minutter af trafikproppen. Fem biler fra rækken tager en udgang, så de ikke behøver at køre gennem trafikproppen. Hvis der oprindeligt var 30 biler på motorvejen, hvor mange biler kørte gennem trafikproppen i de første 15 minutter? ;5
Mary er en ivrig gartner. I går modtog hun 18 nye planter fra hendes yndlingsplantehave. Hun har allerede plantet to planter i potter på hver af de 40 vindueskarme i sit store hus på landet. Hun har besluttet at give en krukke med planter fra hver afkrog til venner og familie i morgen. Hvor mange potteplanter vil Mary have tilbage? ;58
Jerome havde fire venner, der kom på besøg en dag. Den første ven trykkede på dørklokken 20 gange før Jerome åbnede, den anden ven trykkede på dørklokken 1/4 gange mere end Jeromes første ven. Den tredje ven trykkede på dørklokken 10 gange mere end den fjerde ven. Hvis den fjerde ven trykkede på dørklokken 60 gange, hvor mange ringes der så? ;175
Han skal læse fire sider fra sin naturvidenskabelige lærebog, tyve sider fra sin samfundsvidenskabelige lærebog, syv sider fra sin historie lærebog og otte sider fra sin geografi lærebog. Solo læste 15 sider mandag. Hvis han har fire dage til at læse hele bogen, hvor mange sider skal han så læse på en dag? ;6
John kan lide at drikke et glas vand til morgenmad, frokost og middag. Endelig får han også en, før han går i seng. John gør det hver hverdag, men i weekenden holder han af at slappe af og drikke en sodavand til aftensmaden. Hvor mange glas vand drikker John om ugen? ;26
En tågebank ruller ind fra havet for at dække en by. Det tager 10 minutter at dække hver 3 miles af byen. Hvis byen er 42 miles på tværs fra oceanfronten til den modsatte indlands kant, hvor mange minutter vil det tage for tåge bank til at dække hele byen? ;140
Poppy løser et puslespil med 1000 stykker. Hun sætter en fjerdedel af brikkerne på brættet, og så sætter hendes mor en tredjedel af de resterende brikker. Hvor mange puslespilstykker skal der placeres? ;500
Cody spiser tre gange så mange kager som Amir. Hvis Amir spiser 5 kager, hvor mange kager spiser de så begge sammen? ;20
John har tre kasser. Hver kasse er 15 cm x 15 cm x 15 cm. Væggene er en tomme tykke. Hvad er det samlede indre volumen af alle 3 kasser? ;72
Frankie ser tv, når han har lavet lektier. Mandag og tirsdag så han en times episode af sit yndlingsprogram hver aften. Onsdag så han nogle få afsnit af et 30-minutters program. Torsdag fik han gjort sit lektier tidligt og så en times episode og et 30-minutters program. Fredag måtte han være oppe til sent i weekenden, så han så to 1-timers afsnit. Hvis han så 7 timer tv i alt, hvor mange 30-minutters afsnit så han så onsdag? ;3
Henry laver kager til en lokal bagekonkurrence. Han vil tjene dobbelt så meget som sidste år. Da han er færdig med at bage, indser han, at han faktisk har bagt 15 flere kager, end han havde tænkt sig. Han smider fem af sine småkager, mens han sætter dem ud for at køle, og nu har han i alt 110 småkager. Hvor mange kager bagte Henry sidste år? ;50
En lokal tankstation sælger benzin for $3,00 pr. gallon. Et app-firma tilbyder $ 20 cashback per gallon, hvis du fylder på denne station. Hvis nogen køber 10 gallon benzin, hvor meget med deres benzin være, efter cashback belønninger? ;28
Marcell og Beatrice holder en konkurrence om, hvem der kan spise flest frugt-rulle-ups, så de rulle ud så mange som de kan finde. Desværre begår nogen en fejl, og Beatrice's var to ruller brede og 24 ruller lange, mens Marcells var tre ruller brede og 14 ruller lange. Hvis de begge spiste hele deres portion, hvor mange spiste de så i gennemsnit? ;45
Julias båd fik en lækage, mens hun var ude på søen. Båden tog to liter vand for hver meter, den roede tilbage mod kysten. Det tog hende 16 sekunder at ro 20 fod. Stranden var 64 sekunder væk. Hvor meget vand havde båden fået, da Julia nåede land? ;16
Et klasseværelse har en tavle, som deles mellem de 4 lærere, der skiftes til at bruge klasseværelset. Hver lærer har 2 lektioner om dagen og bruger tavlen i hver lektion. Hvis tavlen rengøres 3 gange pr. lektion, hvor mange gange rengøres tavlen på en dag? ;24
Ryan planter to blomster om dagen i sin have. Efter 15 dage, hvor mange blomster har han, hvis 5 ikke voksede? ;25
Jamals telefon kan rumme seks gange så mange billeder som Brittanys. Det maksimale antal billeder, som Brittanys telefon kan rumme, er 50 gange mere end antallet af fugle på Jamals foto af ænder i zoologisk have. Hvis Jamals telefon kan rumme 1800 billeder, hvor mange ænder kan man så se på Jamals billede af ænder i zoologisk have? ;6
Sasha bemærker at priserne på tømmer er steget med 50% i de sidste par måneder efter at hun har købt noget tømmer. Da hun har rester, beslutter hun sig for at sælge dem. Hun har ti 2 x 4 x 10 brædder tilbage, der koster hende $10 hver. Hun har også fem brædder på 4 x 4 x 10 som hun købte for 16 dollar hver. Hvis hun sælger dem alle, hvor meget profit får hun så? ;90
Katy laver kaffe med teskefulde sukker og kopper vand i forholdet 7:13. Hvis hun brugte i alt 120 teskefulde sukker og kopper vand, kan du regne ud hvor mange teskefulde sukker hun brugte. ;42
John køber to par sko til hvert af sine tre børn. De koster $60 hver. Hvor meget betalte han? ;360
En toldbetjent i hovedhavnen i SeaSide-udklaringerne talte 2 containere med importerede køretøjer, hvoraf hver havde 5 køretøjer inde. Næste dag kom der flere containere, og det samlede antal køretøjer i havnen blev 30. Beregn antallet af containere, der blev importeret på den anden dag, under forudsætning af, at alle containerne indeholder 5 køretøjer. ;4
Adriens samlede løn var 30 procent højere end Lylahs. Fire år senere var hans løn steget, og han tjente 40% mere end han tjente for fire år siden. Hvis Adriens og Lylahs løn steg samtidig, og Adrien tjente 40.000 dollars for fire år siden, beregn så den samlede løn de to modtog fire år senere? ;95200
Miguel bruger to papirblokke om ugen til at tegne. Hvis der er 30 ark papir på en papirblok, hvor mange ark bruger han hver måned? ;240
Morisette og Kael blev bedt om at bringe frugt. Morisette bragte 5 æbler og 8 appelsiner, mens Kael bragte dobbelt så mange æbler og halvt så mange appelsiner som Morisette. Hvor mange frugter har de i alt? ;27
Sadie sov 8 timer mandag. De næste to dage sov hun to timer mindre hver, fordi hun skulle færdiggøre nogle opgaver. Hvis hun i resten af ugen sov 1 time mere end de to dage, hvor mange timer sov hun i alt i løbet af ugen? ;48
Rosie kan løbe 10 miles i timen i 3 timer. Derefter løber hun 8 km i timen. Hvor mange kilometer kan hun løbe på 7 timer? ;50
Jennie hjælper på sin mors kontor. Hun har en bunke af 60 breve, der skal stemples, og en bunke af breve, der allerede er stemplet. Hun sætter frimærker på en tredjedel af de breve, der skal have frimærker. Hvis der nu er 30 breve i bunken af allerede stemplede breve, hvor mange var der så i bunken da Jennie begyndte? ;10
Julia var ved at forberede en middag i sit hus, hvor hun havde til hensigt at servere gryderet. Hun lagde mærke til at hun var løbet tør for plastikske, så hun købte en ny pakke med skeer. Senere købte hendes mand også en pakke med fem nye skeer og gav dem til Julia. Mens Julia lavede gryden, brugte hun tre af skeerne til at smage på gryden. Senere, da hun gik hen for at dække bordet, havde hun i alt 12 skeer. Hvor mange skeer var der i pakken, Julia købte? ;10
Dylan havde brug for kyllingekurv og fiskekurv til at lave pølseboller til en fest. Han købte 38 kyllingekurv og 6 fiskekurver mere end kyllingekurv. Hvor mange pølser købte Dylan i alt? ;82
