question;answer_number
کینڈیس نے اپنی بیگ میں 80 پوسٹ آئی ٹی نوٹ ڈالے اس سے پہلے کہ وہ کافی شاپ میں اپنی نوکری پر چلی گئی۔ راستے میں وہ ایک دکان پر رک کر پوسٹ اِٹ نوٹوں کا ایک پیکٹ خریدتی ہے۔ کام پر وہ 220 مختلف کپ کافی پر ایک پوسٹ اِٹ نوٹ رکھتی ہے۔ اگر اس کے پاس مجموعی طور پر 23 پوسٹ-آئیٹ نوٹ باقی تھے، تو اس نے کتنے پوسٹ-آئیٹ نوٹ خریدے تھے؟ ;163
جان نیلی گائیوں کے مقابلے میں دوگنی تعداد میں سرخ گائی خریدتا ہے۔ سرخ ٹائیوں کی قیمت نیلی ٹائیوں سے پچاس فیصد زیادہ ہے۔ اس نے نیلی ٹائیوں پر 200 ڈالر خرچ کیے جن کی قیمت ہر ایک 40 ڈالر تھی۔ اس نے ٹائیوں پر کتنا خرچ کیا؟ ;800
ٹریسی نے باغ میں ٹماٹر کے پودوں کو سہارا دینے کے لیے چار فٹ لمبی تار کا ایک ٹکڑا استعمال کیا۔ تار 6 انچ لمبی ٹکڑوں میں کاٹا گیا تھا. وہ کتنے ٹکڑے ٹکڑے ہو گئی؟ ;8
رچرڈ ایک اپارٹمنٹ کی عمارت میں رہتا ہے جس میں 15 منزلیں ہیں. ہر منزل میں 8 یونٹ ہیں، اور عمارت کے 3/4 پر قبضہ کیا جاتا ہے. عمارت میں خالی یونٹس کی کل تعداد کیا ہے؟ ;30
لائیڈ ایک انڈے فارم ہے. اس کے مرغیوں سے روزانہ 252 انڈے نکلتے ہیں اور وہ انہیں دو ڈالر فی درجن میں فروخت کرتا ہے۔ لائیڈ انڈوں پر فی ہفتہ کتنا کماتا ہے؟ ;294
ٹام کا جہاز 10 میل فی گھنٹہ کی رفتار سے سفر کر سکتا ہے۔ وہ 1 سے 4 بجے تک سفر کرے گا۔ پھر وہ 6 میل فی گھنٹہ کی رفتار سے واپس سفر کرتا ہے۔ واپس آنے میں اسے کتنا وقت لگتا ہے؟ ;5
اوریاہ کا کتاب بیگ اس کے لئے بہت بھاری ہو رہا ہے. وہ اس سے 15 پونڈ دور کرنے کی ضرورت ہے. اس کے مزاحیہ کتابوں کا وزن ایک پونڈ کا چوتھا حصہ ہے اور اس کے کھلونے کا وزن ایک پونڈ کا نصف حصہ ہے۔ اگر وہ 30 مزاحیہ کتابیں ہٹا دے تو اسے کتنے کھلونے ہٹانے کی ضرورت ہے؟ ;15
ایک میکینک ٹرکوں اور کاروں کے ٹائر کی مرمت کے لئے مختلف شرحیں لیتا ہے۔ [ صفحہ ۲۲ پر تصویر] جمعرات کو میکینک چھ ٹرکوں اور چار کاروں کے ٹائر ٹھیک کرتا ہے۔ جمعہ کے روز، میکینک 12 گاڑیوں کی مرمت کرتا ہے اور کسی ٹرک کے ٹائر کی مرمت نہیں کرتا۔ میکینک نے زیادہ آمدنی والے دن کتنا زیادہ آمدنی کمائی؟ ;40
ڈوٹ فائر بہنیں مقامی جانوروں کی پناہ گاہ سے اپنائے گئے 7 بلیوں کے ساتھ گھر جارہی ہیں جب ان کی والدہ نے انہیں یہ بتانے کے لئے فون کیا کہ ان کی دو گھریلو بلیوں کے ابھی ابھی بلیوں کے بچے ہوئے ہیں۔ وہ کہتی ہیں کہ پہلی بلی پیٹچی کے پاس تین گنا زیادہ بلی کے بچے ہیں جبکہ دوسری بلی ٹریکسی کے پاس 12 بچے ہیں۔ کتنے بلیوں اب Doubtfire خاندان ہے؟ ;40
جین کے پاس 30 لالیپاپس ہیں۔ جین 2 لالیپپس کھاتا ہے. باقی لالیپپس کے ساتھ، جین ایک بیگ میں 2 لالیپپس پیک کرنا چاہتا ہے. جین کتنے بیگ بھر سکتی ہے؟ ;14
پیٹر نے اس ہفتے فلم دیکھنے کا منصوبہ بنایا ہے۔ وہ ہمیشہ $ 7 کے لئے ایک ٹکٹ اور $ 7 کے لئے پاپ کارن ہو جاتا ہے. اگر اس کے پاس ہفتے میں 42 ڈالر ہیں، تو وہ کتنی بار فلموں میں جا سکتا ہے؟ ;3
ایک لکڑی کا پل 5000 پونڈ سے زیادہ نہیں لے سکتا۔ ایک ڈلیوری ٹرک جس میں ایک جیسے ڈبوں سے بھری ہوئی ہے، ہر ایک کا وزن 15 پاؤنڈ ہے، پل کے اوپر سے گزرے گا۔ ڈرائیور اور خالی ٹرک کا مجموعی وزن 3755 پونڈ ہے۔ پل کی وزن کی حد سے تجاوز نہ کرتے ہوئے ٹرک پر زیادہ سے زیادہ کتنے خانوں کو لادیا جاسکتا ہے؟ ;83
اسٹیفن نے آن لائن خریداری کا آرڈر دیا تھا۔ اس کا آخری بل $40 ڈالر تک پہنچ گیا. چونکہ یہ ایک ترسیل فروش کے ذریعے تھا، انہوں نے اس کی حتمی کل میں 25 فیصد فیس شامل کی اور اسے ترسیل کی فیس میں $ 3.00 وصول کیا. اسٹیفن نے چار ڈالر ٹپ بھی دی۔ اضافی فیس کے بعد، اسٹیفن کی خریداری کی آخری قیمت کیا تھی؟ ;57
ایک راسبری جھاڑی میں 20 پھلوں کے 6 کلسٹر ہوتے ہیں اور 67 انفرادی پھل جھاڑی میں بکھرے ہوئے ہوتے ہیں۔ وہاں کل کتنی raspberries ہیں؟ ;187
ایک ٹوکری میں 25 سنتریاں ہوتی ہیں جن میں سے 1 خراب ہے، 20 فیصد نا پکی ہیں، 2 تیزابیت ہیں اور باقی اچھی ہیں. کتنے سنتری اچھے ہیں؟ ;17
جینیٹ اپنی بیٹی کے لیے ایک بروش خریدتی ہے۔ وہ اسے بنانے کے لیے مواد کے لیے 500 ڈالر اور پھر زیورات بنانے والے کے لیے مزید 800 ڈالر ادا کرتی ہے۔ اس کے بعد، وہ اس کا 10 فیصد ادا کرتا ہے اسے بیمہ کرنے کے لئے. اس نے کتنا خرچہ کیا؟ ;1430
اگر مارسی ایک ہی کمپنی کے لئے 40 سال تک کام کرتی ہے، تو اسے سالانہ 50،000 ڈالر کی پنشن ملتی ہے۔ 20 سال کے بعد، وہ پنشن کی قیمت کے 5 فیصد سالانہ کا حق حاصل کرتی ہے. اگر وہ 30 سال کے بعد کام چھوڑ دیتی ہے تو اس کی سالانہ پنشن کتنی ہوگی؟ ;25000
الینا نے ایک اسٹریمنگ سروس کی رکنیت حاصل کی جس کے لیے وہ 140 ڈالر ماہانہ وصول کرتی ہے۔ اگر اسٹریمنگ کمپنی نے اسے سال کی پہلی ششماہی کے لئے ابتدائی رقم وصول کی اور پھر سال کے دوسرے نصف حصے پر اسے 10٪ کم رقم وصول کی ، سال کے آخر تک اس نے اسٹریمنگ سروس کے لئے جو کل رقم ادا کی تھی اس کا حساب لگائیں۔ ;1596
صوفیہ اپنی گاڑی میں سڑک کا سفر کرنے کے بارے میں سوچ رہی ہے۔ وہ جاننا چاہتی ہے کہ وہ ایک ٹینک پٹرول سے کتنی دوری طے کر سکتی ہے۔ وہ 100 میل کا سفر کر چکی ہے اور اسے دوبارہ گیس بھرنے کے لیے 4 گیلن گیس کی ضرورت ہے۔ اس کی گاڑی کے لئے مالک کے دستی کا کہنا ہے کہ اس کے ٹینک گیس کی 12 گیلن رکھتا ہے. صوفیا ایک ٹینک گیس پر کتنی میل تک چل سکتی ہے؟ ;300
جم 2 گھنٹے ٹی وی دیکھتا ہے اور پھر بستر پر جانے کا فیصلہ کرتا ہے اور آدھے وقت تک پڑھتا ہے۔ وہ ہفتے میں 3 بار ایسا کرتا ہے۔ وہ 4 ہفتوں میں ٹی وی اور پڑھنے میں کتنے گھنٹے گزارتا ہے؟ ;36
باسکٹ بال ٹورنامنٹ میں چار اسکول مقابلہ کر رہے ہیں۔ ہر اسکول نے لڑکیوں کی باسکٹ بال ٹیم اور لڑکوں کی باسکٹ بال ٹیم بھیجی ہے اور ہر ٹیم میں 5 کھلاڑی ہیں۔ ہر اسکول نے ہر ٹیم کے لئے ایک کوچ بھی بھیجا ہے. مجموعی طور پر، تمام اسکولوں نے کتنے لوگوں کو بھیجا ہے؟ ;48
ایک خزانہ کا شکار کرنے والے نے ایک دفن شدہ خزانہ کا صندوق پایا جو جواہرات سے بھرا ہوا تھا۔ [ صفحہ ۲۱ پر تصویر] کتنے جواہرات وہاں سینے میں تھے؟ ;595
ڈاکٹر ورٹز کے اسکول میں لڑکوں کی تعداد لڑکیوں سے دوگنی ہے۔ اگر ہر استاد پر 60 لڑکیاں اور 5 طلبہ ہیں تو وہاں کتنے اساتذہ ہیں؟ ;36
بیلی پیسے کی ایک مخصوص رقم کے ساتھ شروع ہوتا ہے. پھر اسے 8 ہفتوں کے لیے 5 ڈالر کا ہفتہ وار الاؤنس ملتا ہے۔ آٹھ ہفتوں کے اختتام پر، اگر اس کے پاس مجموعی طور پر 100 ڈالر ہیں، تو بیلی نے کتنے پیسے سے شروع کیا؟ ;60
جودی ہر روز 5 ڈانس کلاسز پڑھاتی ہے، ہفتے کے دن اور ہفتہ کو 8 کلاسز۔ اگر ہر کلاس میں 15 طلبہ ہوں اور وہ ہر طالب علم سے 15 ڈالر وصول کرے تو وہ ایک ہفتے میں کتنا کماتا ہے؟ ;7425
کیلین کے پاس دو ترکیبیں ہیں جن میں سے ایک میں 20 ہدایات ہیں اور دوسری میں پہلی سے دوگنا ہدایات ہیں۔ کیلیان کو دو برتن تیار کرنے کے لیے کتنی ہدایات پڑھنی ہوں گی؟ ;60
ٹومی براؤنز تین ڈالر فی ٹکڑا اور پنیر کیک چار ڈالر فی ٹکڑا فروخت کرکے اپنے خیراتی ادارے کے لیے فنڈ اکٹھا کر رہا ہے۔ اگر ٹومی 43 براؤنیاں اور 23 پنیر کیک فروخت کرتا ہے تو ٹومی کتنا پیسہ جمع کرتا ہے؟ ;221
