  أخترت بين الخيارين A و B;
  أكثر الاحتمالاً للنهاية;
" ""والد (سام";
  ب D) Both A and B are possible endings, as the story is open-ended.;
  أكثر الاحتمالاً للنهاية;
 (Beith) decided to play s;
 She regretted buying the new;
" Markos then fainted.

";
  أي نهاية للقصة هي الخي;
 Tashk was happy to be back;
 During his thinking, (Sitty;
;
  أكثر احتمالاً للخيار A;
  أي نهاية للقصة هي الأك;
" The teacher was scared.

";
"  ب

The story is about a man who celebrated his birthday last night and invited his friends";
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
  أكثر الاحتمالاً للنهاية;
 Marry Ann died from eating too;
  أكثر النهايات للقصة هي;
  أخترت بين الخيارين A و B;
 She played soccer with her friends during;
  أي نهاية للقصة هي الخي;
 وجدت (سا;
 Mark's colleague said he wouldn;
 Lola closed the washing machine and;
  أكثر النهايات للقصة هي;
" agreed.
Terry's";
 Marry happy with selling her;
 (Bry) was sad because her;
 Tim went back to buy more wood.;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الأك;
  أي نهاية للقصة هي الأك;
  أكثر احتمالاً للنهاية;
" ""Ibn's son was happy because";
" ""The team finally made it into the";
 Kili was able to climb up;
  أكثر الاحتمالاً للنهاية;
  أكثر احتمالاً للخيار B;
 (إلين) felt rel;
  أخت (بيرل) كانت تبحث ;
 (آنا) observed the marine;
 (Briana) loved the mar;
 (Shay) felt a strong sense;
   (B) في الصباح التالي وجد ;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
 He woke up and took his;
  أي نهاية للقصة هي الخي;
  أكثر احتمالاً للخيار A;
  أي نهاية للقصة هي الخي;
 They had already met at the house.;
 Then he started making marshm;
   (ديانا) تنظف مباني الم;
 (Jeson's friend);
"  
B. قررت ألا تتحدث م";
  أكثر النهايات للقصة هي;
   (كيلي) وأصدقائها قرر;
 This shows that girls can say anything at;
 The school remained open for a longer period;
 (Lary) was excited about the;
 She was happy that no one had forgotten her;
 You went for an interview and were happy;
  أكثر النهايات للقصة هي;
" ""She finally managed to get in.""";
 (Alice) believes that the;
 She was excited to see the exhibition.;
" ""She bought her a new dress.""";
 Tom closed his shutters to prevent the;
" ""معجبو الر";
 (Iffy) finished her project;
  أي نهاية للقصة هي الخي;
  أي نهاية للقصة هي الخي;
  أيام الثلاثاء هي أيام ال;
" He was disappointed.

Ex";
 They were successful in buying the tick;
  ب A;
  أكثر احتمالاً للنهاية;
  أكثر النهايات للقصة هي;
" Sam was not satisfied.

Ex";
  أكثر احتمالاً للخيار B;
 As time passed, the weather became col;
  أكثر النهايات للقصة هي;
 The girl rejected Andro's request;
  80% يشكل B نهاية القصة.;
  أكثر الاحتمالاً للنهاية;
  أكثر الاحتمال للنهاية الأ;
"  
The most likely ending to the story is (B) The cat decided to catch a mouse.";
  نيل وجد الرحلة محفزة .;
  أكثر احتمالاً للنهاية;
 Jenna and her brother spent a great;
  أكثر النهاية للقصة هي ال;
 Arnold loves his;
"  
A) ليا) طردت
B) (ليا";
  أي نهاية للقصة هي الخي;
  أكثر النهاية للقصة هي ال;
 I started dancing without any hesitation;
  أكثر النهاية للقصة هي ال;
 (Geoff) was happy when he;
 Jawi realizes that all of;
  أكثر النهايات للقصة هي;
" ""He decided to pay all the b";
"  
The most likely ending to the story is option A, ""Now I can ride a bike";
  أكثر النهايات للقصة هي;
 كنت واث;
 Salim decides to confront her b;
  أكثر الاستماع للخيار B (;
 (Wayl) wanted to be;
  أكثر النهايات للقصة هي;
  أكثر الاحتمال إلى الخيار B;
  أي نهاية للقصة هي الأك;
  أي نهاية للقصة هي الأك;
" ""I thought Jack was a kind person";
 He had already built the desk.;
" ""Rick decided to embrace his";
 The interviewer scheduled a meeting with;
 إيميل obtained a;
  أي نهاية للقصة هي الخي;
  أي نهاية للقصة هي الخي;
 (Julian) decided to follow the;
 (Harry) was happy to be;
  أكثر الاحتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
" ""والدا (جي";
 (Juliet) felt dizzy;
"  
The most likely ending to the story is option A, where Rob leaves again to spend time with";
  أكثر النهايات للقصة هي;
 Tajir's song became very;
  أكثر الاحتمالاً للنهاية;
 The doctor said she was healthier than;
 Bob took some time to recover from;
"  
The most likely ending for the story is option A, ""Sozan was annoyed by";
 The goldfish was happy and healthy;
  أكثر النهايات للقصة هي;
 (Effie's father);
" The orchids will be beautiful.
";
   (B) وبدأ في الضحك بشكل;
" Tomi had bad friends.

";
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
 She didn't want to eat.;
 The children suffered from the computer labs;
" I scored a goal.

Ex";
 The boy is proud of himself.;
 The child hugged the dog directly;
  أي نهاية للقصة هي الأك;
" She changed her password.

Ex";
"  ريان) طُرد) 
The story is about a man named";
 The man continued driving for a while;
 (Jozia) will run;
  أي نهاية للقصة هي الخي;
  أي نهاية للقصة هي الخي;
" ""مات"" and (L";
" She was happy.

Explan";
  أي نهاية للقصة هي الأك;
  أكثر الاحتمالاً للنهاية;
 We crashed on the ground and w;
" She bought a new phone.
Ex";
  أي نهاية للقصة هي الخي;
  أي نهاية للقصة هي الخي;
 She had already spent several hours disin;
 Mark has a court date next week.;
  ب (B) ولكن بعد لحظة، ;
  أكثر النهايات للقصة هي;
"  
The most likely ending to the story is (B) She failed in the examination.
";
 The picture was the best for us in;
  أي نهاية للقصة هي الخي;
 He slept through the night;
  أكثر الاستمتاع بالخيار B;
 (Todd) feels;
" Maji wanted to be alone.
";
  أي نهاية للقصة هي الخي;
  أخترت بين الخيارين A و B;
  بوبي كان يشعر بالملل;
  ب B;
 (آل) felt a sense of;
  أخترت بين الخيارين A و B;
  أكثر احتمالاً للخيار B;
  بين الخيارين A و B;
 (Genie) decided to burn down;
 Sythe will think it's a;
  أكثر النهايات للقصة هي;
 Rod was proud of what he had done;
" (Barry) votes.

";
 John was happy because he had a flat;
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
 (ماي) and (ك;
 Monica was happy to see her friend;
 No one noticed Al-Mashrab;
 The boy and girl are happy that they;
  أي نهاية للقصة هي الخي;
"  
The most likely ending to the story is option A, ""Jake spent a fun day playing";
  أي نهاية للقصة هي الأك;
 (Emi) started going;
 (Sitti's wife);
  أي نهاية للقصة هي الخي;
  أكثر الاحتمالاً للخيار B;
  أكثر النهايات للقصة هي;
" ""He became a successful businessman.""";
 Torrey had to rush to the;
  أكثر الاحتمالاً للنهاية;
 Rofos is happy to have a;
  أي نهاية للقصة هي الخي;
 I launched a fireball at the dark;
 He found a better way to make his;
  أكثر النهاية للقصة هي ال;
" Tayler was relieved.
";
  أكثر الاحتمالاً للنهاية;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الخي;
  أكثر الاحتمالاً للقصة الت;
 (bats) feels sad and de;
 (Greg) decided on a race;
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
 Salim thought his sister was joking;
 He had a box of candy.;
 Lorraly chose to get the bra;
" I had escaped from the bat.
";
  أكثر احتمالاً للخيار B;
  أكثر الناس يريدون أن ي;
  أكثر النهايات للقصة هي;
" Bill felt relieved.
Reason";
  أكثر احتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
 The carpet was newly cleaned and;
 Lexi had already eaten all the don;
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
 When the plane suddenly changed direction, (;
" ""Joe felt sad because his father";
 John decided to redesign the exhib;
  أكثر الاحتمالاً للنهاية;
  أكثر الاحتمالاً للنهاية;
  أكثر احتمالاً للخيار B;
  أكثر النهايات للقصة هي;
  جيل وجدت وظيفة جيدة ;
  أكثر الاحتمالاً للنهاية;
 Kayl thought Superman was a design;
 Francin was happy because she had successfully;
  أكثر الناس يريدون أن ي;
 Raytchel took it to a;
  أكثر الاحتمالاً للخيار B;
 She felt a sense of relief in her;
  أكثر النهايات للقصة هي;
" ""We planted our apple tree.""";
  أكثر الاحتمالاً للنهاية;
" ""She remembered him when she saw the";
 They decided to visit the football club in;
 Clarissa helped her mother as soon as;
  أي نهاية للقصة هي الأك;
  80% يتم تحديد الخيار B (;
 The man wanted to lose his bet.;
 (Shay) had a wonderful time;
;
 I left the spill and made a;
  أكثر النهايات للقصة هي;
  ب) حَلقتْ هستر رأسَه;
  أي نهاية للقصة هي الأك;
 (Jayden) saved;
  أكثر النهايات للقصة هي;
" ""Koenin was happy that";
 The chef decided to remake the p;
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
 Jeyl became better at video games;
  أي نهاية للقصة هي الخي;
"  
The most likely ending to the story is option A, ""Dro wants to always follow the";
" ""She ate all of them.""";
  أكثر النهايات للقصة هي;
 The hare is happy because all his;
  أكثر احتمالاً للخيار B;
 Tareb stops eating the dates;
 حاولت (آنجي) مناق;
  أي نهاية للقصة هي الأك;
 Andi's father taught him how;
  أكثر الاحتمالاً للنهاية;
  أكثر الاحتمالاً للنهاية;
 (Sibastian) feels a;
" He was a quiet neighbor.

";
  أكثر الاحتمالاً للخيار B;
 I bought the vase and took it;
 I have already achieved the promotion that I;
  ماجي كانت حزينة ووحي;
  أكثر النهايات للقصة هي;
  أكثر النهاية للقصة هي ال;
 The man decides to move to Kentucky;
" Tim was feeling very anxious.

";
"  
B";
 I fainted and fell on my face;
  أكثر الاحتمال للنهاية الأ;
  جو;
 (Joan) felt a sense of;
  أخترت بين الخيارين A و B;
  أكثر النهايات للقصة هي;
 The doorman did not allow us;
 I loved the way the glass looked now;
" ""They decided they didn't need";
  أي نهاية للقصة هي الخي;
 Sibastan was happy that his training;
  أكثر النهايات للقصة هي;
" ""All were happy because John had finally";
 She felt proud of herself.;
  أكثر النهاية للقصة هي ال;
 (Mark) was excited and eager.;
"   The most likely ending for the story is option A, ""She found it easy to make a decision";
 He did not think about it again.;
 Mat died and his friends went home without;
"  
The most likely ending to the story is option A, ""Everyone had a great time.""";
 (Taylor) makes a quick escape;
 Tomas's doctor was happy with;
  أكثر النهايات للقصة هي;
 STEFANY did not w;
 (Ray) decided to get rid;
  ب) اتصل بوالديه و أها;
 Jeyl and her friends were having;
 The woman was happy to find a par;
  أي نهاية للقصة هي الخي;
 Tim found a bird and they both enjoyed;
  أكثر النهايات للقصة هي;
  أكثر النهاية للقصة هي ال;
  أكثر النهايات للقصة هي;
  أكثر احتمالاً للخيار B;
 (وستن);
" Jo was excited.

Explan";
 (Today) opens the dra;
" Tim was not confident enough.
Ex";
 The person apologized to Henry.;
 All the players were good, but she;
  أكثر النهايات للقصة هي;
 (Sтив) asked if he could;
" ""أشكرك ع";
  ب.;
 She was not able to lose weight.;
  أي نهاية للقصة هي الأك;
 He decided to go and;
 Instead of laughing, everyone was shock;
" ""His eyes lit up with excitement";
  أي نهاية للقصة هي الخي;
 Mary continued driving and drank.;
  أكثر الاحتمالاً للنهاية;
  أكثر النهايات للقصة هي;
" ""Koonton was happy.""";
 Iygor took a cold shower;
" Tara was a girl.

";
  أكثر النهاية للقصة هي ال;
  أي نهاية للقصة هي الأك;
" She became more confident.

Ex";
" He was happy at the end.
";
  أي نهاية للقصة هي الأك;
 They all enjoyed their meal together.;
 Racko decided to quit his job;
 John told the teacher that he was color;
" Tim was happy.

Explan";
 (Jay) was happy that he;
 (Eila) became a famous typ;
 He had already bought it and;
" ""She had a cold and her nose";
 (Dro) was forced to start;
  سا;
" ""She decided to put a rug on";
  أكثر النهايات للقصة هي;
" ""كان على ";
" The little boy was a girl.
";
  أكثر احتمالاً للخيار B;
  أكثر الاحتمالاً للنهاية;
 (Eli) was ready to learn;
 Don had compiled a collection of his favorite;
" ""Arnold took a warm bath";
 (Anna Bill) agreed and was;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
" They ate the bread.

";
 (جودي) and (;
  أكثر الاحتمالاً للنهاية;
 Rye and Jack both became musicians;
  أكثر الاحتمالاً للنهاية;
"  أخر 

The story is about a girl named Emily who went to the beach";
 Kay used the sawdust and wood;
 Max failed in his attempt to;
  أكثر الاحتمالاً للنهاية;
" She went to sleep.
B";
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الخي;
   (B) ليزي احتاجت المساع;
  أي نهاية للقصة هي الأك;
  أكثر النهايات للقصة هي;
 Tony killed Mark.;
 The boys suggested that they sell the c;
 She went home and ate 3;
  أكثر الاحتمالاً للخيار A;
  أي نهاية للقصة هي الأك;
  بيل يعتقد انه كان الرج;
 Neil decided to enjoy his visit to Trans;
  أكثر احتمالاً للخيار B;
" The man was happy.

Ex";
 (Bamiela) decided to;
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الخي;
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الخي;
 Klarra felt a strong sense of;
;
 Jenna was tired of always being bul;
  أكثر الاحتمالاً للنهاية;
 Nillly's breathing became;
  أكثر النهايات للقصة هي;
  أكثر الاحتمالاً للنهاية;
  أكثر الاحتمالاً للقصة الت;
 (إيمي) was designed;
 Tina joined the dance club in the;
 Salim baked her bread and a;
 (إيمي) was disappoint;
  جينيفر لم تأخذ أي در;
 (Fred) woke up with;
" Ronny had already quit.

";
 (Burk) likes to play;
 He stopped to check his condition and found;
 Barin was a talented and am;
  أكثر احتمالاً للخيار A;
  أي نهاية للقصة هي الأك;
 Tya used the blender to make;
  أي نهاية للقصة هي الأك;
"  بات سعيد 
The story is about a student who has been studying";
" Mariam was happy.

Ex";
 Salim thinks that his name may not;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
 The client was satisfied with the service.;
 (Systey) informed the police;
 They agreed to go their separate ways.;
  بعد ذلك، أعطيناها وع;
" ""In the end, the mouse became";
 Salim wanted to inform his family about;
  بين الخيارين A و B;
" Neil hated his trip.

";
 The man went under the bridge.;
"  ب

The story is about a person who waited for hours in the cinema to watch a movie";
" I loved the new job.

";
  أكثر الاحتمالاً للخيار B;
 (Adam) was not able to;
  أكثر الاحتمالاً للنهاية;
 Soon, Tim will learn;
  أخترت بين الخيارين A و B;
 Kenny needs to go to the hospital;
 She was bored and watched Chinese mov;
 صلصة التو;
 She spent a wonderful time with her children;
 (Mike) decides to make;
  أكثر الاحتمال للنهاية الأ;
  أكثر احتمالاً للخيار B;
 (آيس) was;
" He gave her money.

Ex";
  أي نهاية للقصة هي الأك;
  أي نهاية للقصة هي الخي;
 Tid realized that his passion for games;
 Tami learned a valuable lesson.;
 (Abigail) managed to get;
 Idi likes his new friend better;
" ""He laughed loudly.""

";
 When they returned, they found that their;
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
 He was able to buy a small me;
 Kily realized that she had missed her;
  أكثر النهايات للقصة هي;
 (كانديس);
 Them (Tony) went back;
  أكثر النهايات للقصة هي;
  أخيراً وصل إلى وزنه ال;
  أكثر الاحتمالاً للنهاية;
  أخترت خيار B (حصلت على;
 (Sindy) was afraid.;
  أكثر الاحتمالاً للنهاية;
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الخي;
 Kylie used the money for good;
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
   (B) قررت أن تعطيها ف;
" He sold his car.

Ex";
 The group arrived at Las Vegas without;
 After that, (Brand;
" Randi bought the scarf.
";
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الخي;
 The family was happy that Sinamon;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
  بين الخيارين A و B;
  أكثر النهايات للقصة هي;
 The girl left the room and went back;
 We stopped at the appropriate time to see;
 (آشلي) decided to;
" Sam stopped the mail truck.
";
  أي نهاية للقصة هي الأك;
 She had mixed up the ingredients;
" Meriam became a successful lawyer.
";
  أي نهاية للقصة هي الخي;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
 She helped Ali ease his boredom;
  أي نهاية للقصة هي الخي;
 This additional training will improve (August';
  أكثر النهاية للقصة هي ال;
  أي نهاية للقصة هي الأك;
 (Jim) joins the basketball team;
"  
The most likely ending to the story is option A, ""Marry managed to withdraw her money";
 John will submit his homework tomorrow;
 Tom decided to take all the money.;
" Torie felt better after that.
";
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الخي;
 Sally was happy to see her father;
  أكثر النهايات للقصة هي;
  أكثر الاحتمالاً للنهاية;
" (Id) won the match.
";
" ""Lary was happy and content.""";
  أكثر الاحتمال للنهاية الم;
 Nik decided to take his dog to a;
 Irena's daughter adds herself;
" All of them escaped safely.

";
  أكثر الفئرات يتعين على;
 Then he threw the sandwich away.;
 She put the small bat in a jar;
" ""Matthew's training was";
" Sawsy was disappointed.
";
  أكثر النهايات للقصة هي;
 (Branddon) was feeling very;
 (Karra) left for (V;
  أخترت بين الخيارين A و B;
" Lorraine happy.

Explan";
 The poem made Lily's mother;
  أي نهاية للقصة هي الأك;
 Many people saw Jack's performance and;
  أكثر النهاية للقصة هي ال;
" They will never return.
";
" ""He put most of his money in";
  أي نهاية للقصة هي الأك;
 (Dinis) did not win;
"  
The most likely ending to the story is option A, ""In the next year, his garden";
 (Joe) started eating the;
" ""Then he threw the flashlight in";
"  ب

The story is about Mary who wanted to plan a surprise party for her husband's";
 (Jim) was afraid of starting;
" ""I have already retracted my";
 (خوانيت;
 (Jodi) became a manager and;
  أكثر احتمالاً للخيار B;
 She got angry and threw him out.;
 She had already prepared a meal and;
"  
B - مارسي توقفت عن الت";
 Sharon did not wait and went after;
" ""He kicked the cat with high";
  أكثر النهايات للقصة هي;
" They had a baby boy.

";
" Chris felt remorseful.
";
 Reni decided to play video games instead;
  ب A;
" (Emy) was happy.
";
  أكثر النهايات للقصة هي;
" ""He decided to take matters into his";
 (Torres) was happy with;
" ""He went downstairs and accident";
 Neil felt a sense of relief as he;
  أكثر النهايات للقصة هي;
 Then I took off my shoes and;
 Gracie was happy about the cold;
  أكثر احتمالاً للنهاية;
  أكثر احتمالاً للخيار A;
;
  أكثر النهايات للقصة هي;
 جوس) أخبرت ;
  أكثر احتمالاً للخيار B;
  أخترت بين الخيارين A وB;
" They were already asleep.
Ex";
  أكثر الاحتمالاً للنهاية;
  ب C) لم يقود تحت تأثي;
  أصبح (فرانسيسكو) متزل;
" Saleem felt happy.

";
 The friends found a treasure chest;
 She had already found her cat when she;
 The team decided to continue playing despite their;
" Bill lost the match.

Ex";
  أكثر النهايات للقصة هي;
 The squirrel started to run towards;
 She quickly learned how to ride a horse;
 Jenna was worried that her father;
 They moved to their new home;
  أكثر النهايات للقصة هي;
 I liked the new umbrella that;
  أي نهاية للقصة هي الخي;
 Ray laughed and hugged his daughter;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الخي;
" ""Al-Walid gave his";
  أكثر النهايات للقصة هي;
  أكثر الاحتمالاً للقصة ه;
 (Beit) decided that the time;
 Farid was happy that he had overcome;
 The company gave Wendy a full ref;
  أكثر احتمالاً للنهاية;
 The crane was not able to fly;
  أي نهاية للقصة هي الأك;
  أكثر النهاية للقصة هي ال;
 He decided to do something about his g;
  أكثر الاحتمالاً للنهاية;
" ""And his mother, who was tired";
 Tine sat on the couch and;
 You managed to catch him and set fire;
 20 دقيقة لإ;
"  
A. جيم طلب من لين م";
 Rayli stopped being friends with her because;
" ""She realized she was not pregn";
  أخترت بين الخيارين A و B;
   (B) أبواه طردوه من الم;
 (Anna) went to the night;
" He was very depressed.
";
" They bought a beautiful new home.
";
 Most people preferred the cover with the title;
  أكثر النهايات للقصة هي;
  أكثر احتمالاً للخيار B;
 The guards stole the ball from;
  أي نهاية للقصة هي الأك;
  أخترت بين الخيارين A و B;
  أكثر الاحتمالاً للخيار A;
  أكثر احتمالاً للخيار B;
  ب A;
 Niya decided to eat something else.;
  أكثر الاحتمالاً للنهاية;
" ""كان المنظ";
" She went outside to play.

";
  أخترت بين الخيارين A و B;
 Liza gained a degree in business administration;
  أكثر النهايات للقصة هي;
  أكثر الاحتمالاً للنهاية;
 The man built the tower and was amaz;
 Lorien and his sisters had taken;
  أكثر الاحتمالاً للنهاية;
 Mark was in a hurry for work;
"  
B. أيمي أظهرت اهتما";
 (Bryan) decided to buy;
  أكثر النهايات للقصة هي;
 Kim was overjoyed when she received;
 Karin felt disappointed after hearing the;
 Kayla told the therapist that;
 Rikki was relieved when he;
" The husband was disappointed.

";
  أوني فاز بمسابقة الموا;
 Ralf was surprised when his mother gave;
  أي نهاية للقصة هي الأك;
  أكثر احتمالاً للخيار B;
 Then, she was elected by the country;
 Charlie had become so fed up with the;
" ""Kalban's dog feels";
" ""They will say to him";
" ""She took the exam again and passed.""";
  أكثر الاحتمالاً للنهاية;
"  
The most likely ending to the story is option A, ""Bin will ask his father when";
 (Amilya) She;
 The boy ran away without letting Santa take;
  أكثر النهايات للقصة هي;
  أي نهاية للقصة هي الأك;
  أكثر الاستمتاع بين الخيا;
 (Johnny) was scared and;
  أكثر الاحتمالاً للنهاية;
 Tim feels fear when he rides his;
" ""وندي اس";
  أكثر احتمالاً للخيار B;
 He went to buy a new mobile phone;
 He was able to change his oil in;
  أكل البيتزا (B);
" ""Already has a variety of fish";
  أكثر النهايات للقصة هي;
  أكثر الاحتمالاً للنهاية;
"  
The most likely ending for the story is option A, ""Jamal gave him a personal";
  أكثر الاحتمالاً للنهاية;
  أي نهاية للقصة هي الأك;
  أكثر النهايات للقصة هي;
 (Bin) was happy after receiving;
 The listener did not understand (Kris;
  أي نهاية للقصة هي الخي;
" He realized he needed a job.
";
  أكثر الاحتمالاً للنهاية;
 (Mia) dreamed of being;
"  
The most likely ending for the story is option A, where the boss gives Frida a";
  أي نهاية للقصة هي الخي;
 (Fiktor) realizes he;
  أكثر الاحتمالاً للنهاية;
 She drove her car to the mechanic;
  أكثر الاحتمال للنهاية ه;
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
" ""Farid was happy.""
";
 (Genie) won the talent show;
 Kiley was afraid of being alone.;
 She managed to return home safely;
  أي نهاية للقصة هي الأك;
 (Elin) was feeling relieved;
 (Khosi) had broken his;
 (Mike) suffered a brain free;
  أيه.إيه).;
  أي نهاية للقصة هي الخي;
 This was the best new restaurant in town;
  ب. كانت راضية عن النتا;
  أي نهاية للقصة هي الأك;
  أكثر الاحتمالاً للنهاية;
  بين الخيارين A و B;
  أكثر النهاية للقصة هي ال;
" ""She was attacked by a swarm";
  أي نهاية للقصة هي الأك;
 Kiley graduated with good grades.;
  أكثر النهايات للقصة هي;
" ""She was expecting a call soon.""";
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
" ""Mia won the big prize.""";
 She was happy with her choice;
   (B) أندرو) كان مرتاح;
   (B) لقد تعلم أن الصدق ;
"  
The most likely ending to the story is (B). The speaker has decided to take one bath";
 (Barry) decided to quit playing;
" ""Even though we couldn't";
  أكثر الاحتمالاً للنهاية;
 They adopted a cat.;
 Many people were left behind, waiting for;
  أي نهاية للقصة هي الأك;
 إريك stops exercis;
 After finishing her studies, Sally gathered;
  أي نهاية للقصة هي الخي;
 I hated the noise of the fans;
 (Tirey) still remained a;
  أكثر النهايات للقصة هي;
  أكثر احتمالاً للخيار B;
 Kili was tired of being beaten;
 After leaving the hospital, he went back;
   (B) وجدت أفضل الأماكن ;
" ""He felt like his stomach";
  أي نهاية للقصة هي الخي;
 Amanda enjoys learning about;
 Tiree gives up on learning how;
 (Biter) grows up to become;
 Kayli and James got married in;
" ""You will receive a call tomorrow";
  أي نهاية للقصة هي الخي;
"  
The most likely ending to the story is option A, ""Bob was happier than he had";
  أكثر احتمالاً للخيار B;
  أكثر النهايات للقصة هي;
 The children bought toys with their allow;
  أي نهاية للقصة هي الخي;
  أكثر النهايات للقصة هي;
 I had watched a new TV program before;
  أكثر الاحتمال للنهاية ه;
;
 (Trennt) brought two j;
  أخبر الشرطة.;
  أكثر النهايات للقصة هي;
 (Kamiron) came to;
 Ronald found and tied his shoel;
" Sarra took a pillow.
";
  أكثر النهايات للقصة هي;
  أكثر النهايات للقصة هي;
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الخي;
  80% يتم تمكين المرأة ب;
  أكثر الاحتمالاً للنهاية;
 and the American army came to her.;
 Jenna felt a sense of unity.;
  أي نهاية للقصة هي الخي;
 He opened it with just a touch.;
 They have already spent all their money on;
"   (B) لحسن الحظ 

The story is about a woman";
  ب) نيل أنفق كل أمواله;
" Jesika was happy.
B";
"  
The most likely ending for the story is option A, where Tim decides to stay at home";
 Sandy rented a new car.;
  أخترت بين الخيارين A و B;
  أكثر النهايات للقصة هي;
" ""Neil was getting tired and decided";
" ""أم (جين)";
  أكثر النهايات للقصة هي;
" She was a librarian.
";
 (Joe) went back to work;
 She did not respond to his letter;
 Jackie was feeling saddened.;
  أكثر احتمالاً للخيار B;
  أي نهاية للقصة هي الأك;
  أكثر احتمالاً للخيار B;
