question;A;B;C;answer;answer_abc
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक बैंगनी गेंद है, और क्लेयर के पास एक नीली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, बॉब और क्लेयर ने गेंदें बदलीं। अंत में, ऐलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;नीला गोला ;पीली गेंद ;बैंगनी गेंद ;पीली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक बैंगनी गेंद है, और क्लेयर के पास एक नीली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, बॉब और क्लेयर ने गेंदें बदलीं। अंत में, ऐलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;पीली गेंद ;बैंगनी गेंद ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक भूरी गेंद है, बॉब के पास एक लाल गेंद है, और क्लेयर के पास एक सफेद गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, एलिस के पास है ;सफेद गेंद ;भूरा गोला ;लाल गेंद ;लाल गेंद ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक भूरी गेंद है, बॉब के पास एक लाल गेंद है, और क्लेयर के पास एक सफेद गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;सफेद गेंद ;भूरा गोला ;लाल गेंद ;भूरा गोला ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक भूरी गेंद है, बॉब के पास एक लाल गेंद है, और क्लेयर के पास एक सफेद गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;सफेद गेंद ;भूरा गोला ;लाल गेंद ;सफेद गेंद ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक गुलाबी गेंद है, बॉब के पास एक भूरी गेंद है, और क्लेयर के पास एक नारंगी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, एलिस के पास है ;नारंगी गेंद ;भूरा गोला ;गुलाबी गेंद ;भूरा गोला ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक गुलाबी गेंद है, बॉब के पास एक भूरी गेंद है, और क्लेयर के पास एक नारंगी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, बॉब के पास ;नारंगी गेंद ;भूरा गोला ;गुलाबी गेंद ;गुलाबी गेंद ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक गुलाबी गेंद है, बॉब के पास एक भूरी गेंद है, और क्लेयर के पास एक नारंगी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, क्लेयर के पास है ;नारंगी गेंद ;भूरा गोला ;गुलाबी गेंद ;नारंगी गेंद ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक पीली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और क्लेयर ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, एलिस के पास है ;नीला गोला ;पीली गेंद ;हरा चम्मच ;हरा चम्मच ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक पीली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और क्लेयर ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, बॉब के पास ;नीला गोला ;पीली गेंद ;हरा चम्मच ;पीली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक पीली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और क्लेयर ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;पीली गेंद ;हरा चम्मच ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक भूरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और बॉब ने गेंदें बदलीं। अंत में, ऐलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। खेल के अंत में, एलिस के पास है ;नीला गोला ;काली गेंद ;भूरा गोला ;काली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक भूरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और बॉब ने गेंदें बदलीं। अंत में, ऐलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;नीला गोला ;काली गेंद ;भूरा गोला ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक भूरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और बॉब ने गेंदें बदलीं। अंत में, ऐलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;काली गेंद ;भूरा गोला ;भूरा गोला ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक नीली गेंद है, और क्लेयर के पास एक गुलाबी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और बॉब ने गेंदें बदलीं। खेल के अंत में, एलिस के पास है ;नीला गोला ;पीली गेंद ;गुलाबी गेंद ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक नीली गेंद है, और क्लेयर के पास एक गुलाबी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और बॉब ने गेंदें बदलीं। खेल के अंत में, बॉब के पास ;नीला गोला ;पीली गेंद ;गुलाबी गेंद ;पीली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक नीली गेंद है, और क्लेयर के पास एक गुलाबी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और बॉब ने गेंदें बदलीं। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;पीली गेंद ;गुलाबी गेंद ;गुलाबी गेंद ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक हरी गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक नीली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। खेल के अंत में, एलिस के पास है ;नीला गोला ;काली गेंद ;हरा चम्मच ;हरा चम्मच ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक हरी गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक नीली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;नीला गोला ;काली गेंद ;हरा चम्मच ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक हरी गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक नीली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। फिर, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;काली गेंद ;हरा चम्मच ;काली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, एलिस के पास है ;नीला गोला ;काली गेंद ;हरा चम्मच ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;नीला गोला ;काली गेंद ;हरा चम्मच ;हरा चम्मच ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक नीली गेंद है, बॉब के पास एक काली गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। पहले, एलिस और क्लेयर ने गेंदों का आदान-प्रदान किया। फिर, एलिस और बॉब ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;काली गेंद ;हरा चम्मच ;काली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास बैंगनी गेंद है, बॉब के पास नीली गेंद है, और क्लेयर के पास एक काली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, एलिस के पास है ;नीला गोला ;काली गेंद ;बैंगनी गेंद ;नीला गोला ;A
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास बैंगनी गेंद है, बॉब के पास नीली गेंद है, और क्लेयर के पास एक काली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, बॉब के पास ;नीला गोला ;काली गेंद ;बैंगनी गेंद ;बैंगनी गेंद ;C
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास बैंगनी गेंद है, बॉब के पास नीली गेंद है, और क्लेयर के पास एक काली गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, क्लेयर और बॉब ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, क्लेयर और एलिस ने गेंदों का आदान-प्रदान किया। खेल के अंत में, क्लेयर के पास है ;नीला गोला ;काली गेंद ;बैंगनी गेंद ;काली गेंद ;B
ऐलिस, बॉब और क्लेयर एक खेल खेल रहे हैं। खेल की शुरुआत में, वे प्रत्येक एक गेंद को पकड़ रहे हैंः एलिस के पास एक पीली गेंद है, बॉब के पास एक भूरी गेंद है, और क्लेयर के पास एक हरी गेंद है। जैसे-जैसे खेल आगे बढ़ता है, खिलाड़ियों के जोड़े गेंदों का आदान-प्रदान करते हैं। सबसे पहले, बॉब और क्लेयर ने गेंदें बदलीं। फिर, बॉब और एलिस ने गेंदों का आदान-प्रदान किया। अंत में, बॉब और क्लेयर ने गेंदें बदलीं। खेल के अंत में, एलिस के पास है ;भूरा गोला ;पीली गेंद ;हरा चम्मच ;हरा चम्मच ;C
