question;A;B;C;answer;answer_abc
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има лилава топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Боб и Клеър си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Боб има ;синя топка ;жълта топка ;лилаво топче ;жълта топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има лилава топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Боб и Клеър си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Клеър има ;синя топка ;жълта топка ;лилаво топче ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има кафява топка, Боб - червена, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта Алис има ;бяла топка ;кафява топка ;червена топка ;червена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има кафява топка, Боб - червена, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Боб има ;бяла топка ;кафява топка ;червена топка ;кафява топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има кафява топка, Боб - червена, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Клеър има ;бяла топка ;кафява топка ;червена топка ;бяла топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клеър има оранжева топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Боб и Клеър си разменят топките. В края на играта Алис има ;оранжева топка ;кафява топка ;розова топка ;кафява топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клеър има оранжева топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Боб има ;оранжева топка ;кафява топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клеър има оранжева топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Клеър има ;оранжева топка ;кафява топка ;розова топка ;оранжева топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има жълта топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта Алис има ;синя топка ;жълта топка ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има жълта топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Боб има ;синя топка ;жълта топка ;зелена топка ;жълта топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има жълта топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Клеър има ;синя топка ;жълта топка ;зелена топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има кафява топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта Алис има ;синя топка ;черна топка ;кафява топка ;черна топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има кафява топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Боб има ;синя топка ;черна топка ;кафява топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има кафява топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Клеър има ;синя топка ;черна топка ;кафява топка ;кафява топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има синя топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта Алис има ;синя топка ;жълта топка ;розова топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има синя топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Боб има ;синя топка ;жълта топка ;розова топка ;жълта топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има синя топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Клеър има ;синя топка ;жълта топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Алис и Боб си разменят топките. В края на играта Алис има ;синя топка ;черна топка ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Алис и Боб си разменят топките. В края на играта, Боб има ;синя топка ;черна топка ;зелена топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Алис и Боб си разменят топките. В края на играта, Клеър има ;синя топка ;черна топка ;зелена топка ;черна топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта Алис има ;синя топка ;черна топка ;зелена топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Боб има ;синя топка ;черна топка ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има синя топка, Боб има черна топка, а Клер има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Клеър има ;синя топка ;черна топка ;зелена топка ;черна топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има лилава топка, Боб има синя топка, а Клер има черна топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта Алис има ;синя топка ;черна топка ;лилаво топче ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има лилава топка, Боб има синя топка, а Клер има черна топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Боб има ;синя топка ;черна топка ;лилаво топче ;лилаво топче ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има лилава топка, Боб има синя топка, а Клер има черна топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. После Боб и Алис си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Клеър има ;синя топка ;черна топка ;лилаво топче ;черна топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има кафява топка, а Клеър има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта Алис има ;кафява топка ;жълта топка ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има кафява топка, а Клеър има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Боб има ;кафява топка ;жълта топка ;зелена топка ;кафява топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб има кафява топка, а Клеър има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Клеър има ;кафява топка ;жълта топка ;зелена топка ;жълта топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има жълта топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта Алис има ;бяла топка ;жълта топка ;розова топка ;бяла топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има жълта топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Боб има ;бяла топка ;жълта топка ;розова топка ;жълта топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има жълта топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Боб си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Клеър има ;бяла топка ;жълта топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има лилава топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта Алис има ;черна топка ;лилаво топче ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има лилава топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта, Боб има ;черна топка ;лилаво топче ;зелена топка ;лилаво топче ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има черна топка, а Клер има лилава топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Алис си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта, Клеър има ;черна топка ;лилаво топче ;зелена топка ;черна топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Боб и Клеър си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта Алис има ;бяла топка ;кафява топка ;розова топка ;кафява топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Боб и Клеър си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Боб има ;бяла топка ;кафява топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има розова топка, Боб има кафява топка, а Клер има бяла топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Алис и Клеър си разменят топките. После Боб и Клеър си размениха топките. Най-накрая, Клеър и Алис си разменят топките. В края на играта, Клеър има ;бяла топка ;кафява топка ;розова топка ;бяла топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има лилава топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта Алис има ;синя топка ;лилаво топче ;зелена топка ;синя топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има лилава топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта, Боб има ;синя топка ;лилаво топче ;зелена топка ;лилаво топче ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има зелена топка, Боб има лилава топка, а Клер има синя топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта, Клеър има ;синя топка ;лилаво топче ;зелена топка ;зелена топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб има бяла топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта Алис има ;оранжева топка ;бяла топка ;розова топка ;оранжева топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб има бяла топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Боб има ;оранжева топка ;бяла топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб има бяла топка, а Клер има розова топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Алис и Клеър си разменят топките. В края на играта, Клеър има ;оранжева топка ;бяла топка ;розова топка ;бяла топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб - червена, а Клер - розова. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта Алис има ;оранжева топка ;червена топка ;розова топка ;розова топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб - червена, а Клер - розова. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Боб има ;оранжева топка ;червена топка ;розова топка ;червена топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб - червена, а Клер - розова. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Клеър си разменят топките. След това Алис и Боб си разменят топките. Най-накрая Клеър и Боб си разменят топките. В края на играта, Клеър има ;оранжева топка ;червена топка ;розова топка ;оранжева топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб - оранжева, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта Алис има ;оранжева топка ;бяла топка ;жълта топка ;оранжева топка ;A
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб - оранжева, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Боб има ;оранжева топка ;бяла топка ;жълта топка ;жълта топка ;C
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има жълта топка, Боб - оранжева, а Клер - бяла. Докато играта продължава, двойките играчи си разменят топките. Първо, Клеър и Алис си разменят топките. После Боб и Алис си размениха топките. Най-накрая Боб и Клеър си разменят топките. В края на играта, Клеър има ;оранжева топка ;бяла топка ;жълта топка ;бяла топка ;B
Алис, Боб и Клеър играят игра. В началото на играта всяка от тях държи топка: Алис има оранжева топка, Боб има бяла топка, а Клеър има зелена топка. Докато играта продължава, двойките играчи си разменят топките. Първо, Боб и Алис си разменят топките. После Клеър и Боб си размениха топките. Най-накрая Боб и Алис си разменят топките. В края на играта Алис има ;оранжева топка ;бяла топка ;зелена топка ;зелена топка ;C
