question;A;B;C;answer;answer_abc
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি বেগুনি বল আছে, এবং ক্লিয়ার একটি নীল বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর বব আর ক্লেয়ার বল বদল করে। অবশেষে, এলিস আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;হলুদ বল ;বেগুনি বল ;হলুদ বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি বেগুনি বল আছে, এবং ক্লিয়ার একটি নীল বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর বব আর ক্লেয়ার বল বদল করে। অবশেষে, এলিস আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;হলুদ বল ;বেগুনি বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বাদামী বল আছে, বব একটি লাল বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, এলিস ;সাদা বল ;বাদামী বল ;লাল বল ;লাল বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বাদামী বল আছে, বব একটি লাল বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, বব ;সাদা বল ;বাদামী বল ;লাল বল ;বাদামী বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বাদামী বল আছে, বব একটি লাল বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;সাদা বল ;বাদামী বল ;লাল বল ;সাদা বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি কমলা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, এলিস ;কমলা বল ;বাদামী বল ;গোলাপী বল ;বাদামী বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি কমলা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, বব ;কমলা বল ;বাদামী বল ;গোলাপী বল ;গোলাপী বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি কমলা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;কমলা বল ;বাদামী বল ;গোলাপী বল ;কমলা বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, এলিস ;নীল বল ;হলুদ বল ;সবুজ বল ;সবুজ বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;হলুদ বল ;সবুজ বল ;হলুদ বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;হলুদ বল ;সবুজ বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বাদামী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, ক্লিয়ার আর বব বল বিনিময় করে। অবশেষে, এলিস আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, এলিস ;নীল বল ;কালো বল ;বাদামী বল ;কালো বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বাদামী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, ক্লিয়ার আর বব বল বিনিময় করে। অবশেষে, এলিস আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;কালো বল ;বাদামী বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বাদামী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, ক্লিয়ার আর বব বল বিনিময় করে। অবশেষে, এলিস আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;কালো বল ;বাদামী বল ;বাদামী বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি গোলাপী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, এলিস ;নীল বল ;হলুদ বল ;গোলাপী বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি গোলাপী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;হলুদ বল ;গোলাপী বল ;হলুদ বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি গোলাপী বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;হলুদ বল ;গোলাপী বল ;গোলাপী বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি নীল বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, এলিস এবং বব বল বিনিময়। খেলার শেষে, এলিস ;নীল বল ;কালো বল ;সবুজ বল ;সবুজ বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি নীল বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, এলিস এবং বব বল বিনিময়। খেলার শেষে, বব ;নীল বল ;কালো বল ;সবুজ বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি নীল বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, এলিস এবং বব বল বিনিময়। খেলার শেষে, ক্লিয়ার ;নীল বল ;কালো বল ;সবুজ বল ;কালো বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, এলিস ;নীল বল ;কালো বল ;সবুজ বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;কালো বল ;সবুজ বল ;সবুজ বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি নীল বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, এলিস আর ক্লেয়ার বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;কালো বল ;সবুজ বল ;কালো বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বেগুনি বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি কালো বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, এলিস ;নীল বল ;কালো বল ;বেগুনি বল ;নীল বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বেগুনি বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি কালো বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, বব ;নীল বল ;কালো বল ;বেগুনি বল ;বেগুনি বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি বেগুনি বল আছে, বব একটি নীল বল আছে, এবং ক্লিয়ার একটি কালো বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, ক্লেয়ার আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;নীল বল ;কালো বল ;বেগুনি বল ;কালো বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, এলিস ;বাদামী বল ;হলুদ বল ;সবুজ বল ;সবুজ বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, বব ;বাদামী বল ;হলুদ বল ;সবুজ বল ;বাদামী বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি হলুদ বল আছে, বব একটি বাদামী বল আছে, এবং ক্লিয়ার একটি সবুজ বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর ক্লেয়ার বল বিনিময় করে। তারপর, বব আর এলিস বল বিনিময় করে। অবশেষে, বব আর ক্লেয়ার বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;বাদামী বল ;হলুদ বল ;সবুজ বল ;হলুদ বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, এলিস ;সাদা বল ;হলুদ বল ;গোলাপী বল ;সাদা বল ;A
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, বব ;সাদা বল ;হলুদ বল ;গোলাপী বল ;হলুদ বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি গোলাপী বল আছে, বব একটি হলুদ বল আছে, এবং ক্লিয়ার একটি সাদা বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, ক্লিয়ার আর বব বল বিনিময় করে। তারপর, এলিস আর বব বল বিনিময় করে। অবশেষে, ক্লিয়ার আর বব বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;সাদা বল ;হলুদ বল ;গোলাপী বল ;গোলাপী বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বেগুনি বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, বব আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, এলিস ;কালো বল ;বেগুনি বল ;সবুজ বল ;সবুজ বল ;C
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বেগুনি বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, বব আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, বব ;কালো বল ;বেগুনি বল ;সবুজ বল ;বেগুনি বল ;B
এলিস, বব, এবং ক্লেয়ার একটি খেলা খেলছে। খেলার শুরুতে, তারা প্রত্যেকে একটি বল ধরে আছে: এলিসের একটি সবুজ বল আছে, বব একটি কালো বল আছে, এবং ক্লিয়ার একটি বেগুনি বল আছে। খেলা চলার সাথে সাথে, খেলোয়াড়দের জোড়া বল বিনিময় করে। প্রথমে, বব আর এলিস বল বিনিময় করে। তারপর ক্লেয়ার আর এলিস তাদের বল বদল করে। অবশেষে, বব আর এলিস তাদের বল বিনিময় করে। খেলার শেষে, ক্লিয়ার ;কালো বল ;বেগুনি বল ;সবুজ বল ;কালো বল ;A
