question;A;B;C;answer;answer_abc
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' նարնջագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;նարնջագույն գնդակ ;շագանակագույն գնդակ ;վարդագույն գնդակ ;շագանակագույն գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' նարնջագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;նարնջագույն գնդակ ;շագանակագույն գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի վարդագույն գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' նարնջագույն գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;նարնջագույն գնդակ ;շագանակագույն գնդակ ;վարդագույն գնդակ ;նարնջագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' դեղին, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' դեղին, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;դեղին գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' դեղին, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' սեւ, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Քլերը եւ Բոբը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' սեւ, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Քլերը եւ Բոբը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը' սեւ, իսկ Քլերը' շագանակագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Քլերը եւ Բոբը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;սեւ գնդակ ;շագանակագույն գնդակ ;շագանակագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի դեղին գնդակ, Բոբը' կապույտ, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի դեղին գնդակ, Բոբը' կապույտ, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;դեղին գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի դեղին գնդակ, Բոբը' կապույտ, իսկ Քլերը' վարդագույն: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի կանաչ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի կանաչ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի կանաչ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը ունի կապույտ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Այնուհետեւ, Քլերը եւ Ալիսը փոխանակեցին իրենց գնդակները: Վերջապես, Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք երկուսն էլ մի գնդակ են պահում. Ալիսն ունի կապույտ գնդակ, Բոբը ունի սեւ գնդակ, իսկ Քլերը' կանաչ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Ալիսն ու Քլերը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;սեւ գնդակ ;կանաչ գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի մանուշակագույն գնդակ, Բոբը' կապույտ, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;կապույտ գնդակ ;սեւ գնդակ ;մանուշակագույն գնդակ ;կապույտ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի մանուշակագույն գնդակ, Բոբը' կապույտ, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;կապույտ գնդակ ;սեւ գնդակ ;մանուշակագույն գնդակ ;մանուշակագույն գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսն ունի մանուշակագույն գնդակ, Բոբը' կապույտ, իսկ Քլերը' սեւ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Ալիսը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;կապույտ գնդակ ;սեւ գնդակ ;մանուշակագույն գնդակ ;սեւ գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի դեղին գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;շագանակագույն գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;կանաչ գնդակ ;C
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի դեղին գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;շագանակագույն գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;շագանակագույն գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ: Ալիսն ունի դեղին գնդակ, Բոբը 'կապույտ գնդակ, իսկ Քլերը' կանաչ գնդակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Բոբն ու Ալիսը փոխանակում են իրենց գնդակները: Վերջապես Բոբն ու Քլերը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;շագանակագույն գնդակ ;դեղին գնդակ ;կանաչ գնդակ ;դեղին գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը' դեղին, իսկ Քլերը' սպիտակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Ալիսը ունի ;սպիտակ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;սպիտակ գնդակ ;A
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը' դեղին, իսկ Քլերը' սպիտակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Բոբը ;սպիտակ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;դեղին գնդակ ;B
Ալիսը, Բոբը եւ Քլերը խաղ են խաղում: Խաղի սկզբում նրանք յուրաքանչյուրը բռնում է գնդակ. Ալիսը ունի վարդագույն գնդակ, Բոբը' դեղին, իսկ Քլերը' սպիտակ: Խաղի ընթացքում խաղացողները փոխանակում են գնդակները։ Նախ, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Այնուհետեւ Ալիսն ու Բոբը փոխանակում են իրենց գնդակները: Վերջապես, Քլերը եւ Բոբը փոխանակում են իրենց գնդակները: Խաղի վերջում Քլերը ;սպիտակ գնդակ ;դեղին գնդակ ;վարդագույն գնդակ ;վարդագույն գնդակ ;C
