,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
19,"接著他們就開始對話,","他是個非常聰明的人,","他每次大聲讀書時,",他開始每天練習閱讀.,這位小男孩接受他永遠不會改進.,"他也在學校讀書,",2
20,羅西的班上正在開個小聚會.,她決定為大家做一道水果沙拉.,"她花了很多錢買果實,",她在聚會當天了一碗大大的水果沙拉.,羅西的同學們也吃了果沙拉.,羅西在家裡的冰箱裡保存了一碗水果沙拉.,1
21,凱莉很高興得到她的新手機.,她隨時隨地帶著它去.,很不幸的是她把它打碎了.,"很幸運的是,",店家給了她一個公平的價格來修理它.,凱莉買了一部新手機.,1
22,我在大學時遇到了一位年長的男人.,"我是22歲, 他是38歲.","我們有很好的理解,",我們在那個時候一直在一起.,我對那段時間的回憶很有喜悅.,我對那段時間有負面的回憶.,1
23,波布想參與學校的劇.,他仔細研究了這個角色.,他常常練習自己的話.,他在試聽日做得非常好.,波布非常自豪.,波布感到非常愧.,1
24,傑基被任命為八年級的門檻監護員.,她是全班的羨慕.,校友常常讓她工作位受到威脅.,他們會偷走傑基的通行證.,校長暫停了她的氣的同學.,她的同學們因他們的行為而獲得獎項.,1
25,"我們的家人也很喜歡這部電影,",我們一起開車慶祝.,"另一輛車在停車牌上跑過,","我打破了窗戶,","我爬出來, 我和我父親都沒有問題.",我們都被車輛撞倒.,1
26,"我們的孩子們,",她總是想戴上它.,她在房子裡唱歌.,"她喜歡大喊大叫,",她一遍又一遍地唱著這個歌.,"她喜歡運動,",1
27,"球隊在兩分後退,","他看了一眼得分板,",他想找一個開放的人.,球隊的防守隊員像一樣粘在球隊的隊友身上.,"球隊的球員們在場上,","他試圖打出三分球,",2
28,"我走進圖書館,",我看到一個孩子.,他著我一段時間.,"我很喪,",我沒有在乎孩子在做什麼.,我問他有什麼問題.,2
29,他們正試圖懷孕.,"他們試圖六個月,",他們在診所表示失望.,但他們看到醫生大笑.,布蘭特將取消他綁架孩子的計畫.,這對夫妻很高興知道他們有個孩子.,2
30,卡特琳一直對曲運動充滿好奇心.,卡瑟琳喜歡在電視上看運動員的運動.,卡特琳決定參觀一場球練習會.,卡特琳在訓練中被一位運動員邀請來打.,"卡特琳開始每天練習,",卡特琳認為髮看起來很無聊.,1
31,弗朗西斯一直期待學習駕駛.,他終於有足夠的年齡取得駕駛證.,弗朗西斯努力學習取得執照.,他很容易通過駕駛考試.,弗朗西斯對自己的成就感到驕傲.,弗朗西斯決定他寧願乘坐公共交通工具.,1
32,沒有人知道他們是誰.,"這裡的環境是如此美好,","舞者們在舞台上表演時,",這項活動讓我感到很榮幸.,我發誓從來沒有再見過它.,我希望再次看到它.,2
33,我早上八點半起床上課.,"我睡著了,","我很快吃了早餐,",接著我開始走回宿舍.,我決定再回到課堂上.,接著我在當地休息了一會.,2
34,蓋里想吸引莉莎的注意力.,他決定寫一首詩給莉莎.,"接著他們就在學校,","格瑞給了莉莎一個很大的笑容,","蓋里打擊了莉莎,然後走了.",利莎也承認她也對加里有個迷戀.,2
35,卡洛斯一直想去法國.,他決定在去之前要學法語.,"他開始在夜間課堂上學習,",卡洛斯終於能說法文得很好.,卡洛斯預訂了一架飛往澳洲的航班.,卡洛斯在巴黎之旅中充分利用自己的法語.,2
36,拉斯一直想嘗試攝影.,他從來沒有試過.,"他買了一台簡單但高品質的相機,",拉斯每天都拍攝大自然的照片.,拉斯對攝影產生了熱愛.,拉斯討厭攝影.,1
37,我在電子商店買了一台電視.,這是一部高清畫質的平面大屏幕.,"員工說服我買保固,",沒有人知道他們在哪裡.,"這樣的情況下,",這位員工後來被發現死亡.,1
38,沒有任何人知道.,他看到一個抱著氣球的小女孩.,他看到同樣的氣球卡在樹上.,他爬上樹上取回氣球.,接著瑞安故意打開氣球.,"接著Ryan找到了那個女孩,",2
39,經理告訴她需要上傳自己的簡歷.,她發現自己的簡歷沒有正確的格式.,她將所有內容轉移到正確的模板.,她在簡歷中增加了最新工作資訊.,接著她把它寄給經理.,沒有任何問題.,1
40,尼爾正在遊覽法斯市.,他品嘗了他們的民族料理.,他也在街頭買了一些紀念品.,"他指出,",尼爾很享受這個時光.,尼爾和費斯成為了最好的朋友.,1
41,我需要帶我的狗散步.,我們的鄰居需要帶帶.,我在家裡搜尋了這個帶.,我找不到它.,我決定帶狗到後院.,我讓我的狗進入房子.,1
42,"這天天氣晴朗,",喬認為散步是一件好事.,他決定步行到當地咖啡店.,"但在途中,",他跑到咖啡廳.,喬表示他對外出感到遺憾.,2
43,整天 Jen 在等待一封包裹.,接著她看到UPS員工走到門口.,"他送達了包裹,","她用刀打開包裹,",這裡的照片來自,珍在包裹中發現了她的新外套.,2
44,弗蘭克不想做他的功課.,他想玩電玩遊戲.,"他們說他先做功課,","弗蘭克發,",弗蘭克失去了他的電視遊戲一週.,弗蘭克有全新的遊戲.,1
45,提米在學校的三分賽中參賽.,獲得一千美元的大學獎學金.,提米整個週末都在練習三分球.,"他準備好了,",提米贏得了這個比賽.,提米在比賽當天去駕駛場.,1
46,德雷克星期五出席了一場派對.,他發現他的錢包從他的外套中被偷走.,"德雷克立即打電話給警察,",德雷克就此問題向宴會主持人表示:,接待者也告訴他自己也不知道.,德雷克告訴主持人他想再次出席他的聚會.,1
47,波布發現他的卡車的輪胎破裂.,他從來沒有換過輪胎.,他拿出了輪胎和鐵.,他無法拆除螺栓.,波布叫了一個人來修理他的破胎.,波布開著他的卡車去市場.,1
48,傑克已經厭倦在平板電腦上寫電子郵件了.,他決定要投資一台筆記型電腦.,"他會在不同筆記型電腦上進行研究,",他終於接受了.,現在他喜歡回覆電子郵件.,沒有任何的電子郵件.,1
49,傑克的頭髮變得太長了.,他即將接受工作面試.,他要求母親剪他的頭髮.,他母親給他剪了一件很專業的髮型.,傑克洗手了.,傑克得到了這個工作.,2
50,恩今天來過.,"我們玩了一些遊戲,","他們開始對我發,","他們說我不能再玩,",我真的受傷.,這讓我非常高興.,1
51,薩拉想要寄一張卡片.,她去郵局看了這些.,她為郵票付出了代價.,她把信放在一個信封裡.,薩拉自己送達了她的信.,薩拉的信很快就到了目的地.,2
52,查克因為工作而疲倦.,他暫時關閉工作.,"他開啟了這個論壇,",接著他需要休息.,查克決定辭去工作.,他覺得必須回到工作.,2
53,波布使用塑膠購物袋去購物.,接著他的朋友告訴他塑膠對環境有害.,波布決定放棄使用塑膠袋.,波布投資了一些可重複使用的購物袋.,勃使用他的可重複使用的購物袋去購物.,波布繼續使用塑膠袋購物.,1
54,"喬需要自己拍照,","他打電話給一些當地藝術家,",藝術家之一的價格合理.,"喬和那位藝術家約會,",喬對於結果感到非常滿意.,這位藝術家畫了一隻喬的貓.,1
55,沒有人知道她在想什麼.,"她試圖多次, 但總是失敗.",接著她使用尼古丁貼片來幫助她.,幫助她成功!,沒有任何的問題.,沒有任何的問題.,2
56,詹娜在夏天被送到她的阿家.,她不願意整個夏天離開自己的圖書館.,"她帶著一些書,","接著她在自己的房間裡,",詹看到她的書在壁上燃燒.,房間裡充滿著吸引女孩的書架.,2
57,羅布昨天的牙清潔活動.,他通常非常害怕牙醫.,但在辦公室有個可愛的新護士.,他很高興能去.,羅布在結腸鏡檢查後感到很爽.,羅布很喪那天沒有那個可愛的護士.,2
58,喬喜歡吃泥土.,他每有機會都會做泥蛋糕.,"他正吃著一塊派,","喬曾咬了一塊石頭,",喬想再更多的石頭.,喬決定不再吃泥土.,2
59,羅布從來沒有坐過過過山車.,羅布的朋友提供他免費的六旗票.,羅布決定他也可以加入.,他們都去排了很長的隊伍.,羅布有許多慷慨的朋友.,羅布的朋友們沒有考慮.,1
60,卡莉正在等待薩姆打電話給她.,他應許在星期五.,她沒有聽過任何消息.,終於她決定打電話給他.,這次的電話是Sam接的.,卡莉在電話上訂購了外帶食物.,1
61,"艾米在生日上從學校回家,",她很喪因為大家忘了她的特別日子.,她悲傷地走進客廳.,她的朋友和家人突然從躲起來出來.,艾米笑著說:,艾米走出房間並離開了房子.,1
62,潘沒有明顯的原因就打了我.,我只是為她打了一拳.,她繼續向我丟拳頭.,"我把她丟到地上,",潘終於停下來.,我給了潘一個大大的擁抱.,1
63,貝基有一位名叫阿什利的表妹.,"他們是朋友,",艾什利在成長後開始愚蠢.,她因為偷偷從一美元店裡的棉巾而入獄.,貝基與她失聯.,我們的家人,1
64,姆和潘姆的孩子睡得很輕.,"他們的鄰居常常把狗留在外面,",沒有人知道他們在哪裡.,"帕姆幻想著讓狗走開,",姆在一晚上讓她的貓們進入她的家.,姆決定讓狗們走.,2
65,梅被接納到弗雷多尼亞的大學.,她搭乘巴士前往她的新學校.,她在校園裡進行了探索.,她喜歡看到的一切.,她沒有上學.,她甚至喜歡所有她的教授.,2
66,瑪麗需要拔牙.,她希望牙醫能讓她睡覺.,他只能用新可林麻這個地方.,瑪麗驚訝地著他.,"這位牙醫看到她的表情,",瑪麗在牙醫的診所離開時心情很好.,1
67,福特為自己的高平均成績感到驕傲.,"他每天晚上都在作作文,","福特的朋友警告他,",福特後來成為一位成功的律師.,福特因為自己取得了如此多成就而感到悲傷.,福特為自己的成就感到驕傲.,2
68,我妻子說我缺乏熱情.,我沒有很多興趣或興趣.,"我試圖辯論,",我發現她是對的.,我決定改變.,我沒有結婚.,1
69,尼娜想要一件漂亮的萬聖節服裝.,但她沒有任何奢華的東西.,她在房子裡尋找自己的想法.,"接著她找到了一件很棒的服裝,",尼娜買了一件玩具.,尼娜很興奮.,2
70,維羅尼卡喜歡在森林裡徒步旅行.,接著她在一條小路上發現了一間樹屋.,"她爬上梯子, 看到房子裡的東西,",整個房間都裝有家具和毯子.,維羅尼卡不太喜歡這個樹屋.,維羅尼卡決定更經常去樹屋.,2
71,"接著我們就在那邊,","隨後他們就開始走路,","她聽到了一隻,","她倒在一根樹根上,",沒有任何一件事發生.,沒有任何問題.,2
72,"波布非常渴,","他沒有錢,","波布走進加油站,",收銀員問他有沒有錢.,"他拒絕,",他決定去跑步.,1
73,吉姆在機場等待著.,他的妻子一小時後會到那裡.,他非常無聊.,他決定繼續讀他的書.,吉姆在一小時後看到他的妻子.,吉姆在妻子出現之前開車離開.,1
74,喬真的很想去哥倫比亞大學.,"他在學校非常努力,",他被列入等待名單.,"他對自己的工作感到失望,",喬仍為自己的辛勤工作感到驕傲.,喬決定他不想上大學.,1
75,"吉娜的朋友塔米有一份文件,","吉娜想要一台,","塔米現在有了新的""麗莎.",吉娜也因為嫉妒而想要一張.,"吉娜在eBay上查了一下,","吉娜整個院子都剪了,",1
76,利亞在家裡有一棵漂亮的聖誕樹.,"接著她離開了家,",沒有任何一點可怕.,沒有人知道她是誰.,"利雅決定她喜歡在地上的樹,",利雅責備了她的貓.,2
77,皮特使用相同的椅子多年.,這種情況已逐漸消失.,"他決定買一把新的,更舒適的椅子.",沒有人知道他會如何.,皮特認為它可能比舊車更舒適.,皮特讓他的狗自己使用椅子.,1
78,雷克斯今晚準備開派對.,他發現他沒有準備任何可以用奶酪吃的東西給客人.,雷克斯跑出去吃一塊餅.,"他把它切成細細的片,",雷克斯在海上長途旅行.,沒有人吃過.,2
79,艾莉每天都搭火車上班.,"儘管她很病,","她整天辛苦工作,","她上了火車,",她是一個惰的員工.,"她錯過了她的站,",2
80,足球隊整個賽季都努力工作.,"他們贏得了每場比賽,","球員們在場的時間只有幾秒,",接收者得分.,觀眾大聲的喊了球隊.,觀眾都站起來狂歡鼓掌.,2
81,我們住在高樓大廈.,部分原因是建築物高高的高度.,沒有人能讓我睡覺.,沒有人知道發生了什麼事.,"我們很難過,",我們喜歡強風和睡眠不足.,1
82,"凱特想買一台新的鍵盤,",她花了幾個月的時間錢買一台好鍵盤.,凱特終於上網訂購了自己的鍵盤!,"她在等待這部電影的到來,",接著她取消了自己的訂單.,接著她的鍵盤也來到了郵寄中.,2
83,"喬恩從大學畢業,",他每天都在申請自己的工作.,"他開始工作三週後,",接電話的人問他是否有興趣接受訪問.,喬恩接受了這個提議.,喬恩拒絕了這個提議.,1
84,朱莉喜歡讀任何她能得到的東西.,她大部分時間都在圖書館裡.,她最喜歡的圖書館是華森小姐的.,"沃森小姐看到朱莉喜歡讀書,",朱莉很高興地接受了這個計畫!,朱莉打她朋友的眼睛.,1
85,"我們的家人要去六旗酒店,",她耐心地坐在車上等待著我們抵達.,接著她就坐下來觀察公園.,"她在排隊等了一小時,",艾米很高興能在公園裡.,艾米認為公園很無聊.,1
86,史蒂夫急著要去看足球賽.,史蒂夫在高速公路上開車速度非常快.,警方在路上停下了史蒂夫的車.,這位警官為史蒂夫寫了一張超速罰單.,史蒂夫很高興.,史蒂夫感到非常喪.,2
87,我們的女兒去了一場朋友的生日聚會.,她很興奮地準備去聚會.,她一週沒有說其他話.,"她去過派對,",她決定從來不去聚會.,"她在回家後,",2
88,波布需要錢買食物.,"他因為沒有錢,",他決定寫一本關於他艱苦生活的書.,"很快就有許多人讚揚這本書,",波布的書賣得足夠養.,波布的食物仍是空腹的原因.,1
89,我今天完成了我的第一場馬拉松.,"這是一條約六英里的路,",我在三個月內訓練了自己.,"這一點一直在我的生活中,",我從來沒有如此開心.,我對自己感到失望.,1
90,波比把他的水果卷卷折成一架飛機的形狀.,"他把自己的手臂起來,",沒有任何一點改變.,波比決定用紙製作飛機.,我們在那時,波比當時35歲.,1
91,這裡的天空是一個很棒的景點.,他突然坐起來.,他看到一顆閃動的星星!,他跑去向父親展示.,"因為那顆星星其實是一架飛機,",薩姆的父親很高興他的兒子對地質學感興趣.,1
92,喬恩和梅格相處了五年.,"喬恩愛梅格,","他決定在今晚電影約會後,","影片的影片裡,",他開始對梅格大喊不起.,他向她求婚.,2
93,在我們無法到達的地方.,"波比試圖丟他的鞋,","他試圖爬上樹,","接著他用子猛烈地打,",波比因為拿到香而感到喪.,"波比進了棚裡, 拿來一條梯子,",2
94,貝思正在從疾病中復原.,她在四天後終於可以吃飯了.,"雖然她已經好了,","她決定在星期五休學,",貝思需要休息.,貝思在她的星期五休息時打了足球.,1
95,羅恩達買了一些新的粉紅子.,她喜歡他們.,"衣物被她掉後,","她在洗衣日洗衣服,","接著決定吃午餐,",羅恩達必須買新的.,2
96,暴風雨中海上是非常可怕的.,沒有人知道這件事發生了什麼事.,這讓他胃不舒服.,"他在小屋裡,",接著他們就開始跳舞.,接著馬可斯因為海而嘔吐.,2
97,沒有人知道他們在哪裡.,她坐在椅子上舒適地閉上眼睛.,沒有人知道她是誰.,她非常驚訝.,"她抱著可愛的小狗,",這隻貓咪很可愛.,1
98,這裡的酒吧很棒.,他和朋友一起常去.,"他一天在去那裡,",該公司已關閉.,這讓查克感到喪.,查克很高興這家店終於關閉了.,1
99,史蒂夫坐在咖啡廳裡.,他通常在咖啡廳讀書.,他今天忘了自己的書.,他只能思考一下.,史蒂夫在創紀錄的時間內完成了他的拼圖.,史蒂夫想出了一本小說的想法.,2
100,"喬恩正開車去商店時,",沒有任何證據.,警方燈開始閃在他身後.,他說他把錢包忘在家裡.,喬恩接著攻擊了這個警察.,這位官員很理解.,2
101,湯姆在成長過程中喜歡拼圖.,他並非只是逃離室冒險之外的一個人.,他也在此刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻刻,"半小時後, 他以創紀錄的時間離開了逃生室.",他為自己的成就感到驕傲.,姆因為成績不好而感到喪.,1
102,吉娜在清理房間時感到厭煩.,但這必須要做.,她決定打開收音機.,她從來沒有聽過這首歌.,她喜歡這首歌.,"吉娜穿上衣服,",1
103,"接著他們就在一處小鎮裡,",學校的屋頂在重量下了下來.,接著是一名清潔工爬上來檢查.,沒有人知道他們在哪裡.,屋頂完全沒有問題.,這位保安很害怕.,2
104,我昨天才生日.,我很驚訝朋友為我準備了一場派對.,我無法相信.,這場派對非常有趣.,我討厭自己的生日.,這是有史以來最棒的生日派對.,2
105,我母親丟掉了她的舊字典.,我從垃圾場出來.,我發現自己也聞到了.,這讓我想起舊圖書館的香氣.,這真是太可惡了.,這樣的香味讓我吃掉了.,1
106,"我們的父母在1963年帶我們去帕拉貢公園,",我們搭乘波士頓羅斯碼頭的渡輪.,"我們騎著馬車,鞭子和.",我們一起打球.,我們對這次童年旅行有許多美好的回憶.,我沒有任何回憶去過帕拉貢公園.,1
107,"我最喜歡的電影是""奧茲魔法師"".",我以前覺得這是真的.,影片裡的情景讓我感到非常感動.,接著他們帶我到奧茲國.,沒有人知道這部電影的真相.,我不喜歡奧茲的巫師.,1
108,瑪麗安在公園的小徑上散步.,她看到許多帶著孩子和動物的人.,她在路上看到許多人跑步或騎單車.,她看到許多植物.,瑪麗安因為其中一顆是毒而發疹.,"瑪麗安完成了她做沙拉的準備,",1
109,沒有人知道他們有什麼事.,"另一隻貓很害怕,","他大聲的叫,","他跳過一邊到另一邊,",他抱著狗.,"這隻狗發現他,",2
110,我最喜歡的動物是阿拉伯羊.,因為它是非洲羊.,我必須去動物園.,"這次我生日,",他們給了我一本關於非洲動物的圖書.,他們給了我一本關於電腦的歷史的書.,1
111,我每天都我的女兒做功課.,沒有人能阻止她.,她並沒有在一晚上做這件事.,"我還是送她去睡覺,",她最後在作文中獲得了不好的成績.,她整個下午都和朋友們一起打球.,1
112,想成為棒球隊的投手.,他和哥哥們一起練習.,球隊的教練讓他試用投.,這位男孩並沒有做得很好.,這位年輕男孩失望地回家.,球隊的教練提供了球員的位置.,1
113,蘇在半夜醒來時聞到了一個可怕的氣味.,她無法弄清楚這是什麼.,她看了一下房間的四處.,接著她注意到看到它.,莎拉開始看電視.,莎拉在自己的辦公桌上發現了壞掉的牛奶.,2
114,沒有人知道他們在哪裡.,"他決定去看牙醫,",牙醫告訴馬克他需要拔掉他的智慧牙.,瑪克同意進行手術.,瑪克希望這項手術能阻止他的牙痛.,瑪克的同事告訴他他不會在選舉中投票.,1
115,盧盧剛剛搬入她的新家.,她第一次使用洗碗機.,她決定在那晚洗一堆碗.,"接著她把洗碗劑倒在子裡,","這樣的情況下,",盧盧開啟了洗碗機.,2
116,農夫比爾呼籲在田野上的牛.,他們跑來找食物.,畢爾將一些穀物放入大桶中給奶牛.,牛們很高興地吃了他們的晚餐.,他對自己的工作感到驕傲.,畢爾尋找了這些牛.,1
117,沒有任何人能幫助他.,他因為手指斷裂而無法開車門.,他還在家裡向姐姐借錢進行手術.,她同意他的條件是他能在保險公司找到工作.,"他表示同意,",德里的妹妹決定要為自己的指做手術.,1
118,"瑪麗在一家汽車經銷商工作了兩年,",她的老板告訴她她需要很快賣一輛車.,接著他們就在車上停車.,瑪麗給他們賣了一輛非常大而昂貴的車.,瑪麗的老對她的銷售感到高興.,瑪麗因為賣了一輛車而感到難過.,1
119,布里和她的貓搬到了她的男朋友和他的貓.,這兩隻貓彼此憎恨.,他們大部分時間都在互相.,"六個月後, 他們決定擁抱.",他們的朋友也很開心.,布里不喜歡奶酪.,1
120,提姆需要新的房地板.,"他自己的手機很老,",他就去買新.,"他發現了很棒的,",他為自己的家安裝了美麗的新房地板.,提姆第二天把帶回商店.,1
121,戴夫決定有一天要去看一場金錢表演.,他訂購了幾張門票.,他接著邀請了一些朋友.,"他們都去看了演出,",戴夫在網路上搜尋他喜歡的更多音樂會.,"戴夫接管直升機,",1
122,"還有一個墓地,",十二人帶來了一棺材.,十二人將棺材埋在地底.,沒有人能阻止.,他們對這場景感到高興.,他們為失去的傷亡哀悼.,2
123,喬在參加拳擊比賽時感到很自信.,他主宰了前四輪的比賽.,"他被左擊中,",七輪的最後一輪是一個往來的事.,喬最終贏得了這場戰鬥.,"喬沒有受傷,",1
124,吉米發生了最糟糕的事情.,他從臥室的地板上起一袋片.,他走出門口時吃了一些片.,他朋友問他:為什麼在你的包裡爬?,吉米的胃部感到不舒服.,吉米從袋子裡吃了另一塊片.,1
125,孩子們在玩具車賽中參加.,"接著他們就在一輛車上,",有些團隊設計了豪華的汽車.,"我們設計了一輛簡單的車,",我們的關係並不好.,我們的勝利讓我的兒子很高興.,2
126,布萊恩今年試過加入冰球隊.,他沒有入隊.,該如何使用?,布萊恩整個冬天都在修練自己的滑冰運動.,他終於進入了球隊.,他決定不參加球隊的試驗.,1
127,凱莉正在滑雪時突然聽到她身後發生大聲.,她回頭看著一面雪牆向她走來.,"她開始在山坡下滑,","雪崩衝到她身邊,","凱莉抓住了一棵樹,",凱莉在雪崩中滑雪上山.,1
128,"哈利真的很想看新的""星球大戰""電影.",他在開幕日排隊在票房等候.,他自己也買了機票.,他看了整部電影.,哈利很高興能與朋友一起看這部電影.,哈利真的很喜歡這部電影.,2
129,接著是一個新的工作.,他對許多陌生人感到緊張.,他因為焦慮而幾乎沒有睡覺.,接待他的人數也很高.,"他也被解雇,",他發現他會很適合新工作.,2
130,艾倫有個小女兒在自己的房間睡在嬰兒床上.,"艾倫沒有聽到她的孩子,","她的女兒沒有動,",艾倫在恐慌中打電話給警察.,艾倫非常害怕.,艾倫覺得自己很平靜.,1
131,珍珠收藏著醜的封面藝術.,她很喜歡一張兩隻海豚一起修圖的爵士樂CD.,她的妹妹在對她生氣時偷走了CD.,"珍珠的心沉沉, 她求她的妹妹把它還給她.",珍珠的妹妹希望能讓她滿意.,珍珠的妹妹是為了報復.,2
132,娜去海灘.,"波浪漸漸下降,","發現許多動物都在這里,",很棒的景點!,"觀察海洋生物,","沒有人知道她在哪裡,",1
133,"布萊娜在她的家人去露營時,","沒有電視,","卻在第一次品嘗S'MORE時,","接著她在一旁的房間裡,",布里安娜討厭牛奶糖.,布里安娜喜歡吃雪糕.,2
134,沙伊在森林中徒步旅行.,接著她發現自己已經迷路了!,她試圖不慌張.,她回到了自己的營地.,該組織在幾週後在森林中找到莎伊.,莎伊感到非常解脫.,2
135,托雷是他的篮球隊的最佳球員.,他的球隊今晚在冠軍賽中.,德國隊在比賽中獲得了56分.,他在比賽後拿著一座巨大的獎杯.,他決定或許球不是適合他的.,他發現自己已經登上了報紙的首頁.,2
136,我們不需要再去看看.,他回想起最近他去過的所有餐廳.,他會呼籲那些與他共享晚餐的朋友.,他也因為食物中毒而病.,他們找出這間餐廳是哪間.,他們回去吃同一家餐廳.,1
137,沒有人知道他有沒有死.,他是一次野餐.,遠方有一隻鳥飛過.,這種情況在他的食物上發生.,接著他們就在一旁著.,"接著他們就開始大喊大叫,",2
138,沒有人知道他們是誰.,他把一張給了他的兒子克里斯蒂安.,克里斯蒂安想在家裡玩槍.,克里斯蒂安開槍打破了電視的屏幕.,沒有人知道他有沒有被捕.,艾德曼對克里斯蒂安非常自豪.,1
139,基普對沒有雪感到失望.,他對父母抱怨沒有它就不像聖誕節.,他們叫他去睡覺.,"基普著走到自己的房間,","基普的父母帶他去佛羅里達,",基普夢見了雪花.,2
140,班總是想學習彈鋼琴.,他現在有更多的空時間.,便在當地一位導師的鋼琴課上學習.,他也很努力學習.,他因為太難而放棄.,他每次的課程都變得更好.,2
141,班森在學校被另一名男孩欺負.,班森因為這件事而失眠.,他終於告訴了學校的老師.,教師們就問題向欺負者提起.,他們讚揚他.,這位暴徒被驅逐.,2
142,"我們在後院放植物,","我們挖了好幾分鐘,",我發現一盒被埋在地底.,"看到一隻動物死在車上,","我把盒子放回去,",我非常開心.,1
143,"卡倫離開學校,",但他有個解決方案.,"薩姆乘火車前往北方,",卡倫也想解決這個問題.,"她回家見了薩姆, 他們卻相錯!","她與薩姆分手,",1
