,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
37,I bought a television from an electronics store.,It is a large flat screen with a high definition picture quality.,The employee convinced me to buy a warranty for it just in case.,A week later the television fell off my wall and broke.,I was able to get it fixed with the warranty.,The employee was later found dead.,1
38,Ryan was in a park.,And he saw a little girl holding a balloon.,"As he was leaving the park, he saw the same balloon stuck in a tree.",He climbed the tree to retrieve the balloon.,Ryan then popped the balloon on purpose.,Ryan then found the girl and gave her the balloon she lost.,2
39,Jen's manager told her she needed to upload her resume.,She realized her resume wasn't formatted properly.,She transferred all the content over to the proper template.,"Adding information on her latest job, she updated the resume.",Then she sent it to her manager.,Jen hated washing dishes.,1
40,Neil was touring the city of Fez.,He tasted their ethnic cuisine.,Then he went shopping for souvenirs.,"Fez had great street performers as well, he noted.",Neil had a great time.,Neil and Fez became best friends.,1
41,I needed to take my dog for a walk.,My neighborhood requires a leash.,I looked through my house for the leash.,I couldn't find it.,I decided to take my dog out to the backyard.,I let my dog go inside the house.,1
42,"It was a bright, warm day.",So Joe thought it would be nice to take a walk.,He decided to walk to his local coffee shop.,"But halfway there, he started getting tired.",So he ran to the coffee shop.,Joe regrets going outside.,2
43,Jen was waiting for a package all day.,Finally she saw the UPS man walking up to the door.,He delivered the package and she brought it inside.,She opened the package with a knife.,In the box was a newborn baby.,Jen found her new coat inside the package.,2
44,Frank didn't want to do his homework.,He wanted to play video games instead.,Frank's parents told him to do his homework first.,Frank had a tantrum and got punished.,Frank lost his video games for a week.,Frank got a whole new game.,1
45,Timmy was competing in the 3 point competition at his school.,"The winner would have a chance to win a $1,000 college scholarship.",Timmy practiced shooting three-pointers all weekend.,He was ready when the day of the competition arrived.,Timmy won the competition.,Timmy went to the driving range the day of the competition.,1
46,Drake attended a party on Friday.,He discovered that his wallet had been stolen from his coat.,"Drake immediately called the police, but the wallet was never found.",Drake confronted the host of the party about the issue.,And the host told him that he didn't know either.,Drake told the host he wanted to attend his parties again.,1
47,Bob discovered his truck had a flat tire.,He'd never changed a tire before.,He got out the tire jack and iron.,He couldn't remove the bolts.,Bob called someone to fix his flat tire.,Bob drove his truck to the market.,1
48,Jack is tired of writing emails on his tablet computer.,He decides he needs to invest in a laptop.,He researches different laptops until he has found the perfect one.,Finally he buys it.,Now Jack actually enjoys answering emails.,Jack now uses the postal service instead of email.,1
49,Jake's hair was getting a little too long.,He had a job interview coming up.,He asked his mother to cut his hair.,His mother gave him a nice cut professional looking haircut.,Jake washed his hands.,Jake got the job.,2
50,Sean came over today.,"Sam, Sean, and I played games.",They started getting mad at me about how bad I was.,They said I couldn't play anymore until I got better.,I was really hurt.,I was really pleased.,1
51,Sarah wanted to mail a card.,She went to the post office.,She paid for stamps.,She put the letter in an envelope.,Sarah delivered her letter herself.,Sarah's letter was soon on its way to its destination.,2
52,Chuck was tired from work.,He closed his work for a while.,He opened the forum to chat with co-workers.,After those nasty Zoltar hits he needed this break.,Chuck decided to quit his job.,He then felt compelled to get back to work.,2
53,Bob used plastic grocery bags to go shopping.,"Then, his friend told him that plastic is bad for the environment.",Bob decided to forgo his plastic bags.,Bob invested in some reusable grocery bags.,Bob used his reusable grocery bags to go shopping.,Bob continued to use his plastic grocery bags to go shopping.,1
54,Joe needed to get a portrait of himself for a project.,He called some local artists and asked their rates.,One of the artists had reasonable rates.,Joe made an appointment with that artist to do the portrait.,Joe was very satisfied with the results.,The artist painted a Joe's cat.,1
55,Ann was trying to quit smoking.,She made several attempts but always failed.,Then she applied to nicotine patch to help her.,And help her do it!,Ann doubled the amount of cigarettes she smoked each day.,Ann was able to quit smoking successfully.,2
56,Jen got sent to her aunt's for the summer.,She hated the thought of being away from her local library all summer.,She took a few books with her but she would go through those quickly.,When she arrived her aunt took her into a special room in her home.,Jen saw her books burning in the fireplace.,The room was full of shelves of books that appealed to girls.,2
57,Yesterday was Rob's tooth cleaning.,He's usually really afraid of dentists.,But there's a cute new nurse at the office.,So he was excited to go.,Rob felt refreshed after his colonoscopy.,Rob was bummed when the cute nurse wasn't in that day.,2
58,Joe loved to eat dirt.,He would make mud pies every chance he got.,He was eating a pie when he felt something very hard in his mouth.,Joe had bitten down on a rock and knocked out his tooth.,Joe wanted to chew more rocks.,Joe decided not to eat dirt again.,2
59,Rob has never been on a rollercoaster.,Rob's friends offered him a free ticket to Six Flags.,Rob decided he might as well join.,They all went and waited in a long line.,Rob had generous friends.,Rob's friends were thoughtless.,1
60,Carly was waiting for Sam to call her.,He promised to on Friday.,It was now late Saturday and she hadn't heard anything.,Finally she decided to call him.,Sam answered the phone.,Carly ordered takeout over the phone.,1
61,Amy came home from school on her birthday to an empty house.,She was upset that everyone had forgotten her special day.,She walked sadly into the living room.,"Suddenly, her friends and family jumped out of their hiding places.",Amy smiled with delight.,Amy walked out of the room and left the house.,1
62,Pan tried to hit me for no apparent reason.,"As mad as I was, I simply defended her punch.",She kept throwing her fist at me.,"In an effort to stop her, I threw her to the ground.",Pan finally stopped.,I gave Pan a big hug.,1
63,Becky has a cousin named Ashley.,Becky and Ashley used to be friends when they were kids.,Ashley started being stupid when she grew up.,She went to jail for stealing tampons from a dollar store.,Becky lost contact with her.,Becky is proud of Ashley.,1
64,Pam and Tom's baby was a light sleeper.,Their thoughtless neighbor often left his dog outside barking all day.,"Every time Pam put her baby to sleep, the dog started barking.",Pam fantasized about unleashing the dog so it would run away.,"One night, Pam let her cats into her home.","One night, Pam decided to let the dogs go.",2
65,May was accepted to college in Fredonia.,She took the bus to her new school.,She explored the campus.,She loved everything she saw.,She dropped out of school.,She even liked all her professors.,2
66,Mary needed to have her teeth pulled.,She wanted the dentist to put her to sleep.,All he could do was numb the area with Novocaine.,Mary stared at him in horror.,"After seeing her expression, the dentist was able to help Mary.",Mary left the dentist in a great mood.,1
67,Ford was proud of his high GPA.,He worked every night on assignments in order to improve it.,Ford's friends warned him that he was missing out on fun.,"Later in life, Ford became a successful lawyer.",Ford was sad that he achieved so much.,Ford was proud of his accomplishments.,2
68,My wife says I lack passion.,That I don't have many hobbies or interests.,I tried to argue but couldn't.,I realized she was right.,I decided to change.,I'm not married.,1
69,Nina wanted a nice Halloween costume.,But she couldn't afford anything fancy.,She looked through her house for ideas.,Then she found a great costume for free.,Nina bought a toy.,Nina was excited.,2
70,Veronika liked hiking in the woods.,One day she was on a trail and found a tree house.,She climbed the ladder and was amazed at all the stuff in the house.,It was fully furnished with a furniture and blankets.,Veronika didn't like the tree house very much.,Veronika decides to visit the tree house more often.,2
71,It was a beautiful spring day in early March.,Tracey decided to go for a walk in the woods behind her house.,She heard a woodpecker and began to look for it in the trees.,She tripped over a root and fell on the path.,Tracey ran back to the house.,Tracey shrugged off her fall.,2
72,Bob was really thirsty and wanted a soda.,"Unfortunately, he didn't have any money.",Bob walked into a gas station and asked if he could have a soda.,The cashier asked him if he had any money.,He said no and left the gas station.,He decided to go for a run.,1
73,Jim was waiting at the airport.,His wife would be there in an hour.,He was very bored.,He then decided to catch up on his book.,Jim saw his wife after an hour.,Jim drove away before his wife showed up.,1
74,Joe really wanted to attend Columbia University.,"He worked really hard in school, was on the soccer team.",He got put on the waiting list.,"Although he was disappointed, he tried his best to the very end.",Joe was still very proud of his hard work.,Joe decided he didn't want to go to college.,1
75,Gina's friend Tami had a folder she didn't want anyone else to have.,Gina wanted one but didn't know where to buy one.,"Now Tami had a new Lisa Frank Trapper Keeper, and she was a great one.",Gina was jealous since she wanted one too.,Gina checked on ebay and found one she could afford.,Gina mowed the whole yard and had no help from anyone.,1
76,Leah had a beautiful Christmas tree in her house.,"One day, she left to go to the store.","When she returned, the tree was knocked over.",Her cat had climbed it and pulled it down!,Leah decided she liked the tree on the floor better than standing.,Leah chastised her cat.,2
77,Peter had used the same chair for years.,It was getting worn out.,"He decided to buy a new, more comfortable chair.",When it arrived Peter was very happy.,Peter thought it might even be more comfortable than the old one.,Peter let his dog use the chair for his own.,1
78,Rex is getting ready for a party tonight.,He realizes he hasn't prepared anything for guests to eat with cheese.,Rex runs out to get a baguette.,He slices it into thin even slices to make it easy to eat.,Rex went on a long journey across the ocean.,Everyone enjoyed the cheese and bread.,2
79,Ali always takes the train to get to work every day.,One day she was very sick but still went to work.,She worked hard all day and even took work home.,She got on the train and fell asleep.,She was a lazy employee.,She missed her stop and had to take a bus home.,2
80,The football team had worked hard all season.,They had won every game and made it to the championship.,There were only seconds left on the clock and the game was tied.,The quarterback through a long pass and the receiver scored.,The crowd booed the team loudly.,The crowd all stood up in their seats and applauded wildly.,2
81,We live in a high-rise building.,"One day the wind was strong, partly due to the height of the building.",The wind blew the tree branches so much my wife could not sleep.,The wind also knocked down the internet cable.,My wife and I were very unhappy to lose our internet connection.,We loved the strong wind and lack of sleep.,1
82,Kate wanted to buy a new keyboard for her computer.,She saved for months to afford a good keyboard.,Kate finally went online and ordered her keyboard!,She eagerly waited for days for its arrival.,Then she canceled her order.,Then her keyboard arrived in the mail.,2
83,Jon graduated from college and began his job search.,He applied for jobs in his field every day.,"Three weeks after he started, he got a call.",The person calling asked if he would be interested in an interview.,Jon accepted.,Jon rejected the offer.,1
84,Julie loved to read anything she could get her hands on.,Most of her time was spent in the library.,Her favorite library was staffed by Miss Watson.,Miss Watson saw Julie's love of books and offered her a job.,Julie happily accepted!,Julie punched her friend in the eye.,1
85,Amy's family was going to Six Flags.,She sat patiently in the car waiting to arrive.,When they arrived she sat on her knees surveying the park.,She waited in line for an hour to ride the biggest roller coaster.,Amy was really excited to be at the park.,Amy thought the park was boring.,1
86,Steve was in a hurry to get to the football game.,"On the highway, Steve drove his car very fast.",The highway patrol stopped Steve's car.,The officer wrote Steve a ticket for speeding.,Steve was pleased.,Steve was upset.,2
87,My daughter went to her first birthday party for a friend.,She was so excited leading up to the party.,She talked about nothing else for a week.,She went to the party and had a blast.,She decided never to go to a party again.,"When she came home she fell asleep immediately, exhausted.",2
88,Bob needed money to buy food.,He was sad that he couldn't eat because he had no money.,He decided to write a book about his hard life.,People immediately praised the book and bought thousands of copies!,The profits from the book sales gave Bob enough money to eat.,The public reaction to the book means Bob is still hungry.,1
89,I just completed my first marathon today.,It was about six miles and I worked really hard.,I trained for it for about three months.,It's always been on my to do list in life,I've never been happier.,I'm really disappointed in myself.,1
90,Bobby folded his fruit roll-up into the shape of an airplane.,He wound up his arm and threw roll-up airplane as hard as he could.,"It was far too heavy, though, and fell like a brick.",Bobby decided that planes should be made out of paper.,Bobby was five years old.,Bobby was thirty-five years old.,1
91,Sam was stargazing one night.,Suddenly he sat bolt upright.,"He saw a twinkling, moving star!",He ran to show it to his dad.,His dad laughed because the star was really a jet with lights.,Sam's dad was glad his son was interested in geology.,1
92,John and Meg had been dating for five years.,"John loved Meg, and wanted to marry her.","He decided to ask her to marry him tonight, after a movie date.","When they walked out of the movies, he suddenly fell to his knees.",He started screaming obscenities at Meg.,He asked her to marry him.,2
93,A beautiful bunch of bananas dangled just out of reach.,"Bobby tried to throw his shoe, but it got stuck.","He tried to climb the tree, but he fell.","Next, he struck furiously with a hoe, but it was too short to reach.",Bobby was upset that he got the bananas.,Bobby went into the shed to get a ladder to get the bananas.,2
94,Beth was recovering from an illness.,She was finally able to eat food after 4 days.,Although she was better she wasn't well.,She decided to take Friday off from school and take time to heal.,Beth needed to rest.,Beth played football on her Friday off.,1
95,Rhonda bought some new pink socks to wear.,She loved them.,"When she took them off, though, they got mixed in with other laundry.",On laundry day she washed her clothes without sorting them.,Rhonda then decided to have lunch and return emails.,"Sadly, they were ruined and Rhonda had to buy a new pair.",2
96,The sea was frightening during a storm.,Marcus hated the way the boat rose up and crashed down.,It made him sick to his stomach.,He cowered in his cabin and closed his eyes but it didn't help.,Marcus was so thrilled that he started dancing.,Marcus then vomited from sea sickness.,2
97,"Yesterday, Anna decided to take a nap.",She got comfortable in her chair and closed her eyes.,"Just as she fell asleep, her daughter's puppy jumped into her lap!",She was very surprised.,"She cuddled with the adorable puppy, happy to see it.",The kitten was very cute.,1
98,Chuck loves this bar by his house.,He goes there all the time with friends.,He was on his way there one day and noticed it was closed.,It had been put out of business.,Chuck was upset.,Chuck was happy that place finally closed down.,1
99,Steve was sitting in the cafe.,"While at the cafe, he usually read a book.","However, today he forgot his book.",He had no choice but to do a lot of thinking.,Steve completed his crossword puzzle in record time.,"While thinking, Steve came up with an idea for a novel.",2
100,John was driving to the store when he realized he'd forgotten his wallet.,His driver's license was in the wallet.,Police lights started flashing behind him.,After pulling over he told the officer he forgot his wallet at home.,John then proceeded to assault the officer.,The officer was understanding.,2
101,Tom enjoyed puzzles growing up.,He wasn't just outside the escape room adventure.,He calmed his breathing and prepared himself mentally.,"Thirty minutes later, he exited the escape room in record time.",He felt pride in his accomplishment.,Tom was upset that he did poorly.,1
102,Gina was bored while cleaning her room.,But it had to be done.,She decided to turn on the radio.,There was a song she had never heard before.,She enjoyed the song.,Gina got dressed and left for work.,1
103,A small snowstorm came through a town.,The school roof buckled under the weight.,A janitor climbed on top to inspect.,The roof shook under the new weight.,The roof was completely fine.,The janitor was scared.,2
104,My birthday was yesterday.,To my surprise my friends planned a party for me.,I couldn't believe it.,The party was very fun.,I hated my birthday.,It was the best birthday party ever.,2
105,My mother threw out her old dictionary.,I retrieved it from the trash.,"Sitting with it, I found myself smelling it.",It reminded me of the smell of an old library.,It was gross.,It smelled so good that I ate it.,1
106,Our parents took us to Paragon Park in 1963.,We took a ferry from Rowes Wharf in Boston.,"We rode the carousel, the whip, and the caterpillar.",We played skeeball.,We have many fond memories of this childhood trip.,I have no memory of going to Paragon Park.,1
107,My favorite movie is The Wizard of Oz.,I used to think it was real when I was young.,"Whenever I watched it, I felt immersed in the movie.",The characters took me away to the Land of Oz.,"One day, I decided to buy the movie.",I didn't like the Wizard of Oz.,1
108,Mary Ann went for a walk on a trail in the park.,She passed people with children and animals.,She passed people jogging and riding bikes.,She saw a lot of plants.,Mary Ann got a rash from one of them because it was poison ivy.,Mary Ann finished making her salad and enjoyed eating it.,1
109,"One day, a dog moved into a family that had two cats.","One cat didn't mind the new dog, but the other cat was scared.",He meowed loudly and scratched the dog's nose.,He jumped from one side of the room to the other to escape the dog.,He cuddled up to the dog.,The dog found him and mauled him.,2
110,My favorite animal is the Arabian Oryx.,I can't usually see them because it's an African antelope.,I have to go to zoos.,My family bought me a nice present for my birthday this year.,They gave me a big illustrated book on African animals.,They gave me a book on the history of the computer.,1
111,"Every day, I nag my daughter to do her homework.",I finally decided that it's her own responsibility.,"Sure enough, she didn't do it one evening.","I sent her to bed anyway, knowing she'd get in trouble at school.",She ended up getting a bad grade on the assignment.,She played basketball with her friends all afternoon.,1
112,A young boy wanted to pitch for his baseball team.,He practiced a lot with his brothers.,At practice his coach let him try out as a pitcher.,The boy did not do well.,The young boy went home disappointed.,The coach offered the boy the starting pitcher position.,1
113,Sue woke up in the middle of the night to a horrible smell.,She couldn't figure out what it was.,She looked around the room.,Then she noticed saw it.,Sarah started watching TV.,Sarah found spoiled milk on her desk.,2
114,Mark notices that his teeth are beginning to hurt one day.,He decides to visit his dentist to see what the matter is.,The dentist tells Mark that he needs to have his wisdom teeth removed.,Mark agrees to have the surgery done.,Mark hoped the procedure would stop his dental pain.,Mark's coworker told him he wasn't going to vote in the election.,1
115,Lulu had just moved into her new home.,She had a dishwasher for the first time.,She decided to run a load of dishes that night.,"In the compartment, she poured some dish soap.",Lulu turned off the dishwasher.,Lulu turned on the dishwasher.,2
116,Farmer Bill called out the cows in the field.,They came running in for their food.,Bill poured some grain for the cows in big bins.,The cows happily ate their dinner.,Bill was proud of his work.,Bill searched for the cows.,1
117,Terry left the hospital frustrated and discouraged.,He had trouble opening his car door with a broken thumb.,"At home, he asked his sister to lend him money for the surgery.",She agreed on the condition that he get a job with insurance.,"He agreed,",Terry's sister decided to have surgery on her thumb.,1
118,Mary has worked at a car dealership for two years without selling.,Her boss tells her that she needs to sell a car soon.,One day a couple comes into the dealership and asks to see a car.,"Mary sells them a very big, expensive car.",Mary's boss is happy with her sale.,Mary is sad she sold a car.,1
119,Brie and her cat moved in with her boyfriend and his cat.,The two cats hated each other.,They spent most of their time whistling at each other.,"One night, six months later, the cats decided to cuddle.",Brie was glad they had become friends.,Brie hated cheese.,1
120,Tim needed a new kitchen floor.,His was old and cracked.,So he went shopping for new tiles.,He found great tiles and brought them home.,He installed a beautiful new kitchen floor for his home.,Tim returned the tiles to the store the next day.,1
121,Dave decided one day he wanted to go see a nickelback show.,He ordered a few tickets.,Then he invited some of his friends.,"They all went to the show, and had a good time",Dave checks the internet for more concerts he'll like.,Dave took control of the helicopter and landed on the field.,1
122,There is a cemetery with 199 tombstones.,12 men brought a coffin.,12 men put the coffin in the ground.,Men and women wept together.,They rejoiced at the sight.,They mourned for losses.,2
123,Joe felt confident going into his boxing match.,He dominated the first four rounds.,He got hit with a left hook that cut his eye in the fifth.,The last seven rounds were a back and forth affair.,Joe eventually won the fight.,Joe finished the fight without any cuts or injuries.,1
124,The nastiest thing happened to Jimmy.,He picked up a bag of potato chips from his bedroom floor.,"On his way out the door, he ate some chips.","Outside, his friend said, why are there ants crawling on your bag?",Jimmy felt sick to his stomach.,Jimmy ate another chip from the bag.,1
125,My son participated in a cub scout toy car derby.,Father and son teams designed small matchbox cars.,Some teams designed fancy cars.,"We designed a simple car, which actually won the derby.",My son and I didn't do well.,My son was happy that we won.,2
126,Brian tried out for the hockey team this year.,Unfortunately he didn't make the team.,The coach said he needed to be faster on skates.,Brian spent the whole winter working on his speed skating.,He eventually made the team.,He decided not to try out for the team.,1
127,Kelly was skiing when suddenly she heard a big commotion behind her.,She looked back and saw a wall of snow coming towards her.,She panicked and started skiing faster down the slope.,As the avalanche caught up to her she quickly jumped into some trees.,Kelly grabbed a tree and hung on tight.,Kelly was able to ski uphill on the avalanche.,1
128,Harry really wanted to see the new Star Wars movie.,He waited in line at the box office on opening day.,He was able to buy a ticket for himself.,He watched the whole movie.,Harry was glad he saw the movie with his friends.,Harry really liked the movie.,2
129,Mark was starting a new job the next day.,He was nervous about being around so many strangers.,He barely slept the night before because of anxiety.,When he entered the building he was warmly greeted by many people.,"He was fired that same day, and walked out of the building.",He realized he would fit in perfectly at the new job.,2
130,Ellen had a baby daughter who slept in a crib in her own room.,"One morning Ellen did not hear her baby fussing, so she went to check.",Her daughter wasn't moving or breathing!,Ellen called the police in a terrible panic.,Ellen was terribly afraid.,Ellen felt really calm.,1
131,Pearl collected CDs with ugly artwork.,She prized a jazz CD with two dolphins photoshopped together.,Her sister stole the CD while angry with her.,Pearl's heart sank and she implored her sister to return it.,Pearl's sister hoped to please her.,Pearl's sister was seeking revenge.,2
132,Anna went to the beach.,"The tide was out, and she saw a tide pool.","She went to inspect it, and she was amazed at all the life in it.","There were fish, sea urchins, starfish - it was incredible!",Anna watched the sea life and thought about the wonder of nature.,Anna felt disappointed by her trip to the shore.,1
133,Brianna complained bitterly when her family went camping.,It would ruin her hair and nails and there was no TV.,"However, she forgot these things when she tasted her first S'MORE.","Chewing her treat, she gazed in awe at the vast, starry sky.",Brianna hated s'mores.,Brianna loved the s'mores.,2
134,Shay was hiking in the woods.,Then she realized she was lost!,She tried not to panic.,She retraced her steps until she found her way back to the camp.,Shay was finally found weeks later in the woods.,Shay felt an overwhelming relief.,2
135,Troy was the best player on his basketball team.,His team was playing in the championship game tonight.,Troy scored 56 points to win the game for his team.,He carried a huge trophy after the game.,He decided maybe basketball wasn't for him.,The next morning he found he'd made the front page of the paper.,2
136,Simon got food poisoning.,He thought back to all the restaurants he'd recently visited.,He called his friends who ate with him on these occasions.,One of his friends informed him that he was also sick with food poisoning.,They figured out which restaurant it was.,They went back to eat at the same restaurant.,1
137,Arnold was afraid of birds.,One day he was at a picnic.,A bird was flying in the distance.,It landed on his food.,Arnold was calm and happy to see the bird.,Arnold screamed in terror!,2
138,One day Adam bought two air guns.,"He gave one to his son, Christian.",Christian wanted to play with the guns in the house.,Christian fired the gun and broke the screen on the television.,Adam took the gun away from Christian.,Adam was very proud of Christian.,1
139,Kip was disappointed there wasn't any snow.,He whined to his parents that it just wasn't Christmas without it.,They told him to go to bed.,Kip stomped his way to his room and eventually fell asleep.,To cheer him up Kip's parents took him to Florida.,Kip dreamed of snowflakes.,2
