,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
10,बॉब अपन पहिल दिनक कार्यक डरसँ फास्ट फूड माछक स्थानमे काज करैत छल।,ओ अपन रंगीन नौटिकल वर्दी पहिरबाक लेल प्रतीक्षा करबाक योजना बना लेलक।,पोशाक पहिरलाक बाद बॉब माछक बर्गर बनबैत काजमे लागल।,ओ एतेक व्यस्त छल जे ओ अपन सड़कक कपड़ा बदलनाइ बिसरि गेल,बॉब केँ ई पोशाक एतेक नीक लागल जे ओ अपन मित्र सभ केँ देखबैत छल।,बॉब नोकरीक बाद नाविकक सूट पहिरने बाहर गेल छल।,2
11,एकटा मित्र हमरासँ भेंट करए आयल छल।,हम ओकरा कहलियैक जे हमर कुत्ता काटैत अछि।,ओ नहि सुनलनि।,ओ ओकरा हाथ-पएर धोबय आ ओकरा संग खेलय के कोशिश कयलक।,हमर कुत्ता ओकरा काटलक।,हमर कुत्ता भागि गेल।,1
12,लेस्टर हमेशा बेसी कलात्मक बनए चाहै छल।,ओ एक दिन एकटा फूलक चित्र बनाबय के प्रयास करबाक निर्णय केलक।,ओ एकटा सुन्दर आर्किडक सामने बैसि कऽ चित्र बनाबऽ लगैत अछि।,लेस्टरक चित्र बहुत नीक लागल।,ओ अपन लिविंग रूम मे ई चित्र दीवार पर टाँगि दैत छथि।,ओ निर्णय लैत अछि जे आब कहियो कोनो चित्र नहि बनाओत।,1
13,पाब्लोकेँ कीड़ा खएबाक मन होइ छै।,ओ स्कूलमे एक किताब पढ़लनि जे एहिना केना करैक अछि।,ओ ओकरासभकेँ जैतूनक तेलमे तिलैत अछि।,ओ कम सँ कम महिनामे एक बेर एहिना करैत अछि।,पाब्लो कीड़ासभक आनन्द लैत अछि आ ओकरा एक स्वादिष्ट भोजनक रूपमे देखैत अछि ।,पाब्लो कवक खयबाक आनन्द नहि लैत अछि।,1
14,किरा जापानी संस्कृति सँ हमेशा प्रेम करैत छल।,हुनकर बहुतो प्रिय चलचित्रसभ जापानी भाषामे छल ।,ओ निर्णय लेलक जे ओ ओतए जाएत।,वर्षो सँ ओ यात्राक लेल पैसा जमा करैत छलीह।,ओ अपन सभटा पैसा जूतापर खर्च केलक।,ई हुनक जीवनक सभसँ नीक यात्रा छलनि।,2
15,ग्लेनक मोनमे घुमैक मूड छलनि।,ओ अपन जैकेट पहिरने बाहर गेल।,ओ फुटपाथ पर चलैत काल ठेस खयलनि आ अपन घुँइचा फुटि गेलनि।,ग्लेन फेर उठलाह आ अपन घर दिस लंगड़ाइत गेलाह।,ग्लेन अपन सभसँ नीक मैराथन समय दौडि रहल छल।,ग्लेन कसम खयलनि जे ओ फेर कहियो नहि चलत।,2
16,यीशु दिन भरि फर्नीचर पोलिश करैत रहल।,साँझ पड़ला पर ओ अपन काजक समीक्षा कयलक।,सभ किछु नव आ चमकैत लगैत छल।,यीशु अपन सभ मित्र केँ ओहि साँझ एकटा भोजक लेल आमंत्रित कयलनि।,ओ सभ कहलनि जे हुनकर फर्नीचर नीक लागल.,ओकर दोस्त सभ ओकर फर्नीचर पोलिश करैत छलैक।,1
17,हम किछु दिन पहिने दोकान दिस जा रहल छलहुँ।,"जखन हम एक निकास सँ गुजरैत छलहुँ, हमरा अपन हाथ पर ठण्डा, कठोर इस्पातक स्पर्श भेल।",हम चकित रहि गेलहुँ जे हमरा एकटा कार सँ टकरा रहल अछि!,हमरा धक्का लागल देखि ड्राइवर बहुत माफी माँगैत छल।,हम कहलियनि जे ठीक अछि आ फेर चल गेलहुँ।,गाड़ीक ड्राइवर हमरापर बहुत क्रोधित भेल।,1
18,जीनाक बहिनक टाँग काँचक टुकड़ीसँ कटा गेल छल।,खून ओकर पैर सँ उतरल आ ओकर जुत्ता मे घुसल।,जखन ओ खून देखलनि त' ओ घर दिस भागि गेल.,"जीना हुनका पाछाँ दौड़ल, मुदा हुनका संग नहि रहि सकल।",जखन ओ सभ घर पहुँचल त' सभ केहु आइस्क्रीम खा लेलक.,जीनाक बहिन डाक्टर लग गेल छलीह।,2
19,एकटा छोट बच्चा तेसर कक्षा मे छल।,ओ बहुत बुद्धिमान छल मुदा ओकरा पढबा मे दिक्कत होइत छलैक।,जखन ओ जोर सँ पढ़ैत छलाह तखन हुनकर सहपाठी सभ हुनकर हँसी उड़बैत छलनि।,ओ प्रतिदिन पढबाक अभ्यास करए लगलाह।,छोटका लड़का स्वीकार केलक जे ओ कहियो सुधार नहि करत।,"सालक अन्त मे, ओ अपन पठन परीक्षा मे नीक प्रदर्शन केलक।",2
20,रोसीक क्लासमे एकटा छोट पार्टी छल।,ओ सभ गोटेक लेल फल सलाद बनयबाक निर्णय केलक।,ओ फल पर बहुत रास पाइ खर्च करैत छलीह आ ओकरा तैयार करबाक लेल बहुत समय सेहो लगैत छलनि।,पार्टीक दिन ओ फलक सलादक एकटा विशाल कटोरा उठा लेलक।,रोसीक कक्षा मे फल सलाद सेहो देल गेल छल।,रोसी अपन घरमे फ्रुट सलादक कटोरा अपन फ्रिजमे रखैत छल।,1
21,केली अपन नवका फोन पाबि खुश छल।,ओ एकरा अपना संग हर जगह लऽ जाइत छल।,दुर्भाग्य सँ ओ एकरा तोड़ि देलक।,"मुदा, शुक्र अछि जे ओ एकरा ठीक कए सकल।",दोकानसँ ओकरा ठीक करबाक लेल उचित दाम देल गेलैक।,केली एकटा नव फोन खरीदलक।,1
22,"जखन हम कलेजमे छलहुँ, तखन एकटा बुढ़ियाकेँ भेटल छल।",हम २२ वर्षक छलहुँ आ ओ ३८ वर्षक।,हमसभ एक-दोसरकेँ नीक जकाँ बुझैत छलहुँ आ एक-दोसरसँ नीक समय बितबैत छलहुँ।,हम सभ ओतऽ रहैत समय एक संग रहैत छलहुँ।,हमरा ओहि समयक मोनमे बहुत नीक स्मृति अछि।,हमरा ओहि समयक नकारात्मक स्मृति अछि।,1
23,बॉब स्कूलक नाटकमे काज करए चाहैत छल।,ओ एहि भूमिकाक सावधानीपूर्बक अध्ययन केलक।,ओ अपन लाइनक अभ्यास प्रायः करैत छल।,ओ अॉडिशन दिन बहुत नीक काज केलक।,बॉब बहुत गर्व करैत छल।,बॉब केँ बहुत लाज लागि रहल छलनि।,1
24,जैकी केँ आठम कक्षाक हॉल मॉनिटर नियुक्त कएल गेल अछि।,हुनका पर पूरा कक्षा ईर्ष्या करैत अछि।,सहपाठी सभ अक्सर हुनका नोकरी सँ हटा दैत छलनि।,ओ सभ जैकीक हॉल पास चोरि कऽ लेलक।,प्रधानाध्यापक हुनकर उग्र सहपाठी सभकेँ निलंबित कऽ देलनि।,हुनका सहपाठी सभ केँ अपन व्यवहारक लेल पुरस्कार देल गेल छलनि।,1
25,हमर पिताजीकेँ एखनहि एकटा नवका कार भेटल छलनि।,एहि उत्सव केँ मनयबाक लेल हम सभ एक-एक गाड़ी सँ घुमऽ लेल गेलहुँ।,दोसर कार स्टॉप साइन पार कऽ हमरा सभमे टकरा गेल ।,हम खिड़कीपर जोरसँ धक्का मारलहुँ आ ओ टूटि गेल।,हम बाहर निकललहुँ आ हम आ हमर पिताजी ठीक छलहुँ ।,हम दुनू गोटे ओहि गाड़ी सँ खसि पड़लहुँ।,1
26,हमर भतीजी फ्रोजन फिल्म के पसंद करैत अछि.,ओ हमेशा एकरा पहिरबाक चाहैत अछि।,ओ घरक चारू कात गीत गबैत फिरैत अछि।,"ओ चिचियाएत अछि, ""एकरा छोड़ि दिअ"".",ओ एकरा बेर-बेर गबैत अछि।,ओ खेलक प्रेम करैत अछि आ राजकुमारीक चीज सभ सँ घृणा करैत अछि।,1
27,"एलेक्स कोर्ट पर ड्रिबल करैत छल, हुनकर टीम दू अंकक पछाडि छल।",ओ स्कोरबोर्ड पर नजरि देलनि आ देखलाह जे मात्र 5 सेकण्ड शेष छल।,हुनकर मोनक गति बढ़ि गेल छल जखन ओ एक खुल्ला आदमीक खोज करैत छल।,डिफेन्सर सभ हुनकर टीम के साथी सभ सँ गोंद जकाँ चिपकि रहल छल।,बजलैक आ हुनकर टीम खेल जीतल।,ओ तीन-पॉइण्टर कें प्रयास केलक आ मिस केलक.,2
28,हम पुस्तकालयमे आबि कऽ बैसि गेलहुँ।,"जखन हम चारू कात देखलहुँ, त' हमरा एकटा बच्चाक नजरि पड़ल।",ओ किछु काल हमरा दिस तकैत रहल।,हम निराश भऽ कऽ उठि गेलहुँ।,हमरा कोनो फर्क नहि पड़ल जे ओ बच्चा की कऽ रहल छल।,हम हुनका सँ पुछलियनि जे हुनकर समस्या की अछि।,2
29,इवा आ ब्रेंट बच्चाक गर्भ धारण करबाक प्रयास कऽ रहल छल।,ओ सभ छह मास सँ प्रयास कऽ रहल छल मुदा कोनो सफलता नहि भेटल छल।,"अपन चिकित्सकक नियुक्ति पर, ओ सभ निराश भेल छल।",मुदा तखन ओ सभ देखलक जे डाक्टरो मुसकुरा रहल छथि।,ब्रेंट एकटा बच्चा केँ अपहरण करबाक अपन योजना केँ रद्द कऽ देत।,ई दम्पत्ति ई जानि प्रसन्न होयत जे ओ सभ बच्चाक बाट पर अछि।,2
30,कैथरीन केर हमेशा कर्लिंग खेल सँ आकर्षण रहल अछि।,कैथरीन टीवी पर एथलीटसभक खेल देखएमे मस्ती करैत अछि।,"एक दिन, कैथरीन निर्णय लेलनि जे ओ कर्लिंग अभ्यास सत्रमे जाएत।",अभ्यासक समय एकटा एथलीट कैथरीन केँ खेलबाक लेल कहलनि।,तखन कैथरीन प्रतिदिन अभ्यास करय लगलीह आ एहि मे निपुण भऽ गेलीह।,कैथरीन सोचलक जे कर्लिंग बोरिंग लगैत अछि।,1
31,फ्रान् सिस हमेशा ड्राइविंग सिखबाक लेल उत्सुक रहैत छल।,अन्ततः ओ ड्राइवरक लाइसेंस लेल पर्याप्त वयसक अछि।,फ्रान्सीस लाइसेंस लेल बहुत मेहनत करैत अछि।,ओ अपन ड्राइवरक परीक्षा सहजहि पास कएलक।,फ्रान्सिस अपन उपलब्धि पर बहुत गर्व करैत छथि।,फ्रान्सिस सार्वजनिक यातायातक प्रयोग करबाक निर्णय कएलक।,1
32,"काल्हि हम ""नटक्रैकर"" देखैत नीक समय बिताएलहुँ।",हमरा एखनो नीक लगैत अछि।,जखन नर्तकी मंच पर आएल त' सब खूबसूरत छल.,हमरा ई शो देखबाक लेल सम्मानक अनुभव भेल।,हम कसम खयलहुँ जे फेर कहियो नहि देखब।,हम एकरा फेर देखए चाहैत छलहुँ।,2
33,हम अपन क्लास लेल ८ः३० बजे उठलहुँ।,हम सुतल-सुतल बिस्तर सँ उठलहुँ आ बौआ गेलहुँ।,हम जल्दीसँ नाश्ता कऽ कऽ क्लास तक चललहुँ।,पचास मिनटक पाठक बाद हम अपन छात्रावास दिस चललहुँ।,हम फेर कक्षामे जाएब निर्णय कएने छी।,हम ओतऽ पहुँचि कऽ एक बेर निन्नो लेलहुँ।,2
34,गारी लिसाक ध्यान खिचाबऽ चाहैत छल।,एक दिन ओ लिसा कें एकटा कविता लिखबाक निर्णय केलक।,"दोसर दिन स्कूल मे, गैरी लिसा केँ गलियारा मे देखैत अछि।",गैरी लिसाक संग खूब मुस्कुराइत अछि आ ओकरा कविता दैत अछि।,गारी लिसा केँ जोर सँ थप्पड़ मारैत अछि आ चल जाइत अछि।,लिसा स्वीकार करैत अछि जे ओ सेहो गैरी पर मोहित अछि।,2
35,कार्लोस हमेशा फ्रान्स जाए चाहैत छल।,ओ निर्णय लैत अछि जे ओ जाए सँ पहिने फ्रांसीसी भाषा सीखए ।,ओ एक रात्रि कक्षा मे दाखिला लैत अछि आ बहुत मेहनति सँ अध्ययन करैत अछि।,अन्ततः कार्लोस फ्रेंच नीकसँ बाजैत छथि।,कार्लोस ऑस्ट्रेलियाक लेल एकटा फ्लाइट बुक करैत अछि।,कार्लोस अपन फ्रांसीसीक सभसँ बेसी उपयोग पेरिसक यात्रा पर करैत छथि।,2
36,लार्स हमेशा फोटोग्राफीक प्रयोग करए चाहने छल।,"हुनकर मित्र एक उत्कृष्ट फोटोग्राफर छल, मुदा ओ कहियो प्रयास नहि केलक।","एक दिन ओ एकटा साधारण, मुदा उच्च गुणवत्ताक, कैमरा किनि लेलनि।",ओहि दिनसँ लार्स प्रतिदिन प्रकृतिक चित्र बनबैत रहलाह।,लार्स फोटोग्राफीक प्रेममे पड़ि गेल।,लार्स फोटोग्राफीसँ घृणा करैत छल।,1
37,हम एकटा टेलीविजन खरीदलहुँ एकटा इलेक्ट्रानिक्स स्टोर सँ।,ई एकटा पैघ फ्लैटस्क्रीन अछि उच्च परिभाषाक गुणवत्ताक चित्रक संग।,"कर्मचारी हमरा एहि लेल वारंटी खरीदेबाक लेल राजी केलक, बस एहि मामला मे.",एक सप्ताहक बाद हमर टेलीविजन गिरि कऽ टूटि गेल।,हम एकरा वारंटीक संग ठीक करबा मे सक्षम छलहुँ.,बाद मे कर्मचारी मृत भेटल।,1
38,रायन पार्क मे छल।,ओ एकटा छोटकी लड़की केँ देखलक जे गुब्बारा पकड़ि रहल छल।,पार्क सँ बाहर निकलैत काल ओ ओहि गुब्बारे केँ एकटा गाछ मे फँसल देखलनि।,ओ गुब्बारा वापस लेबाक लेल गाछपर चढ़ि गेल।,फेर रायन जानबूझ कऽ गुब्बारा फोड़ि देलक।,फेर रायन ओहि लड़की केँ भेटल आ ओकरा ओहि गुब्बारा केँ देलक जे ओ गमा चुकल छल।,2
39,जेनाक मैनेजर हुनका कहलनि जे हुनका अपन रिज्यूमे अपलोड करैक चाही.,हुनका बुझलनि जे हुनकर रिज्यूमे ठीक सँ फॉर्मेट नहि भेल छल।,ओ सभटा सामग्रीकेँ उचित टेम्पलेटमे स्थानांतरित केलक।,"ओ अपन नवीनतम नौकरीक जानकारी जोड़ैत, अपन रिज्यूमे अद्यतन केलक।",तखन ओ अपन मैनेजर केँ पठा देलनि।,जेन बर्तन धोबऽ सँ घृणा करैत छलीह।,1
40,नील फेस शहरक भ्रमण कऽ रहल छल।,ओ अपन जातीय भोजनक स्वाद लेलक।,फेर ओ स्मृति चिन्हक खरीदारी करबाक लेल गेल।,"ओ कहलनि जे, फेज मे सेहो महान सड़क कलाकारसभ छल ।",नीलक समय बड्ड नीक छल।,नील आ फेज नीक दोस्त बनलाह।,1
41,हमरा अपन कुत्ताक संग घूमबाक जरूरत छल।,हमर पड़ोसमे एक टा पट्टाक आवश्यकता अछि।,हम अपन घरमे पट्टाक खोजमे लागि गेलहुँ।,हम ओकरा नहि भेटि सकलहुँ।,हम अपना कुत्ता केँ पाछू आँगन मे लऽ जायब निर्णय कयलहुँ।,हम अपन कुत्ताकेँ घरमे घुसा देलहुँ।,1
42,ओ दिन उज्ज्वल आ उष्ण छल।,जो सोचलक जे चलब नीक होएत।,ओ अपन स्थानीय कफी शॉप तक पैदल जाएबाक निर्णय केलक।,मुदा बीचमे ओ थकितऽ लगलाह।,ओ दौड़ि कऽ काॅफी शॉप दिस गेल।,जो बाहर जा कऽ पछताएत अछि।,2
43,जेन भरि दिन पैकेजक प्रतीक्षामे रहल।,अन्त मे ओ देखलक जे UPSक आदमी दरबज्जा दिस जा रहल अछि।,ओ पैकेज पहुँचा देलक आ ओ भीतर लऽ गेल।,ओ पैकेजकेँ चाकूसँ खोललक।,ओहि डिब्बा मे एकटा नवजात शिशु छल।,जेन अपन नव कोट पैकेजक भीतर भेटल।,2
44,फ्रैंक अपन होमवर्क नहि करए चाहैत छल।,ओ एहि ठाम वीडियो गेम खेलए चाहैत छल।,फ्रैंकक माय-बाबू हुनका अपन होमवर्क पहिने करए लेल कहने छलनि।,फ्रैंक केँ क्रोधक आवेश आबि गेल छल आ ओ दंडित भेल।,फ्रैंक अपन वीडियो गेम एक सप्ताह लेल हारि गेल छल।,फ्रैंक केँ एकटा नव खेल भेटलैक।,1
45,टिमी अपन स्कूलमे तीन अंकक प्रतियोगितामे भाग लैत छल।,विजेता कें $1000 कॉलेज छात्रवृत्ति जीतबाक मौका भेटत।,टिमी सप्ताहक अन्तमे तीन गोलक अभ्यास केलक।,ओ तैयार छल जखन प्रतियोगिताक दिन आयल।,टिमी प्रतियोगिता जीतलनि।,टिमी प्रतियोगिताक दिन ड्राइविंग रेंज गेल छल।,1
46,ड्रेक शुक्रवार एक पार्टीमे भाग लेलनि।,ओ पता लगौलनि जे हुनकर कोट सँ हुनकर बटुआ चोराओल गेल छल।,"ड्रेक तुरंत पुलिस केँ फोन केलक, मुदा पर्स नहि भेटल छल।",ड्रेक पार्टीक मेजबानसँ एहि मुद्दाक बारेमे पुछलनि।,आ होस्ट हुनका कहलनि जे ओ सेहो नहि जनैत छथि।,ड्रेक मेजबान केँ कहलनि जे ओ फेरसँ अपन पार्टी सभमे भाग लेबाक चाहैत छथि।,1
47,बॉब केँ पता चलल जे हुनकर ट्रकक टायर फट गेल छल।,ओ पहिने कहियो टायर नहि बदलने छल।,ओ टायर जक आ लोहा निकालि लेलनि।,ओ बूट नहि हटा सकल।,बॉब अपन फटैत टायर ठीक करबाक लेल ककरो बजौलनि।,बॉब अपन ट्रकसँ बजार गेल।,1
48,जैक अपन टेबलेट कम्प्यूटर पर इमेल लिखय सँ थक गेल अछि।,ओ निर्णय लैत अछि जे हुनका एकटा लैपटॉप मे निवेश करबाक आवश्यकता अछि।,ओ विभिन्न लैपटॉप पर शोध करैत अछि ताबत धरि जे ओ सही लैपटॉप नहि भेटैत अछि।,अन्त मे ओ एकरा खरीद लेलक।,आब जैक वास्तव मे ईमेलक उत्तर देबाक आनंद लैत छथि.,जैक आब इमेल के बजाए डाक सेवाक उपयोग करैत अछि।,1
49,जेकक केश बेसी लम्बा भ' रहल छलैक।,हुनका नौकरीक इंटरव्यू आबए वाला छलनि.,ओ अपन माएसँ अपन केश कटबाबऽ लेल कहलक।,ओकर माए ओकरा नीकसँ कटा देलकैक आ ओ पेशेवर सन देखाय लागल।,जेक अपन हाथ धोलक।,जेक केँ नौकरी भेटलैक।,2
50,शॉन आइ आबि गेल छल।,"सैम, सीन आ हम सभ खेल खेलैत छलहुँ।",ओ सभ हमरा पर खिसिआए लगलाह जे हम कतेक खराब छी।,ओ सभ कहलनि जे हम जा धरि नीक नहि भऽ जाएब ता धरि आओर नहि खेलब।,हम वास्तव मे दुखी छलहुँ।,हम वास्तव मे प्रसन्न छलहुँ।,1
51,सारा एकटा कार्ड पठाबऽ चाहैत छलीह।,ओ डाकघर गेल छल।,ओ डाक टिकटक लेल भुगतान केलक।,ओ पत्र एकटा लिफाफा मे रखलक।,सारा अपन पत्र स्वयं पहुँचा देलक।,साराक पत्र शीघ्र गन्तव्य दिस जा रहल छल।,2
52,चक काजसँ थकले छल।,ओ किछु काल लेल अपन काज बंद केलक।,ओ अपन सहकर्मी सभ सँ गप-सप्प करबाक लेल फोरम खोललक।,"ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना, ओना।",चक अपन नौकरी छोड़बाक निर्णय केलक।,तखन हुनका पुनः काज पर जाएब आवश्यक बुझलनि।,2
53,बॉब प्लास्टिकक किराना बैगक उपयोग किनारपर जाए लेल करैत छल।,तखन हुनकर मित्र हुनका कहलनि जे प्लास्टिक पर्यावरण लेल खराब अछि।,बॉब अपन प्लास्टिक बैग सँ दूर रहबाक निर्णय केलक।,बॉब पुनः प्रयोगयोग्य किराना बैग मे निवेश केलक।,बॉब अपन पुनः प्रयोगयोग्य किराना बैगक उपयोग किनारपर जाए लेल करैत छल।,बॉब अपन प्लास्टिकक किराना बैगक उपयोग करए लगलाह।,1
54,जोक एकटा प्रोजेक्टक लेल अपन एकटा चित्र बनएबाक आवश्यकता छल।,ओ किछु स्थानीय कलाकार सभ केँ फोन कऽ कऽ हुनकर दर पुछलनि।,एकटा कलाकारक उचित दर छलैक।,जो ओहि कलाकारसँ पोर्ट्रेट करबाक लेल भेटघाट केने छल।,जो परिणाम सँ बहुत संतुष्ट छल।,कलाकार जोक बिल्लीक चित्र बनालक।,1
55,ऐन धूम्रपान छोड़बाक कोशिश कऽ रहल छल।,ओ कतेको बेर प्रयास केलक मुदा सभ बेर असफल रहल।,तखन ओ निकोटीनक पट्टी लगबए लगलीह जाहि सँ हुनका मदति भेटतनि।,आ हुनका ई काज करबा मे मदति सेहो देलनि!,ऐन एक दिनमे सिगरेट पीबाक मात्रा दोगुना कऽ देलनि।,ऐन सफल रूप सँ धूम्रपान छोड़बा मे सफल भेल।,2
56,जेन केँ गर्मीक समय अपन मौसीक घर पठा देल गेल छल।,ओ अपन स्थानीय पुस्तकालय सँ पूरा गर्मी दूर रहबाक विचार सँ घृणा करैत छल।,ओ अपन संग किछु पोथी सेहो लऽ गेल छल मुदा ओ जल्दी-जल्दी ओहि सभ केँ पढ़ैत छल।,जखन ओ पहुँचल त' ओकर चाची ओकरा अपन घरक एकटा विशेष कक्ष मे लऽ गेलनि।,जेन अपन किताब आगि मे जारैत देखलनि।,कमरा किताबक शेल्फ सँ भरल छल जे किशोरी सभकेँ नीक लगैत छल।,2
57,काल्हि रोबक दाँत साफ छलैक।,ओ सामान्यतः दन्त चिकित्सकसँ बहुत डेराइत अछि।,मुदा ऑफिसमे एकटा नर्स अछि।,ओ एहि लेल उत्साहित छल जे ओ जाएत।,कोलोनोस्कोपीक बाद रोब केँ नीक महसूस भेलनि।,रोब दुखी छल जखन ओहि दिन ओ प्यारी नर्स नहि छल।,2
58,जोक माटि खएबाक शौकीन छल।,ओ जखन-जखन मौका भेटैत छल तखने-तखने माटि सँ पाटी बना दैत छल।,ओ एकटा पाई खा रहल छल जखन ओ अपन मुँह मे किछु बहुत कठोर अनुभव केलक।,जोक एकटा चट्टान पर खसि कऽ अपन दाँत तोड़ि लेलक।,जो आओर पाथर चबाए चाहैत छल।,जो पुनः माटि नहि खायबाक निर्णय कएलक।,2
59,रोब कहियो रोलरकोस्टरमे नहि गेल छल।,रोबक मित्र सभ हुनका सिक्स फ्लैगक लेल निःशुल्क टिकट देने छल।,रोब निर्णय लेलक जे ओ सेहो शामिल भऽ सकैत अछि।,सभ गोटे गेल आ एक लम्बा कतारमे ठाढ़ भऽ प्रतीक्षा कयलक।,रोबक मित्र सभ उदार छल।,रोबक मित्र सभ बेपरवाह छल।,1
60,कारली सैमक फोनक प्रतीक्षामे छल।,ओ शुक्रदिन कऽ वचन देने छल।,आब शनि दिनक देर भऽ गेल छल आ ओ किछु नहि सुनल छल।,अन्तमे ओ हुनका फोन करबाक निर्णय केलक।,सैम फोन उठौलनि।,कारली फोनपर भोजनक आदेश देने छल।,1
