,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
20,Clasa lui Rosie a fost de a avea o mică petrecere.,A decis să facă o salată de fructe pentru toată lumea.,Ea a cheltuit o mulțime de bani pe fructe și o mulțime de timp pentru a le pregăti.,În ziua petrecerii a luat un castron mare de salată de fructe.,Clasa lui Rosie a împărţit salata de fructe.,Rosie a păstrat castronul cu salată de fructe în frigiderul ei acasă.,1
21,Kelly era fericită să aibă telefonul ei nou.,O lua cu ea peste tot.,"Din păcate, ea a distrus-o.","Din fericire, a reuşit să-l repare.",Magazinul i-a dat un preţ corect pentru a-l repara.,Kelly a cumpărat un telefon nou.,1
22,"Când eram la facultate, am cunoscut un bărbat mai în vârstă.","Aveam 22 de ani, iar el avea 38.",Ne înţelegeam bine şi ne-am distrat bine împreună.,Am stat împreună tot timpul cât am fost acolo.,Am amintiri frumoase din acea vreme.,Am amintiri negative din acea perioadă.,1
23,Bob a vrut să fie în piesa de teatru a şcolii.,A studiat rolul cu atenţie.,El a repetat liniile sale de multe ori.,"În ziua audiţiei, a făcut o treabă grozavă.",Bob era foarte mândru.,Bob era foarte ruşinat.,1
24,Jackie a fost desemnată supraveghetor de sală în clasa a opta.,E invidiată de toată clasa.,Colegii de clasă îi puneau adesea slujba în pericol.,Ei ar fura Jackie de hol trece.,Directorul a suspendat colegii ei zgomotoşi.,Colegii ei au primit premii pentru comportamentul lor.,1
25,Tata tocmai îşi cumpărase o maşină nouă.,"Pentru a sărbători, am plecat cu toţii la o plimbare.",O altă maşină a trecut de semnul de stop şi s-a ciocnit de noi.,Am lovit fereastra destul de tare încât s-a spart.,Am coborât şi eu şi tata eram bine.,Am fost amândoi doborâţi de maşină.,1
26,Nepoata mea iubeşte filmul Frozen.,Întotdeauna vrea să-l pună.,Merge prin casă cântând.,"Îi place să ţipe ""Lasă-l în pace"".",Cântă din nou şi din nou.,Îi place sportul şi urăşte lucrurile prinţesei.,1
27,"Alex a fost dribbling pe teren, cu echipa sa în jos cu două puncte.",A aruncat o privire pe tablă şi a văzut că mai rămăseseră doar 5 secunde.,Mintea lui a alergat în timp ce încerca să găsească un om deschis.,Apărătorii erau lipiţi de colegii lui ca lipici.,A sunat sunetul şi echipa lui a câştigat meciul.,A încercat un trişor şi a ratat.,2
28,Am intrat în bibliotecă şi m-am aşezat.,"Când m-am uitat în jur, am observat un copil.",Se holba la mine o vreme.,Am devenit frustrat şi m-am ridicat din scaun.,Nu m-a deranjat ce făcea puştiul.,L-am întrebat care era problema lui.,2
29,Iva şi Brant încercau să conceapă un copil.,Încercarea lor de şase luni nu a avut succes.,"La întâlnirea cu medicul, ei şi-au exprimat descurajarea.",Dar apoi au văzut doctorul zâmbind larg.,Brant va anula planurile de a răpi un copil.,Cuplul va fi fericit să ştie că au un copil pe drum.,2
30,Catherine a fost intotdeauna intrigata de curling.,Catherine iubeşte să privească sportivii jucând la televizor.,"Într-o zi, Catherine a decis că va vizita o sesiune de antrenament de curling.","La antrenament, unul dintre sportivi a invitat-o pe Catherine să joace.",Catherine a început să practice în fiecare zi şi a devenit foarte bună.,Catherine credea că curlingul arată plictisitor.,1
31,Francis a fost mereu nerăbdător să înveţe să conducă.,În sfârşit e destul de mare să-şi ia permisul de conducere.,Francis studiază din greu pentru a obţine o licenţă.,A trecut cu uşurinţă examenul de şofer.,Francis este foarte mândru de realizarea sa.,Francis decide că ar prefera să ia transportul public.,1
32,Ieri m-am simţit foarte bine la Spărgătorul de Nuci.,Mi-a plăcut foarte mult.,"Pe măsură ce dansatorii împodobesc scena, e frumos.",M-am simţit onorat să fi văzut spectacolul.,Am jurat să nu-l mai văd niciodată.,Am vrut să-l văd din nou.,2
33,M-am trezit pentru curs la 8:30 dimineaţa.,M-am trezit somnoros din pat şi am făcut un duş.,Am luat micul dejun repede şi am început să merg la clasă.,"După 50 de minute de curs, am început să mă întorc la dormitor.",M-am hotărât să mă întorc la curs.,"Când am ajuns acolo, am dormit puţin.",2
34,Gary a vrut să atragă atenţia Lisei.,Într-o zi decide să-i scrie Lisei o poezie.,"A doua zi la şcoală, Gary o vede pe Lisa pe hol.",Gary îi dă lui Lisa un zâmbet foarte mare şi îi dă poemul.,Gary o loveşte pe Lisa şi pleacă.,Lisa mărturiseşte că şi ea e îndrăgostită de Gary.,2
35,Carlos a vrut întotdeauna să viziteze Franța.,El decide că ar trebui să învețe să vorbească franceza înainte de a merge.,El se înscrie la o clasă de noapte și studiază foarte greu.,În sfârşit Carlos vorbeşte destul de bine franceza.,Carlos rezervă un zbor spre Australia.,Carlos profită de franceză în călătoria lui la Paris.,2
36,Lars a vrut întotdeauna să încerce fotografia.,"Prietenul lui era un fotograf excelent, dar nu a încercat niciodată.","Într-o zi, el a cumpărat un simplu, dar de înaltă calitate, camera.","Din acea zi, Lars a filmat imagini ale naturii în fiecare zi.",Lars s-a îndrăgostit de fotografie.,Lars ura fotografierea.,1
37,Am cumpărat un televizor de la un magazin de electronice.,Este un ecran plat mare cu o imagine de înaltă calitate.,"Angajatul m-a convins să cumpăr o garanţie pentru el, doar în caz.","O săptămână mai târziu, televizorul a căzut de pe perete şi s-a stricat.",Am reuşit să-l repar cu garanţia.,Angajatul a fost găsit mai târziu mort.,1
38,Ryan a fost la un parc.,Şi a văzut o fetiţă ţinând un balon.,"Când a plecat din parc, a văzut acelaşi balon prins într-un copac.",S-a urcat în copac să recupereze balonul.,Ryan a explodat balonul intenţionat.,Ryan a găsit-o pe fată şi i-a dat balonul pierdut.,2
39,Managerul lui Jen i-a spus că trebuie să-şi încarce CV-ul.,Ea a realizat că CV-ul ei nu a fost formatat corect.,A transferat tot conţinutul în şablonul potrivit.,"A adăugat informaţii despre ultima ei slujbă, şi a actualizat CV-ul.",Apoi i-a trimis managerului ei.,Jen ura să spele vasele.,1
40,Neil a fost tur de orașul Fez.,A gustat bucătăria lor etnică.,Apoi a plecat la cumpărături de suveniruri.,"Fez a avut și artiști străzii mari, a menționat el.",Neil s-a distrat de minune.,Neil şi Fez au devenit cei mai buni prieteni.,1
41,Trebuia să-mi plimb câinele.,În cartierul meu e nevoie de o lesă.,Am căutat prin casă după lesă.,Nu am putut să-l găsesc.,Am decis să-mi duc câinele în curte.,Mi-am lăsat câinele să intre în casă.,1
42,A fost o zi luminoasă şi caldă.,Aşa că Joe a crezut că ar fi frumos să facem o plimbare.,A decis să meargă până la cafeneaua din apropiere.,"Dar la jumătatea drumului, a început să obosească.",Aşa că a fugit la cafenea.,Joe regretă că a ieşit afară.,2
43,Jen a aşteptat un pachet toată ziua.,În cele din urmă a văzut omul UPS merge până la ușă.,El a livrat pachetul şi ea l-a adus înăuntru.,A deschis pachetul cu un cuţit.,În cutie era un nou-născut.,Jen a găsit haina ei nouă în pachet.,2
44,Frank nu a vrut să-şi facă temele.,El a vrut să joace jocuri video în loc.,Părinţii lui Frank i-au spus să-şi facă temele mai întâi.,Frank a făcut o criză şi a fost pedepsit.,Frank a pierdut jocurile video pentru o săptămână.,Frank are un joc nou.,1
45,Timmy a concurat în competiţia de 3 puncte la şcoala lui.,Câştigătorul va avea şansa de a câştiga o bursă de 1000 de dolari.,Timmy a exersat să tragă în trei puncte tot weekend-ul.,Era gata când a sosit ziua competiţiei.,Timmy a câştigat concursul.,Timmy a fost la terenul de pilotaj în ziua competiţiei.,1
46,Drake a participat la o petrecere vineri.,A descoperit că portofelul său fusese furat din haina lui.,"Drake a sunat imediat la poliţie, dar portofelul nu a fost găsit.",Drake a confruntat gazda petrecerii cu privire la această problemă.,Şi gazda i-a spus că nici el nu ştie.,Drake i-a spus gazdei că vrea să participe din nou la petrecerile lui.,1
47,Bob a descoperit că camionul său avea o roată ruptă.,Nu mai schimbat niciodată un cauciuc.,A scos un cric şi o fierăstră.,Nu a putut scoate șuruburile.,Bob a chemat pe cineva să-i repare cauciucul spart.,Bob a condus camionul la piaţă.,1
48,Jack e obosit să scrie e-mailuri pe tableta lui.,A decis că trebuie să investească într-un laptop.,El cercetează diferite laptopuri până când a găsit unul perfect.,"În sfârşit, a crezut.",Acum lui Jack îi place să răspundă la e-mailuri.,Jack foloseşte serviciul poştal în loc de e-mail.,1
49,Părul lui Jake devenea cam lung.,Avea un interviu de angajare.,A cerut mamei sale să-i tundă părul.,"Mama lui i-a făcut o tunsoare frumoasă, profesionistă.",Jake şi-a spălat mâinile.,Jake a primit slujba.,2
50,Sean a venit azi.,"Sam, Sean şi cu mine ne jucam.",Au început să se supere pe mine pentru cât de rea am fost.,Au spus că nu mai pot juca până nu mă fac bine.,Am fost foarte rănit.,Am fost foarte încântat.,1
51,Sarah a vrut să trimită o felicitare.,S-a dus la poştă.,Ea a plătit pentru timbre.,A pus scrisoarea într-un plic.,Sarah a livrat scrisoarea ei.,Scrisoarea lui Sarah se îndrepta în curând spre destinaţie.,2
52,Chuck era obosit de la muncă.,A închis biroul pentru o vreme.,A deschis forumul ca să discute cu colegii.,După acele lovituri Zoltar urât el a avut nevoie de această pauză.,Chuck a decis să renunţe la slujbă.,Apoi s-a simţit obligat să se întoarcă la muncă.,2
53,Bob folosea pungi de plastic pentru cumpărături.,"Apoi, prietenul lui i-a spus că plasticul este rău pentru mediu.",Bob a decis să renunţe la pungi de plastic.,Bob a investit în nişte pungi de cumpărături reutilizabile.,Bob a folosit sacii de alimente reutilizabili pentru a merge la cumpărături.,Bob a continuat să-şi folosească pungi de plastic pentru cumpărături.,1
54,Joe avea nevoie de un portret al lui pentru un proiect.,A sunat la nişte artişti locali şi le-a întrebat preţul.,Unul dintre artişti avea un preţ rezonabil.,Joe a făcut o întâlnire cu artistul acela pentru a face portretul.,Joe a fost foarte mulţumit de rezultate.,Artistul a pictat o pisică a lui Joe.,1
55,Ann încerca să renunţe la fumat.,"A făcut mai multe încercări, dar întotdeauna a eşuat.",Apoi a aplicat plasture cu nicotină pentru a o ajuta.,Şi o ajut să o facă!,Ann a dublat cantitatea de ţigări pe care le fuma zilnic.,Ann a reuşit să se lase de fumat.,2
56,Jen a fost trimisă la mătuşa ei pentru vară.,Nu-i plăcea să stea departe de biblioteca ei locală toată vara.,"A luat câteva cărţi cu ea, dar le-a citit repede.","Când a ajuns, mătuşa ei a dus-o într-o cameră specială din casa ei.",Jen a văzut cărţile ei arzând în şemineu.,Camera era plină de rafturi cu cărţi care atrăgeau fetele.,2
57,Ieri a fost curăţarea dinţilor lui Rob.,"De obicei, îi este frică de dentisti.",Dar e o asistentă nouă drăguţă la birou.,Era nerăbdător să meargă.,Rob s-a simţit mai bine după colonoscopie.,Rob a fost dezamăgit când sora drăguţă nu a fost acolo în acea zi.,2
58,Lui Joe îi plăcea să mănânce pământ.,El ar face plăcinte de noroi fiecare ocazie a primit.,Mănânca o plăcintă când a simţit ceva foarte dur în gură.,Joe a muşcat o piatră şi i-a căzut un dinte.,Joe a vrut să mestece mai multe pietre.,Joe a decis să nu mai mănânce pământ.,2
59,Rob nu a fost niciodată pe un rollercoaster.,Prietenii lui Rob i-au oferit un bilet gratuit la Six Flags.,Rob a decis că poate să se alăture.,Toţi au mers şi au aşteptat la coadă.,Rob avea prieteni generoşi.,Prietenii lui Rob au fost neatenţi.,1
60,Carly a fost de așteptare pentru Sam să o sun.,A promis că vineri.,Era sâmbătă târziu şi ea nu auzise nimic.,În cele din urmă ea a decis să-l sune.,Sam a răspuns la telefon.,Carly a comandat mâncare la pachet la telefon.,1
61,Amy a venit acasă de la şcoală de ziua ei într-o casă goală.,Era supărată că toată lumea a uitat de ziua ei specială.,A intrat trist în sufragerie.,"Dintr-o dată, prietenii şi familia ei au ieşit din ascunzătoare.",Amy a zâmbit de bucurie.,Amy a ieşit din cameră şi a părăsit casa.,1
62,Pan a încercat să mă lovească fără niciun motiv.,"În furia mea, am apărat-o.",A continuat să arunce pumnul la mine.,"În încercarea de a o opri, am aruncat-o la pământ.",Pan în cele din urmă oprit.,I-am dat lui Pan o îmbrăţişare.,1
63,Becky are o verişoară pe nume Ashley.,Becky şi Ashley erau prietene când erau mici.,Ashley a început să fie proastă când a crescut.,A fost închisă pentru că a furat tampoane dintr-un magazin de un dolar.,Becky a pierdut contactul cu ea.,Becky e mândră de Ashley.,1
64,Copilul lui Pam şi Tom dormea uşor.,"Vecinul lor neînţelept îşi lăsa adesea câinele afară, lătrând toată ziua.","De fiecare dată când Pam îşi punea copilul la culcare, câinele începe să latre.",Pam a visat că-l va elibera pe câine ca să fugă.,"Într-o noapte, Pam a lăsat pisicile să intre în casa ei.","Într-o noapte, Pam a decis să elibereze câinii.",2
65,May a fost acceptată la facultatea din Fredonia.,A luat autobuzul spre noua ei şcoală.,A explorat campusul.,I-a plăcut tot ce a văzut.,A renunţat la şcoală.,Îi plăceau chiar şi profesorii ei.,2
66,Mary avea nevoie să-i scoată dinţii.,Voia ca dentistul să o adormească.,Tot ce a putut face a fost să amorţească zona cu Novocaine.,Mary se holba la el în groază.,"După ce i-a văzut expresia, dentistul a putut s-o ajute pe Mary.",Mary a plecat de la dentist într-o stare de spirit excelentă.,1
67,Ford era mândru de media sa ridicată.,El a lucrat în fiecare seară la atribuiri pentru a îmbunătăți.,Prietenii lui Ford l-au avertizat că pierdea o distracţie.,"Mai târziu, Ford a devenit un avocat de succes.",Ford a fost trist că a realizat atât de mult.,Ford era mândru de realizările sale.,2
68,Soţia mea spune că nu am pasiune.,Că nu am multe hobby-uri sau interese.,"Am încercat să mă cert, dar n-am putut.",Am realizat că avea dreptate.,Am decis să mă schimb.,Sunt necăsătorit.,1
69,Nina a vrut un costum frumos de Halloween.,Dar nu-şi putea permite nimic de lux.,A căutat prin casă idei.,Apoi a găsit un costum grozav pe gratis.,Nina a cumpărat o jucărie.,Nina era încântată.,2
70,Veronika iubea să meargă în pădure.,"Într-o zi, ea a fost pe o cale și a găsit o casă în copac.",A urcat pe scara şi a fost uimită de toate lucrurile din casă.,Era complet mobilată cu mobilier şi pături.,Veronică nu prea îi plăcea casa din copac.,Veronika decide să viziteze mai des casa din copac.,2
71,"Era o zi frumoasă de primăvară, la începutul lui martie.",Tracey a decis să meargă la o plimbare în pădure în spatele casei ei.,A auzit un ciocan şi a început să-l caute în copaci.,S-a împiedicat de o rădăcină şi a căzut pe cărare.,Tracey a fugit acasă.,Tracey a trecut peste căderea ei.,2
72,Bob era foarte însetat şi voia un suc.,"Din păcate, nu avea bani.",Bob a intrat într-o benzinărie şi a întrebat dacă poate bea un suc.,Casierul l-a întrebat dacă are bani.,A spus nu şi a plecat de la benzinărie.,A decis să meargă la alergare.,1
73,Jim mă aştepta la aeroport.,Soţia lui va fi acolo într-o oră.,Era foarte plictisit.,Apoi a decis să-şi pună la punct cartea.,Jim şi-a văzut soţia după o oră.,Jim a plecat înainte să apară soţia lui.,1
74,Joe voia să meargă la Universitatea Columbia.,"A muncit din greu la şcoală, a fost în echipa de fotbal.",A fost pus pe lista de aşteptare.,"Deşi a fost dezamăgit, a făcut tot ce a putut până la sfârşit.",Joe era încă foarte mândru de munca sa grea.,Joe a decis că nu vrea să meargă la colegiu.,1
75,"Prietena Ginei, Tami, avea un dosar pe care nu voia să-l aibă nimeni.","Gina a vrut unul, dar nu știa unde să cumpere unul.",Acum Tami avea o nouă Lisa Frank Trapper Keeper.,"Gina era geloasă, pentru că şi ea voia unul.",Gina a verificat pe eBay şi a găsit una pe care şi-o putea permite.,Gina a tuns toată curtea şi nu a avut ajutor de la nimeni.,1
76,Leah avea un pom de Crăciun frumos în casa ei.,"Într-o zi, a plecat să meargă la magazin.","Când s-a întors, copacul a fost răsturnat.",Pisica ei a urcat pe ea şi a tras-o în jos!,Leah a decis că îi place mai mult copacul de pe podea decât să stea în picioare.,Leah şi-a mustrat pisica.,2
77,Peter a folosit acelaşi scaun de ani de zile.,A fost obtinerea uzate.,"A decis să-şi cumpere un scaun nou, mai confortabil.","Când a ajuns, Peter a fost foarte fericit.",Peter a crezut că ar putea fi chiar mai confortabil decât cel vechi.,Peter a lăsat câinele să folosească scaunul pentru el.,1
78,Rex se pregăteşte pentru o petrecere diseară.,Îşi dă seama că nu a pregătit nimic pentru oaspeţi să mănânce cu brânză.,Rex a fugit să ia o baghetă.,El taie în felii subțiri chiar pentru a face mai ușor de mâncat.,Rex a plecat într-o călătorie lungă peste ocean.,Toată lumea s-a bucurat de brânză şi pâine.,2
79,Ali merge în fiecare zi cu trenul la muncă.,"Într-o zi era foarte bolnavă, dar totuşi a mers la muncă.",A muncit din greu toată ziua şi chiar a luat şi munca acasă.,S-a urcat în tren şi a adormit.,Era o angajată leneşă.,A pierdut staţia şi a trebuit să ia autobuzul spre casă.,2
80,Echipa de fotbal a muncit din greu tot sezonul.,Au câştigat fiecare meci şi au ajuns în campionat.,Au mai rămas doar câteva secunde pe ceas şi jocul era egal.,Quarterback-ul a făcut o trecere lungă şi receptorul a marcat.,Multimea a huiduit echipa cu voce tare.,Multimea s-a ridicat din locuri si a aplaudat cu voce tare.,2
81,Locuim într-o clădire înaltă.,"Într-o zi a fost un vânt puternic, în parte din cauza înălţimii clădirii.","Vântul a suflat ramurile copacilor atât de mult, încât soţia mea nu a putut dormi.",Vântul a doborât şi cablul de internet.,Eu şi soţia mea am fost foarte nefericiti că ne-am pierdut conexiunea la internet.,Ne-a plăcut vântul puternic şi lipsa de somn.,1
82,Kate a vrut să cumpere o tastatură nouă pentru computerul ei.,A economisit luni întregi ca să-şi permită o tastatură bună.,Kate a mers în cele din urmă online și a comandat tastatura ei!,A aşteptat cu nerăbdare zile întregi sosirea ei.,Apoi a anulat comanda.,Apoi a venit cu poşta tastatura ei.,2
83,Jon a absolvit facultatea şi a început să-şi caute de lucru.,A aplicat pentru locuri de muncă în domeniul său în fiecare zi.,"La trei săptămâni după ce a început, a primit un telefon.",Persoana care a sunat l-a întrebat dacă ar fi interesat de un interviu.,Jon a acceptat.,Jon a refuzat oferta.,1
84,Lui Julie îi plăcea să citească tot ce putea să pună mâna pe ea.,Majoritatea timpului ei a fost petrecut în bibliotecă.,Biblioteca ei preferată era condusă de dra Watson.,Dra Watson a văzut dragostea lui Julie pentru cărţi şi i-a oferit un loc de muncă.,Julie a acceptat cu bucurie!,Julie a lovit-o pe prietena ei în ochi.,1
85,Familia lui Amy se ducea la Six Flags.,A stat cu răbdare în maşină aşteptând să ajungă.,"Când au sosit, ea a stat în genunchi şi a privit parcul.",A aşteptat o oră la coadă ca să se plimbe cu cel mai mare roller coaster.,Amy era foarte încântată să fie în parc.,Amy credea că parcul e plictisitor.,1
86,Steve se grăbea să ajungă la meciul de fotbal.,"Pe autostradă, Steve a condus maşina foarte repede.",Poliţia rutieră a oprit maşina lui Steve.,Ofiţerul i-a dat lui Steve o amendă pentru viteză.,Steve a fost mulţumit.,Steve a fost supărat.,2
87,Fiica mea a mers la prima ei petrecere de ziua de naştere pentru un prieten.,Era atât de încântată să meargă la petrecere.,Nu a vorbit de altceva o săptămână.,A fost la petrecere şi s-a distrat.,A decis să nu mai meargă niciodată la o petrecere.,"Când a venit acasă, a adormit imediat, epuizată.",2
88,Bob avea nevoie de bani pentru a cumpăra mâncare.,Era trist că nu putea mânca pentru că nu avea bani.,A decis să scrie o carte despre viaţa lui grea.,Oamenii au lăudat imediat cartea şi au cumpărat mii de exemplare!,Profitul din vânzările cărţilor îi dădea lui Bob destui bani ca să mănânce.,Reacţia publicului la carte înseamnă că Bob încă mai e flămând.,1
89,Tocmai am terminat primul meu maraton azi.,A fost cam şase mile şi am muncit din greu.,M-am antrenat pentru asta timp de trei luni.,Întotdeauna a fost pe lista mea de a face în viață,N-am fost niciodată mai fericit.,Sunt foarte dezamăgit de mine.,1
90,Bobby şi-a împăturit ruloul de fructe în formă de avion.,Şi-a rănit braţul şi a aruncat avionul cât a putut de tare.,"Era mult prea greu, totuşi, şi a căzut ca o cărămidă.",Bobby a decis că avioanele ar trebui să fie făcute din hârtie.,Bobby avea cinci ani.,Bobby avea 35 de ani.,1
91,Sam se uita la stele într-o noapte.,"Brusc, el a stat dreapta.",A văzut o stea care strălucea şi se mişca!,A fugit să-i arate tatălui său.,Tatăl lui a râs pentru că steaua era într-adevăr un avion cu lumini.,Tatăl lui Sam era bucuros că fiul său era interesat de geologie.,1
92,John şi Meg se întâlneau de cinci ani.,John o iubea pe Meg şi voia să se căsătorească cu ea.,"A decis să o ceară în căsătorie în seara asta, după o întâlnire la film.","Când au ieşit din cinematograf, a căzut brusc în genunchi.",A început să ţipe obscenităţi la Meg.,El a cerut-o în căsătorie.,2
93,"O frumoasă grămadă de banane, atârnând departe de noi.","Bobby a încercat să arunce pantoful, dar s-a blocat.","A încercat să se caţere în copac, dar a căzut.","Apoi, a lovit furios cu o coadă, dar era prea scurtă pentru a ajunge.",Bobby a fost supărat că a luat bananele.,Bobby a intrat în hambar să aducă o scară pentru banane.,2
94,Beth se recupera de la o boală.,A fost în cele din urmă în stare să mănânce după 4 zile.,"Deşi era mai bine, nu era bine.",A decis să ia vineri liber de la şcoală şi să-şi ia timp să se vindece.,Beth avea nevoie de odihnă.,Beth a jucat fotbal în ziua ei liberă de vineri.,1
95,Rhonda a cumpărat nişte şosete roz noi.,Îi iubea.,"Când le-a scos, totuşi, au fost amestecate cu alte rufe.","În ziua spălării, îşi spăla hainele fără să le sorteze.",Rhonda a decis apoi să ia prânzul şi să răspundă la e-mailuri.,"Din păcate, s-au stricat şi Rhonda a trebuit să-şi cumpere o pereche nouă.",2
96,Marea era înfricoşătoare în timpul unei furtuni.,Marcus a urât modul în care barca a ridicat și s-a prăbușit în jos.,I se face rău la stomac.,"S-a adăpostit în cabină şi a închis ochii, dar n-a ajutat.",Marcus a fost atât de încântat încât a început să danseze.,Marcus a vomitat de boala de mare.,2
