,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
70,維羅尼卡鍾意喺森林行走.,"有一日,佢喺條路上行時 發現咗一間樹屋","佢爬上個梯度,睇住屋企入面嘅嘢,真係好神奇.","房間內部裝齊全, 包住住同毯",維羅尼卡唔太鐘意嗰間樹屋.,維羅尼卡決定多去樹屋睇房.,2
71,係三月初一個美麗嘅春天.,Tracy決定去佢屋企後邊嘅森林行走,"佢聽到一隻,然後開始喺樹上尋找.","佢跌落咗根,落喺路上.",Tracy之後跑返屋企,Tracy 忽略咗佢跌落嚟嘅原因,2
72,"Bob 好渴,佢想飲啲蘇打水.","唔好彩,佢冇錢.","Bob行入一個加油站,問如果佢可以飲啲汽水.",收銀員問佢有冇錢.,"佢話唔好,然後離開加油站",佢決定去跑步.,1
73,Jim 喺機場等緊我.,佢老婆會喺一個鐘頭內到,佢好無聊.,之後佢決定繼續讀佢本書,Jim 一個鐘之後見到佢老婆.,Jim喺佢老婆嚟之前就開車走咗.,1
74,Joe好想去哥倫比亞大學.,"佢喺學校好努力工作,佢喺足球隊度",佢被列入等待名單.,"雖然佢失望,但佢盡力做到最好,直到最後.",Joe 仍然為佢辛苦工作感到驕傲.,Joe決定唔想去大學.,1
75,佢朋友 Tammi 咗一個文件 佢唔想其他人睇到,Gina 想買一個 但唔知邊度買,"依家,塔米有一個新嘅 Lisa Frank Trapper Keeper","因為佢都想得到一個,而 Gina 嫉妒佢.",Gina 喺 eBay 度搵出佢買得起嘅一件,"Gina整個花園都剪咗,而且冇人幫佢.",1
76,Leah 喺屋企有個靚嘅聖誕樹.,"有一日,佢去咗商店","當佢返嚟嘅時候,樹已經被過來","佢隻貓爬上去,然後拉佢下來!","Leah決定佢鐘意喺地板上嘅樹,而唔係站立嘅樹.",Leah 責備佢隻貓.,2
77,彼得坐咗喺同一張椅子好多年,開始有點.,"佢決定買一個新嘅,更加舒適嘅椅子.",當啲貨到嘅時候 彼得好開心,彼得覺得佢可能會比舊車更加舒服,Peter畀咗佢隻狗用椅子.,1
78,Rex 今晚準備緊去派對,佢發現自己無準備好畀客人食到芝士,雷克斯跑去買一隻雞蛋.,"佢將佢剪成好多細片,方便食用.",雷克斯喺個漫長嘅旅途中穿過大洋,每個人都好鍾意芝士同麵包.,2
79,阿里每日都坐火車去上班.,"有一日佢病得好嚴重,但佢仍然去上班.","佢成日都好努力工作,甚至帶工返屋企.",佢上咗車瞓覺.,佢係個好嘅員工.,"佢唔見咗佢個車站,所以要坐返屋企嘅巴士.",2
80,足球隊喺成個賽季都好努力工作.,"佢哋贏咗每場比賽, 奪咗冠軍.",剩低幾秒鐘比賽結束,"防守手放咗一個長球,接球手擊中咗個球.",觀眾大聲隊.,"觀眾都站起身,熱烈鼓掌.",2
81,我哋住喺高樓大廈.,"有一日,因為樓高,起咗好大嘅風.","樹枝都被風吹走,太太瞓唔著.",風又吹到連線網都斷咗,"我同太太好唔開心,因為我哋無得用到互聯網.","我哋鍾意起風,唔瞓覺",1
82,Kate想買一台新嘅電腦鍵盤.,佢已經咗好多個月 買咗個好型嘅鍵盤,最後佢上網訂咗個鍵盤!,"佢好興奮,等咗幾日.",之後佢取消咗訂單,"之後,佢個鍵盤收到郵件",2
83,Jon 喺大學畢業之後搵工,佢每日都申請同自己行業做嘢,開始研究嘅三個星期之後 佢收到電話,嗰個打電話嘅人問我他是否有興趣接受訪問.,Jon 同意,Jon 拒絕咗呢個邀請.,1
84,Julie鍾意睇任何可以攞到嘅書.,佢大部分時間都係喺圖書館度.,佢最鍾意嘅圖書館係沃森小姐所管理嘅,"沃森小姐見到朱莉鍾意書,佢請佢做書.",朱莉開心咁接受咗呢份工!,Julie打咗佢朋友喺眼睛.,1
85,艾米嘅家人去咗六旗酒店,佢耐心地坐喺車度等緊車嚟到.,"當啲細路嚟到,佢坐低,俯公園",佢用咗成個鐘排隊 坐最大嘅山車,Amy 好開心可以去公園度玩.,Amy覺得公園好無聊.,1
86,Steve好急要去足球比賽.,"喺高速公路上,史蒂夫開車好快.",警方叫停咗史蒂夫嘅車,個警察喺史蒂夫因為超速行駛而寫咗張罰單.,史蒂夫覺得好開心,"史蒂夫好,佢會唔",2
87,我個女仔第一次去朋友嘅生日派對,佢好興奮 準備去派對啦,佢成個禮拜都講唔多其他嘢.,"佢去咗嗰個派對,好好玩.",佢決定唔再去派對.,"當佢返到屋企嘅時候 佢好累,好累,佢就瞓著咗",2
88,Bob需要錢買嘢食.,"佢好難過因為佢冇錢,冇嘢食.",佢決定寫一本書講佢艱難嘅生活.,"啲人好快就讚揚呢本書,並且買咗幾千份!",賣書嘅利潤為Bob提供足夠嘅錢食.,讀者對本書嘅反應意味著 Bob 嘅肚子仲餓,1
89,我今日啱啱跑完我第一場馬拉松.,"差唔多六英里,我好努力咁行",我為佢做咗大概三個月嘅訓練.,我一直都希望喺人生裏邊,我從來未有過咁開心.,我對自己失望.,1
90,Bobby 將佢果折成一架飛機嘅形狀.,"佢扭曲咗隻手臂,用盡力推咗個飛機上來","但係佢太重,好似一塊咁",Bobby決定用紙製造飛機.,當時 Bobby 只有五歲,Bobby 果陣35歲.,1
91,"有一晚,Sam喺度望星空","突然間,佢坐得好直立.",佢睇到一粒閃動嘅星!,佢跑去向佢嘅爸爸展示,"佢爸爸笑咗,因為嗰個明星其實係一個飛機,而且有著閃光",Sam 嘅父親好高興佢個仔對地質學有興趣.,1
92,John同Meg相處咗五年.,"John 愛 Meg,佢想嫁俾佢.",佢決定要喺電影出發之後 請佢結婚.,"當佢哋走出戲院嘅時候 佢突然跌低,跪咗","佢開始對梅格大叫,同佢講一啲唔好話",佢請佢結婚.,2
93,"一束香,就好似你想得到嘅香.","Bobby 嘗試著丟佢嘅鞋,但鞋就卡住咗.","佢嘗試爬上樹,但佢跌咗下來.","之後,佢猛咁住個 但係個好短,唔到個","Bobby好,因為佢攞咗啲香.",Bobby入去棚裡去搵梯子去攞香.,2
94,貝思當時因為病而復健,經過四日嘅治療 佢終於可以食嘢,"雖然佢病好啲,但係佢仲係好唔好.",佢決定星期五休課 同埋有時間好返,貝思需要休息,Beth喺佢星期五嘅假日打咗足球.,1
95,Rhonda買咗啲新嘅粉紅套著.,佢鐘意呢啲作品,"但當佢拆咗之後,啲衫同衫被混合埋一齊","喺洗衣嗰日,佢洗咗成個衫,但冇將啲衫擺好.","之後,Rhonda決定要食午餐,返返封電郵.","可惜,啲衫已經爛左, 所以Rhonda 必須要買新衫.",2
96,"暴風雨時,海面好嚇人.",馬克斯好憎船隻上升同埋墜落嘅方式,佢嘅胃就好似病一樣.,"佢匿喺屋入面,閉咗眼睛 但無用","馬库斯好興奮,開始跳舞.",之後馬克斯因為海而咗,2
97,"琴日,安娜決定瞓一覺.","佢坐咗喺椅子上,閉咗眼睛.","當佢瞓著果陣,佢嘅仔仔跳入咗佢度!",佢好驚訝.,"佢同個可愛嘅仔仔一齊抱埋一齊,好高興見到仔仔.",個貓仔好可愛.,1
98,Chuck 鍾意佢屋企隔離嘅酒吧,佢同朋友成日去嗰度.,"有一日,佢去緊嗰度 佢發現嗰度係關閉嘅","佢哋已經停工,同埋","查克好,佢會唔",Chuck好高興嗰間店終於關咗,1
99,Steve 坐喺咖啡廳度.,"喺咖啡廳,佢通常都會睇書.","不過今日,佢忘咗本書","佢無其他選擇,只可以好好咁諗",Steve 用最短嘅時間完成咗佢嘅十字字.,當佢喺度諗緊書嘅時候 史蒂夫有咗一本小說嘅諗法,2
100,"John 駕車去商店時,佢意識到佢唔記得錢包.",果個文件入面有佢唧駕駛證.,警燈開始喺佢後面閃,佢停咗車之後話畀個警察知 佢將錢包放喺屋企,之後佢繼續攻打呢個警察,個官員好理解,2
101,湯姆長大之後好鍾意拼圖.,"佢唔單止喺""逃生室""之外","佢靜下呼吸,心情好返","半個鐘之後,佢喺出面 escape 室入邊跑出",佢為佢成就感到自豪.,Tom因為佢成績差而.,1
102,Gina 清理自己房間時覺得好悶.,但係我哋必須噉樣做,佢決定打開收音機.,有一首佢從來未聽過嘅歌,佢好鍾意嗰首歌.,Gina換咗衫去上班,1
103,一場小雪風過咗一個城鎮.,學校嘅屋頂都由重量下折.,有個管理員爬上去檢查,"因為新嘅重量,屋頂都震咗",屋頂冇問題,房長好驚,2
104,我昨天生日.,"我好意外,我嘅朋友為我準備咗一個派對.",我真係好難相信,派對好好玩.,我好憎自己嘅生日.,呢個係有史以來最好嘅生日派對.,2
105,我媽咪丟咗佢舊嘅字典.,我從垃圾桶度咗佢.,"我坐低,我發現自己有味道",味道令我想起一個舊圖書館嘅香味.,我覺得好尬,"我覺得好香,所以食咗佢.",1
106,"1963 年,我父母帶我同我一齊去帕拉貢公園",我哋喺波士頓嘅羅斯碼頭搭船,"我哋騎過馬車,,同埋蟲",我哋玩緊球.,我哋有好多時光藏喺童年嗰個旅程入面.,我唔記得去過帕拉貢公園.,1
107,"我最鍾意嘅電影係""奧茲魔法師"".",我細個嗰陣覺得係真嘅,"每次我睇電影,我都覺得自己完全投入其中.",角色帶我去佐奧茲國.,"有一日,我決定去買部電影","我唔鍾意""奧茲魔法師"".",1
108,Mary Ann喺公園嘅步道上散步.,"佢見到人有細路,有動物","佢走過啲人,行過佢哋,騎過單車.",佢見到好多植物.,因為果啲樹有毒嘅樹,"Mary Ann 完成咗佢沙拉,而且好鍾意食咗.",1
109,"有一日,一隻狗搬入咗一個有兩個貓嘅家庭入去.","有隻貓唔介意新狗,但另一隻貓又驚咗.","佢大聲叫,然後咗個狗嘅鼻子.","佢從一個房間嘅另一邊跳到另一邊,逃避狗.",佢將自己擁抱埋狗.,"個狗發現咗佢,然後咗佢.",2
110,我最鍾意嘅動物係阿拉伯羊.,我通常唔見佢哋 因為佢哋係非洲羊,我一定要去動物園.,我家人今年為我生日買咗一個好禮物.,佢哋畀咗我一本關於 非洲動物嘅大型圖書,佢哋俾咗我一本書 講電腦嘅歷史,1
111,我每日都叫我個女做功課.,"我最終決定,佢要為呢個決定付出代價","肯定係,佢唔係一晚上去搵我","我差唔多同佢上床,因為我知道佢喺學校會有麻煩",最後佢喺佢唧任務落咗差分.,佢同佢朋友整個下晝都打咗球.,1
112,一個男仔想喺佢嘅棒球隊 打球.,佢同兄弟一齊練習好多次.,"喺練習中,教練叫佢去投",呢個男仔表現唔好,"呢個男仔喺屋企返嚟嘅時候,好失望.",球隊教練話佢可以成為首發投手,1
113,"Sue係半夜醒返,聞到一個好臭嘅味道.",佢唔知道究竟係咩嘢,佢睇下房間.,然後佢注意到佢.,Sarah開始睇電視.,Sarah喺佢桌上搵到咗壞咗嘅牛奶.,2
114,"有一日,Mark 注意到佢隻牙開始痛.","佢決定去睇佢個牙醫,睇下有咩問題.",牙醫話畀 Mark 佢需要走佢隻智牙.,Mark 同意做手術,Mark 希望手術可以停止牙痛.,Mark 同事話佢唔想喺選舉上投票.,1
