,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
38,Ryan oli puistossa.,"Hän näki pikkutytön, jolla oli ilmapallo.","Kun hän lähti puistosta, hän näki saman ilmapallon juuttuneena puuhun.",Hän kiipesi puuhun hakemaan ilmapalloa.,Ryan sitten räjäytti ilmapallon tarkoituksella.,Ryan löysi tytön ja antoi hänelle kadonneen ilmapallon.,2
39,Jenin managerin mukaan hänen pitää ladata ansioluettelo.,"Hän tajusi, ettei hänen ansioluettelonsa ollut oikein muotoiltu.",Hän siirsi kaiken sisällön oikeaan malliin.,Hän lisäsi tietoja uusimmasta työstään ja päivitti ansioluettelon.,Sitten hän lähetti sen managerilleen.,Jen vihasi astianpesua.,1
40,Neil oli kierroksella Fezin kaupungissa.,Hän maisti heidän etnistä keittiöään.,Sitten hän meni ostoksille.,"Fezissä oli myös mahtavia katuartisteja, hän huomautti.",Neilillä oli hauskaa.,Neilistä ja Fezistä tuli parhaita ystäviä.,1
41,Minun piti viedä koirani kävelylle.,- Naapurustossani tarvitaan hihnaa.,Etsin talossani hihnaa.,En löytänyt sitä.,Päätin viedä koirani takapihalle.,Päästin koirani sisälle taloon.,1
42,"Oli kirkkaat, lämpimät päivät.","Joe ajatteli, että olisi mukavaa lähteä kävelylle.",Hän päätti kävellä paikalliseen kahvilaan.,Mutta puolivälissä hän alkoi väsyä.,Hän juoksi kahvilaan.,Joe katui menneisyyttään ulos.,2
43,Jen odotti pakettia koko päivän.,Lopulta hän näki UPS-miehen kävelemässä ovelle.,Hän toi paketin sisälle.,Hän avasi paketin veitsellä.,Laatikossa oli vastasyntynyt vauva.,Jen löysi uuden takkinsa paketin sisältä.,2
44,Frank ei halunnut tehdä läksyjä.,Hän halusi pelata videopelejä.,Frankin vanhemmat käskivät hänen tehdä ensin läksynsä.,Frank sai kiukunhyökkäyksen ja sai rangaistuksen.,Frank menetti videopelejä viikoksi.,Frankilla on uusi peli.,1
45,Timmy oli mukana koulun kolmen pisteen kilpailussa.,Voittaja saisi mahdollisuuden voittaa 1 000 dollarin stipendin.,Timmy harjoitteli kolmen pisteen ampumista koko viikonlopun.,"Hän oli valmis, kun kilpailu tuli.",Timmy voitti kilpailun.,Timmy meni kilpailun päivänä ajokentälle.,1
46,Drake oli juhlissa perjantaina.,"Hän huomasi, että hänen lompakkonsa oli varastettu hänen takistaan.","Drake soitti poliisille, mutta lompakkoa ei löydetty.",Drake puhui asiasta juhlan isännälle.,"Isäntä sanoi, ettei hänkään tiennyt.","Drake sanoi isännälle, että haluaa osallistua juhliin.",1
47,"Bob sai selville, että hänen autollaan oli puhkaistu rengas.",Hän ei ollut koskaan ennen vaihtanut rengasta.,Hän otti renkaan ja rattaisen.,Hän ei voinut poistaa ruuteja.,Bob soitti jonkun korjaamaan hänen puhkennut renkaansa.,Bob ajoi autollaan markkinoille.,1
48,Jack on väsynyt kirjoittamaan sähköposteja tablettikoneellaan.,"Hän päättää, että hänen täytyy ostaa kannettava tietokone.","Hän tutkii erilaisia kannettavia tietokoneita, kunnes löytää täydellisen.",Lopulta hän ostaa sen.,Nyt Jack nauttii sähköpostien vastaamisesta.,Jack käyttää nyt postinpalvelua sähköpostin sijasta.,1
49,Jaken hiukset olivat liian pitkät.,Hänellä oli työhaastattelu tulossa.,Hän pyysi äitiään leikkaamaan hiuksensa.,Hänen äitinsä leikkasi hiuksensa hienosti.,Jake pesi kätensä.,Jake sai työn.,2
50,Sean kävi tänään.,"Sam, Sean ja minä pelasimme pelejä.","He alkoivat suuttua minulle siitä, kuinka paha olin.","En saisi pelata, ennen kuin olen terve.",Se loukkasi minua.,Olin todella tyytyväinen.,1
51,Sarah halusi lähettää kortin.,Hän meni postiin.,Hän maksoi postimerkit.,Hän laittoi kirjeen kirjekuoreen.,Sarah toimitti kirjeen itse.,Sarah'n kirje oli pian matkalla määränpäähänsä.,2
52,Chuck oli väsynyt töistä.,Hän sulki työnsä hetkeksi.,Hän avasi foorumin juttelemaan työtovereidensa kanssa.,Zoltarin iskien jälkeen hän tarvitsi taukoa.,Chuck päätti lopettaa työnsä.,Sitten hän tunsi pakottavansa itsensä palaamaan töihin.,2
53,Bob käytti ostoksille muovipusseja.,"Sitten hänen ystävänsä kertoi hänelle, että muovi on haitallista ympäristölle.",Bob päätti luopua muovipusseistään.,Bob osti uudelleenkäytettäviä ruokakauppakotteita.,Bob käytti uudelleenkäytettäviä ruokakauppakassejaan ostoksille.,Bob käytti edelleen muovipussejaan ostoksissa.,1
54,Joen piti saada oma muotokuva projektiin.,Hän soitti paikallisille taiteilijoille ja kysyi hintoja.,Yksi taiteilijoista maksoi kohtuullisen hinnan.,Joe lupasi sen taiteilijan tehdä muotokuvan.,Joe oli hyvin tyytyväinen tuloksiin.,Taiteilija maalasi Joen kissan.,1
55,Ann yritti lopettaa tupakoinnin.,"Hän yritti useita kertoja, mutta epäonnistui aina.","Sitten hän otti nikotiinilaastarin, joka auttoi häntä.",Ja auttoi häntä!,Ann tuplasti päivittäin polttamansa savukkeiden määrän.,Ann onnistui lopettamaan tupakoinnin.,2
56,Jen lähetettiin tätinsä luo kesäksi.,Hän vihasi ajatusta olla poissa kirjastosta koko kesän.,"Hän otti mukanaan muutaman kirjan, mutta kävi ne läpi nopeasti.","Kun hän saapui, hänen tätinsä vei hänet kotiinsa erityiseen huoneeseen.",Jen näki kirjansa palavan takan alla.,"Huone oli täynnä hyllyjä, joissa oli kirjoja, jotka houkuttelivat tyttöjä.",2
57,Eilen oli Robin hammaspesu.,Hän pelkää hammaslääkäreitä.,Mutta toimistolla on söpö uusi hoitaja.,Hän oli innoissaan lähtemisestä.,Rob oli virkistynyt kolonoskopian jälkeen.,"Rob oli surullinen, kun söpö hoitaja ei ollut paikalla.",2
58,Joe rakasti maaperää.,Hän teki mutikakkuja aina kun mahdollista.,"Hän söi piirakkaa, kun tunsi jotain kovia suussaan.",Joe oli purrut kiveen ja repinyt hampaansa.,Joe halusi pureskella lisää kiviä.,Joe päätti olla syömättä enää multaa.,2
59,Rob ei ole koskaan ollut vuoristoradalla.,Robin ystävät tarjosivat hänelle ilmaisen lipun Six Flags -kisoihin.,"Rob päätti, että hän voi liittyä.",He kaikki menivät ja odottivat pitkän jonon.,Robilla oli anteliaita ystäviä.,Robin ystävät olivat ajattelemattomia.,1
60,Carly odotti Samin soittavan.,Hän lupasi perjantaina.,Se oli nyt myöhään lauantaina ja hän ei ollut kuullut mitään.,Lopulta hän päätti soittaa hänelle.,Sam vastasi puhelimeen.,Carly tilasi ruokaa puhelimessa.,1
61,Amy tuli koulusta kotiin syntymäpäivänään tyhjään taloon.,"Hän oli vihainen, koska kaikki olivat unohtaneet hänen erityisen päivänsä.",Hän käveli surullisena olohuoneeseen.,Yhtäkkiä hänen ystävänsä ja perheensä hyppäsivät piilopaikoistaan.,Amy hymyili ilosta.,Amy käveli ulos huoneesta ja lähti talosta.,1
62,Pan yritti lyödä minua ilman syytä.,"Olin vihainen, joten puolustin hänen lyöntiään.",Hän jatkoi nyrkkiä minua vastaan.,Yritin pysäyttää hänet heittämällä hänet maahan.,Pan lopulta pysähtyi.,Suojelin häntä.,1
63,Beckyllä on Ashley-niminen serkku.,Becky ja Ashley olivat ystäviä lapsena.,"Ashley alkoi olla tyhmä, kun hän kasvoi.",Hän joutui vankilaan tamponeiden varastamisesta.,Becky menetti yhteyden häneen.,Becky on ylpeä Ashleysta.,1
64,Pamin ja Tomin vauva nukkui kevyesti.,Heidän ajattelematon naapurinsa jätti usein koiransa ulkona haukkuen koko päivän.,"Aina kun Pam nukutti vauvansa, koira alkoi haukkua.","Pam haaveili koiran vapauttamisesta, jotta se karkaisi.",Eräänä iltana Pam päästi kissansa kotiinsa.,Eräänä iltana Pam päätti päästää koirat vapaaksi.,2
65,May pääsi Fredonian yliopistoon.,Hän lähti bussilla uuteen kouluunsa.,Hän tutki kampuksen.,Hän rakasti kaikkea näkemäänsä.,Hän lopetti koulun.,Hän piti jopa kaikista professoreistaan.,2
66,Maryn piti saada hampaat irti.,Hän halusi hammaslääkärin nukuttavan hänet.,Hän pystyi vain turrutamaan alueen Novocaineilla.,Mary tuijotti häntä kauhistuneena.,"Kun hammaslääkäri näki hänen ilmeensä, hän pystyi auttamaan Marya.",Mary lähti hammaslääkäriltä hyvällä tuulella.,1
67,Ford oli ylpeä korkeasta keskiarvostaan.,"Hän teki joka ilta töitä, jotta voisi parantaa sitä.","Fordin ystävät varoittivat häntä, että hän menetti hauskanpitoa.",Myöhemmin Fordista tuli menestyvä asianajaja.,"Ford oli surullinen, että hän saavutti niin paljon.",Ford oli ylpeä saavutuksistaan.,2
68,"Vaimoni sanoo, etten ole intohimoinen.",Että minulla ei ole paljon harrastuksia tai kiinnostuksia.,"Yritin väittää vastaan, mutta en pystynyt.","Tajusin, että hän oli oikeassa.",Päätin muuttua.,Olen naimaton.,1
69,Nina halusi hyvän halloween-puvun.,Mutta hänellä ei ollut varaa mihinkään hienoon.,Hän etsi ideoita talostaan.,Sitten hän löysi hienon puvun ilmaiseksi.,Nina osti lelun.,Nina oli innoissaan.,2
70,Veronika tykkäsi vaeltaa metsässä.,Eräänä päivänä hän oli polulla ja löysi puumajan.,Hän nousi tikkaille ja oli hämmästynyt kaikesta talossa olleesta.,Se oli täysin kalustettu huonekaluilla ja peitteillä.,Veronika ei pitänyt puumajasta kovinkaan paljon.,Veronika päättää käydä puumajassa useammin.,2
71,Oli kaunis kevätpäivä maaliskuun alussa.,Tracey päätti mennä kävelylle talonsa takaiseen metsään.,Hän kuuli piikin ja alkoi etsiä sitä puissa.,Hän kompastui juurelle ja putosi polulle.,Tracey juoksi kotiin.,Tracey ei ottanut syyllisyyttä.,2
72,Bob oli janoinen ja halusi limsaa.,Valitettavasti hänellä ei ollut rahaa.,"Bob käveli huoltoasemalle ja kysyi, voiko hän juoda limsaa.","Kassa kysyi häneltä, onko hänellä rahaa.",Hän sanoi ei ja lähti huoltoasemalta.,Hän päätti lähteä juoksemaan.,1
73,Jim odotti lentokentällä.,Hänen vaimonsa olisi siellä tunnin päästä.,Hän oli hyvin tylsistynyt.,Hän päätti sitten jatkaa kirjoittamistaan.,Jim näki vaimonsa tunnin kuluttua.,Jim ajoi pois ennen vaimon tuloa.,1
74,Joe halusi päästä Columbian yliopistoon.,"Hän oli kova koulussa, oli jalkapallojoukkueessa.",Hän joutui odotuslistalle.,"Vaikka hän oli pettynyt, hän yritti parhaansa loppuun asti.",Joe oli yhä ylpeä kovasta työstään.,"Joe päätti, ettei halua mennä yliopistoon.",1
75,Ginan ystävän Tamin kansio oli salainen.,"Gina halusi sellaisen, mutta ei tiennyt mistä ostaa.",Tamissa oli uusi Lisa Frank Trapper Keeper.,"Gina oli mustasukkainen, koska hänkin halusi sellaisen.","Gina löysi sellaisen, jolla on varaa.",Gina leikki koko pihan ilman kenenkään apua.,1
76,Leahilla oli kaunis joulukuusi talossaan.,Eräänä päivänä hän lähti kauppaan.,"Kun hän palasi, puu kaatui.",Hänen kissansa oli kiivennyt sen päälle ja vetänyt sen alas!,"Leah päätti, että hän piti enemmän lattialla olevasta puusta kuin seisoen.",Leah nuhteli kissaa.,2
77,Peter oli käyttänyt samaa tuolia vuosia.,Se oli kulunut.,"Hän päätti ostaa uuden, mukavamman tuolin.","Kun se saapui, Peter oli hyvin iloinen.","Peter ajatteli, että se voisi olla jopa mukavampi kuin vanha.",Peter antoi koiran käyttää tuolia.,1
78,Rex valmistautuu juhliin.,"Hän tajuaa, ettei ole valmistanut mitään juustokäyttöistä.",Rex juoksee hakemaan baguettia.,"Hän leikkaa sen ohuiksi, tasaisiksi viilleiksi, jotta se olisi helppo syödä.",Rex lähti pitkälle matkalle valtameren yli.,Kaikki nauttivat juustosta ja leivästä.,2
79,Ali menee aina junalla töihin joka päivä.,"Eräänä päivänä hän oli hyvin sairas, mutta meni silti töihin.",Hän teki kovasti töitä koko päivän ja vei jopa työn kotiin.,Hän nousi junaan ja nukahti.,Hän oli laiska työntekijä.,Hän myöhästyi pysäkiltä ja joutui bussilla kotiin.,2
80,Jalkapallojoukkue oli tehnyt kovasti töitä koko kauden.,He olivat voittaneet kaikki ottelut ja päässeet mestaruuskilpailuun.,Peli päättyi tasan sekunneilla.,Pelaaja antoi pitkän passin ja vastaanottaja teki maalin.,Yleisö huusi joukkueelle kovalla äänellä.,Koko yleisö nousi paikoiltaan ja taputti hurjasti.,2
81,Asumme korkeassa rakennuksessa.,"Eräänä päivänä tuuli oli voimakas, osittain rakennuksen korkeuden vuoksi.","Tuuli puhalsi puiden oksia niin, ettei vaimoni voinut nukkua.",Tuuli kaatoi myös internetkaapelit.,"Olimme vaimoni kanssa hyvin onnettomia, kun menetimme internetyhteytemme.",Rakastimme kovaa tuulta ja unenpuutetta.,1
82,Kate halusi ostaa uuden näppäimistön tietokoneelleen.,Hän säästi kuukausia hyvästä näppäimistöstä.,Kate meni nettiin ja tilasi näppäimensä.,Hän odotti innoissaan sen saapumista päiviä.,Sitten hän perui tilauksensa.,Sitten hänen näppäimensä saapui postissa.,2
83,Jon valmistui yliopistosta ja alkoi etsiä työtä.,Hän haki töitä omalla alallaan joka päivä.,Kolme viikkoa aloittamisen jälkeen hän sai puhelun.,"Soittaja kysyi, olisiko hän kiinnostunut haastattelusta.",Jon hyväksyi.,Jon kieltäytyi tarjouksesta.,1
84,"Julie rakasti lukea kaikkea, mitä pääsi käsiksi.",Hän vietti suurimman osan ajastaan kirjastossa.,Hänen suosikki kirjastonsa oli neiti Watsonin ylläpitämä.,Neiti Watson näki Julien rakkauden kirjoihin ja tarjosi hänelle työtä.,Julie hyväksyi sen mielellään!,Julie löi ystäväänsä silmään.,1
85,Amyn perhe oli menossa Six Flagsille.,Hän istui kärsivällisesti autossa odottamassa saapumista.,"Kun he saapuivat, hän istui polvillaan ja tarkkaili puistoa.",Hän odotti jonossa tunnin päästäksensä suurimpaan vuoristorataan.,Amy oli innoissaan puistosta.,Amy piti puistoa tylsänä.,1
86,Steveillä oli kiire mennä jalkapallo-otteluun.,Steve ajoi moottoritiellä hyvin nopeasti.,Tievartiolaiset pysäyttivät Steven auton.,Poliisi kirjoitti Steveelle sakot nopeuden ylittämisestä.,Steve oli tyytyväinen.,Steve oli järkyttynyt.,2
87,Tyttäreni meni ystävän syntymäpäiville.,Hän oli innoissaan juhlista.,Hän ei puhunut muusta viikon ajan.,Hän meni juhliin ja viihdyi.,Hän päätti olla menemättä enää koskaan juhliin.,"Kun hän tuli kotiin, hän nukahti heti uupuneena.",2
88,Bob tarvitsi rahaa ruokaan.,"Hän oli surullinen, koska hän ei voinut syödä, koska hänellä ei ollut rahaa.",Hän päätti kirjoittaa kirjan vaikeasta elämästään.,Ihmiset kehuivat kirjaa heti ja ostivat tuhansia kappaleita!,Kirjan myynnistä saatu tuotto antoi Bobille tarpeeksi rahaa syömään.,Bobin nälkä jatkuu.,1
89,Tein tänään ensimmäisen maratoniani.,Se oli noin 10 kilometriä ja tein kovasti töitä.,Harjoittelin sitä noin kolme kuukautta.,Se on aina ollut tehtäväluettelossani.,En ole koskaan ollut onnellisempi.,Olen pettynyt itseeni.,1
90,Bobby taitteli hedelmälevyään lentokoneen muotoiseksi.,Hän kääntyi ja heitti lentokoneen niin kovaa kuin pystyi.,Se oli kuitenkin liian painava ja putosi kuin tiili.,"Bobby päätti, että lentokoneet pitäisi tehdä paperista.",Bobby oli viisivuotias.,Bobby oli 35-vuotias.,1
91,Sam katsoi tähtiä yhtenä iltana.,Yhtäkkiä hän istui pultti pystyssä.,"Hän näki kiiltävän, liikkuvan tähden!",Hän juoksi isälleen.,"Hänen isänsä nauroi, koska tähti oli oikeasti suihku-ilma-alusta.","Samin isä oli iloinen, että poika oli kiinnostunut geologiasta.",1
