,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
15,Glen te nan atitid pou yon mache.,Li mete jakèt li sou li epi li soti.,"Pandan l t ap mache sou twotwa a, li te tonbe e li te kase jenou l.",Glen te leve e li te mache boulvèse tounen lakay li.,Glen te kouri pi bon maraton li.,Glen te sèmante li pa t ap janm mache ankò.,2
16,Jezi te pase jounen an ap poli mèb yo.,Kòm lannwit te apwoche li te revize travay li te fè.,Tout bagay te klere e li te sanble nouvo.,Jezi te envite tout zanmi l yo pou yo vin fè yon fèt aswè a.,Yo te di mèb li te bèl.,Zanmi l yo te poli mèb li yo.,1
17,Mwen te mache nan magazen dènyèman.,"Pandan m t ap pase yon sòti, mwen te santi frèt, asye difisil sou bra m.",Mwen te sezi wè yon machin t ap frape m!,Chofè a te mande anpil padon apre li te wè m te frape.,Mwen te di yo sa te bon e m te kite yo.,Chofè machin nan te vin fache anpil sou mwen.,1
18,Sè Gina a te koupe zo pye li sou vè kase.,San an te kouri desann pye li e li te antre nan soulye li.,Lè li wè san an li kouri lakay li.,"Gina te kouri dèyè l, men li pa t ka kenbe l.","Lè yo te rive lakay yo, yo tout te gen krèm glase.",Sè Gina a te al wè doktè a.,2
19,Yon ti gason te nan twazyèm klas.,Li te trè entelijan men li te gen pwoblèm pou li.,"Chak fwa li te konn li an vwa, kamarad klas li yo te konn ri l.",Li te kòmanse pratike lekti chak jou.,Ti gason an te aksepte li pap janm amelyore.,"Nan fen ane a, li te fè yon bon egzamen lekti.",2
20,Klas Rosie a te fè yon ti fèt.,Li te deside fè yon salade fwi pou tout moun.,Li te depanse anpil lajan pou l achte fwi yo e li te pase anpil tan pou l prepare yo.,Sou jou a nan pati a li scooped yon gwo bòl nan fwi salad moute.,Klas Rosie a te pataje salad fwi a.,Rosie te kenbe bòl salade fwi a nan frijidè lakay li.,1
21,Kelly te kontan pou l te gen nouvo telefòn li.,Li te pran l tout kote li te ale.,Malerezman li kraze li.,Erezman sepandan li te kapab jwenn li ranje.,Magazen an te ba l yon pri ki jis pou l te fè reparasyon an.,Kelly te achte yon nouvo telefòn.,1
22,"Pandan m te nan kolèj, mwen te rankontre yon nonm ki te pi gran pase m.",Mwen te gen 22 an e li te gen 38 an.,Nou te gen yon bon konpreyansyon e nou te pase yon bon moman ansanm.,Nou te rete ansanm tout tan m te la.,Mwen gen bèl souvni de moman sa a.,Mwen gen kèk memwa negatif sou moman sa a.,1
23,Bob te vle patisipe nan pyès teyat lekòl la.,Li te etidye wòl la byen.,Li te konn repete repètwa li yo souvan.,"Jou odisyon an, li te fè yon gwo travay.",Bob te trè fyè.,Bob te santi l te wont anpil.,1
24,Jackie te deziyen pou li veye sou sal klas wityèm lan.,Tout klas la anvye l.,"Antanke elèv, li te souvan mete travay li an danje.",Yo ta vòlè Jackie a pase koulwa.,Direktè lekòl la te sispann elèv ki te konn fè bri yo.,Yo te bay zanmi l yo yon prim pou konpòtman yo.,1
25,Papa m te fèk achte yon machin nouvo.,Pou selebre nou tout te ale nan yon kondwi.,Yon lòt machin te pase yon siy sispann e li te fè aksidan sou nou.,Mwen te frape fenèt la ase fò pou m te kraze l.,Mwen te monte soti ak mwen ak papa m 'te oke.,Nou te tou de te plat pa machin nan.,1
26,Nezis mwen renmen fim Frozen an.,Li toujou vle mete l sou.,Li mache nan kay la ap chante.,Li renmen kriye kite l ale.,Li chante l ankò e ankò.,Li renmen espò e li rayi bagay prensès.,1
27,"Alex te ap drible sou teren an, ak ekip li a anba de pwen.","Li te gade tablo a, e li te wè te gen sèlman 5 segonn kite.",L ap chèche yon nonm ki ka fè l konnen.,Defansè yo te kole ak ekip li yo tankou kole.,Sonnen an te sonnen e ekip li a te genyen jwèt la.,Li te eseye yon twa-pointer ak rate.,2
28,Mwen te antre nan bibliyotèk la e mwen te pran yon plas.,"Lè m te gade alantou, mwen remake yon timoun.",Li te ap gade m pou yon ti tan.,Mwen te vin fristre e mwen leve soti nan chèz pa.,Mwen pa t 'gen pwoblèm sa ti gason an te fè.,Mwen te mande l ki pwoblèm li genyen.,2
29,Iva ak Brant t ap eseye vin ansent yon timoun.,Yo te eseye pandan sis mwa san yo pa reyisi.,"Lè yo te al wè doktè a, yo te di li te dekouraje.","Men, lè sa a, yo te wè doktè a ap souri anpil.",Brant pral anile plan li pou kidnapin yon timoun.,Koup la ap kontan konnen yo gen yon ti bebe sou wout la.,2
30,Catherine te toujou enterese nan espò a Curling.,Catherine renmen gade atlèt yo jwe espò a nan televizyon.,"Yon jou, Catherine deside li ta vizite yon sesyon pratik Curling.","Nan antrennman an, youn nan atlèt yo te envite Catherine pou l jwe.","Lè sa a, Catherine te kòmanse pratike chak jou e li te vin bon nan sa.",Catherine te panse ke li te sanble curling te raz.,1
31,Francis te toujou anvi aprann kondwi.,Finalman li gen laj ase pou li ka pran lisans chofè.,Francis ap etidye anpil pou l jwenn lisans li.,Li pase egzamen pou l pran lisans chofè a san pwoblèm.,Francis vrèman fyè de akonplisman li.,Francis deside li ta pito pran transpò piblik.,1
32,Yè mwen te gen yon bon moman wè Nutscracker la.,Mwen te absoliman renmen li.,"Pandan dansè yo te dekore sèn nan, li te bèl.",Mwen te santi m onore pou m te wè montre a.,Mwen te fè sèman pou m pa janm wè l ankò.,Mwen te vle wè l ankò.,2
33,Mwen leve pou klas mwen a 8:30 nan maten an.,"Mwen te dòmi, mwen te leve nan kabann mwen e mwen te pran yon douch.",Mwen te manje manje maten mwen byen vit e mwen te kòmanse mache pou m al nan klas la.,"Apre 50 minit nan klas, mwen te kòmanse mache tounen nan kay mwen.",Mwen deside pou m retounen nan klas la ankò.,"Lè m te rive la, mwen te pran yon ti dòmi.",2
34,Gary te vle fè Lisa vin gen atansyon.,Yon jou li deside ekri Lisa yon powèm.,"Nan jou kap vini an, Gary wè Lisa nan lakou lekòl la.",Gary bay Lisa yon gwo souri epi li ba li powèm lan.,"Gary frape Lisa byen fò, epi li ale.",Lisa konfese li tou renmen Gary.,2
35,Carlos te toujou vle vizite Lafrans.,Li deside pou l aprann pale franse anvan l ale.,Li enskri nan yon klas aswè e li etidye anpil.,Finalman Carlos ka pale franse byen.,Carlos pran yon vòl pou Ostrali.,Carlos fè pi plis nan franse l'sou vwayaj li nan Pari.,2
36,Lars te toujou vle eseye fotografi.,"Zanmi l 'te yon fotograf ekselan, men li pa janm te eseye.","Yon jou, li te achte yon kamera ki senp, men ki gen bon kalite.","Depi jou sa a, Lars te pran foto nan lanati chak jou.",Lars te vin renmen fotografi.,Lars te rayi fotografi.,1
37,Mwen te achte yon televizyon nan yon magazen elektwonik.,Li se yon gwo ekran plat ak yon imaj kalite definisyon segondè.,Anplwaye a te konvenk mwen pou m achte yon garanti pou li jis pou tout ka.,"Yon semèn apre, televizyon an te tonbe sou miray mwen e li te kraze.",Mwen te kapab fè l' ranje ak garanti a.,Anplwaye a te jwenn mouri pita.,1
38,Ryan te nan yon pak.,Epi li te wè yon ti fi ki te kenbe yon balon.,"Pandan li t ap kite pak la, li te wè menm balon an ki te kole nan yon pyebwa.",Li te monte sou pyebwa a pou l te ka reprann balon an.,"Apre sa, Ryan fè balon an fèk pete.","Apre sa, Ryan te jwenn ti fi a e li te ba li balon li te pèdi a.",2
39,Manadjè Jen te di li li bezwen pou li Upload CV li.,Li te reyalize CV li pa te fòma kòrèkteman.,Li transfere tout kontni an sou modèl la apwopriye.,"Li te ajoute enfòmasyon sou dènye travay li, li te mete ajou CV a.","Apre sa, li te voye l bay manadjè l.",Jen te rayi lave asyèt.,1
40,Neil te fè yon toune nan vil Fez.,Li te goute cuisine etnik yo.,"Apre sa, li te al achte souvni.","Fez te gen gwo atis lari tou, li te note.",Neil te pase yon bon moman.,Neil ak Fez te vin pi bon zanmi.,1
41,Mwen te bezwen pran chen m pou yon ti mache.,Katye mwen an mande yon leash.,Mwen te fouye nan kay mwen pou l te gen yon leash.,Mwen pa t ka jwenn li.,Mwen deside pran chen m nan lakou dèyè a.,Mwen kite chen mwen an antre lakay la.,1
42,Se te yon jou ki te klere e ki te cho.,"Se konsa, Joe te panse li ta bèl pou pran yon ti mache.",Li deside mache al nan kafe lokal li a.,"Men, nan mitan wout la, li te kòmanse fatige.","Se konsa, li kouri al nan kafe a.",Joe regrèt li te soti deyò.,2
43,Jen te ap tann yon pake tout jounen an.,Finalman li te wè mesye UPS la ki t ap mache bò pòt la.,Li te delivre pake a e li te pote l anndan.,Li te louvri pake a ak yon kouto.,Nan bwat la te gen yon tibebe ki fèk fèt.,Jen te jwenn nouvo palto l nan pake a.,2
44,Frank pa t vle fè devwa li.,Li te vle jwe jwèt videyo olye.,Paran Frank yo te di l fè devwa li anvan.,Frank te fè yon atak kòlè e yo te pini l.,Frank te pèdi jwèt videyo l yo pandan yon semèn.,Frank te gen yon jwèt tout nouvo.,1
45,Timmy te patisipe nan konpetisyon 3 pwen nan lekòl li.,Gayan an ta gen yon chans pou li genyen yon bousdetid kolèj $1000.,Timmy te pratike tire 3 pwen tout wikenn.,Li te pare lè jou konpetisyon an te rive.,Timmy te genyen konpetisyon an.,Timmy te ale nan teren an kondwi jou a nan konpetisyon an.,1
46,Drake te asiste yon fèt vandredi.,Li te dekouvri yo te vòlè bous li nan rad li.,"Drake imedyatman rele lapolis, men bous la pa te jwenn.",Drake te konfwonte lame a nan pati a sou pwoblèm nan.,"Epi, mèt kay la te di l li pa t konnen tou.",Drake te di lame a li te vle patisipe nan pati l yo ankò.,1
47,Bob te dekouvri ke kamyonet li te gen yon kawotchou ki te pèse.,Li pa t janm chanje yon kawotchou anvan.,Li te pran jack a kawotchou ak fè.,Li pa t ka retire boulon yo.,Bob te rele yon moun pou fè reparasyon pou kawotchou li.,Bob te kondwi kamyonèt li nan mache a.,1
48,Jack bouke ekri imèl sou tablèt li.,Li deside li bezwen envesti nan yon laptop.,Li fè rechèch sou plizyè laptop jiskaske li jwenn youn ki pafè.,"Finalman, li te achte l.",Kounye a Jack vrèman renmen reponn imèl.,Jack itilize sèvis lapòs olye li itilize imèl.,1
49,Cheve Jake te vin yon ti jan twò long.,Li te gen yon entèvyou travay ki te vini.,Li te mande manman l pou koupe cheve l.,"Manman l te fè l koupe cheve l byen, yon fason pou l te sanble ak yon pwofesyonèl.",Jake lave men li.,Jake te resevwa travay la.,2
50,Sean te vin sou jodi a.,"Sam, Sean, ak mwen te jwe jwèt.",Yo te kòmanse fache sou mwen paske yo te wè jan m te move.,Yo te di mwen pa t 'kapab jwe ankò jiskaske mwen te vin pi bon.,Mwen te vrèman blese.,Mwen te vrèman kontan.,1
51,Sarah te vle voye yon kat.,Li te ale nan biwo lapòs la.,Li te peye pou mak.,Li te mete lèt la nan yon anvlòp.,Se Sara menm ki te delivre lèt li a.,Lèt Sara a te gen pou l rive kote l te dwe rive a.,2
52,Chuck te fatige nan travay.,Li te fèmen travay li pou yon ti tan.,Li te louvri fowòm nan pou li te ka pale ak kòlèg li yo.,Apre sa yo move Zoltar frape li te bezwen repo sa a.,Chuck deside kite travay li.,"Apre sa, li te santi li oblije retounen nan travay li.",2
53,Bob te konn itilize sache plastik pou l al fè makèt.,"Lè sa a, zanmi l te di l ke plastik se move pou anviwònman an.",Bob te deside pa itilize sak plastik li yo.,Bob te envesti nan kèk sak makèt ki ka itilize ankò.,Bob te itilize sak manje li yo pou li te ale fè makèt.,Bob te kontinye itilize sak plastik li pou li al fè makèt.,1
54,Joe te bezwen yon pòtrè tèt li pou yon pwojè.,Li te rele kèk atis lokal yo e li te mande yo pri yo.,Youn nan atis yo te gen yon pri rezonab.,Joe te pran yon randevou ak atis sa a pou l te fè pòtrè a.,Joe te trè satisfè ak rezilta yo.,Atis la te pentire yon chat Joe.,1
55,Ann te eseye kite fimen.,Li te fè plizyè tantativ men li te toujou echwe.,"Apre sa, li te aplike pou yo te mete l yon plak nikotin pou l te ka jwenn èd.",Epi ede l fè sa!,Ann te double kantite sigarèt li te fimen chak jou.,Ann te rive sispann fimen.,2
56,Jen te voye bay matant li pou ete a.,Li te rayi panse a ke yo te lwen bibliyotèk lokal li tout ete.,Li te pran kèk liv avèk li men li te konn li yo byen vit.,"Lè li te rive, matant li te pran l nan yon chanm espesyal lakay li.",Jen te wè liv li yo ap boule nan chemine a.,Sal la te plen ak etajè liv ki te atire ti fi yo.,2
57,Yè te netwaye dan Rob la.,Li nòmalman pè dantis.,"Men, gen yon bèl nouvo enfimyè nan biwo a.","Se konsa, li te eksite pou ale.",Rob te santi l refè apre kolonoskopi li.,Rob te tris lè bèl enfimyè a pa t la jou sa a.,2
58,Joe te renmen manje tè.,Li te konn fè pen labou chak fwa li te gen chans.,Li te manje yon pit lè li te santi yon bagay trè difisil nan bouch li.,Joe te bite sou yon wòch e li te kase yon dan.,Joe te vle manje plis wòch.,Joe te deside pa manje tè ankò.,2
59,Rob pa janm te sou yon rollercoaster.,Zanmi Rob yo te ofri l yon tikè gratis pou li al wè Six Flags.,Rob te deside li ta ka rantre tou.,Yo tout te ale epi yo te rete tann nan yon liy long.,Rob te gen zanmi ki te konn bay.,Zanmi Rob yo te san reflechi.,1
60,Carly te ap tann Sam pou li rele l.,Li te pwomèt pou vandredi.,Li te kounye a byen ta nan Samdi ak li pa t 'tande anyen.,"Finalman, li deside rele l.",Sam reponn telefòn lan.,Carly te bay lòd pou pran manje nan telefòn.,1
61,Amy te soti lekòl nan jou fèt li pou li te rive lakay li yon kay ki vid.,Li te fache paske tout moun te bliye jou espesyal li a.,Li te mache tris nan sal la ap viv.,"Toudenkou, zanmi l yo ak fanmi l te soti kote yo te kache a.",Amy te souri ak kè kontan.,Amy te soti nan chanm lan e li te kite kay la.,1
62,Pan te eseye frape m san rezon.,"Mwen te fache anpil, men mwen te defann li.",Li te kontinye voye kout ponyèt li sou mwen.,"Pou m te ka sispann l, mwen te voye l atè.",Pan finalman sispann.,Mwen te bay Pan yon gwo anbrase.,1
63,Becky gen yon kouzen ki rele Ashley.,Becky ak Ashley te konn zanmi lè yo te timoun.,Ashley te kòmanse fè bagay sa yo lè li te grandi.,Li te ale nan prizon pou vòlè tanpon nan yon magazen dola.,Becky pèdi kontak avèk li.,Becky fyè de Ashley.,1
64,Tibebe Pam ak Tom te konn dòmi byen.,Yon vwazen ki pa t reflechi souvan te konn kite chen l la deyò pandan l t ap bay bouch li tout jounen.,"Chak fwa Pam te fè tibebe l dòmi, chen an te kòmanse bayèl.",Pam te fantezi sou lage chen an pou l te ka kouri.,"Yon jou swa, Pam te kite chat li yo antre lakay li.","Yon jou swa, Pam te deside lage chen yo.",2
65,May te aksepte nan kolèj nan Fredonia.,Li te pran otobis pou l al nan nouvo lekòl li.,Li te eksplore lakou lekòl la.,Li te renmen tout sa li te wè.,Li te kite lekòl.,Li te menm renmen tout pwofesè li yo.,2
66,Mari te bezwen yon dentist.,Li te vle dantis la pou l fè l dòmi.,Tout sa li te kapab fè se anmède zòn nan ak Novocaine.,Mari gade l 'nan laterè.,"Lè dantis la te wè fason Mary te parèt, li te kapab ede l.",Mari te kite dantis la nan yon bon atitid.,1
67,Ford te fyè de GPA li ki te wo.,Li te travay chak swa sou devwa yo nan lòd yo amelyore li.,Zanmi Ford yo te avèti l li te manke yon bèl moman.,"Pita nan lavi li, Ford te vin yon avoka siksè.",Ford te tris paske li te reyalize anpil bagay.,Ford te fyè de reyalizasyon li.,2
68,Madanm mwen di mwen manke pasyon.,Ke mwen pa gen anpil pastan oswa enterè.,Mwen te eseye diskite men mwen pa t kapab.,Mwen te reyalize li te gen rezon.,Mwen te deside chanje.,Mwen pa marye.,1
69,Nina te vle yon bèl kostim Halloween.,"Men, li pa t gen mwayen pou l achte yon bagay ki rafine.",Li te fouye nan kay li pou l jwenn ide.,"Lè sa a, li te jwenn yon kostim gwo pou gratis.",Nina te achte yon jwèt.,Nina te eksite.,2
70,Veronika te renmen mache nan forè a.,Yon jou li te sou yon chemen e li te jwenn yon kay pyebwa.,Li te monte nan mach eskalye a e li te sezi wè tout bagay ki te nan kay la.,Li te konplètman mèb ak yon mèb ak kouvèti.,Veronika pa t renmen kay pyebwa a anpil.,Veronika deside vizite kay pyebwa a pi souvan.,2
71,Se te yon bèl jou prentan nan kòmansman mwa mas la.,Tracey te deside pou l te mache nan forè ki dèyè kay li.,Li te tande yon woodpecker e li te kòmanse kap chèche li nan pyebwa yo.,Li te trope sou yon rasin epi li te tonbe sou chemen an.,Tracey kouri tounen lakay li.,Tracey te fè yon ti kout zepòl pou li pa tonbe.,2
72,Bob te vrèman swaf dlo e li te vle yon soda.,"Malerezman, li pa t gen lajan.",Bob te antre nan yon estasyon gaz e li te mande si li te kapab gen yon soda.,Kesiyè a te mande l si li te gen lajan.,Li te di non e li te kite estasyon gaz la.,Li deside ale kouri.,1
73,Jim te ap tann nan ayewopò a.,Madanm li ta dwe la nan yon èdtan.,Li te trè anwiye.,"Apre sa, li te deside li te kòmanse ekri liv li a.",Jim te wè madanm li apre yon èdtan.,Jim te pran machin li ale anvan madanm li te rive.,1
74,Joe te vrèman vle ale nan Inivèsite Columbia.,"Li te travay di nan lekòl la, li te nan ekip foutbòl la.",Yo mete l sou lis ap tann an.,"Malgre sa te fè l dekouraje, li te fè tout sa l te kapab jouk nan fen.",Joe te toujou fyè de travay di l te fè.,Joe te deside li pa t vle ale nan kolèj.,1
75,"Tami, zanmi Gina a, te gen yon dosye li pa t vle lòt moun genyen.",Gina te vle yon sèl men li pa t 'konnen ki kote yo achte yon sèl.,Kounye a Tami te gen yon nouvo Lisa Frank Trapper Keeper.,Gina te jalouzi depi li te vle yon sèl tou.,Gina te tcheke sou ebay e li te jwenn youn li te kapab peye.,Gina te koupe tout jaden an san okenn èd.,1
76,Leah te gen yon bèl pyebwa Nwèl nan kay li.,"Yon jou, li te kite pou l al nan magazen.","Lè l te retounen, yo te renvèse pyebwa a.",Chat li te monte sou li e li te rale l desann!,Leah deside li te renmen pyebwa a sou etaj la pi byen pase kanpe.,Leah te pini chat li.,2
77,Pyè te itilize chèz la menm pou ane.,Li te vin chire.,Li te deside achte yon nouvo chèz ki pi konfòtab.,"Lè li te rive, Pyè te kontan anpil.",Pyè te panse li ta ka menm pi konfòtab pase ansyen an.,Pyè kite chen l la sèvi ak chèz la pou pwòp li.,1
78,Rex ap pare pou yon fèt aswè a.,Li reyalize li pa te prepare anyen pou envite yo manje ak fwomaj.,Rex kouri soti pou jwenn yon baguette.,Li tranche l an tranch mens menm pou l fasil pou manje.,Rex te ale nan yon vwayaj long atravè oseyan an.,Tout moun te renmen fwomaj la ak pen an.,2
79,Ali toujou pran tren pou li ale travay chak jou.,"Yon jou, li te malad anpil, men li te toujou ale travay.",Li te travay di tout lajounen e li te menm pran travay lakay li.,Li te monte nan tren an epi li te tonbe dòmi.,Li te yon anplwaye parese.,Li te rate estasyon li te ye a e li te oblije pran yon otobis pou l tounen lakay li.,2
80,Ekip foutbòl la te travay di tout sezon an.,Yo te genyen tout match yo e yo te rive nan chanpyona a.,Te gen sèlman kèk segond ki te rete sou revèy la e jwèt la te mare.,Quarterback la pase yon long pase ak reseptè a te fè nòt.,Foul moun yo te fè gwo kout bouch sou ekip la.,Tout moun ki te la yo te leve kanpe nan plas yo e yo te bat bravo.,2
81,Nou rete nan yon gwo bilding.,"Yon jou, van an te fò, an pati akòz wotè bilding lan.",Van an te soufle branch pyebwa yo anpil madanm mwen pa t ka dòmi.,Van an tou te fè kab entènèt la tonbe.,Madanm mwen ak mwen te trè malere pou pèdi koneksyon entènèt nou an.,Nou te renmen van an ki te fò e nou pa t dòmi.,1
82,Kate te vle achte yon nouvo klavye pou òdinatè l.,Li te sove pou mwa pou peye yon bon klavye.,Kate te finalman ale sou entènèt epi li te bay lòd pou klavye li!,Li te tann li ak eksitasyon pandan plizyè jou.,"Apre sa, li anile lòd li te fè a.","Lè sa a, klavye li te rive nan lapòs la.",2
83,"Yon lè Jon te fin gradye nan inivèsite, li te kòmanse chèche travay.",Li te aplike pou travay nan jaden li chak jou.,"Twa semèn apre li te kòmanse, li te resevwa yon apèl.",Moun ki te rele l la te mande si li ta enterese nan yon entèvyou.,Jon te aksepte.,"Men, Jon te rejte òf la.",1
84,Julie te renmen li tout sa li te jwenn.,Li te pase pifò tan li nan bibliyotèk la.,Bibliyotèk li te pi renmen an te gen anplwaye pa Miss Watson.,Mèt Watson te wè jan Julie renmen liv e li te ofri l yon travay.,Julie te aksepte sa avèk kè kontan!,Julie te frape zanmi l nan je.,1
85,Fanmi Amy te pral nan Six Flags.,Li te chita pasyèlman nan machin nan ap tann pou li rive.,Lè yo te rive li te chita sou jenou li envestige pak la.,Li te rete nan liy pou yon èdtan pou li te ka monte pi gwo woulèt la.,Amy te vrèman eksite pou li te nan pak la.,Amy te panse pak la te raz.,1
86,Steve te prese pou li te rive nan match foutbòl la.,"Sou gran wout la, Steve te kondwi machin li trè vit.",Patwouy otowout la te sispann machin Steve a.,Ofisye a te bay Steve yon amann pou vitès li te depase.,Steve te kontan.,Steve te fache.,2
87,Pitit fi mwen te ale nan premye fèt anivèsè li pou yon zanmi.,Li te tèlman eksite pou pati a.,Li pa t pale de anyen lòt pandan yon semèn.,Li te ale nan fèt la e li te pran plezi.,Li deside pa janm ale nan yon pati ankò.,"Lè li te rive lakay li tonbe dòmi imedyatman, fatige.",2
88,Bob te bezwen lajan pou l achte manje.,Li te tris paske li pa t ka manje paske li pa t gen lajan.,Li deside ekri yon liv sou lavi difisil li.,Moun yo te fè lwanj liv la touswit e yo te achte plizyè milye kopi!,Pwofi ki te soti nan lavant liv yo te bay Bob ase lajan pou l manje.,Reyaksyon piblik la bay liv la vle di Bob toujou ap mouri grangou.,1
89,Mwen fèk fini premye maraton mwen jodi a.,Li te apeprè sis kilomèt e mwen te travay vrèman difisil.,Mwen te antrene pou sa pandan anviwon twa mwa.,Li te toujou sou mwen fè lis nan lavi,Mwen pa janm te pi kontan.,Mwen vrèman wont tèt mwen.,1
90,Bobby te pliye fwi li nan fòm yon avyon.,Li te blese moute bra l 'ak voye jete woule-up avyon osi difisil ke li te kapab.,"Men, li te twò lou, e li te tonbe tankou yon brik.",Bobby te deside ke avyon ta dwe fèt ak papye.,Bobby te gen senk an.,Bobby te gen trant-senk an.,1
91,Sam te gade zetwal yo yon jou swa.,Toudenkou li te chita boulon dwat.,Li te wè yon etwal k ap briye k ap deplase!,Li kouri al montre papa l l.,Papa l 'ri paske zetwal la te reyèlman yon avyon ak limyè.,Papa Sam te kontan pitit gason l te enterese nan jeoloji.,1
92,John ak Meg te date pou senk ane.,"Jan te renmen Meg, e li te vle marye avè l.","Li deside pou l mande l pou marye avè l aswè a, apre yon dat sinema.","Lè yo te soti nan sinema a, li toudenkou tonbe an jenou.",Li te kòmanse kriye obsènite sou Meg.,Li te mande l pou l marye avè l.,2
93,Yon bèl bann bannann te pandye jis andeyò rive.,"Bobby te eseye voye soulye l, men li te kole.","Li te eseye monte pyebwa a, men li te tonbe.","Apre sa, li te frape l ak yon baton, men baton an te twò kout pou l te rive jwenn li.",Bobby te fache paske li te pran bannann yo.,Bobby te ale nan chato a pou l te jwenn yon eskalye pou l te ka jwenn bannann yo.,2
